dataset,batch,budget,cap,n,both_known,delta_lower,delta_upper,ci_lower,ci_upper
trec-covid-chrono-r2,64,128,100,30,1.0,0.0,0.0,0.0,0.0
trec-covid-chrono-r2,64,256,20,30,1.0,0.0,0.0,0.0,0.0
trec-covid-chrono-r2,64,256,100,30,1.0,0.0,0.0,0.0,0.0
trec-covid-chrono-r2,64,512,20,30,1.0,0.0,0.0,0.0,0.0
trec-covid-chrono-r2,64,512,100,30,1.0,0.2,0.2,0.0,0.5
trec-covid-chrono-r2,64,1024,20,30,1.0,0.2,0.2,0.0,0.5333333333333333
trec-covid-chrono-r2,64,1024,100,30,1.0,1.1,1.1,0.5325000000000001,1.7
trec-covid-chrono-r2,64,2048,20,30,1.0,0.3333333333333333,0.3333333333333333,0.06666666666666667,0.6666666666666666
trec-covid-chrono-r2,64,2048,100,30,1.0,2.1666666666666665,2.1666666666666665,1.0333333333333334,3.667499999999995
trec-covid-chrono-r2,64,4096,20,30,1.0,0.2,0.2,0.03333333333333333,0.4
trec-covid-chrono-r2,64,4096,100,30,1.0,3.533333333333333,3.533333333333333,1.6,5.8
trec-covid-chrono-r2,64,8192,20,30,0.3333333333333333,0.2,1.0,0.0,2.2666666666666666
trec-covid-chrono-r2,64,8192,100,30,0.3333333333333333,3.1,44.1,1.0666666666666667,55.903333333333315
trec-covid-chrono-r2,64,10000,20,30,0.06666666666666667,0.0,1.1,0.0,2.4
trec-covid-chrono-r2,64,10000,100,30,0.06666666666666667,-1.5333333333333334,54.36666666666667,-4.6,64.06916666666665
trec-covid-chrono-r3,1,128,20,30,1.0,0.3333333333333333,0.3333333333333333,0.06666666666666667,0.7333333333333333
trec-covid-chrono-r3,1,128,100,30,1.0,0.3333333333333333,0.3333333333333333,0.06666666666666667,0.7333333333333333
trec-covid-chrono-r3,1,256,20,30,1.0,0.1,0.1,0.0,0.3
trec-covid-chrono-r3,1,256,100,30,1.0,0.4,0.4,0.0,1.0
trec-covid-chrono-r3,1,512,20,30,1.0,0.16666666666666666,0.16666666666666666,0.0,0.36666666666666664
trec-covid-chrono-r3,1,512,100,30,1.0,0.5333333333333333,0.5333333333333333,0.16666666666666666,0.9333333333333333
trec-covid-chrono-r3,1,1024,20,30,1.0,0.3,0.3,0.13333333333333333,0.5
trec-covid-chrono-r3,1,1024,100,30,1.0,0.7666666666666667,0.7666666666666667,0.4,1.2
trec-covid-chrono-r3,1,2048,20,30,1.0,0.36666666666666664,0.36666666666666664,0.13333333333333333,0.6333333333333333
trec-covid-chrono-r3,1,2048,100,30,1.0,1.6,1.6,0.8666666666666667,2.7333333333333334
trec-covid-chrono-r3,1,4096,20,30,1.0,0.2,0.2,0.0,0.5333333333333333
trec-covid-chrono-r3,1,4096,100,30,1.0,5.6,5.6,1.8333333333333333,10.468333333333325
trec-covid-chrono-r3,1,8192,20,30,0.43333333333333335,0.1,1.0333333333333334,0.0,1.7666666666666666
trec-covid-chrono-r3,1,8192,100,30,0.43333333333333335,0.8333333333333334,36.03333333333333,0.16666666666666666,48.768333333333324
trec-covid-chrono-r3,1,10000,20,30,0.16666666666666666,0.0,1.9333333333333333,0.0,3.433333333333333
trec-covid-chrono-r3,1,10000,100,30,0.16666666666666666,0.0,54.8,0.0,66.26666666666667
trec-covid-chrono-r3,64,128,20,30,1.0,0.0,0.0,0.0,0.0
trec-covid-chrono-r3,64,128,100,30,1.0,0.0,0.0,0.0,0.0
trec-covid-chrono-r3,64,256,20,30,1.0,0.0,0.0,0.0,0.0
trec-covid-chrono-r3,64,256,100,30,1.0,0.0,0.0,0.0,0.0
trec-covid-chrono-r3,64,512,20,30,1.0,0.1,0.1,0.0,0.26666666666666666
trec-covid-chrono-r3,64,512,100,30,1.0,0.26666666666666666,0.26666666666666666,0.03333333333333333,0.5666666666666667
trec-covid-chrono-r3,64,1024,20,30,1.0,0.2,0.2,0.03333333333333333,0.4
trec-covid-chrono-r3,64,1024,100,30,1.0,0.6,0.6,0.3,0.9666666666666667
trec-covid-chrono-r3,64,2048,20,30,1.0,0.3333333333333333,0.3333333333333333,0.13333333333333333,0.5666666666666667
trec-covid-chrono-r3,64,2048,100,30,1.0,1.4666666666666666,1.4666666666666666,0.7333333333333333,2.6008333333333287
trec-covid-chrono-r3,64,4096,20,30,1.0,0.2,0.2,0.0,0.5
trec-covid-chrono-r3,64,4096,100,30,1.0,5.566666666666666,5.566666666666666,1.8,10.434166666666663
trec-covid-chrono-r3,64,8192,20,30,0.43333333333333335,0.1,1.0333333333333334,0.0,1.8
trec-covid-chrono-r3,64,8192,100,30,0.43333333333333335,0.8,36.0,0.1,48.44166666666662
trec-covid-chrono-r3,64,10000,20,30,0.16666666666666666,0.0,1.9333333333333333,0.0,3.3
trec-covid-chrono-r3,64,10000,100,30,0.16666666666666666,0.0,54.8,0.0,66.03416666666666
trec-covid-chrono-r4,1,128,20,30,1.0,0.1,0.1,0.0,0.23333333333333334
trec-covid-chrono-r4,1,128,100,30,1.0,0.1,0.1,0.0,0.2
trec-covid-chrono-r4,1,256,20,30,1.0,0.3333333333333333,0.3333333333333333,0.1,0.6
trec-covid-chrono-r4,1,256,100,30,1.0,0.4666666666666667,0.4666666666666667,0.13333333333333333,0.8666666666666667
trec-covid-chrono-r4,1,512,20,30,1.0,0.2,0.2,0.06666666666666667,0.3333333333333333
trec-covid-chrono-r4,1,512,100,30,1.0,1.6666666666666667,1.6666666666666667,0.26666666666666666,4.167499999999996
trec-covid-chrono-r4,1,1024,20,30,1.0,0.2,0.2,0.03333333333333333,0.4
trec-covid-chrono-r4,1,1024,100,30,1.0,0.8333333333333334,0.8333333333333334,0.4666666666666667,1.2333333333333334
trec-covid-chrono-r4,1,2048,20,30,1.0,0.4666666666666667,0.4666666666666667,0.16666666666666666,0.8333333333333334
trec-covid-chrono-r4,1,2048,100,30,1.0,2.1666666666666665,2.1666666666666665,0.9,4.333333333333333
trec-covid-chrono-r4,1,4096,20,30,1.0,0.6666666666666666,0.6666666666666666,0.3,1.1333333333333333
trec-covid-chrono-r4,1,4096,100,30,1.0,2.3666666666666667,2.3666666666666667,1.3325,3.6
trec-covid-chrono-r4,1,8192,20,30,0.43333333333333335,0.26666666666666666,1.2666666666666666,0.0,2.334166666666662
trec-covid-chrono-r4,1,8192,100,30,0.43333333333333335,2.1,40.4,0.36666666666666664,52.801666666666655
