dataset,batch,budget,cap,n,both_known,delta_lower,delta_upper,ci_lower,ci_upper
trec-covid-chrono-r4,1,10000,20,30,0.1,0.0,1.9666666666666666,0.0,3.6
trec-covid-chrono-r4,1,10000,100,30,0.1,-0.03333333333333333,59.06666666666667,-0.1,68.63333333333334
trec-covid-chrono-r4,64,128,20,30,1.0,0.0,0.0,0.0,0.0
trec-covid-chrono-r4,64,128,100,30,1.0,0.0,0.0,0.0,0.0
trec-covid-chrono-r4,64,256,20,30,1.0,0.0,0.0,0.0,0.0
trec-covid-chrono-r4,64,256,100,30,1.0,0.0,0.0,0.0,0.0
trec-covid-chrono-r4,64,512,20,30,1.0,0.03333333333333333,0.03333333333333333,0.0,0.1
trec-covid-chrono-r4,64,512,100,30,1.0,1.3333333333333333,1.3333333333333333,0.03333333333333333,3.8
trec-covid-chrono-r4,64,1024,20,30,1.0,0.13333333333333333,0.13333333333333333,0.03333333333333333,0.26666666666666666
trec-covid-chrono-r4,64,1024,100,30,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0666666666666667
trec-covid-chrono-r4,64,2048,20,30,1.0,0.3333333333333333,0.3333333333333333,0.1,0.6333333333333333
trec-covid-chrono-r4,64,2048,100,30,1.0,1.9666666666666666,1.9666666666666666,0.7,4.133333333333334
trec-covid-chrono-r4,64,4096,20,30,1.0,0.6666666666666666,0.6666666666666666,0.3,1.1
trec-covid-chrono-r4,64,4096,100,30,1.0,2.3,2.3,1.2666666666666666,3.466666666666667
trec-covid-chrono-r4,64,8192,20,30,0.43333333333333335,0.26666666666666666,1.2666666666666666,0.0,2.433333333333333
trec-covid-chrono-r4,64,8192,100,30,0.43333333333333335,2.1333333333333333,40.43333333333333,0.4,53.434166666666655
trec-covid-chrono-r4,64,10000,20,30,0.1,0.0,1.9666666666666666,0.0,3.5674999999999955
trec-covid-chrono-r4,64,10000,100,30,0.1,0.0,59.06666666666667,0.0,68.9
trec-covid-chrono-r5,1,128,20,30,1.0,0.13333333333333333,0.13333333333333333,0.0,0.36666666666666664
trec-covid-chrono-r5,1,128,100,30,1.0,0.13333333333333333,0.13333333333333333,0.0,0.36666666666666664
trec-covid-chrono-r5,1,256,20,30,1.0,0.26666666666666666,0.26666666666666666,0.06666666666666667,0.5
trec-covid-chrono-r5,1,256,100,30,1.0,0.26666666666666666,0.26666666666666666,0.06666666666666667,0.5333333333333333
trec-covid-chrono-r5,1,512,20,30,1.0,0.36666666666666664,0.36666666666666664,0.13333333333333333,0.6
trec-covid-chrono-r5,1,512,100,30,1.0,0.8333333333333334,0.8333333333333334,0.43333333333333335,1.2666666666666666
trec-covid-chrono-r5,1,1024,20,30,1.0,0.2,0.2,0.03333333333333333,0.43333333333333335
trec-covid-chrono-r5,1,1024,100,30,1.0,0.8333333333333334,0.8333333333333334,0.43333333333333335,1.2666666666666666
trec-covid-chrono-r5,1,2048,20,30,1.0,0.26666666666666666,0.26666666666666666,0.06666666666666667,0.5333333333333333
trec-covid-chrono-r5,1,2048,100,30,1.0,1.5,1.5,0.7666666666666667,2.3666666666666667
trec-covid-chrono-r5,1,4096,20,30,1.0,0.16666666666666666,0.16666666666666666,0.03333333333333333,0.3
trec-covid-chrono-r5,1,4096,100,30,1.0,3.1,3.1,1.0,5.766666666666667
trec-covid-chrono-r5,1,8192,20,30,0.3333333333333333,0.6,2.1,0.0,3.8333333333333335
trec-covid-chrono-r5,1,8192,100,30,0.3333333333333333,1.8666666666666667,50.1,0.3991666666666667,62.60083333333333
trec-covid-chrono-r5,1,10000,20,30,0.16666666666666666,0.0,1.9333333333333333,0.0,3.533333333333333
trec-covid-chrono-r5,1,10000,100,30,0.16666666666666666,-0.06666666666666667,61.06666666666667,-0.2,71.20083333333334
trec-covid-chrono-r5,64,128,20,30,1.0,0.0,0.0,0.0,0.0
trec-covid-chrono-r5,64,128,100,30,1.0,0.0,0.0,0.0,0.0
trec-covid-chrono-r5,64,256,20,30,1.0,0.0,0.0,0.0,0.0
trec-covid-chrono-r5,64,256,100,30,1.0,0.0,0.0,0.0,0.0
trec-covid-chrono-r5,64,512,20,30,1.0,0.06666666666666667,0.06666666666666667,0.0,0.16666666666666666
trec-covid-chrono-r5,64,512,100,30,1.0,0.26666666666666666,0.26666666666666666,0.06666666666666667,0.5333333333333333
trec-covid-chrono-r5,64,1024,20,30,1.0,0.16666666666666666,0.16666666666666666,0.03333333333333333,0.36666666666666664
trec-covid-chrono-r5,64,1024,100,30,1.0,0.6,0.6,0.3333333333333333,0.9
trec-covid-chrono-r5,64,2048,20,30,1.0,0.26666666666666666,0.26666666666666666,0.06666666666666667,0.5
trec-covid-chrono-r5,64,2048,100,30,1.0,1.4333333333333333,1.4333333333333333,0.7666666666666667,2.3
trec-covid-chrono-r5,64,4096,20,30,1.0,0.16666666666666666,0.16666666666666666,0.03333333333333333,0.3
trec-covid-chrono-r5,64,4096,100,30,1.0,2.3666666666666667,2.3666666666666667,0.7333333333333333,4.201666666666657
trec-covid-chrono-r5,64,8192,20,30,0.36666666666666664,0.6,2.1,0.0,3.8
trec-covid-chrono-r5,64,8192,100,30,0.36666666666666664,1.8666666666666667,47.53333333333333,0.3333333333333333,60.27083333333331
trec-covid-chrono-r5,64,10000,20,30,0.16666666666666666,0.0,1.9333333333333333,0.0,3.6
trec-covid-chrono-r5,64,10000,100,30,0.16666666666666666,-0.06666666666666667,61.06666666666667,-0.2,71.53416666666666
