dataset,policy,batch,budget,n,coverage,mean_k_lower,mean_k_upper,k20_lower,k20_upper,median_k_lower,p10_k_lower,empty_lower,empty_upper,at10_lower,at10_upper,at20_lower,at20_upper
msmarco-passage-trec-dl-2019,balanced,64,4096,43,1.0,48.41860465116279,48.41860465116279,18.162790697674417,18.162790697674417,37.0,13.0,0.0,0.0,0.9302325581395349,0.9302325581395349,0.7906976744186046,0.7906976744186046
msmarco-passage-trec-dl-2019,balanced,64,8192,43,1.0,53.2093023255814,53.2093023255814,18.441860465116278,18.441860465116278,44.0,13.2,0.0,0.0,0.9534883720930233,0.9534883720930233,0.813953488372093,0.813953488372093
msmarco-passage-trec-dl-2019,balanced,64,10000,43,1.0,55.72093023255814,55.72093023255814,18.58139534883721,18.58139534883721,45.0,13.4,0.0,0.0,0.9534883720930233,0.9534883720930233,0.813953488372093,0.813953488372093
msmarco-passage-trec-dl-2019,dibud,1,128,43,1.0,10.55813953488372,10.55813953488372,10.209302325581396,10.209302325581396,10.0,2.2,0.0,0.0,0.5116279069767442,0.5116279069767442,0.11627906976744186,0.11627906976744186
msmarco-passage-trec-dl-2019,dibud,1,256,43,1.0,18.325581395348838,18.325581395348838,14.348837209302326,14.348837209302326,18.0,5.2,0.0,0.0,0.7209302325581395,0.7209302325581395,0.46511627906976744,0.46511627906976744
msmarco-passage-trec-dl-2019,dibud,1,512,43,1.0,29.58139534883721,29.58139534883721,16.232558139534884,16.232558139534884,26.0,7.4,0.0,0.0,0.8372093023255814,0.8372093023255814,0.6046511627906976,0.6046511627906976
msmarco-passage-trec-dl-2019,dibud,1,1024,43,1.0,37.674418604651166,37.674418604651166,17.325581395348838,17.325581395348838,30.0,9.2,0.0,0.0,0.8837209302325582,0.8837209302325582,0.6744186046511628,0.6744186046511628
msmarco-passage-trec-dl-2019,dibud,1,2048,43,1.0,46.18604651162791,46.18604651162791,17.906976744186046,17.906976744186046,34.0,11.2,0.0,0.0,0.9302325581395349,0.9302325581395349,0.7906976744186046,0.7906976744186046
msmarco-passage-trec-dl-2019,dibud,1,4096,43,1.0,51.13953488372093,51.13953488372093,18.209302325581394,18.209302325581394,40.0,13.0,0.0,0.0,0.9302325581395349,0.9302325581395349,0.7906976744186046,0.7906976744186046
msmarco-passage-trec-dl-2019,dibud,1,8192,43,0.4883720930232558,55.44186046511628,84.09302325581395,18.488372093023255,18.953488372093023,44.0,13.2,0.0,0.0,0.9534883720930233,0.9534883720930233,0.813953488372093,0.9069767441860465
