dataset,snapshot,policy,batch,accesses,dense,sparse,known,stop,k,k_lower,k_upper,k20,ndcg20,full_ndcg20,cost20,baseline20_complete,budget20_cost,elapsed_seconds,baseline_cost_lower,capped_cost_upper,ndcg20_upper,query_id,budget,target,fold
msmarco-passage-trec-dl-2019,0,dibud,1,512,256,256,1,budget,3,3,3,3,0.2451429235553646,0.6282923757275933,,0,512.0,0.0750467500183731,9771.0,512.0,0.2451429235553646,1124210,512,0.9,2
msmarco-passage-trec-dl-2019,0,dibud,1,512,341,171,1,budget,30,30,30,20,0.8589067191579817,0.8589067191579817,103.0,1,103.0,0.0424325000494718,103.0,103.0,0.8589067191579817,130510,512,0.9,2
msmarco-passage-trec-dl-2019,0,dibud,1,512,272,240,1,budget,40,40,40,20,0.714082561191865,0.714082561191865,226.0,1,226.0,0.0544316669693216,226.0,226.0,0.714082561191865,264014,512,0.9,2
msmarco-passage-trec-dl-2019,0,dibud,1,512,229,283,1,budget,11,11,11,11,0.3114449119386561,0.3604873505400204,703.0,1,512.0,0.0497498750919476,703.0,512.0,0.3114449119386561,489204,512,0.9,2
msmarco-passage-trec-dl-2019,0,dibud,1,512,218,294,1,budget,14,14,14,14,0.5354357165368452,0.5485313500927161,1368.0,1,512.0,0.0629664999432861,1368.0,512.0,0.5354357165368452,527433,512,0.9,2
msmarco-passage-trec-dl-2019,0,dibud,1,512,339,173,1,budget,49,49,49,20,0.7676881394093797,0.7676881394093797,173.0,1,173.0,0.0697935830103233,173.0,173.0,0.7676881394093797,87181,512,0.9,2
msmarco-passage-trec-dl-2019,0,dibud,1,512,410,102,1,budget,34,34,34,20,0.8544371755254724,0.8544371755254724,115.0,1,115.0,0.0772602909710258,115.0,115.0,0.8544371755254724,1121402,512,0.9,3
msmarco-passage-trec-dl-2019,0,dibud,1,512,244,268,1,budget,10,10,10,10,0.6219246997409494,0.8496160394118507,,0,512.0,0.0740743339993059,10001.0,512.0,0.6219246997409494,131843,512,0.9,3
msmarco-passage-trec-dl-2019,0,dibud,1,512,305,207,1,budget,34,34,34,20,0.7582482245778552,0.7582482245778552,214.0,1,214.0,0.0453604999929666,214.0,214.0,0.7582482245778552,146187,512,0.9,3
msmarco-passage-trec-dl-2019,0,dibud,1,512,298,214,1,budget,89,89,89,20,1.0,1.0,175.0,1,175.0,0.0052442499436438,175.0,175.0,1.0,168216,512,0.9,3
msmarco-passage-trec-dl-2019,0,dibud,1,512,375,137,1,budget,31,31,31,20,0.90514894987294,0.90514894987294,222.0,1,222.0,0.0760161249199882,222.0,222.0,0.90514894987294,183378,512,0.9,3
msmarco-passage-trec-dl-2019,0,dibud,1,512,231,281,1,budget,14,14,14,14,0.6371450194414994,0.6560273738894549,1523.0,1,512.0,0.0500890839612111,1523.0,512.0,0.6371450194414994,19335,512,0.9,3
msmarco-passage-trec-dl-2019,0,dibud,1,512,236,276,1,budget,25,25,25,20,0.5732483835577233,0.5732483835577233,311.0,1,311.0,0.0822728750063106,311.0,311.0,0.5732483835577233,207786,512,0.9,3
msmarco-passage-trec-dl-2019,0,dibud,1,512,372,140,1,budget,67,67,67,20,0.5895448150252994,0.5895448150252994,136.0,1,136.0,0.014506125007756,136.0,136.0,0.5895448150252994,405717,512,0.9,3
msmarco-passage-trec-dl-2019,0,dibud,1,512,295,217,1,budget,6,6,6,6,0.2628916700758529,0.5288394125113359,,0,512.0,0.0559503340627998,7185.0,512.0,0.2628916700758529,1063750,512,0.9,4
msmarco-passage-trec-dl-2019,0,dibud,1,512,229,283,1,budget,9,9,9,9,0.4568333656712727,0.5627081954560113,5359.0,1,512.0,0.0591755000641569,5359.0,512.0,0.4568333656712727,1103812,512,0.9,4
msmarco-passage-trec-dl-2019,0,dibud,1,512,218,294,1,budget,17,17,17,17,0.5954183374011592,0.5954183374011592,964.0,1,512.0,0.0483630419475957,964.0,512.0,0.5954183374011592,1106007,512,0.9,4
msmarco-passage-trec-dl-2019,0,dibud,1,512,256,256,1,budget,11,11,11,11,0.2571505119477499,0.339162891621534,1746.0,1,512.0,0.0735091250389814,1746.0,512.0,0.2571505119477499,1113437,512,0.9,4
msmarco-passage-trec-dl-2019,0,dibud,1,512,295,217,1,budget,73,73,73,20,0.794386965420065,0.794386965420065,184.0,1,184.0,0.0111970419529825,184.0,184.0,0.794386965420065,1114819,512,0.9,4
msmarco-passage-trec-dl-2019,0,dibud,1,512,256,256,1,budget,26,26,26,20,0.7335871746509132,0.7335871746509132,358.0,1,358.0,0.0396447909297421,358.0,358.0,0.7335871746509132,1133167,512,0.9,4
msmarco-passage-trec-dl-2019,0,dibud,1,512,256,256,1,budget,49,49,49,20,0.8744845044083842,0.8744845044083842,98.0,1,98.0,0.0142280830768868,98.0,98.0,0.8744845044083842,359349,512,0.9,4
msmarco-passage-trec-dl-2019,0,dibud,1,512,305,207,1,budget,34,34,34,20,0.6658689098011058,0.6658689098011058,141.0,1,141.0,0.0445477090543136,141.0,141.0,0.6658689098011058,47923,512,0.9,4
msmarco-passage-trec-dl-2019,0,dibud,1,2048,1593,455,1,budget,41,41,41,20,1.0,1.0,475.0,1,475.0,0.0439107919810339,475.0,475.0,1.0,104861,2048,0.95,0
msmarco-passage-trec-dl-2019,0,dibud,1,2048,631,1417,1,budget,33,33,33,20,0.5941198942441208,0.5941198942441208,186.0,1,186.0,0.0464562500128522,186.0,186.0,0.5941198942441208,1114646,2048,0.95,0
msmarco-passage-trec-dl-2019,0,dibud,1,2048,1317,731,1,budget,56,56,56,20,0.4596195627751552,0.4596195627751552,197.0,1,197.0,0.0390416659647598,197.0,197.0,0.4596195627751552,148538,2048,0.95,0
msmarco-passage-trec-dl-2019,0,dibud,1,1223,799,424,1,cap100,100,100,100,20,0.9668446814705784,0.9668446814705784,178.0,1,178.0,0.0099203749559819,178.0,178.0,0.9668446814705784,156493,2048,0.95,0
msmarco-passage-trec-dl-2019,0,dibud,1,2048,1668,380,1,budget,42,42,42,20,0.7608046694978651,0.7608046694978651,89.0,1,89.0,0.0429481669561937,89.0,89.0,0.7608046694978651,182539,2048,0.95,0
msmarco-passage-trec-dl-2019,0,dibud,1,2048,872,1176,1,budget,12,12,12,12,0.150437134494807,0.1899493779221958,,0,2048.0,0.0717323339777067,9108.0,2048.0,0.150437134494807,443396,2048,0.95,0
msmarco-passage-trec-dl-2019,0,dibud,1,1003,635,368,1,cap100,100,100,100,20,0.5724624301728537,0.5724624301728537,116.0,1,116.0,0.0083064999198541,116.0,116.0,0.5724624301728537,490595,2048,0.95,0
msmarco-passage-trec-dl-2019,0,dibud,1,2048,1141,907,1,budget,34,34,34,20,0.7888099091970884,0.7888099091970884,916.0,1,916.0,0.0590931250480935,916.0,916.0,0.7888099091970884,833860,2048,0.95,0
msmarco-passage-trec-dl-2019,0,dibud,1,2048,1674,374,1,budget,34,34,34,20,0.728914320877073,0.728914320877073,1079.0,1,1079.0,0.0425037919776514,1079.0,1079.0,0.728914320877073,962179,2048,0.95,0
msmarco-passage-trec-dl-2019,0,dibud,1,1024,603,421,1,budget,26,26,26,20,0.722361082584816,0.722361082584816,344.0,1,344.0,0.0674315409269183,344.0,344.0,0.722361082584816,1115776,1024,0.95,1
msmarco-passage-trec-dl-2019,0,dibud,1,1024,857,167,1,budget,28,28,28,20,0.977270778638806,0.977270778638806,192.0,1,192.0,0.0416656249435618,192.0,192.0,0.977270778638806,1117099,1024,0.95,1
msmarco-passage-trec-dl-2019,0,dibud,1,1024,512,512,1,budget,6,6,6,6,0.3546128551902289,0.5520479356236625,,0,1024.0,0.0617929169675335,8010.0,1024.0,0.3546128551902289,1121709,1024,0.95,1
msmarco-passage-trec-dl-2019,0,dibud,1,1024,304,720,1,budget,25,25,25,20,0.6756767456295956,0.6756767456295956,378.0,1,378.0,0.0692068750504404,378.0,378.0,0.6756767456295956,1129237,1024,0.95,1
msmarco-passage-trec-dl-2019,0,dibud,1,1024,593,431,1,budget,31,31,31,20,0.4375478891993805,0.4375478891993805,297.0,1,297.0,0.0529700409388169,297.0,297.0,0.4375478891993805,451602,1024,0.95,1
msmarco-passage-trec-dl-2019,0,dibud,1,1024,772,252,1,budget,79,79,79,20,0.6904651289294221,0.6904651289294221,152.0,1,152.0,0.0439152079634368,152.0,152.0,0.6904651289294221,573724,1024,0.95,1
msmarco-passage-trec-dl-2019,0,dibud,1,1024,512,512,1,budget,5,5,5,5,1.0,1.0,,0,1024.0,0.0688907500589266,9102.0,1024.0,1.0,855410,1024,0.95,1
msmarco-passage-trec-dl-2019,0,dibud,1,1024,616,408,1,budget,35,35,35,20,0.4851031845859314,0.4851031845859314,158.0,1,158.0,0.0467607920290902,158.0,158.0,0.4851031845859314,87452,1024,0.95,1
msmarco-passage-trec-dl-2019,0,dibud,1,720,446,274,1,cap100,100,100,100,20,0.4353916603916135,0.4353916603916135,199.0,1,199.0,0.0057580838911235,199.0,199.0,0.4353916603916135,915593,1024,0.95,1
msmarco-passage-trec-dl-2019,0,dibud,1,512,233,279,1,budget,12,12,12,12,0.1637675566773413,0.1637675566773413,,0,512.0,0.0496966249775141,6464.0,512.0,0.1637675566773413,1037798,512,0.95,2
msmarco-passage-trec-dl-2019,0,dibud,1,512,243,269,1,budget,7,7,7,7,0.3593849016736014,0.5218081021710331,,0,512.0,0.0496983749326318,6352.0,512.0,0.3593849016736014,1110199,512,0.95,2
msmarco-passage-trec-dl-2019,0,dibud,1,512,294,218,1,budget,16,16,16,16,0.5580585239527681,0.591704508961238,1119.0,1,512.0,0.0623901250073686,1119.0,512.0,0.5580585239527681,1112341,512,0.95,2
msmarco-passage-trec-dl-2019,0,dibud,1,512,256,256,1,budget,3,3,3,3,0.2451429235553646,0.6282923757275933,,0,512.0,0.0750467500183731,9771.0,512.0,0.2451429235553646,1124210,512,0.95,2
msmarco-passage-trec-dl-2019,0,dibud,1,512,341,171,1,budget,30,30,30,20,0.8589067191579817,0.8589067191579817,103.0,1,103.0,0.0424325000494718,103.0,103.0,0.8589067191579817,130510,512,0.95,2
msmarco-passage-trec-dl-2019,0,dibud,1,512,272,240,1,budget,40,40,40,20,0.714082561191865,0.714082561191865,226.0,1,226.0,0.0544316669693216,226.0,226.0,0.714082561191865,264014,512,0.95,2
msmarco-passage-trec-dl-2019,0,dibud,1,512,229,283,1,budget,11,11,11,11,0.3114449119386561,0.3604873505400204,703.0,1,512.0,0.0497498750919476,703.0,512.0,0.3114449119386561,489204,512,0.95,2
msmarco-passage-trec-dl-2019,0,dibud,1,512,218,294,1,budget,14,14,14,14,0.5354357165368452,0.5485313500927161,1368.0,1,512.0,0.0629664999432861,1368.0,512.0,0.5354357165368452,527433,512,0.95,2
msmarco-passage-trec-dl-2019,0,dibud,1,512,339,173,1,budget,49,49,49,20,0.7676881394093797,0.7676881394093797,173.0,1,173.0,0.0697935830103233,173.0,173.0,0.7676881394093797,87181,512,0.95,2
msmarco-passage-trec-dl-2019,0,dibud,1,1024,889,135,1,budget,36,36,36,20,0.8544371755254724,0.8544371755254724,115.0,1,115.0,0.0772604999365285,115.0,115.0,0.8544371755254724,1121402,1024,0.95,3
msmarco-passage-trec-dl-2019,0,dibud,1,1024,512,512,1,budget,10,10,10,10,0.6219246997409494,0.8496160394118507,,0,1024.0,0.0740746670635417,10001.0,1024.0,0.6219246997409494,131843,1024,0.95,3
msmarco-passage-trec-dl-2019,0,dibud,1,1024,378,646,1,budget,56,56,56,20,0.7582482245778552,0.7582482245778552,214.0,1,214.0,0.0453607920790091,214.0,214.0,0.7582482245778552,146187,1024,0.95,3
msmarco-passage-trec-dl-2019,0,dibud,1,605,350,255,1,cap100,100,100,100,20,1.0,1.0,175.0,1,175.0,0.0052444169996306,175.0,175.0,1.0,168216,1024,0.95,3
msmarco-passage-trec-dl-2019,0,dibud,1,1024,829,195,1,budget,35,35,35,20,0.90514894987294,0.90514894987294,222.0,1,222.0,0.0760163340019062,222.0,222.0,0.90514894987294,183378,1024,0.95,3
msmarco-passage-trec-dl-2019,0,dibud,1,1024,472,552,1,budget,19,19,19,19,0.6560273738894549,0.6560273738894549,1523.0,1,1024.0,0.0500893749995157,1523.0,1024.0,0.6560273738894549,19335,1024,0.95,3
msmarco-passage-trec-dl-2019,0,dibud,1,1024,448,576,1,budget,30,30,30,20,0.5732483835577233,0.5732483835577233,311.0,1,311.0,0.0822732499800622,311.0,311.0,0.5732483835577233,207786,1024,0.95,3
msmarco-passage-trec-dl-2019,0,dibud,1,1024,845,179,1,budget,80,80,80,20,0.5895448150252994,0.5895448150252994,136.0,1,136.0,0.0145063339732587,136.0,136.0,0.5895448150252994,405717,1024,0.95,3
msmarco-passage-trec-dl-2019,0,dibud,1,1024,636,388,1,budget,9,9,9,9,0.3429335601074497,0.5288394125113359,,0,1024.0,0.0559505840064957,7185.0,1024.0,0.3429335601074497,1063750,1024,0.95,4
msmarco-passage-trec-dl-2019,0,dibud,1,1024,426,598,1,budget,12,12,12,12,0.4774901481989712,0.5627081954560113,5359.0,1,1024.0,0.059175792033784,5359.0,1024.0,0.4774901481989712,1103812,1024,0.95,4
msmarco-passage-trec-dl-2019,0,dibud,1,1024,392,632,1,budget,21,21,21,20,0.5954183374011592,0.5954183374011592,964.0,1,964.0,0.0483632499817758,964.0,964.0,0.5954183374011592,1106007,1024,0.95,4
msmarco-passage-trec-dl-2019,0,dibud,1,1024,512,512,1,budget,13,13,13,13,0.3082676907929869,0.339162891621534,1746.0,1,1024.0,0.0735093340044841,1746.0,1024.0,0.3082676907929869,1113437,1024,0.95,4
msmarco-passage-trec-dl-2019,0,dibud,1,1024,750,274,1,budget,88,88,88,20,0.794386965420065,0.794386965420065,184.0,1,184.0,0.0111972499871626,184.0,184.0,0.794386965420065,1114819,1024,0.95,4
msmarco-passage-trec-dl-2019,0,dibud,1,1024,340,684,1,budget,39,39,39,20,0.7335871746509132,0.7335871746509132,358.0,1,358.0,0.0396450830157846,358.0,358.0,0.7335871746509132,1133167,1024,0.95,4
msmarco-passage-trec-dl-2019,0,dibud,1,1024,538,486,1,budget,67,67,67,20,0.8744845044083842,0.8744845044083842,98.0,1,98.0,0.0142282911110669,98.0,98.0,0.8744845044083842,359349,1024,0.95,4
msmarco-passage-trec-dl-2019,0,dibud,1,1024,512,512,1,budget,44,44,44,20,0.6658689098011058,0.6658689098011058,141.0,1,141.0,0.0445479169720783,141.0,141.0,0.6658689098011058,47923,1024,0.95,4
msmarco-passage-trec-dl-2019,0,dibud,1,5555,5000,555,0,observation_limit,57,57,100,20,1.0,1.0,475.0,1,475.0,0.0439111670712009,475.0,475.0,1.0,104861,10000,0.99,0
msmarco-passage-trec-dl-2019,0,dibud,1,5972,972,5000,0,observation_limit,35,35,100,20,0.5941198942441208,0.5941198942441208,186.0,1,186.0,0.0464567081071436,186.0,186.0,0.5941198942441208,1114646,10000,0.99,0
msmarco-passage-trec-dl-2019,0,dibud,1,4708,2991,1717,1,cap100,100,100,100,20,0.4596195627751552,0.4596195627751552,197.0,1,197.0,0.0390420829644426,197.0,197.0,0.4596195627751552,148538,10000,0.99,0
msmarco-passage-trec-dl-2019,0,dibud,1,1223,799,424,1,cap100,100,100,100,20,0.9668446814705784,0.9668446814705784,178.0,1,178.0,0.0099209160543978,178.0,178.0,0.9668446814705784,156493,10000,0.99,0
msmarco-passage-trec-dl-2019,0,dibud,1,5469,5000,469,0,observation_limit,42,42,100,20,0.7608046694978651,0.7608046694978651,89.0,1,89.0,0.0429486250504851,89.0,89.0,0.7608046694978651,182539,10000,0.99,0
msmarco-passage-trec-dl-2019,0,dibud,1,9107,5000,4107,0,observation_limit,15,15,100,15,0.1899493779221958,0.1899493779221958,,0,,0.0717327089514583,9108.0,10000.0,0.1899493779221958,443396,10000,0.99,0
msmarco-passage-trec-dl-2019,0,dibud,1,1003,635,368,1,cap100,100,100,100,20,0.5724624301728537,0.5724624301728537,116.0,1,116.0,0.0083069580141454,116.0,116.0,0.5724624301728537,490595,10000,0.99,0
msmarco-passage-trec-dl-2019,0,dibud,1,7483,5000,2483,0,observation_limit,39,39,100,20,0.7888099091970884,0.7888099091970884,916.0,1,916.0,0.0590935000218451,916.0,916.0,0.7888099091970884,833860,10000,0.99,0
msmarco-passage-trec-dl-2019,0,dibud,1,5374,5000,374,0,observation_limit,39,39,100,20,0.728914320877073,0.728914320877073,1079.0,1,1079.0,0.0425042499555274,1079.0,1079.0,0.728914320877073,962179,10000,0.99,0
msmarco-passage-trec-dl-2019,0,dibud,1,8347,5000,3347,0,observation_limit,47,47,100,20,0.722361082584816,0.722361082584816,344.0,1,344.0,0.0674321659607812,344.0,344.0,0.722361082584816,1115776,10000,0.99,1
msmarco-passage-trec-dl-2019,0,dibud,1,5259,5000,259,0,observation_limit,39,39,100,20,0.977270778638806,0.977270778638806,192.0,1,192.0,0.0416662089992314,192.0,192.0,0.977270778638806,1117099,10000,0.99,1
msmarco-passage-trec-dl-2019,0,dibud,1,8009,5000,3009,0,observation_limit,11,11,100,11,0.4469020446148979,0.5520479356236625,,0,,0.0617933750618249,8010.0,10000.0,0.5520479356236625,1121709,10000,0.99,1
msmarco-passage-trec-dl-2019,0,dibud,1,8706,5000,3706,0,observation_limit,44,44,100,20,0.6756767456295956,0.6756767456295956,378.0,1,378.0,0.069207499967888,378.0,378.0,0.6756767456295956,1129237,10000,0.99,1
msmarco-passage-trec-dl-2019,0,dibud,1,6454,5000,1454,0,observation_limit,75,75,100,20,0.4375478891993805,0.4375478891993805,297.0,1,297.0,0.052970707998611,297.0,297.0,0.4375478891993805,451602,10000,0.99,1
msmarco-passage-trec-dl-2019,0,dibud,1,5406,5000,406,0,observation_limit,94,94,100,20,0.6904651289294221,0.6904651289294221,152.0,1,152.0,0.043915917049162,152.0,152.0,0.6904651289294221,573724,10000,0.99,1
msmarco-passage-trec-dl-2019,0,dibud,1,9101,5000,4101,0,observation_limit,6,6,100,6,1.0,1.0,,0,,0.0688913330668583,9102.0,10000.0,1.0,855410,10000,0.99,1
msmarco-passage-trec-dl-2019,0,dibud,1,5791,791,5000,0,observation_limit,60,60,100,20,0.4851031845859314,0.4851031845859314,158.0,1,158.0,0.0467613750370219,158.0,158.0,0.4851031845859314,87452,10000,0.99,1
msmarco-passage-trec-dl-2019,0,dibud,1,720,446,274,1,cap100,100,100,100,20,0.4353916603916135,0.4353916603916135,199.0,1,199.0,0.0057586668990552,199.0,199.0,0.4353916603916135,915593,10000,0.99,1
msmarco-passage-trec-dl-2019,0,dibud,1,6463,1463,5000,0,observation_limit,13,13,100,13,0.1637675566773413,0.1637675566773413,,0,,0.0496972920373082,6464.0,10000.0,0.1637675566773413,1037798,10000,0.99,2
msmarco-passage-trec-dl-2019,0,dibud,1,6351,1351,5000,0,observation_limit,19,19,100,19,0.4956168350592915,0.5218081021710331,,0,,0.0496989999664947,6352.0,10000.0,0.5218081021710331,1110199,10000,0.99,2
msmarco-passage-trec-dl-2019,0,dibud,1,7958,2958,5000,0,observation_limit,33,33,100,20,0.591704508961238,0.591704508961238,1119.0,1,1119.0,0.0623909999849274,1119.0,1119.0,0.591704508961238,1112341,10000,0.99,2
msmarco-passage-trec-dl-2019,0,dibud,1,9770,4770,5000,0,observation_limit,7,7,100,7,0.4185167840383923,0.6282923757275933,,0,,0.0750475410604849,9771.0,10000.0,0.6282923757275933,1124210,10000,0.99,2
msmarco-passage-trec-dl-2019,0,dibud,1,5433,5000,433,0,observation_limit,33,33,100,20,0.8589067191579817,0.8589067191579817,103.0,1,103.0,0.042433249996975,103.0,103.0,0.8589067191579817,130510,10000,0.99,2
msmarco-passage-trec-dl-2019,0,dibud,1,6625,5000,1625,0,observation_limit,85,85,100,20,0.714082561191865,0.714082561191865,226.0,1,226.0,0.0544326249510049,226.0,226.0,0.714082561191865,264014,10000,0.99,2
msmarco-passage-trec-dl-2019,0,dibud,1,6333,1333,5000,0,observation_limit,28,28,100,20,0.3604873505400204,0.3604873505400204,703.0,1,703.0,0.0497508340049535,703.0,703.0,0.3604873505400204,489204,10000,0.99,2
msmarco-passage-trec-dl-2019,0,dibud,1,7722,5000,2722,0,observation_limit,93,93,100,20,0.5485313500927161,0.5485313500927161,1368.0,1,1368.0,0.0629673750372603,1368.0,1368.0,0.5485313500927161,527433,10000,0.99,2
msmarco-passage-trec-dl-2019,0,dibud,1,8488,4519,3969,1,cap100,100,100,100,20,0.7676881394093797,0.7676881394093797,173.0,1,173.0,0.0697943749837577,173.0,173.0,0.7676881394093797,87181,10000,0.99,2
msmarco-passage-trec-dl-2019,0,dibud,1,9601,4601,5000,0,observation_limit,51,51,100,20,0.8544371755254724,0.8544371755254724,115.0,1,115.0,0.0772611249703913,115.0,115.0,0.8544371755254724,1121402,10000,0.99,3
msmarco-passage-trec-dl-2019,0,dibud,1,10000,5000,5000,1,budget,11,11,11,11,0.6633545822690573,0.8496160394118507,,0,10000.0,0.0740752090932801,10001.0,10000.0,0.6633545822690573,131843,10000,0.99,3
msmarco-passage-trec-dl-2019,0,dibud,1,5532,532,5000,0,observation_limit,70,70,100,20,0.7582482245778552,0.7582482245778552,214.0,1,214.0,0.0453614169964566,214.0,214.0,0.7582482245778552,146187,10000,0.99,3
msmarco-passage-trec-dl-2019,0,dibud,1,605,350,255,1,cap100,100,100,100,20,1.0,1.0,175.0,1,175.0,0.0052451249212026,175.0,175.0,1.0,168216,10000,0.99,3
msmarco-passage-trec-dl-2019,0,dibud,1,9326,4326,5000,0,observation_limit,62,62,100,20,0.90514894987294,0.90514894987294,222.0,1,222.0,0.0760170000139623,222.0,222.0,0.90514894987294,183378,10000,0.99,3
msmarco-passage-trec-dl-2019,0,dibud,1,6195,1195,5000,0,observation_limit,22,22,100,20,0.6560273738894549,0.6560273738894549,1523.0,1,1523.0,0.0500903750071302,1523.0,1523.0,0.6560273738894549,19335,10000,0.99,3
msmarco-passage-trec-dl-2019,0,dibud,1,10000,5000,5000,1,budget,45,45,45,20,0.5732483835577233,0.5732483835577233,311.0,1,311.0,0.0822738750139251,311.0,311.0,0.5732483835577233,207786,10000,0.99,3
msmarco-passage-trec-dl-2019,0,dibud,1,1823,1243,580,1,cap100,100,100,100,20,0.5895448150252994,0.5895448150252994,136.0,1,136.0,0.0145068749552592,136.0,136.0,0.5895448150252994,405717,10000,0.99,3
msmarco-passage-trec-dl-2019,0,dibud,1,7184,2184,5000,0,observation_limit,17,17,100,17,0.4722068479788816,0.5288394125113359,,0,,0.0559510419843718,7185.0,10000.0,0.5288394125113359,1063750,10000,0.99,4
msmarco-passage-trec-dl-2019,0,dibud,1,7345,2345,5000,0,observation_limit,30,30,100,20,0.5627081954560113,0.5627081954560113,5359.0,1,5359.0,0.0591764580458402,5359.0,5359.0,0.5627081954560113,1103812,10000,0.99,4
msmarco-passage-trec-dl-2019,0,dibud,1,6135,5000,1135,0,observation_limit,34,34,100,20,0.5954183374011592,0.5954183374011592,964.0,1,964.0,0.0483637920115143,964.0,964.0,0.5954183374011592,1106007,10000,0.99,4
