dataset,query_id,policy,batch,complete20,last_k,last_cost,terminal_accesses,unresolved_accesses,max_gap,max_gap_rank,max_share,k_at25,k_at50,k_at75
nfcorpus,PLAIN-2092,balanced,1,1,20,25.0,105,80.0,5.0,2,0.2,1.0,7.0,13.0
nfcorpus,PLAIN-2092,balanced,64,1,20,69.0,128,59.0,69.0,1,1.0,0.0,0.0,0.0
nfcorpus,PLAIN-2092,dibud,1,1,20,25.0,105,80.0,6.0,2,0.24,1.0,7.0,13.0
nfcorpus,PLAIN-2092,dibud,64,1,20,69.0,128,59.0,69.0,1,1.0,0.0,0.0,0.0
nfcorpus,PLAIN-2102,balanced,1,1,20,107.0,1479,1372.0,32.0,13,0.29906542056074764,5.0,12.0,12.0
nfcorpus,PLAIN-2102,balanced,64,1,20,128.0,1536,1408.0,128.0,1,1.0,0.0,0.0,0.0
nfcorpus,PLAIN-2102,dibud,1,1,20,102.0,1479,1377.0,28.0,13,0.27450980392156865,5.0,12.0,12.0
nfcorpus,PLAIN-2102,dibud,64,1,20,128.0,1536,1408.0,128.0,1,1.0,0.0,0.0,0.0
nfcorpus,PLAIN-2113,balanced,1,1,20,1816.0,4099,2283.0,462.0,18,0.2544052863436123,9.0,14.0,17.0
nfcorpus,PLAIN-2113,balanced,64,1,20,1868.0,4160,2292.0,384.0,18,0.20556745182012848,8.0,14.0,17.0
nfcorpus,PLAIN-2113,dibud,1,1,20,1294.0,4099,2805.0,287.0,18,0.22179289026275115,7.0,14.0,17.0
nfcorpus,PLAIN-2113,dibud,64,1,20,1356.0,4160,2804.0,204.0,19,0.1504424778761062,7.0,13.0,17.0
nfcorpus,PLAIN-2124,balanced,1,1,20,22.0,102,80.0,3.0,1,0.13636363636363635,3.0,9.0,14.0
nfcorpus,PLAIN-2124,balanced,64,1,20,66.0,128,62.0,66.0,1,1.0,0.0,0.0,0.0
nfcorpus,PLAIN-2124,dibud,1,1,20,22.0,102,80.0,4.0,1,0.18181818181818182,3.0,9.0,14.0
nfcorpus,PLAIN-2124,dibud,64,1,20,66.0,128,62.0,66.0,1,1.0,0.0,0.0,0.0
nfcorpus,PLAIN-2134,balanced,1,1,20,20.0,100,80.0,1.0,1,0.05,5.0,10.0,15.0
nfcorpus,PLAIN-2134,balanced,64,1,20,64.0,128,64.0,64.0,1,1.0,0.0,0.0,0.0
nfcorpus,PLAIN-2134,dibud,1,1,20,20.0,100,80.0,1.0,1,0.05,5.0,10.0,15.0
nfcorpus,PLAIN-2134,dibud,64,1,20,64.0,128,64.0,64.0,1,1.0,0.0,0.0,0.0
nfcorpus,PLAIN-2145,balanced,1,1,20,1463.0,3403,1940.0,386.0,13,0.2638414217361586,10.0,12.0,14.0
nfcorpus,PLAIN-2145,balanced,64,1,20,1472.0,3456,1984.0,384.0,13,0.2608695652173913,10.0,12.0,14.0
nfcorpus,PLAIN-2145,dibud,1,1,20,1463.0,3403,1940.0,386.0,13,0.2638414217361586,10.0,12.0,14.0
nfcorpus,PLAIN-2145,dibud,64,1,20,1472.0,3456,1984.0,384.0,13,0.2608695652173913,10.0,12.0,14.0
nfcorpus,PLAIN-2156,balanced,1,1,20,23.0,103,80.0,2.0,1,0.08695652173913043,2.0,8.0,14.0
nfcorpus,PLAIN-2156,balanced,64,1,20,67.0,128,61.0,67.0,1,1.0,0.0,0.0,0.0
nfcorpus,PLAIN-2156,dibud,1,1,20,23.0,103,80.0,2.0,1,0.08695652173913043,2.0,8.0,14.0
nfcorpus,PLAIN-2156,dibud,64,1,20,67.0,128,61.0,67.0,1,1.0,0.0,0.0,0.0
nfcorpus,PLAIN-2167,balanced,1,1,20,21.0,101,80.0,2.0,1,0.09523809523809523,4.0,9.0,14.0
nfcorpus,PLAIN-2167,balanced,64,1,20,66.0,128,62.0,66.0,1,1.0,0.0,0.0,0.0
nfcorpus,PLAIN-2167,dibud,1,1,20,21.0,101,80.0,2.0,1,0.09523809523809523,4.0,9.0,14.0
nfcorpus,PLAIN-2167,dibud,64,1,20,66.0,128,62.0,66.0,1,1.0,0.0,0.0,0.0
nfcorpus,PLAIN-217,balanced,1,1,20,587.0,3214,2627.0,79.0,11,0.13458262350936967,7.0,12.0,16.0
nfcorpus,PLAIN-217,balanced,64,1,20,640.0,3271,2631.0,128.0,1,0.2,7.0,10.0,16.0
nfcorpus,PLAIN-217,dibud,1,1,20,557.0,3210,2653.0,71.0,11,0.12746858168761221,7.0,12.0,16.0
nfcorpus,PLAIN-217,dibud,64,1,20,640.0,3271,2631.0,128.0,1,0.2,7.0,10.0,16.0
nfcorpus,PLAIN-2177,balanced,1,1,20,827.0,827,0.0,324.0,9,0.39177750906892383,5.0,8.0,10.0
nfcorpus,PLAIN-2177,balanced,64,1,20,832.0,832,0.0,320.0,9,0.38461538461538464,5.0,8.0,8.0
nfcorpus,PLAIN-2177,dibud,1,1,20,827.0,827,0.0,324.0,9,0.39177750906892383,5.0,8.0,10.0
nfcorpus,PLAIN-2177,dibud,64,1,20,832.0,832,0.0,320.0,9,0.38461538461538464,5.0,8.0,8.0
nfcorpus,PLAIN-2187,balanced,1,1,20,22.0,102,80.0,3.0,1,0.13636363636363635,3.0,9.0,14.0
nfcorpus,PLAIN-2187,balanced,64,1,20,66.0,128,62.0,66.0,1,1.0,0.0,0.0,0.0
nfcorpus,PLAIN-2187,dibud,1,1,20,22.0,102,80.0,4.0,1,0.18181818181818182,3.0,9.0,14.0
nfcorpus,PLAIN-2187,dibud,64,1,20,66.0,128,62.0,66.0,1,1.0,0.0,0.0,0.0
nfcorpus,PLAIN-2197,balanced,1,1,20,164.0,2533,2369.0,26.0,17,0.15853658536585366,8.0,13.0,16.0
nfcorpus,PLAIN-2197,balanced,64,1,20,192.0,2560,2368.0,98.0,1,0.5104166666666666,0.0,0.0,16.0
nfcorpus,PLAIN-2197,dibud,1,1,20,164.0,2533,2369.0,26.0,17,0.15853658536585366,8.0,13.0,16.0
nfcorpus,PLAIN-2197,dibud,64,1,20,192.0,2560,2368.0,98.0,1,0.5104166666666666,0.0,0.0,16.0
nfcorpus,PLAIN-2209,balanced,1,1,20,20.0,100,80.0,1.0,1,0.05,5.0,10.0,15.0
nfcorpus,PLAIN-2209,balanced,64,1,20,64.0,128,64.0,64.0,1,1.0,0.0,0.0,0.0
nfcorpus,PLAIN-2209,dibud,1,1,20,20.0,100,80.0,1.0,1,0.05,5.0,10.0,15.0
nfcorpus,PLAIN-2209,dibud,64,1,20,64.0,128,64.0,64.0,1,1.0,0.0,0.0,0.0
nfcorpus,PLAIN-2220,balanced,1,1,20,21.0,101,80.0,2.0,1,0.09523809523809523,5.0,10.0,14.0
nfcorpus,PLAIN-2220,balanced,64,1,20,65.0,128,63.0,65.0,1,1.0,0.0,0.0,0.0
nfcorpus,PLAIN-2220,dibud,1,1,20,21.0,101,80.0,2.0,1,0.09523809523809523,5.0,10.0,14.0
nfcorpus,PLAIN-2220,dibud,64,1,20,65.0,128,63.0,65.0,1,1.0,0.0,0.0,0.0
nfcorpus,PLAIN-2230,balanced,1,1,20,2487.0,2487,0.0,1654.0,3,0.6650583031765179,2.0,2.0,2.0
nfcorpus,PLAIN-2230,balanced,64,1,20,2496.0,2496,0.0,1664.0,3,0.6666666666666666,2.0,2.0,2.0
nfcorpus,PLAIN-2230,dibud,1,1,20,2487.0,2487,0.0,1654.0,3,0.6650583031765179,2.0,2.0,2.0
nfcorpus,PLAIN-2230,dibud,64,1,20,2496.0,2496,0.0,1664.0,3,0.6666666666666666,2.0,2.0,2.0
nfcorpus,PLAIN-2240,balanced,1,1,20,2233.0,2233,0.0,2179.0,7,0.9758172861621137,6.0,6.0,6.0
nfcorpus,PLAIN-2240,balanced,64,1,20,2240.0,2240,0.0,2167.0,7,0.9674107142857142,6.0,6.0,6.0
nfcorpus,PLAIN-2240,dibud,1,1,20,2233.0,2233,0.0,2179.0,7,0.9758172861621137,6.0,6.0,6.0
nfcorpus,PLAIN-2240,dibud,64,1,20,2240.0,2240,0.0,2167.0,7,0.9674107142857142,6.0,6.0,6.0
nfcorpus,PLAIN-2250,balanced,1,1,20,1707.0,1707,0.0,562.0,7,0.3292325717633275,6.0,6.0,8.0
nfcorpus,PLAIN-2250,balanced,64,1,20,1728.0,1728,0.0,576.0,7,0.3333333333333333,6.0,6.0,8.0
nfcorpus,PLAIN-2250,dibud,1,1,20,1707.0,1707,0.0,562.0,7,0.3292325717633275,6.0,6.0,8.0
nfcorpus,PLAIN-2250,dibud,64,1,20,1728.0,1728,0.0,576.0,7,0.3333333333333333,6.0,6.0,8.0
nfcorpus,PLAIN-2261,balanced,1,1,20,415.0,2991,2576.0,82.0,20,0.19759036144578312,8.0,14.0,18.0
nfcorpus,PLAIN-2261,balanced,64,1,20,448.0,3008,2560.0,128.0,1,0.2857142857142857,0.0,10.0,19.0
nfcorpus,PLAIN-2261,dibud,1,1,20,361.0,2991,2630.0,68.0,20,0.1883656509695291,8.0,12.0,17.0
nfcorpus,PLAIN-2261,dibud,64,1,20,448.0,3008,2560.0,128.0,1,0.2857142857142857,0.0,10.0,19.0
nfcorpus,PLAIN-227,balanced,1,1,20,576.0,4750,4174.0,204.0,18,0.3541666666666667,13.0,16.0,17.0
nfcorpus,PLAIN-227,balanced,64,1,20,640.0,4800,4160.0,256.0,18,0.4,12.0,15.0,17.0
nfcorpus,PLAIN-227,dibud,1,1,20,527.0,4750,4223.0,192.0,18,0.36432637571157495,12.0,15.0,17.0
nfcorpus,PLAIN-227,dibud,64,1,20,576.0,4800,4224.0,192.0,18,0.3333333333333333,12.0,15.0,17.0
nfcorpus,PLAIN-2271,balanced,1,1,20,20.0,100,80.0,1.0,1,0.05,5.0,10.0,15.0
nfcorpus,PLAIN-2271,balanced,64,1,20,64.0,128,64.0,64.0,1,1.0,0.0,0.0,0.0
nfcorpus,PLAIN-2271,dibud,1,1,20,20.0,100,80.0,1.0,1,0.05,5.0,10.0,15.0
nfcorpus,PLAIN-2271,dibud,64,1,20,64.0,128,64.0,64.0,1,1.0,0.0,0.0,0.0
nfcorpus,PLAIN-2281,balanced,1,1,20,372.0,372,0.0,190.0,3,0.510752688172043,1.0,2.0,2.0
nfcorpus,PLAIN-2281,balanced,64,1,20,384.0,384,0.0,192.0,3,0.5,0.0,2.0,2.0
nfcorpus,PLAIN-2281,dibud,1,1,20,372.0,372,0.0,190.0,3,0.510752688172043,1.0,2.0,2.0
nfcorpus,PLAIN-2281,dibud,64,1,20,384.0,384,0.0,192.0,3,0.5,0.0,2.0,2.0
nfcorpus,PLAIN-2291,balanced,1,1,20,511.0,2886,2375.0,114.0,17,0.22309197651663404,7.0,13.0,16.0
nfcorpus,PLAIN-2291,balanced,64,1,20,512.0,2935,2423.0,128.0,1,0.25,7.0,13.0,16.0
nfcorpus,PLAIN-2291,dibud,1,1,20,488.0,2886,2398.0,106.0,17,0.21721311475409835,7.0,13.0,16.0
nfcorpus,PLAIN-2291,dibud,64,1,20,512.0,2935,2423.0,128.0,1,0.25,7.0,13.0,16.0
nfcorpus,PLAIN-23,balanced,1,1,20,641.0,4936,4295.0,172.0,19,0.26833073322932915,9.0,14.0,18.0
nfcorpus,PLAIN-23,balanced,64,1,20,704.0,4967,4263.0,128.0,1,0.18181818181818182,9.0,15.0,18.0
nfcorpus,PLAIN-23,dibud,1,1,20,536.0,4936,4400.0,134.0,19,0.25,9.0,14.0,18.0
nfcorpus,PLAIN-23,dibud,64,1,20,640.0,4967,4327.0,128.0,1,0.2,9.0,15.0,18.0
nfcorpus,PLAIN-2301,balanced,1,1,20,3081.0,4205,1124.0,778.0,10,0.2525154170723791,3.0,6.0,9.0
nfcorpus,PLAIN-2301,balanced,64,1,20,3136.0,4224,1088.0,768.0,10,0.24489795918367346,3.0,6.0,9.0
nfcorpus,PLAIN-2301,dibud,1,1,20,3081.0,4205,1124.0,778.0,10,0.2525154170723791,3.0,6.0,9.0
nfcorpus,PLAIN-2301,dibud,64,1,20,3136.0,4224,1088.0,768.0,10,0.24489795918367346,3.0,6.0,9.0
nfcorpus,PLAIN-2311,balanced,1,1,20,2963.0,2963,0.0,1183.0,3,0.39925750928113396,0.0,1.0,2.0
nfcorpus,PLAIN-2311,balanced,64,1,20,3008.0,3008,0.0,1216.0,3,0.40425531914893614,0.0,1.0,2.0
nfcorpus,PLAIN-2311,dibud,1,1,20,2963.0,2963,0.0,1183.0,3,0.39925750928113396,0.0,1.0,2.0
nfcorpus,PLAIN-2311,dibud,64,1,20,3008.0,3008,0.0,1216.0,3,0.40425531914893614,0.0,1.0,2.0
nfcorpus,PLAIN-2321,balanced,1,1,20,1153.0,1939,786.0,443.0,10,0.3842150910667823,6.0,8.0,9.0
nfcorpus,PLAIN-2321,balanced,64,1,20,1216.0,1984,768.0,448.0,10,0.3684210526315789,5.0,8.0,9.0
nfcorpus,PLAIN-2321,dibud,1,1,20,1153.0,1939,786.0,443.0,10,0.3842150910667823,6.0,8.0,9.0
nfcorpus,PLAIN-2321,dibud,64,1,20,1216.0,1984,768.0,448.0,10,0.3684210526315789,5.0,8.0,9.0
nfcorpus,PLAIN-2332,balanced,1,1,20,258.0,3400,3142.0,43.0,4,0.16666666666666666,6.0,12.0,16.0
nfcorpus,PLAIN-2332,balanced,64,1,20,384.0,3456,3072.0,128.0,1,0.3333333333333333,0.0,12.0,19.0
nfcorpus,PLAIN-2332,dibud,1,1,20,250.0,3400,3150.0,43.0,4,0.172,7.0,12.0,16.0
nfcorpus,PLAIN-2332,dibud,64,1,20,320.0,3456,3136.0,128.0,1,0.4,0.0,12.0,12.0
nfcorpus,PLAIN-2343,balanced,1,1,20,574.0,3831,3257.0,64.0,11,0.11149825783972125,4.0,9.0,13.0
nfcorpus,PLAIN-2343,balanced,64,1,20,576.0,3840,3264.0,128.0,1,0.2222222222222222,4.0,7.0,12.0
nfcorpus,PLAIN-2343,dibud,1,1,20,574.0,3831,3257.0,64.0,11,0.11149825783972125,4.0,9.0,13.0
nfcorpus,PLAIN-2343,dibud,64,1,20,576.0,3840,3264.0,128.0,1,0.2222222222222222,4.0,7.0,12.0
nfcorpus,PLAIN-2354,balanced,1,1,20,169.0,544,375.0,36.0,14,0.21301775147928995,12.0,13.0,16.0
nfcorpus,PLAIN-2354,balanced,64,1,20,192.0,576,384.0,128.0,1,0.6666666666666666,0.0,0.0,17.0
nfcorpus,PLAIN-2354,dibud,1,1,20,145.0,544,399.0,34.0,14,0.23448275862068965,12.0,13.0,16.0
nfcorpus,PLAIN-2354,dibud,64,1,20,192.0,576,384.0,128.0,1,0.6666666666666666,0.0,0.0,17.0
nfcorpus,PLAIN-2364,balanced,1,1,20,198.0,2751,2553.0,30.0,8,0.15151515151515152,7.0,11.0,17.0
nfcorpus,PLAIN-2364,balanced,64,1,20,256.0,2752,2496.0,128.0,1,0.5,0.0,16.0,16.0
nfcorpus,PLAIN-2364,dibud,1,1,20,174.0,2751,2577.0,28.0,10,0.16091954022988506,7.0,10.0,16.0
nfcorpus,PLAIN-2364,dibud,64,1,20,256.0,2752,2496.0,128.0,1,0.5,0.0,16.0,18.0
nfcorpus,PLAIN-2375,balanced,1,1,20,2204.0,3317,1113.0,646.0,10,0.29310344827586204,4.0,9.0,16.0
nfcorpus,PLAIN-2375,balanced,64,1,20,2240.0,3328,1088.0,640.0,10,0.2857142857142857,3.0,9.0,16.0
nfcorpus,PLAIN-2375,dibud,1,1,20,2204.0,3317,1113.0,646.0,10,0.29310344827586204,4.0,9.0,16.0
nfcorpus,PLAIN-2375,dibud,64,1,20,2240.0,3328,1088.0,640.0,10,0.2857142857142857,3.0,9.0,16.0
nfcorpus,PLAIN-238,balanced,1,1,20,485.0,5182,4697.0,78.0,4,0.16082474226804125,3.0,12.0,16.0
nfcorpus,PLAIN-238,balanced,64,1,20,512.0,5184,4672.0,128.0,1,0.25,4.0,13.0,18.0
nfcorpus,PLAIN-238,dibud,1,1,20,463.0,5182,4719.0,76.0,4,0.16414686825053995,3.0,12.0,16.0
nfcorpus,PLAIN-238,dibud,64,1,20,512.0,5184,4672.0,128.0,1,0.25,4.0,13.0,18.0
nfcorpus,PLAIN-2386,balanced,1,1,20,1082.0,1082,0.0,1032.0,3,0.9537892791127541,2.0,2.0,2.0
nfcorpus,PLAIN-2386,balanced,64,1,20,1088.0,1088,0.0,1021.0,3,0.9384191176470589,2.0,2.0,2.0
nfcorpus,PLAIN-2386,dibud,1,1,20,1082.0,1082,0.0,1032.0,3,0.9537892791127541,2.0,2.0,2.0
nfcorpus,PLAIN-2386,dibud,64,1,20,1088.0,1088,0.0,1021.0,3,0.9384191176470589,2.0,2.0,2.0
nfcorpus,PLAIN-2396,balanced,1,1,20,20.0,100,80.0,1.0,1,0.05,5.0,10.0,15.0
nfcorpus,PLAIN-2396,balanced,64,1,20,64.0,128,64.0,64.0,1,1.0,0.0,0.0,0.0
nfcorpus,PLAIN-2396,dibud,1,1,20,20.0,100,80.0,1.0,1,0.05,5.0,10.0,15.0
nfcorpus,PLAIN-2396,dibud,64,1,20,64.0,128,64.0,64.0,1,1.0,0.0,0.0,0.0
nfcorpus,PLAIN-2408,balanced,1,1,20,20.0,100,80.0,1.0,1,0.05,5.0,10.0,15.0
nfcorpus,PLAIN-2408,balanced,64,1,20,64.0,128,64.0,64.0,1,1.0,0.0,0.0,0.0
nfcorpus,PLAIN-2408,dibud,1,1,20,20.0,100,80.0,1.0,1,0.05,5.0,10.0,15.0
nfcorpus,PLAIN-2408,dibud,64,1,20,64.0,128,64.0,64.0,1,1.0,0.0,0.0,0.0
nfcorpus,PLAIN-2430,balanced,1,1,20,240.0,4445,4205.0,50.0,19,0.20833333333333334,10.0,13.0,17.0
nfcorpus,PLAIN-2430,balanced,64,1,20,256.0,4480,4224.0,128.0,1,0.5,0.0,13.0,13.0
nfcorpus,PLAIN-2430,dibud,1,1,20,227.0,4445,4218.0,44.0,19,0.19383259911894274,10.0,13.0,18.0
nfcorpus,PLAIN-2430,dibud,64,1,20,256.0,4480,4224.0,128.0,1,0.5,0.0,13.0,15.0
nfcorpus,PLAIN-2440,balanced,1,1,20,3509.0,5942,2433.0,866.0,15,0.2467939583927045,13.0,15.0,18.0
nfcorpus,PLAIN-2440,balanced,64,1,20,3520.0,5949,2429.0,896.0,15,0.2545454545454545,13.0,14.0,18.0
nfcorpus,PLAIN-2440,dibud,1,1,20,3197.0,5942,2745.0,737.0,15,0.23052862058179543,13.0,15.0,17.0
nfcorpus,PLAIN-2440,dibud,64,1,20,3264.0,5949,2685.0,768.0,15,0.23529411764705882,13.0,15.0,17.0
nfcorpus,PLAIN-2450,balanced,1,1,20,147.0,4537,4390.0,46.0,18,0.3129251700680272,10.0,17.0,17.0
nfcorpus,PLAIN-2450,balanced,64,1,20,192.0,4544,4352.0,128.0,1,0.6666666666666666,0.0,0.0,18.0
nfcorpus,PLAIN-2450,dibud,1,1,20,117.0,4537,4420.0,31.0,18,0.26495726495726496,7.0,15.0,17.0
nfcorpus,PLAIN-2450,dibud,64,1,20,192.0,4544,4352.0,128.0,1,0.6666666666666666,0.0,0.0,18.0
nfcorpus,PLAIN-2460,balanced,1,1,20,471.0,4386,3915.0,52.0,9,0.11040339702760085,4.0,11.0,17.0
nfcorpus,PLAIN-2460,balanced,64,1,20,448.0,4416,3968.0,128.0,1,0.2857142857142857,0.0,4.0,12.0
nfcorpus,PLAIN-2460,dibud,1,1,20,419.0,3783,3364.0,48.0,14,0.11455847255369929,3.0,8.0,13.0
nfcorpus,PLAIN-2460,dibud,64,1,20,448.0,3840,3392.0,128.0,1,0.2857142857142857,0.0,4.0,12.0
nfcorpus,PLAIN-2470,balanced,1,1,20,267.0,3841,3574.0,34.0,5,0.12734082397003746,5.0,10.0,14.0
nfcorpus,PLAIN-2470,balanced,64,1,20,320.0,3904,3584.0,128.0,1,0.4,0.0,10.0,11.0
nfcorpus,PLAIN-2470,dibud,1,1,20,232.0,3841,3609.0,32.0,5,0.13793103448275862,4.0,9.0,14.0
nfcorpus,PLAIN-2470,dibud,64,1,20,320.0,3848,3528.0,128.0,1,0.4,0.0,10.0,11.0
nfcorpus,PLAIN-248,balanced,1,1,20,101.0,3856,3755.0,20.0,10,0.19801980198019803,1.0,7.0,12.0
nfcorpus,PLAIN-248,balanced,64,1,20,128.0,3872,3744.0,128.0,1,1.0,0.0,0.0,0.0
nfcorpus,PLAIN-248,dibud,1,1,20,85.0,3856,3771.0,18.0,2,0.21176470588235294,1.0,6.0,9.0
nfcorpus,PLAIN-248,dibud,64,1,20,128.0,3872,3744.0,128.0,1,1.0,0.0,0.0,0.0
nfcorpus,PLAIN-2480,balanced,1,1,20,2081.0,3783,1702.0,888.0,20,0.42671792407496395,15.0,18.0,19.0
nfcorpus,PLAIN-2480,balanced,64,1,20,2112.0,3821,1709.0,896.0,20,0.42424242424242425,15.0,18.0,19.0
nfcorpus,PLAIN-2480,dibud,1,1,20,1578.0,3783,2205.0,604.0,20,0.38276299112801015,15.0,18.0,19.0
nfcorpus,PLAIN-2480,dibud,64,1,20,1664.0,3821,2157.0,640.0,20,0.38461538461538464,15.0,18.0,19.0
nfcorpus,PLAIN-2490,balanced,1,1,20,1097.0,4936,3839.0,434.0,12,0.39562443026435734,10.0,11.0,12.0
nfcorpus,PLAIN-2490,balanced,64,1,20,1152.0,4992,3840.0,512.0,12,0.4444444444444444,10.0,11.0,11.0
nfcorpus,PLAIN-2490,dibud,1,1,20,1078.0,4936,3858.0,373.0,12,0.3460111317254174,10.0,11.0,16.0
nfcorpus,PLAIN-2490,dibud,64,1,20,1152.0,4992,3840.0,384.0,12,0.3333333333333333,10.0,11.0,16.0
nfcorpus,PLAIN-2500,balanced,1,1,20,257.0,5358,5101.0,32.0,8,0.1245136186770428,4.0,11.0,15.0
nfcorpus,PLAIN-2500,balanced,64,1,20,320.0,5376,5056.0,128.0,1,0.4,0.0,11.0,12.0
nfcorpus,PLAIN-2500,dibud,1,1,20,228.0,4621,4393.0,32.0,8,0.14035087719298245,5.0,10.0,15.0
nfcorpus,PLAIN-2500,dibud,64,1,20,320.0,4672,4352.0,128.0,1,0.4,0.0,11.0,12.0
nfcorpus,PLAIN-2510,balanced,1,1,20,92.0,1306,1214.0,19.0,10,0.20652173913043478,9.0,11.0,13.0
nfcorpus,PLAIN-2510,balanced,64,1,20,128.0,1357,1229.0,128.0,1,1.0,0.0,0.0,0.0
nfcorpus,PLAIN-2510,dibud,1,1,20,92.0,1090,998.0,17.0,10,0.18478260869565216,9.0,11.0,13.0
nfcorpus,PLAIN-2510,dibud,64,1,20,128.0,1101,973.0,128.0,1,1.0,0.0,0.0,0.0
nfcorpus,PLAIN-2520,balanced,1,1,20,140.0,3860,3720.0,22.0,4,0.15714285714285714,3.0,6.0,11.0
nfcorpus,PLAIN-2520,balanced,64,1,20,256.0,3910,3654.0,128.0,1,0.5,0.0,16.0,16.0
nfcorpus,PLAIN-2520,dibud,1,1,20,136.0,3860,3724.0,22.0,4,0.16176470588235295,3.0,7.0,14.0
nfcorpus,PLAIN-2520,dibud,64,1,20,256.0,3910,3654.0,128.0,1,0.5,0.0,16.0,19.0
nfcorpus,PLAIN-2530,balanced,1,1,20,114.0,2339,2225.0,42.0,15,0.3684210526315789,13.0,14.0,16.0
nfcorpus,PLAIN-2530,balanced,64,1,20,128.0,2368,2240.0,128.0,1,1.0,0.0,0.0,0.0
nfcorpus,PLAIN-2530,dibud,1,1,20,114.0,2339,2225.0,42.0,15,0.3684210526315789,13.0,14.0,16.0
nfcorpus,PLAIN-2530,dibud,64,1,20,128.0,2368,2240.0,128.0,1,1.0,0.0,0.0,0.0
nfcorpus,PLAIN-2540,balanced,1,1,20,531.0,3790,3259.0,104.0,7,0.1958568738229755,6.0,12.0,16.0
nfcorpus,PLAIN-2540,balanced,64,1,20,576.0,3840,3264.0,128.0,1,0.2222222222222222,6.0,12.0,15.0
nfcorpus,PLAIN-2540,dibud,1,1,20,414.0,3750,3336.0,104.0,7,0.25120772946859904,6.0,8.0,14.0
nfcorpus,PLAIN-2540,dibud,64,1,20,512.0,3827,3315.0,128.0,1,0.25,6.0,12.0,15.0
nfcorpus,PLAIN-2550,balanced,1,1,20,657.0,4543,3886.0,196.0,19,0.2983257229832572,9.0,15.0,18.0
nfcorpus,PLAIN-2550,balanced,64,1,20,704.0,4544,3840.0,256.0,19,0.36363636363636365,9.0,15.0,18.0
nfcorpus,PLAIN-2550,dibud,1,1,20,517.0,4159,3642.0,129.0,19,0.2495164410058027,9.0,15.0,18.0
nfcorpus,PLAIN-2550,dibud,64,1,20,576.0,4224,3648.0,128.0,1,0.2222222222222222,9.0,14.0,16.0
nfcorpus,PLAIN-2560,balanced,1,1,20,109.0,1202,1093.0,20.0,19,0.1834862385321101,9.0,13.0,18.0
nfcorpus,PLAIN-2560,balanced,64,1,20,128.0,1216,1088.0,128.0,1,1.0,0.0,0.0,0.0
nfcorpus,PLAIN-2560,dibud,1,1,20,94.0,1202,1108.0,18.0,19,0.19148936170212766,7.0,12.0,18.0
nfcorpus,PLAIN-2560,dibud,64,1,20,128.0,1216,1088.0,128.0,1,1.0,0.0,0.0,0.0
nfcorpus,PLAIN-2570,balanced,1,1,20,1255.0,4323,3068.0,202.0,15,0.1609561752988048,7.0,12.0,15.0
nfcorpus,PLAIN-2570,balanced,64,1,20,1216.0,4352,3136.0,256.0,15,0.21052631578947367,6.0,12.0,14.0
nfcorpus,PLAIN-2570,dibud,1,1,20,980.0,4323,3343.0,148.0,15,0.1510204081632653,6.0,11.0,14.0
nfcorpus,PLAIN-2570,dibud,64,1,20,1024.0,4352,3328.0,192.0,15,0.1875,6.0,10.0,14.0
nfcorpus,PLAIN-2580,balanced,1,1,20,1367.0,3734,2367.0,264.0,17,0.19312362838332114,13.0,16.0,17.0
nfcorpus,PLAIN-2580,balanced,64,1,20,1430.0,3776,2346.0,256.0,17,0.17902097902097902,13.0,16.0,17.0
nfcorpus,PLAIN-2580,dibud,1,1,20,1187.0,3734,2547.0,205.0,17,0.17270429654591407,13.0,16.0,17.0
nfcorpus,PLAIN-2580,dibud,64,1,20,1280.0,3734,2454.0,192.0,17,0.15,13.0,16.0,18.0
nfcorpus,PLAIN-259,balanced,1,1,20,3132.0,3872,740.0,1080.0,20,0.3448275862068966,12.0,17.0,19.0
nfcorpus,PLAIN-259,balanced,64,1,20,3136.0,3904,768.0,1024.0,20,0.32653061224489793,12.0,17.0,19.0
nfcorpus,PLAIN-259,dibud,1,1,20,3132.0,3872,740.0,1091.0,20,0.3483397190293742,12.0,18.0,19.0
nfcorpus,PLAIN-259,dibud,64,1,20,3136.0,3904,768.0,1024.0,20,0.32653061224489793,12.0,17.0,19.0
nfcorpus,PLAIN-2590,balanced,1,1,20,475.0,3995,3520.0,172.0,18,0.36210526315789476,10.0,15.0,17.0
nfcorpus,PLAIN-2590,balanced,64,1,20,512.0,4032,3520.0,128.0,1,0.25,11.0,16.0,17.0
nfcorpus,PLAIN-2590,dibud,1,1,20,436.0,3534,3098.0,155.0,18,0.3555045871559633,9.0,15.0,17.0
nfcorpus,PLAIN-2590,dibud,64,1,20,512.0,3584,3072.0,128.0,1,0.25,11.0,16.0,17.0
nfcorpus,PLAIN-2600,balanced,1,1,20,113.0,1543,1430.0,16.0,7,0.1415929203539823,6.0,8.0,15.0
nfcorpus,PLAIN-2600,balanced,64,1,20,128.0,1544,1416.0,128.0,1,1.0,0.0,0.0,0.0
nfcorpus,PLAIN-2600,dibud,1,1,20,108.0,1543,1435.0,15.0,7,0.1388888888888889,6.0,8.0,14.0
nfcorpus,PLAIN-2600,dibud,64,1,20,128.0,1600,1472.0,128.0,1,1.0,0.0,0.0,0.0
nfcorpus,PLAIN-2610,balanced,1,1,20,441.0,3268,2827.0,77.0,9,0.1746031746031746,8.0,12.0,17.0
