dataset,snapshot,query_id,policy,batch,budget,accesses,dense,sparse,known,stop,k,k_lower,k_upper,k20,ndcg20,full_ndcg20,cost20,baseline20_complete,budget20_cost,elapsed_seconds,baseline_cost_lower,capped_cost_upper,ndcg20_upper
msmarco-passage-trec-dl-2019,0,490595,dibud,1,128,128,52,76,1,budget,22,22,22,20,0.5724624301728537,0.5724624301728537,116.0,1,116.0,0.0083041669568046,116.0,116.0,0.5724624301728537
msmarco-passage-trec-dl-2019,0,490595,dibud,1,256,256,114,142,1,budget,39,39,39,20,0.5724624301728537,0.5724624301728537,116.0,1,116.0,0.0083052079426124,116.0,116.0,0.5724624301728537
msmarco-passage-trec-dl-2019,0,490595,dibud,1,512,512,199,313,1,budget,58,58,58,20,0.5724624301728537,0.5724624301728537,116.0,1,116.0,0.0083058329764753,116.0,116.0,0.5724624301728537
msmarco-passage-trec-dl-2019,0,490595,dibud,1,1024,1003,635,368,1,cap100,100,100,100,20,0.5724624301728537,0.5724624301728537,116.0,1,116.0,0.0083062079502269,116.0,116.0,0.5724624301728537
msmarco-passage-trec-dl-2019,0,490595,dibud,1,2048,1003,635,368,1,cap100,100,100,100,20,0.5724624301728537,0.5724624301728537,116.0,1,116.0,0.0083064999198541,116.0,116.0,0.5724624301728537
msmarco-passage-trec-dl-2019,0,490595,dibud,1,4096,1003,635,368,1,cap100,100,100,100,20,0.5724624301728537,0.5724624301728537,116.0,1,116.0,0.0083066669758409,116.0,116.0,0.5724624301728537
msmarco-passage-trec-dl-2019,0,490595,dibud,1,8192,1003,635,368,1,cap100,100,100,100,20,0.5724624301728537,0.5724624301728537,116.0,1,116.0,0.0083068329840898,116.0,116.0,0.5724624301728537
msmarco-passage-trec-dl-2019,0,490595,dibud,1,10000,1003,635,368,1,cap100,100,100,100,20,0.5724624301728537,0.5724624301728537,116.0,1,116.0,0.0083069580141454,116.0,116.0,0.5724624301728537
msmarco-passage-trec-dl-2019,0,855410,dibud,1,128,128,64,64,1,budget,5,5,5,5,1.0,1.0,,0,128.0,0.0688891670433804,9102.0,128.0,1.0
msmarco-passage-trec-dl-2019,0,855410,dibud,1,256,256,128,128,1,budget,5,5,5,5,1.0,1.0,,0,256.0,0.0688900420209392,9102.0,256.0,1.0
msmarco-passage-trec-dl-2019,0,855410,dibud,1,512,512,256,256,1,budget,5,5,5,5,1.0,1.0,,0,512.0,0.0688905420247465,9102.0,512.0,1.0
msmarco-passage-trec-dl-2019,0,855410,dibud,1,1024,1024,512,512,1,budget,5,5,5,5,1.0,1.0,,0,1024.0,0.0688907500589266,9102.0,1024.0,1.0
msmarco-passage-trec-dl-2019,0,855410,dibud,1,2048,2048,1024,1024,1,budget,5,5,5,5,1.0,1.0,,0,2048.0,0.0688909169984981,9102.0,2048.0,1.0
msmarco-passage-trec-dl-2019,0,855410,dibud,1,4096,4096,2048,2048,1,budget,5,5,5,5,1.0,1.0,,0,4096.0,0.0688910420285537,9102.0,4096.0,1.0
msmarco-passage-trec-dl-2019,0,855410,dibud,1,8192,8192,4096,4096,1,budget,5,5,5,5,1.0,1.0,,0,8192.0,0.0688911670586094,9102.0,8192.0,1.0
msmarco-passage-trec-dl-2019,0,855410,dibud,1,10000,9101,5000,4101,0,observation_limit,6,6,100,6,1.0,1.0,,0,,0.0688913330668583,9102.0,10000.0,1.0
msmarco-passage-trec-dl-2019,0,264014,dibud,1,128,128,70,58,1,budget,9,9,9,9,0.4774790315078405,0.714082561191865,226.0,1,128.0,0.0544295829022303,226.0,128.0,0.4774790315078405
msmarco-passage-trec-dl-2019,0,264014,dibud,1,256,256,140,116,1,budget,26,26,26,20,0.714082561191865,0.714082561191865,226.0,1,226.0,0.054431082913652,226.0,226.0,0.714082561191865
msmarco-passage-trec-dl-2019,0,264014,dibud,1,512,512,272,240,1,budget,40,40,40,20,0.714082561191865,0.714082561191865,226.0,1,226.0,0.0544316669693216,226.0,226.0,0.714082561191865
msmarco-passage-trec-dl-2019,0,264014,dibud,1,1024,1024,769,255,1,budget,60,60,60,20,0.714082561191865,0.714082561191865,226.0,1,226.0,0.0544319578912109,226.0,226.0,0.714082561191865
msmarco-passage-trec-dl-2019,0,264014,dibud,1,2048,2048,1707,341,1,budget,66,66,66,20,0.714082561191865,0.714082561191865,226.0,1,226.0,0.0544322079513222,226.0,226.0,0.714082561191865
msmarco-passage-trec-dl-2019,0,264014,dibud,1,4096,4096,3701,395,1,budget,68,68,68,20,0.714082561191865,0.714082561191865,226.0,1,226.0,0.0544323748908937,226.0,226.0,0.714082561191865
msmarco-passage-trec-dl-2019,0,264014,dibud,1,8192,6625,5000,1625,0,observation_limit,85,85,100,20,0.714082561191865,0.714082561191865,226.0,1,226.0,0.0544324999209493,226.0,226.0,0.714082561191865
msmarco-passage-trec-dl-2019,0,264014,dibud,1,10000,6625,5000,1625,0,observation_limit,85,85,100,20,0.714082561191865,0.714082561191865,226.0,1,226.0,0.0544326249510049,226.0,226.0,0.714082561191865
msmarco-passage-trec-dl-2019,0,19335,dibud,1,128,128,67,61,1,budget,5,5,5,5,0.4572058261445053,0.6560273738894549,1523.0,1,128.0,0.050086791976355,1523.0,128.0,0.4572058261445053
msmarco-passage-trec-dl-2019,0,19335,dibud,1,256,256,133,123,1,budget,8,8,8,8,0.52868646157669,0.6560273738894549,1523.0,1,256.0,0.0500883340137079,1523.0,256.0,0.52868646157669
msmarco-passage-trec-dl-2019,0,19335,dibud,1,512,512,231,281,1,budget,14,14,14,14,0.6371450194414994,0.6560273738894549,1523.0,1,512.0,0.0500890839612111,1523.0,512.0,0.6371450194414994
msmarco-passage-trec-dl-2019,0,19335,dibud,1,1024,1024,472,552,1,budget,19,19,19,19,0.6560273738894549,0.6560273738894549,1523.0,1,1024.0,0.0500893749995157,1523.0,1024.0,0.6560273738894549
msmarco-passage-trec-dl-2019,0,19335,dibud,1,2048,2048,885,1163,1,budget,21,21,21,20,0.6560273738894549,0.6560273738894549,1523.0,1,1523.0,0.0500897499732673,1523.0,1523.0,0.6560273738894549
msmarco-passage-trec-dl-2019,0,19335,dibud,1,4096,4096,1176,2920,1,budget,22,22,22,20,0.6560273738894549,0.6560273738894549,1523.0,1,1523.0,0.0500899589387699,1523.0,1523.0,0.6560273738894549
msmarco-passage-trec-dl-2019,0,19335,dibud,1,8192,6195,1195,5000,0,observation_limit,22,22,100,20,0.6560273738894549,0.6560273738894549,1523.0,1,1523.0,0.0500901669729501,1523.0,1523.0,0.6560273738894549
msmarco-passage-trec-dl-2019,0,19335,dibud,1,10000,6195,1195,5000,0,observation_limit,22,22,100,20,0.6560273738894549,0.6560273738894549,1523.0,1,1523.0,0.0500903750071302,1523.0,1523.0,0.6560273738894549
msmarco-passage-trec-dl-2019,0,1133167,dibud,1,128,128,68,60,1,budget,6,6,6,6,0.3496439167975317,0.7335871746509132,358.0,1,128.0,0.0396440409822389,358.0,128.0,0.3496439167975317
msmarco-passage-trec-dl-2019,0,1133167,dibud,1,256,256,137,119,1,budget,12,12,12,12,0.5397729596386744,0.7335871746509132,358.0,1,256.0,0.039644332951866,358.0,256.0,0.5397729596386744
msmarco-passage-trec-dl-2019,0,1133167,dibud,1,512,512,256,256,1,budget,26,26,26,20,0.7335871746509132,0.7335871746509132,358.0,1,358.0,0.0396447909297421,358.0,358.0,0.7335871746509132
msmarco-passage-trec-dl-2019,0,1133167,dibud,1,1024,1024,340,684,1,budget,39,39,39,20,0.7335871746509132,0.7335871746509132,358.0,1,358.0,0.0396450830157846,358.0,358.0,0.7335871746509132
msmarco-passage-trec-dl-2019,0,1133167,dibud,1,2048,2048,961,1087,1,budget,82,82,82,20,0.7335871746509132,0.7335871746509132,358.0,1,358.0,0.0396452499553561,358.0,358.0,0.7335871746509132
msmarco-passage-trec-dl-2019,0,1133167,dibud,1,4096,4096,2925,1171,1,budget,92,92,92,20,0.7335871746509132,0.7335871746509132,358.0,1,358.0,0.0396453749854117,358.0,358.0,0.7335871746509132
msmarco-passage-trec-dl-2019,0,1133167,dibud,1,8192,4757,3586,1171,1,cap100,100,100,100,20,0.7335871746509132,0.7335871746509132,358.0,1,358.0,0.0396455409936606,358.0,358.0,0.7335871746509132
msmarco-passage-trec-dl-2019,0,1133167,dibud,1,10000,4757,3586,1171,1,cap100,100,100,100,20,0.7335871746509132,0.7335871746509132,358.0,1,358.0,0.039645665907301,358.0,358.0,0.7335871746509132
msmarco-passage-trec-dl-2019,0,156493,dibud,1,128,128,56,72,1,budget,18,18,18,18,0.9059650895773772,0.9668446814705784,178.0,1,128.0,0.0099193330388516,178.0,128.0,0.9059650895773772
msmarco-passage-trec-dl-2019,0,156493,dibud,1,256,256,99,157,1,budget,25,25,25,20,0.9668446814705784,0.9668446814705784,178.0,1,178.0,0.0099195829825475,178.0,178.0,0.9668446814705784
msmarco-passage-trec-dl-2019,0,156493,dibud,1,512,512,327,185,1,budget,67,67,67,20,0.9668446814705784,0.9668446814705784,178.0,1,178.0,0.0099199579562991,178.0,178.0,0.9668446814705784
msmarco-passage-trec-dl-2019,0,156493,dibud,1,1024,1024,695,329,1,budget,88,88,88,20,0.9668446814705784,0.9668446814705784,178.0,1,178.0,0.0099202080164104,178.0,178.0,0.9668446814705784
msmarco-passage-trec-dl-2019,0,156493,dibud,1,2048,1223,799,424,1,cap100,100,100,100,20,0.9668446814705784,0.9668446814705784,178.0,1,178.0,0.0099203749559819,178.0,178.0,0.9668446814705784
msmarco-passage-trec-dl-2019,0,156493,dibud,1,4096,1223,799,424,1,cap100,100,100,100,20,0.9668446814705784,0.9668446814705784,178.0,1,178.0,0.009920582990162,178.0,178.0,0.9668446814705784
msmarco-passage-trec-dl-2019,0,156493,dibud,1,8192,1223,799,424,1,cap100,100,100,100,20,0.9668446814705784,0.9668446814705784,178.0,1,178.0,0.0099207500461488,178.0,178.0,0.9668446814705784
msmarco-passage-trec-dl-2019,0,156493,dibud,1,10000,1223,799,424,1,cap100,100,100,100,20,0.9668446814705784,0.9668446814705784,178.0,1,178.0,0.0099209160543978,178.0,178.0,0.9668446814705784
msmarco-passage-trec-dl-2019,0,87452,dibud,1,128,128,62,66,1,budget,14,14,14,14,0.4222402481550784,0.4851031845859314,158.0,1,128.0,0.0467598750256001,158.0,128.0,0.4222402481550784
msmarco-passage-trec-dl-2019,0,87452,dibud,1,256,256,144,112,1,budget,24,24,24,20,0.4851031845859314,0.4851031845859314,158.0,1,158.0,0.0467603330034762,158.0,158.0,0.4851031845859314
msmarco-passage-trec-dl-2019,0,87452,dibud,1,512,512,278,234,1,budget,28,28,28,20,0.4851031845859314,0.4851031845859314,158.0,1,158.0,0.0467606249731034,158.0,158.0,0.4851031845859314
msmarco-passage-trec-dl-2019,0,87452,dibud,1,1024,1024,616,408,1,budget,35,35,35,20,0.4851031845859314,0.4851031845859314,158.0,1,158.0,0.0467607920290902,158.0,158.0,0.4851031845859314
msmarco-passage-trec-dl-2019,0,87452,dibud,1,2048,2048,791,1257,1,budget,47,47,47,20,0.4851031845859314,0.4851031845859314,158.0,1,158.0,0.0467609580373391,158.0,158.0,0.4851031845859314
msmarco-passage-trec-dl-2019,0,87452,dibud,1,4096,4096,791,3305,1,budget,60,60,60,20,0.4851031845859314,0.4851031845859314,158.0,1,158.0,0.0467611249769106,158.0,158.0,0.4851031845859314
msmarco-passage-trec-dl-2019,0,87452,dibud,1,8192,5791,791,5000,0,observation_limit,60,60,100,20,0.4851031845859314,0.4851031845859314,158.0,1,158.0,0.0467612500069662,158.0,158.0,0.4851031845859314
msmarco-passage-trec-dl-2019,0,87452,dibud,1,10000,5791,791,5000,0,observation_limit,60,60,100,20,0.4851031845859314,0.4851031845859314,158.0,1,158.0,0.0467613750370219,158.0,158.0,0.4851031845859314
msmarco-passage-trec-dl-2019,0,1112341,dibud,1,128,128,63,65,1,budget,8,8,8,8,0.3899602246916651,0.591704508961238,1119.0,1,128.0,0.0623890409478917,1119.0,128.0,0.3899602246916651
msmarco-passage-trec-dl-2019,0,1112341,dibud,1,256,256,133,123,1,budget,10,10,10,10,0.4315855151212683,0.591704508961238,1119.0,1,256.0,0.062389750033617,1119.0,256.0,0.4315855151212683
msmarco-passage-trec-dl-2019,0,1112341,dibud,1,512,512,294,218,1,budget,16,16,16,16,0.5580585239527681,0.591704508961238,1119.0,1,512.0,0.0623901250073686,1119.0,512.0,0.5580585239527681
msmarco-passage-trec-dl-2019,0,1112341,dibud,1,1024,1024,632,392,1,budget,19,19,19,19,0.591704508961238,0.591704508961238,1119.0,1,1024.0,0.0623903329251334,1119.0,1024.0,0.591704508961238
msmarco-passage-trec-dl-2019,0,1112341,dibud,1,2048,2048,1336,712,1,budget,24,24,24,20,0.591704508961238,0.591704508961238,1119.0,1,1119.0,0.0623905409593135,1119.0,1119.0,0.591704508961238
msmarco-passage-trec-dl-2019,0,1112341,dibud,1,4096,4096,2566,1530,1,budget,27,27,27,20,0.591704508961238,0.591704508961238,1119.0,1,1119.0,0.0623907080153003,1119.0,1119.0,0.591704508961238
msmarco-passage-trec-dl-2019,0,1112341,dibud,1,8192,7958,2958,5000,0,observation_limit,33,33,100,20,0.591704508961238,0.591704508961238,1119.0,1,1119.0,0.0623908749548718,1119.0,1119.0,0.591704508961238
msmarco-passage-trec-dl-2019,0,1112341,dibud,1,10000,7958,2958,5000,0,observation_limit,33,33,100,20,0.591704508961238,0.591704508961238,1119.0,1,1119.0,0.0623909999849274,1119.0,1119.0,0.591704508961238
msmarco-passage-trec-dl-2019,0,168216,dibud,1,128,128,64,64,1,budget,9,9,9,9,0.6043085690730533,1.0,175.0,1,128.0,0.0052434169920161,175.0,128.0,0.6043085690730533
msmarco-passage-trec-dl-2019,0,168216,dibud,1,256,256,127,129,1,budget,29,29,29,20,1.0,1.0,175.0,1,175.0,0.005243832943961,175.0,175.0,1.0
msmarco-passage-trec-dl-2019,0,168216,dibud,1,512,512,298,214,1,budget,89,89,89,20,1.0,1.0,175.0,1,175.0,0.0052442499436438,175.0,175.0,1.0
msmarco-passage-trec-dl-2019,0,168216,dibud,1,1024,605,350,255,1,cap100,100,100,100,20,1.0,1.0,175.0,1,175.0,0.0052444169996306,175.0,175.0,1.0
msmarco-passage-trec-dl-2019,0,168216,dibud,1,2048,605,350,255,1,cap100,100,100,100,20,1.0,1.0,175.0,1,175.0,0.0052446249173954,175.0,175.0,1.0
msmarco-passage-trec-dl-2019,0,168216,dibud,1,4096,605,350,255,1,cap100,100,100,100,20,1.0,1.0,175.0,1,175.0,0.0052447919733822,175.0,175.0,1.0
msmarco-passage-trec-dl-2019,0,168216,dibud,1,8192,605,350,255,1,cap100,100,100,100,20,1.0,1.0,175.0,1,175.0,0.0052449579816311,175.0,175.0,1.0
msmarco-passage-trec-dl-2019,0,168216,dibud,1,10000,605,350,255,1,cap100,100,100,100,20,1.0,1.0,175.0,1,175.0,0.0052451249212026,175.0,175.0,1.0
msmarco-passage-trec-dl-2019,0,1103812,dibud,1,128,128,64,64,1,budget,3,3,3,3,0.3853726390556384,0.5627081954560113,5359.0,1,128.0,0.0591747500002384,5359.0,128.0,0.3853726390556384
msmarco-passage-trec-dl-2019,0,1103812,dibud,1,256,256,128,128,1,budget,6,6,6,6,0.3853726390556384,0.5627081954560113,5359.0,1,256.0,0.0591750830644741,5359.0,256.0,0.3853726390556384
msmarco-passage-trec-dl-2019,0,1103812,dibud,1,512,512,229,283,1,budget,9,9,9,9,0.4568333656712727,0.5627081954560113,5359.0,1,512.0,0.0591755000641569,5359.0,512.0,0.4568333656712727
msmarco-passage-trec-dl-2019,0,1103812,dibud,1,1024,1024,426,598,1,budget,12,12,12,12,0.4774901481989712,0.5627081954560113,5359.0,1,1024.0,0.059175792033784,5359.0,1024.0,0.4774901481989712
msmarco-passage-trec-dl-2019,0,1103812,dibud,1,2048,2048,731,1317,1,budget,13,13,13,13,0.4962592748179875,0.5627081954560113,5359.0,1,2048.0,0.0591760000679641,5359.0,2048.0,0.4962592748179875
msmarco-passage-trec-dl-2019,0,1103812,dibud,1,4096,4096,1097,2999,1,budget,15,15,15,15,0.4962592748179875,0.5627081954560113,5359.0,1,4096.0,0.0591761670075356,5359.0,4096.0,0.4962592748179875
msmarco-passage-trec-dl-2019,0,1103812,dibud,1,8192,7345,2345,5000,0,observation_limit,30,30,100,20,0.5627081954560113,0.5627081954560113,5359.0,1,5359.0,0.0591763330157846,5359.0,5359.0,0.5627081954560113
msmarco-passage-trec-dl-2019,0,1103812,dibud,1,10000,7345,2345,5000,0,observation_limit,30,30,100,20,0.5627081954560113,0.5627081954560113,5359.0,1,5359.0,0.0591764580458402,5359.0,5359.0,0.5627081954560113
msmarco-passage-trec-dl-2019,0,1114646,dibud,1,128,128,70,58,1,budget,14,14,14,14,0.4847052379861788,0.5941198942441208,186.0,1,128.0,0.0464548750314861,186.0,128.0,0.4847052379861788
msmarco-passage-trec-dl-2019,0,1114646,dibud,1,256,256,141,115,1,budget,24,24,24,20,0.5941198942441208,0.5941198942441208,186.0,1,186.0,0.0464553750352934,186.0,186.0,0.5941198942441208
msmarco-passage-trec-dl-2019,0,1114646,dibud,1,512,512,226,286,1,budget,29,29,29,20,0.5941198942441208,0.5941198942441208,186.0,1,186.0,0.0464556660735979,186.0,186.0,0.5941198942441208
msmarco-passage-trec-dl-2019,0,1114646,dibud,1,1024,1024,336,688,1,budget,32,32,32,20,0.5941198942441208,0.5941198942441208,186.0,1,186.0,0.0464560000691562,186.0,186.0,0.5941198942441208
msmarco-passage-trec-dl-2019,0,1114646,dibud,1,2048,2048,631,1417,1,budget,33,33,33,20,0.5941198942441208,0.5941198942441208,186.0,1,186.0,0.0464562500128522,186.0,186.0,0.5941198942441208
msmarco-passage-trec-dl-2019,0,1114646,dibud,1,4096,4096,869,3227,1,budget,35,35,35,20,0.5941198942441208,0.5941198942441208,186.0,1,186.0,0.0464564160211011,186.0,186.0,0.5941198942441208
msmarco-passage-trec-dl-2019,0,1114646,dibud,1,8192,5972,972,5000,0,observation_limit,35,35,100,20,0.5941198942441208,0.5941198942441208,186.0,1,186.0,0.046456583077088,186.0,186.0,0.5941198942441208
msmarco-passage-trec-dl-2019,0,1114646,dibud,1,10000,5972,972,5000,0,observation_limit,35,35,100,20,0.5941198942441208,0.5941198942441208,186.0,1,186.0,0.0464567081071436,186.0,186.0,0.5941198942441208
msmarco-passage-trec-dl-2019,0,1129237,dibud,1,128,128,53,75,1,budget,12,12,12,12,0.599430956188872,0.6756767456295956,378.0,1,128.0,0.0692058330168947,378.0,128.0,0.599430956188872
msmarco-passage-trec-dl-2019,0,1129237,dibud,1,256,256,103,153,1,budget,16,16,16,16,0.6267297871985796,0.6756767456295956,378.0,1,256.0,0.0692062500165775,378.0,256.0,0.6267297871985796
msmarco-passage-trec-dl-2019,0,1129237,dibud,1,512,512,186,326,1,budget,23,23,23,20,0.6756767456295956,0.6756767456295956,378.0,1,378.0,0.0692067079944536,378.0,378.0,0.6756767456295956
msmarco-passage-trec-dl-2019,0,1129237,dibud,1,1024,1024,304,720,1,budget,25,25,25,20,0.6756767456295956,0.6756767456295956,378.0,1,378.0,0.0692068750504404,378.0,378.0,0.6756767456295956
msmarco-passage-trec-dl-2019,0,1129237,dibud,1,2048,2048,425,1623,1,budget,27,27,27,20,0.6756767456295956,0.6756767456295956,378.0,1,378.0,0.0692069999640807,378.0,378.0,0.6756767456295956
msmarco-passage-trec-dl-2019,0,1129237,dibud,1,4096,4096,835,3261,1,budget,38,38,38,20,0.6756767456295956,0.6756767456295956,378.0,1,378.0,0.0692071670200675,378.0,378.0,0.6756767456295956
msmarco-passage-trec-dl-2019,0,1129237,dibud,1,8192,8192,4486,3706,1,budget,44,44,44,20,0.6756767456295956,0.6756767456295956,378.0,1,378.0,0.0692073330283165,378.0,378.0,0.6756767456295956
msmarco-passage-trec-dl-2019,0,1129237,dibud,1,10000,8706,5000,3706,0,observation_limit,44,44,100,20,0.6756767456295956,0.6756767456295956,378.0,1,378.0,0.069207499967888,378.0,378.0,0.6756767456295956
msmarco-passage-trec-dl-2019,0,489204,dibud,1,128,128,60,68,1,budget,4,4,4,4,0.269327702007388,0.3604873505400204,703.0,1,128.0,0.0497491670539602,703.0,128.0,0.269327702007388
msmarco-passage-trec-dl-2019,0,489204,dibud,1,256,256,119,137,1,budget,8,8,8,8,0.2929480275094594,0.3604873505400204,703.0,1,256.0,0.0497493750881403,703.0,256.0,0.2929480275094594
msmarco-passage-trec-dl-2019,0,489204,dibud,1,512,512,229,283,1,budget,11,11,11,11,0.3114449119386561,0.3604873505400204,703.0,1,512.0,0.0497498750919476,703.0,512.0,0.3114449119386561
msmarco-passage-trec-dl-2019,0,489204,dibud,1,1024,1024,388,636,1,budget,22,22,22,20,0.3604873505400204,0.3604873505400204,703.0,1,703.0,0.0497502500656992,703.0,703.0,0.3604873505400204
msmarco-passage-trec-dl-2019,0,489204,dibud,1,2048,2048,622,1426,1,budget,26,26,26,20,0.3604873505400204,0.3604873505400204,703.0,1,703.0,0.0497504170052707,703.0,703.0,0.3604873505400204
msmarco-passage-trec-dl-2019,0,489204,dibud,1,4096,4096,1118,2978,1,budget,28,28,28,20,0.3604873505400204,0.3604873505400204,703.0,1,703.0,0.0497505420353263,703.0,703.0,0.3604873505400204
msmarco-passage-trec-dl-2019,0,489204,dibud,1,8192,6333,1333,5000,0,observation_limit,28,28,100,20,0.3604873505400204,0.3604873505400204,703.0,1,703.0,0.049750667065382,703.0,703.0,0.3604873505400204
msmarco-passage-trec-dl-2019,0,489204,dibud,1,10000,6333,1333,5000,0,observation_limit,28,28,100,20,0.3604873505400204,0.3604873505400204,703.0,1,703.0,0.0497508340049535,703.0,703.0,0.3604873505400204
msmarco-passage-trec-dl-2019,0,146187,dibud,1,128,128,66,62,1,budget,16,16,16,16,0.7392657901154079,0.7582482245778552,214.0,1,128.0,0.0453596670413389,214.0,128.0,0.7392657901154079
msmarco-passage-trec-dl-2019,0,146187,dibud,1,256,256,144,112,1,budget,23,23,23,20,0.7582482245778552,0.7582482245778552,214.0,1,214.0,0.045360125019215,214.0,214.0,0.7582482245778552
msmarco-passage-trec-dl-2019,0,146187,dibud,1,512,512,305,207,1,budget,34,34,34,20,0.7582482245778552,0.7582482245778552,214.0,1,214.0,0.0453604999929666,214.0,214.0,0.7582482245778552
msmarco-passage-trec-dl-2019,0,146187,dibud,1,1024,1024,378,646,1,budget,56,56,56,20,0.7582482245778552,0.7582482245778552,214.0,1,214.0,0.0453607920790091,214.0,214.0,0.7582482245778552
msmarco-passage-trec-dl-2019,0,146187,dibud,1,2048,2048,420,1628,1,budget,65,65,65,20,0.7582482245778552,0.7582482245778552,214.0,1,214.0,0.0453609169926494,214.0,214.0,0.7582482245778552
msmarco-passage-trec-dl-2019,0,146187,dibud,1,4096,4096,506,3590,1,budget,69,69,69,20,0.7582482245778552,0.7582482245778552,214.0,1,214.0,0.0453610840486362,214.0,214.0,0.7582482245778552
msmarco-passage-trec-dl-2019,0,146187,dibud,1,8192,5532,532,5000,0,observation_limit,70,70,100,20,0.7582482245778552,0.7582482245778552,214.0,1,214.0,0.0453612500568851,214.0,214.0,0.7582482245778552
msmarco-passage-trec-dl-2019,0,146187,dibud,1,10000,5532,532,5000,0,observation_limit,70,70,100,20,0.7582482245778552,0.7582482245778552,214.0,1,214.0,0.0453614169964566,214.0,214.0,0.7582482245778552
msmarco-passage-trec-dl-2019,0,1063750,dibud,1,128,128,70,58,1,budget,4,4,4,4,0.2628916700758529,0.5288394125113359,,0,128.0,0.0559496670030057,7185.0,128.0,0.2628916700758529
msmarco-passage-trec-dl-2019,0,1063750,dibud,1,256,256,142,114,1,budget,6,6,6,6,0.2628916700758529,0.5288394125113359,,0,256.0,0.0559500419767573,7185.0,256.0,0.2628916700758529
msmarco-passage-trec-dl-2019,0,1063750,dibud,1,512,512,295,217,1,budget,6,6,6,6,0.2628916700758529,0.5288394125113359,,0,512.0,0.0559503340627998,7185.0,512.0,0.2628916700758529
msmarco-passage-trec-dl-2019,0,1063750,dibud,1,1024,1024,636,388,1,budget,9,9,9,9,0.3429335601074497,0.5288394125113359,,0,1024.0,0.0559505840064957,7185.0,1024.0,0.3429335601074497
msmarco-passage-trec-dl-2019,0,1063750,dibud,1,2048,2048,1426,622,1,budget,11,11,11,11,0.3773466029190199,0.5288394125113359,,0,2048.0,0.0559506670106202,7185.0,2048.0,0.3773466029190199
msmarco-passage-trec-dl-2019,0,1063750,dibud,1,4096,4096,2009,2087,1,budget,16,16,16,16,0.4722068479788816,0.5288394125113359,,0,4096.0,0.0559507920406758,7185.0,4096.0,0.4722068479788816
msmarco-passage-trec-dl-2019,0,1063750,dibud,1,8192,7184,2184,5000,0,observation_limit,17,17,100,17,0.4722068479788816,0.5288394125113359,,0,,0.0559509589802473,7185.0,8192.0,0.5288394125113359
msmarco-passage-trec-dl-2019,0,1063750,dibud,1,10000,7184,2184,5000,0,observation_limit,17,17,100,17,0.4722068479788816,0.5288394125113359,,0,,0.0559510419843718,7185.0,10000.0,0.5288394125113359
msmarco-passage-trec-dl-2019,0,182539,dibud,1,128,128,75,53,1,budget,28,28,28,20,0.7608046694978651,0.7608046694978651,89.0,1,89.0,0.0429471250390633,89.0,89.0,0.7608046694978651
msmarco-passage-trec-dl-2019,0,182539,dibud,1,256,256,152,104,1,budget,31,31,31,20,0.7608046694978651,0.7608046694978651,89.0,1,89.0,0.0429474170086905,89.0,89.0,0.7608046694978651
msmarco-passage-trec-dl-2019,0,182539,dibud,1,512,512,322,190,1,budget,39,39,39,20,0.7608046694978651,0.7608046694978651,89.0,1,89.0,0.0429477499565109,89.0,89.0,0.7608046694978651
msmarco-passage-trec-dl-2019,0,182539,dibud,1,1024,1024,743,281,1,budget,40,40,40,20,0.7608046694978651,0.7608046694978651,89.0,1,89.0,0.0429480000166222,89.0,89.0,0.7608046694978651
msmarco-passage-trec-dl-2019,0,182539,dibud,1,2048,2048,1668,380,1,budget,42,42,42,20,0.7608046694978651,0.7608046694978651,89.0,1,89.0,0.0429481669561937,89.0,89.0,0.7608046694978651
msmarco-passage-trec-dl-2019,0,182539,dibud,1,4096,4096,3646,450,1,budget,42,42,42,20,0.7608046694978651,0.7608046694978651,89.0,1,89.0,0.0429482919862493,89.0,89.0,0.7608046694978651
msmarco-passage-trec-dl-2019,0,182539,dibud,1,8192,5469,5000,469,0,observation_limit,42,42,100,20,0.7608046694978651,0.7608046694978651,89.0,1,89.0,0.0429484590422362,89.0,89.0,0.7608046694978651
msmarco-passage-trec-dl-2019,0,182539,dibud,1,10000,5469,5000,469,0,observation_limit,42,42,100,20,0.7608046694978651,0.7608046694978651,89.0,1,89.0,0.0429486250504851,89.0,89.0,0.7608046694978651
msmarco-passage-trec-dl-2019,0,915593,dibud,1,128,128,60,68,1,budget,10,10,10,10,0.3675498416841777,0.4353916603916135,199.0,1,128.0,0.0057571249781176,199.0,128.0,0.3675498416841777
msmarco-passage-trec-dl-2019,0,915593,dibud,1,256,256,126,130,1,budget,23,23,23,20,0.4353916603916135,0.4353916603916135,199.0,1,199.0,0.0057575840037316,199.0,199.0,0.4353916603916135
msmarco-passage-trec-dl-2019,0,915593,dibud,1,512,512,290,222,1,budget,63,63,63,20,0.4353916603916135,0.4353916603916135,199.0,1,199.0,0.005757916951552,199.0,199.0,0.4353916603916135
msmarco-passage-trec-dl-2019,0,915593,dibud,1,1024,720,446,274,1,cap100,100,100,100,20,0.4353916603916135,0.4353916603916135,199.0,1,199.0,0.0057580838911235,199.0,199.0,0.4353916603916135
msmarco-passage-trec-dl-2019,0,915593,dibud,1,2048,720,446,274,1,cap100,100,100,100,20,0.4353916603916135,0.4353916603916135,199.0,1,199.0,0.0057582498993724,199.0,199.0,0.4353916603916135
