dataset,budget,method,cap,ndcg10_linear,ndcg10_exponential,recall
msmarco-passage-trec-dl-2019,2048,balanced_cert,20,0.6764017336563767,0.6082118753744429,0.2503062346810196
msmarco-passage-trec-dl-2019,2048,balanced_cert,100,0.6764017336563767,0.6082118753744429,0.39469722201511515
msmarco-passage-trec-dl-2019,2048,balanced_zero,20,0.6808134483937155,0.6121989567959146,0.26582000515878673
msmarco-passage-trec-dl-2019,2048,balanced_zero,100,0.6808134483937155,0.6121989567959146,0.5643985368934312
msmarco-passage-trec-dl-2019,2048,blocker_cert,20,0.6764017336563767,0.6082118753744429,0.25060825823885713
msmarco-passage-trec-dl-2019,2048,blocker_cert,100,0.6764017336563767,0.6082118753744429,0.4094137384981561
msmarco-passage-trec-dl-2019,2048,blocker_zero,20,0.6808134483937155,0.6121989567959146,0.2655179816009492
msmarco-passage-trec-dl-2019,2048,blocker_zero,100,0.6808134483937155,0.6121989567959146,0.5637871967674298
msmarco-passage-trec-dl-2019,2048,fixed_topL_zero,20,0.6808134483937155,0.6121989567959146,0.26582000515878673
msmarco-passage-trec-dl-2019,2048,fixed_topL_zero,100,0.6808134483937155,0.6121989567959146,0.5643985368934312
msmarco-passage-trec-dl-2019,4096,balanced_cert,20,0.6787245894968881,0.6108529551870271,0.25379513762025924
msmarco-passage-trec-dl-2019,4096,balanced_cert,100,0.6787245894968881,0.6108529551870271,0.42063686401760364
msmarco-passage-trec-dl-2019,4096,balanced_zero,20,0.6810385563834352,0.6124549038749075,0.2641876024223036
msmarco-passage-trec-dl-2019,4096,balanced_zero,100,0.6810385563834352,0.6124549038749075,0.5643145854914126
msmarco-passage-trec-dl-2019,4096,blocker_cert,20,0.6787245894968881,0.6108529551870271,0.25379513762025924
msmarco-passage-trec-dl-2019,4096,blocker_cert,100,0.6787245894968881,0.6108529551870271,0.43303110019143615
msmarco-passage-trec-dl-2019,4096,blocker_zero,20,0.6810385563834352,0.6124549038749075,0.2648520542495461
msmarco-passage-trec-dl-2019,4096,blocker_zero,100,0.6810385563834352,0.6124549038749075,0.5640346663140532
msmarco-passage-trec-dl-2019,4096,fixed_topL_zero,20,0.6810385563834352,0.6124549038749075,0.2641876024223036
msmarco-passage-trec-dl-2019,4096,fixed_topL_zero,100,0.6810385563834352,0.6124549038749075,0.5643145854914126
msmarco-passage-trec-dl-2019,8192,balanced_cert,20,0.6787245894968881,0.6108529551870271,0.2560457002609194
msmarco-passage-trec-dl-2019,8192,balanced_cert,100,0.6787245894968881,0.6108529551870271,0.4420699103219375
msmarco-passage-trec-dl-2019,8192,balanced_zero,20,0.6811056242839363,0.6125013346755517,0.2649377899691903
msmarco-passage-trec-dl-2019,8192,balanced_zero,100,0.6811056242839363,0.6125013346755517,0.5644818935054664
msmarco-passage-trec-dl-2019,8192,blocker_cert,20,0.6787245894968881,0.6108529551870271,0.2567101520881619
msmarco-passage-trec-dl-2019,8192,blocker_cert,100,0.6787245894968881,0.6108529551870271,0.4526196429698316
msmarco-passage-trec-dl-2019,8192,blocker_zero,20,0.6811056242839363,0.6125013346755517,0.2649377899691903
msmarco-passage-trec-dl-2019,8192,blocker_zero,100,0.6811056242839363,0.6125013346755517,0.5644818935054664
msmarco-passage-trec-dl-2019,8192,fixed_topL_zero,20,0.6811056242839363,0.6125013346755517,0.2649377899691903
msmarco-passage-trec-dl-2019,8192,fixed_topL_zero,100,0.6811056242839363,0.6125013346755517,0.5644818935054664
msmarco-passage-trec-dl-2019,10000,balanced_cert,20,0.6799757309580503,0.6117191146959267,0.257240832195239
msmarco-passage-trec-dl-2019,10000,balanced_cert,100,0.6799757309580503,0.6117191146959267,0.45375437019258374
msmarco-passage-trec-dl-2019,10000,balanced_zero,20,0.6811598045187114,0.612538843404182,0.2649377899691903
msmarco-passage-trec-dl-2019,10000,balanced_zero,100,0.6811598045187114,0.612538843404182,0.5644818935054664
msmarco-passage-trec-dl-2019,10000,blocker_cert,20,0.6799757309580503,0.6117191146959267,0.257240832195239
msmarco-passage-trec-dl-2019,10000,blocker_cert,100,0.6799757309580503,0.6117191146959267,0.45375437019258374
msmarco-passage-trec-dl-2019,10000,blocker_zero,20,0.6811598045187114,0.612538843404182,0.2649377899691903
msmarco-passage-trec-dl-2019,10000,blocker_zero,100,0.6811598045187114,0.612538843404182,0.5644818935054664
