dataset,query_id,policy,work_budget,dense_depth,sparse_depth,dense_work_share,absolute_depth_gap,certified_k_cap100,certified_at_least_100,next_certificate_gap,seen_candidates,returned_ndcg_at10,full_ndcg_at10,ndcg_retention,returned_recall_at100,full_recall_at100,recall_retention
msmarco-passage-trec-dl-2019,156493,allocation-grid-oracle,256,128,128,0.5,0,24,0,-0.0005608722567558289,187,0.8865613677260855,0.8865613677260855,1.0,0.18045112781954886,0.6466165413533834,0.27906976744186046
msmarco-passage-trec-dl-2019,156493,allocation-grid-oracle,512,320,192,0.625,128,66,0,-4.5064836740493774e-05,386,0.8865613677260855,0.8865613677260855,1.0,0.48872180451127817,0.6466165413533834,0.7558139534883721
msmarco-passage-trec-dl-2019,156493,allocation-grid-oracle,1024,704,320,0.6875,384,88,0,-0.00016165245324373245,761,0.8865613677260855,0.8865613677260855,1.0,0.5939849624060151,0.6466165413533834,0.9186046511627908
msmarco-passage-trec-dl-2019,156493,allocation-grid-oracle,2048,1024,1024,0.5,0,100,1,-inf,1371,0.8865613677260855,0.8865613677260855,1.0,0.6466165413533834,0.6466165413533834,1.0
msmarco-passage-trec-dl-2019,156493,allocation-grid-oracle,4096,2048,2048,0.5,0,100,1,-inf,3137,0.8865613677260855,0.8865613677260855,1.0,0.6466165413533834,0.6466165413533834,1.0
msmarco-passage-trec-dl-2019,156493,allocation-grid-oracle,8192,4096,4096,0.5,0,100,1,-inf,7001,0.8865613677260855,0.8865613677260855,1.0,0.6466165413533834,0.6466165413533834,1.0
msmarco-passage-trec-dl-2019,156493,allocation-grid-oracle,10000,5000,5000,0.5,0,100,1,-inf,8726,0.8865613677260855,0.8865613677260855,1.0,0.6466165413533834,0.6466165413533834,1.0
msmarco-passage-trec-dl-2019,1110199,balanced,128,64,64,0.5,0,3,0,-0.002260623499751091,124,0.2008536749993501,0.4492665775732898,0.44707014727037964,0.08571428571428572,0.5142857142857142,0.16666666666666669
msmarco-passage-trec-dl-2019,1110199,balanced,256,128,128,0.5,0,6,0,-0.0038930103182792664,245,0.28387916889131604,0.4492665775732898,0.6318724406891947,0.14285714285714285,0.5142857142857142,0.2777777777777778
msmarco-passage-trec-dl-2019,1110199,balanced,512,256,256,0.5,0,7,0,-0.0009804386645555496,480,0.37078383961757416,0.4492665775732898,0.8253091997636691,0.17142857142857143,0.5142857142857142,0.33333333333333337
msmarco-passage-trec-dl-2019,1110199,balanced,1024,512,512,0.5,0,10,0,-0.0002128221094608307,948,0.4492665775732898,0.4492665775732898,1.0,0.2,0.5142857142857142,0.38888888888888895
msmarco-passage-trec-dl-2019,1110199,balanced,2048,1024,1024,0.5,0,15,0,-0.000290941447019577,1757,0.4492665775732898,0.4492665775732898,1.0,0.22857142857142856,0.5142857142857142,0.4444444444444445
msmarco-passage-trec-dl-2019,1110199,balanced,4096,2048,2048,0.5,0,17,0,-0.00025356560945510864,3372,0.4492665775732898,0.4492665775732898,1.0,0.2571428571428571,0.5142857142857142,0.5
msmarco-passage-trec-dl-2019,1110199,balanced,8192,4096,4096,0.5,0,17,0,-1.9798055291175842e-05,6476,0.4492665775732898,0.4492665775732898,1.0,0.2571428571428571,0.5142857142857142,0.5
msmarco-passage-trec-dl-2019,1110199,balanced,10000,5000,5000,0.5,0,19,0,-7.727183401584625e-05,8013,0.4492665775732898,0.4492665775732898,1.0,0.2857142857142857,0.5142857142857142,0.5555555555555556
msmarco-passage-trec-dl-2019,1110199,blocker,128,64,64,0.5,0,3,0,-0.002260623499751091,124,0.2008536749993501,0.4492665775732898,0.44707014727037964,0.08571428571428572,0.5142857142857142,0.16666666666666669
msmarco-passage-trec-dl-2019,1110199,blocker,256,128,128,0.5,0,6,0,-0.0038930103182792664,245,0.28387916889131604,0.4492665775732898,0.6318724406891947,0.14285714285714285,0.5142857142857142,0.2777777777777778
