dataset,snapshot,query_id,L,accesses,ndcg10,full_ndcg10,ordered20,overlap20
nfcorpus,0,PLAIN-2092,500,505,0.6489315753318465,0.6489315753318465,1,1.0
nfcorpus,0,PLAIN-2092,1000,1005,0.6489315753318465,0.6489315753318465,1,1.0
nfcorpus,0,PLAIN-2092,2000,2005,0.6489315753318465,0.6489315753318465,1,1.0
nfcorpus,0,PLAIN-2092,5000,3638,0.6489315753318465,0.6489315753318465,1,1.0
nfcorpus,0,PLAIN-2102,10,20,0.8115558478722845,0.7381919257729245,0,0.65
nfcorpus,0,PLAIN-2102,20,40,0.7381919257729245,0.7381919257729245,0,0.95
nfcorpus,0,PLAIN-2102,50,100,0.7381919257729245,0.7381919257729245,0,0.95
nfcorpus,0,PLAIN-2102,100,200,0.7381919257729245,0.7381919257729245,1,1.0
nfcorpus,0,PLAIN-2102,200,400,0.7381919257729245,0.7381919257729245,1,1.0
nfcorpus,0,PLAIN-2102,500,730,0.7381919257729245,0.7381919257729245,1,1.0
nfcorpus,0,PLAIN-2102,1000,1230,0.7381919257729245,0.7381919257729245,1,1.0
nfcorpus,0,PLAIN-2102,2000,2230,0.7381919257729245,0.7381919257729245,1,1.0
nfcorpus,0,PLAIN-2102,5000,3863,0.7381919257729245,0.7381919257729245,1,1.0
nfcorpus,0,PLAIN-2113,10,20,0.0,0.0,0,0.6
nfcorpus,0,PLAIN-2113,20,40,0.0,0.0,0,0.6
nfcorpus,0,PLAIN-2113,50,100,0.0,0.0,0,0.65
nfcorpus,0,PLAIN-2113,100,200,0.0,0.0,0,0.75
nfcorpus,0,PLAIN-2113,200,400,0.0,0.0,0,0.85
nfcorpus,0,PLAIN-2113,500,1000,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2113,1000,1908,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2113,2000,2908,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2113,5000,4541,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2124,10,12,0.5837154733670048,0.5837154733670048,0,0.5
nfcorpus,0,PLAIN-2124,20,22,0.5837154733670048,0.5837154733670048,1,1.0
nfcorpus,0,PLAIN-2124,50,52,0.5837154733670048,0.5837154733670048,1,1.0
nfcorpus,0,PLAIN-2124,100,102,0.5837154733670048,0.5837154733670048,1,1.0
nfcorpus,0,PLAIN-2124,200,202,0.5837154733670048,0.5837154733670048,1,1.0
nfcorpus,0,PLAIN-2124,500,502,0.5837154733670048,0.5837154733670048,1,1.0
nfcorpus,0,PLAIN-2124,1000,1002,0.5837154733670048,0.5837154733670048,1,1.0
nfcorpus,0,PLAIN-2124,2000,2002,0.5837154733670048,0.5837154733670048,1,1.0
nfcorpus,0,PLAIN-2124,5000,3635,0.5837154733670048,0.5837154733670048,1,1.0
nfcorpus,0,PLAIN-2134,10,10,0.0,0.0,0,0.5
nfcorpus,0,PLAIN-2134,20,20,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2134,50,50,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2134,100,100,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2134,200,200,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2134,500,500,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2134,1000,1000,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2134,2000,2000,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2134,5000,3633,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2145,10,20,0.1175227747072427,0.14829723057014912,0,0.7
nfcorpus,0,PLAIN-2145,20,40,0.14829723057014912,0.14829723057014912,0,0.7
nfcorpus,0,PLAIN-2145,50,99,0.14829723057014912,0.14829723057014912,0,0.8
nfcorpus,0,PLAIN-2145,100,149,0.14829723057014912,0.14829723057014912,0,0.85
nfcorpus,0,PLAIN-2145,200,249,0.14829723057014912,0.14829723057014912,0,0.9
nfcorpus,0,PLAIN-2145,500,549,0.14829723057014912,0.14829723057014912,0,1.0
nfcorpus,0,PLAIN-2145,1000,1049,0.14829723057014912,0.14829723057014912,0,1.0
nfcorpus,0,PLAIN-2145,2000,2049,0.14829723057014912,0.14829723057014912,1,1.0
nfcorpus,0,PLAIN-2145,5000,3682,0.14829723057014912,0.14829723057014912,1,1.0
nfcorpus,0,PLAIN-2156,10,13,0.644824486427155,0.644824486427155,0,0.5
nfcorpus,0,PLAIN-2156,20,23,0.644824486427155,0.644824486427155,1,1.0
nfcorpus,0,PLAIN-2156,50,53,0.644824486427155,0.644824486427155,1,1.0
nfcorpus,0,PLAIN-2156,100,103,0.644824486427155,0.644824486427155,1,1.0
nfcorpus,0,PLAIN-2156,200,203,0.644824486427155,0.644824486427155,1,1.0
nfcorpus,0,PLAIN-2156,500,503,0.644824486427155,0.644824486427155,1,1.0
nfcorpus,0,PLAIN-2156,1000,1003,0.644824486427155,0.644824486427155,1,1.0
nfcorpus,0,PLAIN-2156,2000,2003,0.644824486427155,0.644824486427155,1,1.0
nfcorpus,0,PLAIN-2156,5000,3636,0.644824486427155,0.644824486427155,1,1.0
nfcorpus,0,PLAIN-2167,10,12,0.0,0.0,0,0.55
nfcorpus,0,PLAIN-2167,20,22,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2167,50,52,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2167,100,102,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2167,200,202,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2167,500,502,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2167,1000,1002,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2167,2000,2002,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2167,5000,3635,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-217,10,20,0.11004588314904008,0.06362078819895171,0,0.5
nfcorpus,0,PLAIN-217,20,40,0.08514311764162098,0.06362078819895171,0,0.55
nfcorpus,0,PLAIN-217,50,100,0.0,0.06362078819895171,0,0.65
nfcorpus,0,PLAIN-217,100,200,0.06362078819895171,0.06362078819895171,0,0.85
nfcorpus,0,PLAIN-217,200,400,0.06362078819895171,0.06362078819895171,1,1.0
nfcorpus,0,PLAIN-217,500,1000,0.06362078819895171,0.06362078819895171,1,1.0
nfcorpus,0,PLAIN-217,1000,2000,0.06362078819895171,0.06362078819895171,1,1.0
nfcorpus,0,PLAIN-217,2000,3607,0.06362078819895171,0.06362078819895171,1,1.0
nfcorpus,0,PLAIN-217,5000,5240,0.06362078819895171,0.06362078819895171,1,1.0
nfcorpus,0,PLAIN-2177,10,20,0.2583297509898471,0.2435522702101235,0,0.75
nfcorpus,0,PLAIN-2177,20,30,0.2583297509898471,0.2435522702101235,0,1.0
nfcorpus,0,PLAIN-2177,50,60,0.2583297509898471,0.2435522702101235,0,1.0
nfcorpus,0,PLAIN-2177,100,110,0.2583297509898471,0.2435522702101235,0,1.0
nfcorpus,0,PLAIN-2177,200,210,0.24936270394794902,0.2435522702101235,0,1.0
nfcorpus,0,PLAIN-2177,500,510,0.24618570546556076,0.2435522702101235,0,1.0
nfcorpus,0,PLAIN-2177,1000,1010,0.2435522702101235,0.2435522702101235,1,1.0
nfcorpus,0,PLAIN-2177,2000,2010,0.2435522702101235,0.2435522702101235,1,1.0
nfcorpus,0,PLAIN-2177,5000,3643,0.2435522702101235,0.2435522702101235,1,1.0
nfcorpus,0,PLAIN-2187,10,12,0.3833427799846345,0.3833427799846345,0,0.5
nfcorpus,0,PLAIN-2187,20,22,0.3833427799846345,0.3833427799846345,1,1.0
nfcorpus,0,PLAIN-2187,50,52,0.3833427799846345,0.3833427799846345,1,1.0
nfcorpus,0,PLAIN-2187,100,102,0.3833427799846345,0.3833427799846345,1,1.0
nfcorpus,0,PLAIN-2187,200,202,0.3833427799846345,0.3833427799846345,1,1.0
nfcorpus,0,PLAIN-2187,500,502,0.3833427799846345,0.3833427799846345,1,1.0
nfcorpus,0,PLAIN-2187,1000,1002,0.3833427799846345,0.3833427799846345,1,1.0
nfcorpus,0,PLAIN-2187,2000,2002,0.3833427799846345,0.3833427799846345,1,1.0
nfcorpus,0,PLAIN-2187,5000,3635,0.3833427799846345,0.3833427799846345,1,1.0
nfcorpus,0,PLAIN-2197,10,20,0.6906478832608418,0.7721596254947202,0,0.45
nfcorpus,0,PLAIN-2197,20,40,0.7721596254947202,0.7721596254947202,0,0.7
nfcorpus,0,PLAIN-2197,50,84,0.7721596254947202,0.7721596254947202,1,1.0
nfcorpus,0,PLAIN-2197,100,134,0.7721596254947202,0.7721596254947202,1,1.0
nfcorpus,0,PLAIN-2197,200,234,0.7721596254947202,0.7721596254947202,1,1.0
nfcorpus,0,PLAIN-2197,500,534,0.7721596254947202,0.7721596254947202,1,1.0
nfcorpus,0,PLAIN-2197,1000,1034,0.7721596254947202,0.7721596254947202,1,1.0
nfcorpus,0,PLAIN-2197,2000,2034,0.7721596254947202,0.7721596254947202,1,1.0
nfcorpus,0,PLAIN-2197,5000,3667,0.7721596254947202,0.7721596254947202,1,1.0
nfcorpus,0,PLAIN-2209,10,10,0.0,0.0,0,0.5
nfcorpus,0,PLAIN-2209,20,20,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2209,50,50,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2209,100,100,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2209,200,200,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2209,500,500,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2209,1000,1000,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2209,2000,2000,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2209,5000,3633,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2220,10,11,0.3525683241217281,0.3525683241217281,0,0.55
nfcorpus,0,PLAIN-2220,20,21,0.3525683241217281,0.3525683241217281,1,1.0
nfcorpus,0,PLAIN-2220,50,51,0.3525683241217281,0.3525683241217281,1,1.0
nfcorpus,0,PLAIN-2220,100,101,0.3525683241217281,0.3525683241217281,1,1.0
nfcorpus,0,PLAIN-2220,200,201,0.3525683241217281,0.3525683241217281,1,1.0
nfcorpus,0,PLAIN-2220,500,501,0.3525683241217281,0.3525683241217281,1,1.0
nfcorpus,0,PLAIN-2220,1000,1001,0.3525683241217281,0.3525683241217281,1,1.0
nfcorpus,0,PLAIN-2220,2000,2001,0.3525683241217281,0.3525683241217281,1,1.0
nfcorpus,0,PLAIN-2220,5000,3634,0.3525683241217281,0.3525683241217281,1,1.0
nfcorpus,0,PLAIN-2230,10,16,0.08671382849411974,0.17342765698823948,0,0.8
nfcorpus,0,PLAIN-2230,20,26,0.08671382849411974,0.17342765698823948,0,1.0
nfcorpus,0,PLAIN-2230,50,56,0.08671382849411974,0.17342765698823948,0,1.0
nfcorpus,0,PLAIN-2230,100,106,0.08671382849411974,0.17342765698823948,0,1.0
nfcorpus,0,PLAIN-2230,200,206,0.08671382849411974,0.17342765698823948,0,1.0
nfcorpus,0,PLAIN-2230,500,506,0.17342765698823948,0.17342765698823948,0,1.0
nfcorpus,0,PLAIN-2230,1000,1006,0.17342765698823948,0.17342765698823948,0,1.0
nfcorpus,0,PLAIN-2230,2000,2006,0.17342765698823948,0.17342765698823948,0,1.0
nfcorpus,0,PLAIN-2230,5000,3639,0.17342765698823948,0.17342765698823948,1,1.0
nfcorpus,0,PLAIN-2240,10,19,0.6371523797895855,0.6371523797895855,0,0.8
nfcorpus,0,PLAIN-2240,20,29,0.6371523797895855,0.6371523797895855,0,1.0
nfcorpus,0,PLAIN-2240,50,59,0.6332196796270029,0.6371523797895855,0,1.0
nfcorpus,0,PLAIN-2240,100,109,0.6332196796270029,0.6371523797895855,0,1.0
nfcorpus,0,PLAIN-2240,200,209,0.6332196796270029,0.6371523797895855,0,1.0
nfcorpus,0,PLAIN-2240,500,509,0.6332196796270029,0.6371523797895855,0,1.0
nfcorpus,0,PLAIN-2240,1000,1009,0.6274092458891772,0.6371523797895855,0,1.0
nfcorpus,0,PLAIN-2240,2000,2009,0.6274092458891772,0.6371523797895855,0,1.0
nfcorpus,0,PLAIN-2240,5000,3642,0.6371523797895855,0.6371523797895855,1,1.0
nfcorpus,0,PLAIN-2250,10,19,0.0,0.0,0,0.85
nfcorpus,0,PLAIN-2250,20,29,0.0,0.0,0,1.0
nfcorpus,0,PLAIN-2250,50,59,0.0,0.0,0,1.0
nfcorpus,0,PLAIN-2250,100,109,0.0,0.0,0,1.0
nfcorpus,0,PLAIN-2250,200,209,0.0,0.0,0,1.0
nfcorpus,0,PLAIN-2250,500,509,0.0,0.0,0,1.0
nfcorpus,0,PLAIN-2250,1000,1009,0.0,0.0,0,1.0
nfcorpus,0,PLAIN-2250,2000,2009,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2250,5000,3642,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2261,10,20,0.7116179486056782,0.6421867266689009,0,0.55
nfcorpus,0,PLAIN-2261,20,40,0.7084409501232899,0.6421867266689009,0,0.75
nfcorpus,0,PLAIN-2261,50,100,0.6421867266689009,0.6421867266689009,0,0.75
nfcorpus,0,PLAIN-2261,100,200,0.6421867266689009,0.6421867266689009,1,1.0
nfcorpus,0,PLAIN-2261,200,400,0.6421867266689009,0.6421867266689009,1,1.0
nfcorpus,0,PLAIN-2261,500,974,0.6421867266689009,0.6421867266689009,1,1.0
nfcorpus,0,PLAIN-2261,1000,1474,0.6421867266689009,0.6421867266689009,1,1.0
nfcorpus,0,PLAIN-2261,2000,2474,0.6421867266689009,0.6421867266689009,1,1.0
nfcorpus,0,PLAIN-2261,5000,4107,0.6421867266689009,0.6421867266689009,1,1.0
nfcorpus,0,PLAIN-227,10,20,0.07336392209936005,0.0,0,0.55
nfcorpus,0,PLAIN-227,20,40,0.06625422345438903,0.0,0,0.65
nfcorpus,0,PLAIN-227,50,100,0.0,0.0,0,0.8
nfcorpus,0,PLAIN-227,100,200,0.0,0.0,0,0.85
nfcorpus,0,PLAIN-227,200,400,0.0,0.0,0,0.95
nfcorpus,0,PLAIN-227,500,1000,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-227,1000,2000,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-227,2000,3564,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-227,5000,5197,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2271,10,10,0.0,0.0,0,0.5
nfcorpus,0,PLAIN-2271,20,20,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2271,50,50,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2271,100,100,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2271,200,200,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2271,500,500,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2271,1000,1000,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2271,2000,2000,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2271,5000,3633,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2281,10,13,0.0,0.0,0,0.65
nfcorpus,0,PLAIN-2281,20,23,0.0,0.0,0,1.0
nfcorpus,0,PLAIN-2281,50,53,0.0,0.0,0,1.0
nfcorpus,0,PLAIN-2281,100,103,0.0,0.0,0,1.0
nfcorpus,0,PLAIN-2281,200,203,0.0,0.0,0,1.0
nfcorpus,0,PLAIN-2281,500,503,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2281,1000,1003,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2281,2000,2003,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2281,5000,3636,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2291,10,20,0.21398626473452756,0.09803928583135704,0,0.6
nfcorpus,0,PLAIN-2291,20,40,0.13120507751234178,0.09803928583135704,0,0.6
nfcorpus,0,PLAIN-2291,50,100,0.0,0.09803928583135704,0,0.7
nfcorpus,0,PLAIN-2291,100,200,0.0,0.09803928583135704,0,0.85
nfcorpus,0,PLAIN-2291,200,400,0.09803928583135704,0.09803928583135704,1,1.0
nfcorpus,0,PLAIN-2291,500,1000,0.09803928583135704,0.09803928583135704,1,1.0
nfcorpus,0,PLAIN-2291,1000,2000,0.09803928583135704,0.09803928583135704,1,1.0
nfcorpus,0,PLAIN-2291,2000,3207,0.09803928583135704,0.09803928583135704,1,1.0
nfcorpus,0,PLAIN-2291,5000,4840,0.09803928583135704,0.09803928583135704,1,1.0
nfcorpus,0,PLAIN-23,10,20,0.6500426745213228,0.5727555047321237,0,0.65
nfcorpus,0,PLAIN-23,20,40,0.701033835090127,0.5727555047321237,0,0.75
nfcorpus,0,PLAIN-23,50,100,0.6363762929310753,0.5727555047321237,0,0.75
nfcorpus,0,PLAIN-23,100,200,0.5727555047321237,0.5727555047321237,0,0.8
nfcorpus,0,PLAIN-23,200,400,0.5727555047321237,0.5727555047321237,0,0.9
nfcorpus,0,PLAIN-23,500,1000,0.5727555047321237,0.5727555047321237,1,1.0
nfcorpus,0,PLAIN-23,1000,2000,0.5727555047321237,0.5727555047321237,1,1.0
nfcorpus,0,PLAIN-23,2000,4000,0.5727555047321237,0.5727555047321237,1,1.0
nfcorpus,0,PLAIN-23,5000,5720,0.5727555047321237,0.5727555047321237,1,1.0
nfcorpus,0,PLAIN-2301,10,20,0.0,0.0,0,0.7
nfcorpus,0,PLAIN-2301,20,40,0.0,0.0,0,0.7
nfcorpus,0,PLAIN-2301,50,100,0.0,0.0,0,0.75
nfcorpus,0,PLAIN-2301,100,200,0.0,0.0,0,0.8
nfcorpus,0,PLAIN-2301,200,400,0.0,0.0,0,0.85
nfcorpus,0,PLAIN-2301,500,1000,0.0,0.0,0,0.9
nfcorpus,0,PLAIN-2301,1000,1894,0.0,0.0,0,0.95
nfcorpus,0,PLAIN-2301,2000,2894,0.0,0.0,0,0.95
nfcorpus,0,PLAIN-2301,5000,4527,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2311,10,13,0.0,0.0,0,0.65
nfcorpus,0,PLAIN-2311,20,23,0.0,0.0,0,1.0
nfcorpus,0,PLAIN-2311,50,53,0.0,0.0,0,1.0
nfcorpus,0,PLAIN-2311,100,103,0.0,0.0,0,1.0
nfcorpus,0,PLAIN-2311,200,203,0.0,0.0,0,1.0
nfcorpus,0,PLAIN-2311,500,503,0.0,0.0,0,1.0
nfcorpus,0,PLAIN-2311,1000,1003,0.0,0.0,0,1.0
nfcorpus,0,PLAIN-2311,2000,2003,0.0,0.0,0,1.0
nfcorpus,0,PLAIN-2311,5000,3636,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2321,10,20,0.0,0.0,0,0.65
nfcorpus,0,PLAIN-2321,20,40,0.0,0.0,0,0.65
nfcorpus,0,PLAIN-2321,50,100,0.0,0.0,0,0.65
nfcorpus,0,PLAIN-2321,100,176,0.0,0.0,0,0.7
nfcorpus,0,PLAIN-2321,200,276,0.0,0.0,0,0.8
nfcorpus,0,PLAIN-2321,500,576,0.0,0.0,0,0.95
nfcorpus,0,PLAIN-2321,1000,1076,0.0,0.0,0,1.0
nfcorpus,0,PLAIN-2321,2000,2076,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2321,5000,3709,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2332,10,20,0.5900490851534655,0.44988737637276544,0,0.4
nfcorpus,0,PLAIN-2332,20,40,0.6023277671368326,0.44988737637276544,0,0.5
nfcorpus,0,PLAIN-2332,50,100,0.4472539411173282,0.44988737637276544,0,0.8
nfcorpus,0,PLAIN-2332,100,200,0.44988737637276544,0.44988737637276544,1,1.0
nfcorpus,0,PLAIN-2332,200,400,0.44988737637276544,0.44988737637276544,1,1.0
nfcorpus,0,PLAIN-2332,500,716,0.44988737637276544,0.44988737637276544,1,1.0
nfcorpus,0,PLAIN-2332,1000,1216,0.44988737637276544,0.44988737637276544,1,1.0
nfcorpus,0,PLAIN-2332,2000,2216,0.44988737637276544,0.44988737637276544,1,1.0
nfcorpus,0,PLAIN-2332,5000,3849,0.44988737637276544,0.44988737637276544,1,1.0
nfcorpus,0,PLAIN-2343,10,20,0.0,0.0,0,0.35
nfcorpus,0,PLAIN-2343,20,40,0.0,0.0,0,0.35
nfcorpus,0,PLAIN-2343,50,100,0.0,0.0,0,0.6
nfcorpus,0,PLAIN-2343,100,200,0.0,0.0,0,0.8
nfcorpus,0,PLAIN-2343,200,400,0.0,0.0,0,0.95
nfcorpus,0,PLAIN-2343,500,739,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2343,1000,1239,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2343,2000,2239,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2343,5000,3872,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2354,10,20,0.48522855511632257,0.48522855511632257,0,0.55
nfcorpus,0,PLAIN-2354,20,40,0.48522855511632257,0.48522855511632257,0,0.8
nfcorpus,0,PLAIN-2354,50,100,0.48522855511632257,0.48522855511632257,1,1.0
nfcorpus,0,PLAIN-2354,100,200,0.48522855511632257,0.48522855511632257,1,1.0
nfcorpus,0,PLAIN-2354,200,361,0.48522855511632257,0.48522855511632257,1,1.0
nfcorpus,0,PLAIN-2354,500,661,0.48522855511632257,0.48522855511632257,1,1.0
nfcorpus,0,PLAIN-2354,1000,1161,0.48522855511632257,0.48522855511632257,1,1.0
nfcorpus,0,PLAIN-2354,2000,2161,0.48522855511632257,0.48522855511632257,1,1.0
nfcorpus,0,PLAIN-2354,5000,3794,0.48522855511632257,0.48522855511632257,1,1.0
nfcorpus,0,PLAIN-2364,10,20,0.0,0.0,0,0.55
nfcorpus,0,PLAIN-2364,20,40,0.0,0.0,0,0.75
nfcorpus,0,PLAIN-2364,50,100,0.0,0.0,0,0.9
nfcorpus,0,PLAIN-2364,100,200,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2364,200,400,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2364,500,959,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2364,1000,1459,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2364,2000,2459,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2364,5000,4092,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2375,10,20,0.0,0.0,0,0.7
nfcorpus,0,PLAIN-2375,20,40,0.0,0.0,0,0.7
nfcorpus,0,PLAIN-2375,50,100,0.0,0.0,0,0.7
nfcorpus,0,PLAIN-2375,100,200,0.0,0.0,0,0.85
nfcorpus,0,PLAIN-2375,200,314,0.0,0.0,0,0.9
nfcorpus,0,PLAIN-2375,500,614,0.0,0.0,0,0.9
nfcorpus,0,PLAIN-2375,1000,1114,0.0,0.0,0,0.9
nfcorpus,0,PLAIN-2375,2000,2114,0.0,0.0,0,0.95
nfcorpus,0,PLAIN-2375,5000,3747,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-238,10,20,0.11004588314904008,0.13886244387355454,0,0.7
nfcorpus,0,PLAIN-238,20,40,0.13886244387355454,0.13886244387355454,0,0.7
nfcorpus,0,PLAIN-238,50,100,0.13886244387355454,0.13886244387355454,0,0.8
nfcorpus,0,PLAIN-238,100,200,0.13886244387355454,0.13886244387355454,0,0.8
nfcorpus,0,PLAIN-238,200,400,0.13886244387355454,0.13886244387355454,0,0.95
nfcorpus,0,PLAIN-238,500,1000,0.13886244387355454,0.13886244387355454,1,1.0
nfcorpus,0,PLAIN-238,1000,2000,0.13886244387355454,0.13886244387355454,1,1.0
nfcorpus,0,PLAIN-238,2000,3700,0.13886244387355454,0.13886244387355454,1,1.0
nfcorpus,0,PLAIN-238,5000,5333,0.13886244387355454,0.13886244387355454,1,1.0
nfcorpus,0,PLAIN-2386,10,13,0.07839826897867533,0.07839826897867533,0,0.6
nfcorpus,0,PLAIN-2386,20,23,0.07839826897867533,0.07839826897867533,0,1.0
nfcorpus,0,PLAIN-2386,50,53,0.07839826897867533,0.07839826897867533,0,1.0
nfcorpus,0,PLAIN-2386,100,103,0.07839826897867533,0.07839826897867533,0,1.0
nfcorpus,0,PLAIN-2386,200,203,0.07839826897867533,0.07839826897867533,0,1.0
nfcorpus,0,PLAIN-2386,500,503,0.07839826897867533,0.07839826897867533,0,1.0
nfcorpus,0,PLAIN-2386,1000,1003,0.07839826897867533,0.07839826897867533,0,1.0
nfcorpus,0,PLAIN-2386,2000,2003,0.07839826897867533,0.07839826897867533,1,1.0
nfcorpus,0,PLAIN-2386,5000,3636,0.07839826897867533,0.07839826897867533,1,1.0
nfcorpus,0,PLAIN-2396,10,10,0.0,0.0,0,0.5
nfcorpus,0,PLAIN-2396,20,20,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2396,50,50,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2396,100,100,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2396,200,200,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2396,500,500,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2396,1000,1000,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2396,2000,2000,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2396,5000,3633,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2408,10,10,0.09803928583135704,0.09803928583135704,0,0.5
nfcorpus,0,PLAIN-2408,20,20,0.09803928583135704,0.09803928583135704,1,1.0
nfcorpus,0,PLAIN-2408,50,50,0.09803928583135704,0.09803928583135704,1,1.0
nfcorpus,0,PLAIN-2408,100,100,0.09803928583135704,0.09803928583135704,1,1.0
nfcorpus,0,PLAIN-2408,200,200,0.09803928583135704,0.09803928583135704,1,1.0
nfcorpus,0,PLAIN-2408,500,500,0.09803928583135704,0.09803928583135704,1,1.0
nfcorpus,0,PLAIN-2408,1000,1000,0.09803928583135704,0.09803928583135704,1,1.0
nfcorpus,0,PLAIN-2408,2000,2000,0.09803928583135704,0.09803928583135704,1,1.0
nfcorpus,0,PLAIN-2408,5000,3633,0.09803928583135704,0.09803928583135704,1,1.0
nfcorpus,0,PLAIN-2430,10,20,0.5648064885111518,0.5884707785014293,0,0.55
nfcorpus,0,PLAIN-2430,20,40,0.5897874961291478,0.5884707785014293,0,0.65
nfcorpus,0,PLAIN-2430,50,100,0.5884707785014293,0.5884707785014293,0,0.9
nfcorpus,0,PLAIN-2430,100,200,0.5884707785014293,0.5884707785014293,0,0.95
nfcorpus,0,PLAIN-2430,200,400,0.5884707785014293,0.5884707785014293,1,1.0
nfcorpus,0,PLAIN-2430,500,1000,0.5884707785014293,0.5884707785014293,1,1.0
nfcorpus,0,PLAIN-2430,1000,2000,0.5884707785014293,0.5884707785014293,1,1.0
nfcorpus,0,PLAIN-2430,2000,3128,0.5884707785014293,0.5884707785014293,1,1.0
nfcorpus,0,PLAIN-2430,5000,4761,0.5884707785014293,0.5884707785014293,1,1.0
nfcorpus,0,PLAIN-2440,10,20,0.0,0.0,0,0.5
nfcorpus,0,PLAIN-2440,20,40,0.0,0.0,0,0.5
nfcorpus,0,PLAIN-2440,50,100,0.0,0.0,0,0.55
nfcorpus,0,PLAIN-2440,100,200,0.0,0.0,0,0.8
nfcorpus,0,PLAIN-2440,200,400,0.0,0.0,0,0.85
nfcorpus,0,PLAIN-2440,500,1000,0.0,0.0,0,0.95
nfcorpus,0,PLAIN-2440,1000,2000,0.0,0.0,0,0.95
nfcorpus,0,PLAIN-2440,2000,4000,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2440,5000,6126,0.0,0.0,1,1.0
nfcorpus,0,PLAIN-2450,10,20,0.13886244387355454,0.21726071285222986,0,0.6
nfcorpus,0,PLAIN-2450,20,40,0.21726071285222986,0.21726071285222986,0,0.85
nfcorpus,0,PLAIN-2450,50,100,0.21726071285222986,0.21726071285222986,1,1.0
