dataset,snapshot,query_id,L,accesses,ndcg10,full_ndcg10,ordered20,overlap20
scifact,0,1274,5000,7880,0.8385465274895063,0.8385465274895063,1,1.0
scifact,0,1278,10,20,0.6309297535714575,0.5,0,0.6
scifact,0,1278,20,40,0.5,0.5,0,0.6
scifact,0,1278,50,100,0.5,0.5,0,0.75
scifact,0,1278,100,200,0.5,0.5,0,0.9
scifact,0,1278,200,400,0.5,0.5,1,1.0
scifact,0,1278,500,1000,0.5,0.5,1,1.0
scifact,0,1278,1000,2000,0.5,0.5,1,1.0
scifact,0,1278,2000,4000,0.5,0.5,1,1.0
scifact,0,1278,5000,7938,0.5,0.5,1,1.0
scifact,0,1279,10,20,0.5,0.6309297535714575,0,0.55
scifact,0,1279,20,40,0.6309297535714575,0.6309297535714575,0,0.55
scifact,0,1279,50,100,0.6309297535714575,0.6309297535714575,0,0.8
scifact,0,1279,100,200,0.6309297535714575,0.6309297535714575,0,0.95
scifact,0,1279,200,400,0.6309297535714575,0.6309297535714575,1,1.0
scifact,0,1279,500,1000,0.6309297535714575,0.6309297535714575,1,1.0
scifact,0,1279,1000,2000,0.6309297535714575,0.6309297535714575,1,1.0
scifact,0,1279,2000,4000,0.6309297535714575,0.6309297535714575,1,1.0
scifact,0,1279,5000,7428,0.6309297535714575,0.6309297535714575,1,1.0
scifact,0,128,10,20,0.38685280723454163,0.0,0,0.45
scifact,0,128,20,40,0.3562071871080222,0.0,0,0.5
scifact,0,128,50,100,0.2890648263178879,0.0,0,0.55
scifact,0,128,100,200,0.0,0.0,0,0.8
scifact,0,128,200,400,0.0,0.0,0,0.9
scifact,0,128,500,1000,0.0,0.0,1,1.0
scifact,0,128,1000,2000,0.0,0.0,1,1.0
scifact,0,128,2000,4000,0.0,0.0,1,1.0
scifact,0,128,5000,7639,0.0,0.0,1,1.0
scifact,0,1280,10,20,0.0,0.3333333333333333,0,0.55
scifact,0,1280,20,40,0.0,0.3333333333333333,0,0.65
scifact,0,1280,50,100,0.3333333333333333,0.3333333333333333,0,0.8
scifact,0,1280,100,200,0.3333333333333333,0.3333333333333333,0,0.9
scifact,0,1280,200,400,0.3333333333333333,0.3333333333333333,0,0.9
scifact,0,1280,500,1000,0.3333333333333333,0.3333333333333333,0,0.95
scifact,0,1280,1000,2000,0.3333333333333333,0.3333333333333333,0,0.95
scifact,0,1280,2000,4000,0.3333333333333333,0.3333333333333333,1,1.0
scifact,0,1280,5000,7399,0.3333333333333333,0.3333333333333333,1,1.0
scifact,0,1281,10,20,0.3010299956639812,0.0,0,0.55
scifact,0,1281,20,40,0.2890648263178879,0.0,0,0.65
scifact,0,1281,50,100,0.0,0.0,0,0.7
scifact,0,1281,100,200,0.0,0.0,0,0.75
scifact,0,1281,200,400,0.0,0.0,0,0.9
scifact,0,1281,500,1000,0.0,0.0,0,0.9
scifact,0,1281,1000,2000,0.0,0.0,0,0.95
scifact,0,1281,2000,4000,0.0,0.0,1,1.0
scifact,0,1281,5000,7353,0.0,0.0,1,1.0
scifact,0,1282,10,20,1.0,1.0,0,0.5
scifact,0,1282,20,40,1.0,1.0,0,0.5
scifact,0,1282,50,100,1.0,1.0,0,0.6
scifact,0,1282,100,200,1.0,1.0,0,0.8
scifact,0,1282,200,400,1.0,1.0,0,0.9
scifact,0,1282,500,1000,1.0,1.0,0,0.95
scifact,0,1282,1000,2000,1.0,1.0,1,1.0
scifact,0,1282,2000,4000,1.0,1.0,1,1.0
scifact,0,1282,5000,8229,1.0,1.0,1,1.0
scifact,0,129,10,20,1.0,1.0,0,0.6
scifact,0,129,20,40,1.0,1.0,0,0.7
scifact,0,129,50,100,1.0,1.0,0,0.8
scifact,0,129,100,200,1.0,1.0,0,0.8
scifact,0,129,200,400,1.0,1.0,0,0.95
scifact,0,129,500,1000,1.0,1.0,0,0.95
scifact,0,129,1000,2000,1.0,1.0,0,0.95
scifact,0,129,2000,4000,1.0,1.0,1,1.0
scifact,0,129,5000,7350,1.0,1.0,1,1.0
scifact,0,1290,10,20,1.0,1.0,0,0.55
scifact,0,1290,20,40,1.0,1.0,0,0.65
scifact,0,1290,50,100,1.0,1.0,0,0.95
scifact,0,1290,100,200,1.0,1.0,1,1.0
scifact,0,1290,200,400,1.0,1.0,1,1.0
scifact,0,1290,500,1000,1.0,1.0,1,1.0
scifact,0,1290,1000,2000,1.0,1.0,1,1.0
scifact,0,1290,2000,4000,1.0,1.0,1,1.0
scifact,0,1290,5000,8039,1.0,1.0,1,1.0
scifact,0,1292,10,20,1.0,1.0,0,0.5
scifact,0,1292,20,40,1.0,1.0,0,0.6
scifact,0,1292,50,100,1.0,1.0,0,0.65
scifact,0,1292,100,200,1.0,1.0,0,0.85
scifact,0,1292,200,400,1.0,1.0,0,0.9
scifact,0,1292,500,1000,1.0,1.0,1,1.0
scifact,0,1292,1000,2000,1.0,1.0,1,1.0
scifact,0,1292,2000,4000,1.0,1.0,1,1.0
scifact,0,1292,5000,7908,1.0,1.0,1,1.0
scifact,0,1298,10,20,1.0,1.0,0,0.6
scifact,0,1298,20,40,1.0,1.0,0,0.7
scifact,0,1298,50,100,1.0,1.0,0,0.85
scifact,0,1298,100,200,1.0,1.0,0,0.85
scifact,0,1298,200,400,1.0,1.0,1,1.0
scifact,0,1298,500,1000,1.0,1.0,1,1.0
scifact,0,1298,1000,2000,1.0,1.0,1,1.0
scifact,0,1298,2000,4000,1.0,1.0,1,1.0
scifact,0,1298,5000,7498,1.0,1.0,1,1.0
scifact,0,13,10,20,0.0,0.0,0,0.55
scifact,0,13,20,40,0.0,0.0,0,0.65
scifact,0,13,50,100,0.0,0.0,0,0.95
scifact,0,13,100,200,0.0,0.0,1,1.0
scifact,0,13,200,400,0.0,0.0,1,1.0
scifact,0,13,500,1000,0.0,0.0,1,1.0
scifact,0,13,1000,2000,0.0,0.0,1,1.0
scifact,0,13,2000,3586,0.0,0.0,1,1.0
scifact,0,13,5000,6586,0.0,0.0,1,1.0
scifact,0,130,10,20,1.0,1.0,0,0.55
scifact,0,130,20,40,1.0,1.0,0,0.65
scifact,0,130,50,100,1.0,1.0,0,0.7
scifact,0,130,100,200,1.0,1.0,0,0.75
scifact,0,130,200,400,1.0,1.0,0,0.9
scifact,0,130,500,1000,1.0,1.0,0,0.95
scifact,0,130,1000,2000,1.0,1.0,0,0.95
scifact,0,130,2000,4000,1.0,1.0,1,1.0
scifact,0,130,5000,7557,1.0,1.0,1,1.0
scifact,0,1303,10,20,1.0,1.0,0,0.65
scifact,0,1303,20,40,1.0,1.0,0,0.65
scifact,0,1303,50,100,1.0,1.0,0,0.8
scifact,0,1303,100,200,1.0,1.0,0,0.9
scifact,0,1303,200,400,1.0,1.0,0,0.85
scifact,0,1303,500,1000,1.0,1.0,1,1.0
scifact,0,1303,1000,2000,1.0,1.0,1,1.0
scifact,0,1303,2000,4000,1.0,1.0,1,1.0
scifact,0,1303,5000,7502,1.0,1.0,1,1.0
scifact,0,1316,10,20,0.0,0.0,0,0.6
scifact,0,1316,20,40,0.3333333333333333,0.0,0,0.75
scifact,0,1316,50,100,0.0,0.0,0,0.95
scifact,0,1316,100,200,0.0,0.0,1,1.0
scifact,0,1316,200,400,0.0,0.0,1,1.0
scifact,0,1316,500,1000,0.0,0.0,1,1.0
scifact,0,1316,1000,2000,0.0,0.0,1,1.0
scifact,0,1316,2000,4000,0.0,0.0,1,1.0
scifact,0,1316,5000,8089,0.0,0.0,1,1.0
scifact,0,1319,10,20,1.0,1.0,0,0.6
scifact,0,1319,20,40,1.0,1.0,0,0.75
scifact,0,1319,50,100,1.0,1.0,0,0.9
scifact,0,1319,100,200,1.0,1.0,0,0.9
scifact,0,1319,200,400,1.0,1.0,1,1.0
scifact,0,1319,500,1000,1.0,1.0,1,1.0
scifact,0,1319,1000,2000,1.0,1.0,1,1.0
scifact,0,1319,2000,4000,1.0,1.0,1,1.0
scifact,0,1319,5000,8805,1.0,1.0,1,1.0
scifact,0,132,10,20,0.0,0.0,0,0.65
scifact,0,132,20,40,0.0,0.0,0,0.8
scifact,0,132,50,100,0.0,0.0,0,0.9
scifact,0,132,100,200,0.0,0.0,0,0.95
scifact,0,132,200,400,0.0,0.0,1,1.0
scifact,0,132,500,1000,0.0,0.0,1,1.0
scifact,0,132,1000,2000,0.0,0.0,1,1.0
scifact,0,132,2000,3097,0.0,0.0,1,1.0
scifact,0,132,5000,6097,0.0,0.0,1,1.0
scifact,0,1320,10,20,1.0,1.0,0,0.65
scifact,0,1320,20,40,1.0,1.0,0,0.75
scifact,0,1320,50,100,1.0,1.0,0,0.8
scifact,0,1320,100,200,1.0,1.0,1,1.0
scifact,0,1320,200,400,1.0,1.0,1,1.0
scifact,0,1320,500,1000,1.0,1.0,1,1.0
scifact,0,1320,1000,2000,1.0,1.0,1,1.0
scifact,0,1320,2000,4000,1.0,1.0,1,1.0
scifact,0,1320,5000,8436,1.0,1.0,1,1.0
scifact,0,133,10,20,0.72878684203556,0.7860137352654724,0,0.55
scifact,0,133,20,40,0.7178308354005997,0.7860137352654724,0,0.6
scifact,0,133,50,100,0.7860137352654724,0.7860137352654724,0,0.8
scifact,0,133,100,200,0.7860137352654724,0.7860137352654724,0,0.95
scifact,0,133,200,400,0.7860137352654724,0.7860137352654724,1,1.0
scifact,0,133,500,1000,0.7860137352654724,0.7860137352654724,1,1.0
scifact,0,133,1000,2000,0.7860137352654724,0.7860137352654724,1,1.0
scifact,0,133,2000,4000,0.7860137352654724,0.7860137352654724,1,1.0
scifact,0,133,5000,7667,0.7860137352654724,0.7860137352654724,1,1.0
scifact,0,1332,10,20,0.0,0.0,0,0.5
scifact,0,1332,20,40,0.0,0.0,0,0.65
scifact,0,1332,50,100,0.0,0.0,0,0.9
scifact,0,1332,100,200,0.0,0.0,1,1.0
scifact,0,1332,200,400,0.0,0.0,1,1.0
scifact,0,1332,500,1000,0.0,0.0,1,1.0
scifact,0,1332,1000,2000,0.0,0.0,1,1.0
scifact,0,1332,2000,4000,0.0,0.0,1,1.0
scifact,0,1332,5000,8265,0.0,0.0,1,1.0
scifact,0,1335,10,20,1.0,1.0,0,0.5
scifact,0,1335,20,40,1.0,1.0,0,0.7
scifact,0,1335,50,100,1.0,1.0,0,0.9
scifact,0,1335,100,200,1.0,1.0,1,1.0
scifact,0,1335,200,400,1.0,1.0,1,1.0
scifact,0,1335,500,1000,1.0,1.0,1,1.0
scifact,0,1335,1000,2000,1.0,1.0,1,1.0
scifact,0,1335,2000,4000,1.0,1.0,1,1.0
scifact,0,1335,5000,8685,1.0,1.0,1,1.0
scifact,0,1336,10,20,1.0,1.0,0,0.55
scifact,0,1336,20,40,1.0,1.0,0,0.7
scifact,0,1336,50,100,1.0,1.0,0,0.95
scifact,0,1336,100,200,1.0,1.0,1,1.0
scifact,0,1336,200,400,1.0,1.0,1,1.0
scifact,0,1336,500,1000,1.0,1.0,1,1.0
scifact,0,1336,1000,2000,1.0,1.0,1,1.0
scifact,0,1336,2000,4000,1.0,1.0,1,1.0
scifact,0,1336,5000,8517,1.0,1.0,1,1.0
scifact,0,1337,10,20,1.0,1.0,0,0.6
scifact,0,1337,20,40,1.0,1.0,0,0.65
scifact,0,1337,50,100,1.0,1.0,0,0.95
scifact,0,1337,100,200,1.0,1.0,1,1.0
scifact,0,1337,200,400,1.0,1.0,1,1.0
scifact,0,1337,500,1000,1.0,1.0,1,1.0
scifact,0,1337,1000,2000,1.0,1.0,1,1.0
scifact,0,1337,2000,3270,1.0,1.0,1,1.0
scifact,0,1337,5000,6270,1.0,1.0,1,1.0
scifact,0,1339,10,20,1.0,1.0,0,0.6
scifact,0,1339,20,40,1.0,1.0,0,0.6
scifact,0,1339,50,100,1.0,1.0,0,0.75
scifact,0,1339,100,200,1.0,1.0,0,0.85
scifact,0,1339,200,400,1.0,1.0,0,0.9
scifact,0,1339,500,1000,1.0,1.0,0,0.9
scifact,0,1339,1000,2000,1.0,1.0,0,0.95
scifact,0,1339,2000,3913,1.0,1.0,1,1.0
scifact,0,1339,5000,6913,1.0,1.0,1,1.0
scifact,0,1344,10,20,0.6309297535714575,0.6309297535714575,0,0.6
scifact,0,1344,20,40,0.6309297535714575,0.6309297535714575,0,0.7
scifact,0,1344,50,100,0.6309297535714575,0.6309297535714575,0,0.85
scifact,0,1344,100,200,0.6309297535714575,0.6309297535714575,1,1.0
scifact,0,1344,200,400,0.6309297535714575,0.6309297535714575,1,1.0
scifact,0,1344,500,1000,0.6309297535714575,0.6309297535714575,1,1.0
scifact,0,1344,1000,2000,0.6309297535714575,0.6309297535714575,1,1.0
scifact,0,1344,2000,4000,0.6309297535714575,0.6309297535714575,1,1.0
scifact,0,1344,5000,9755,0.6309297535714575,0.6309297535714575,1,1.0
scifact,0,1352,10,20,1.0,1.0,0,0.5
scifact,0,1352,20,40,1.0,1.0,0,0.55
scifact,0,1352,50,100,1.0,1.0,0,0.75
scifact,0,1352,100,200,1.0,1.0,0,0.7
scifact,0,1352,200,400,1.0,1.0,0,0.9
scifact,0,1352,500,1000,1.0,1.0,1,1.0
scifact,0,1352,1000,2000,1.0,1.0,1,1.0
scifact,0,1352,2000,4000,1.0,1.0,1,1.0
scifact,0,1352,5000,7531,1.0,1.0,1,1.0
scifact,0,1359,10,20,1.0,1.0,0,0.4
scifact,0,1359,20,40,1.0,1.0,0,0.65
scifact,0,1359,50,100,1.0,1.0,0,0.75
scifact,0,1359,100,200,1.0,1.0,1,1.0
scifact,0,1359,200,400,1.0,1.0,1,1.0
scifact,0,1359,500,1000,1.0,1.0,1,1.0
scifact,0,1359,1000,2000,1.0,1.0,1,1.0
scifact,0,1359,2000,4000,1.0,1.0,1,1.0
scifact,0,1359,5000,8414,1.0,1.0,1,1.0
scifact,0,1362,10,20,0.38685280723454163,0.0,0,0.55
scifact,0,1362,20,40,0.38685280723454163,0.0,0,0.6
scifact,0,1362,50,100,0.2890648263178879,0.0,0,0.65
scifact,0,1362,100,200,0.0,0.0,0,0.8
scifact,0,1362,200,400,0.0,0.0,0,0.85
scifact,0,1362,500,1000,0.0,0.0,0,0.9
scifact,0,1362,1000,2000,0.0,0.0,1,1.0
scifact,0,1362,2000,4000,0.0,0.0,1,1.0
scifact,0,1362,5000,7639,0.0,0.0,1,1.0
scifact,0,1363,10,20,0.6309297535714575,0.3333333333333333,0,0.65
scifact,0,1363,20,40,0.43067655807339306,0.3333333333333333,0,0.65
scifact,0,1363,50,100,0.3333333333333333,0.3333333333333333,0,0.7
scifact,0,1363,100,200,0.0,0.3333333333333333,0,0.8
scifact,0,1363,200,400,0.3333333333333333,0.3333333333333333,0,0.8
scifact,0,1363,500,1000,0.3333333333333333,0.3333333333333333,0,0.85
scifact,0,1363,1000,2000,0.3333333333333333,0.3333333333333333,0,1.0
scifact,0,1363,2000,4000,0.3333333333333333,0.3333333333333333,0,1.0
scifact,0,1363,5000,7635,0.3333333333333333,0.3333333333333333,1,1.0
scifact,0,1368,10,20,0.43067655807339306,0.43067655807339306,0,0.65
scifact,0,1368,20,40,0.43067655807339306,0.43067655807339306,0,0.9
scifact,0,1368,50,100,0.43067655807339306,0.43067655807339306,1,1.0
scifact,0,1368,100,200,0.43067655807339306,0.43067655807339306,1,1.0
scifact,0,1368,200,400,0.43067655807339306,0.43067655807339306,1,1.0
scifact,0,1368,500,1000,0.43067655807339306,0.43067655807339306,1,1.0
scifact,0,1368,1000,2000,0.43067655807339306,0.43067655807339306,1,1.0
scifact,0,1368,2000,4000,0.43067655807339306,0.43067655807339306,1,1.0
scifact,0,1368,5000,7096,0.43067655807339306,0.43067655807339306,1,1.0
scifact,0,137,10,20,1.0,1.0,0,0.65
scifact,0,137,20,40,1.0,1.0,0,0.7
scifact,0,137,50,100,1.0,1.0,0,0.8
scifact,0,137,100,200,1.0,1.0,0,0.7
scifact,0,137,200,400,1.0,1.0,1,1.0
scifact,0,137,500,1000,1.0,1.0,1,1.0
scifact,0,137,1000,2000,1.0,1.0,1,1.0
scifact,0,137,2000,4000,1.0,1.0,1,1.0
scifact,0,137,5000,7080,1.0,1.0,1,1.0
scifact,0,1370,10,20,1.0,1.0,0,0.7
scifact,0,1370,20,40,1.0,1.0,0,0.9
scifact,0,1370,50,100,1.0,1.0,0,0.95
scifact,0,1370,100,200,1.0,1.0,1,1.0
scifact,0,1370,200,400,1.0,1.0,1,1.0
scifact,0,1370,500,1000,1.0,1.0,1,1.0
scifact,0,1370,1000,1817,1.0,1.0,1,1.0
scifact,0,1370,2000,2817,1.0,1.0,1,1.0
scifact,0,1370,5000,5817,1.0,1.0,1,1.0
scifact,0,1379,10,20,0.6550972241386396,0.544556608342548,0,0.6
scifact,0,1379,20,40,0.544556608342548,0.544556608342548,0,0.8
scifact,0,1379,50,100,0.544556608342548,0.544556608342548,0,0.95
scifact,0,1379,100,200,0.544556608342548,0.544556608342548,1,1.0
scifact,0,1379,200,400,0.544556608342548,0.544556608342548,1,1.0
scifact,0,1379,500,1000,0.544556608342548,0.544556608342548,1,1.0
scifact,0,1379,1000,2000,0.544556608342548,0.544556608342548,1,1.0
scifact,0,1379,2000,4000,0.544556608342548,0.544556608342548,1,1.0
scifact,0,1379,5000,8312,0.544556608342548,0.544556608342548,1,1.0
scifact,0,1382,10,20,0.6309297535714575,0.6309297535714575,0,0.5
scifact,0,1382,20,40,0.6309297535714575,0.6309297535714575,0,0.7
scifact,0,1382,50,100,0.6309297535714575,0.6309297535714575,0,0.8
scifact,0,1382,100,200,0.6309297535714575,0.6309297535714575,0,0.85
scifact,0,1382,200,400,0.6309297535714575,0.6309297535714575,1,1.0
scifact,0,1382,500,1000,0.6309297535714575,0.6309297535714575,1,1.0
scifact,0,1382,1000,2000,0.6309297535714575,0.6309297535714575,1,1.0
scifact,0,1382,2000,3828,0.6309297535714575,0.6309297535714575,1,1.0
scifact,0,1382,5000,6828,0.6309297535714575,0.6309297535714575,1,1.0
scifact,0,1385,10,20,1.0,1.0,0,0.6
scifact,0,1385,20,40,1.0,1.0,0,0.6
scifact,0,1385,50,100,1.0,1.0,0,0.75
scifact,0,1385,100,200,1.0,1.0,0,0.8
scifact,0,1385,200,400,1.0,1.0,0,0.95
scifact,0,1385,500,1000,1.0,1.0,1,1.0
scifact,0,1385,1000,2000,1.0,1.0,1,1.0
scifact,0,1385,2000,3608,1.0,1.0,1,1.0
scifact,0,1385,5000,6608,1.0,1.0,1,1.0
scifact,0,1389,10,20,1.0,1.0,0,0.5
scifact,0,1389,20,40,1.0,1.0,0,0.55
scifact,0,1389,50,100,1.0,1.0,0,0.65
scifact,0,1389,100,200,1.0,1.0,0,0.8
scifact,0,1389,200,400,1.0,1.0,0,0.85
scifact,0,1389,500,1000,1.0,1.0,0,0.9
scifact,0,1389,1000,2000,1.0,1.0,0,0.9
scifact,0,1389,2000,4000,1.0,1.0,1,1.0
scifact,0,1389,5000,7724,1.0,1.0,1,1.0
scifact,0,1395,10,20,0.3562071871080222,0.3562071871080222,0,0.55
scifact,0,1395,20,40,0.31546487678572877,0.3562071871080222,0,0.6
scifact,0,1395,50,100,0.2890648263178879,0.3562071871080222,0,0.65
scifact,0,1395,100,200,0.3562071871080222,0.3562071871080222,0,0.65
scifact,0,1395,200,400,0.3562071871080222,0.3562071871080222,0,0.8
scifact,0,1395,500,1000,0.3562071871080222,0.3562071871080222,0,0.95
scifact,0,1395,1000,2000,0.3562071871080222,0.3562071871080222,1,1.0
scifact,0,1395,2000,4000,0.3562071871080222,0.3562071871080222,1,1.0
scifact,0,1395,5000,8025,0.3562071871080222,0.3562071871080222,1,1.0
scifact,0,141,10,20,1.0,1.0,0,0.5
scifact,0,141,20,40,1.0,1.0,0,0.6
scifact,0,141,50,100,1.0,1.0,0,0.75
scifact,0,141,100,200,1.0,1.0,0,0.95
scifact,0,141,200,400,1.0,1.0,1,1.0
scifact,0,141,500,1000,1.0,1.0,1,1.0
scifact,0,141,1000,2000,1.0,1.0,1,1.0
scifact,0,141,2000,3166,1.0,1.0,1,1.0
scifact,0,141,5000,6166,1.0,1.0,1,1.0
scifact,0,142,10,20,1.0,1.0,0,0.7
scifact,0,142,20,40,1.0,1.0,0,0.7
scifact,0,142,50,100,1.0,1.0,0,0.85
scifact,0,142,100,200,1.0,1.0,0,0.85
scifact,0,142,200,400,1.0,1.0,1,1.0
scifact,0,142,500,1000,1.0,1.0,1,1.0
scifact,0,142,1000,2000,1.0,1.0,1,1.0
scifact,0,142,2000,4000,1.0,1.0,1,1.0
scifact,0,142,5000,9362,1.0,1.0,1,1.0
scifact,0,143,10,20,1.0,1.0,0,0.6
scifact,0,143,20,40,1.0,1.0,0,0.6
scifact,0,143,50,100,1.0,1.0,0,0.7
scifact,0,143,100,200,1.0,1.0,0,0.85
scifact,0,143,200,400,1.0,1.0,1,1.0
scifact,0,143,500,1000,1.0,1.0,1,1.0
scifact,0,143,1000,2000,1.0,1.0,1,1.0
scifact,0,143,2000,4000,1.0,1.0,1,1.0
scifact,0,143,5000,9212,1.0,1.0,1,1.0
scifact,0,146,10,20,1.0,1.0,0,0.7
scifact,0,146,20,40,1.0,1.0,0,0.75
scifact,0,146,50,100,1.0,1.0,0,0.85
scifact,0,146,100,200,1.0,1.0,0,0.8
scifact,0,146,200,400,1.0,1.0,1,1.0
scifact,0,146,500,1000,1.0,1.0,1,1.0
scifact,0,146,1000,2000,1.0,1.0,1,1.0
scifact,0,146,2000,4000,1.0,1.0,1,1.0
scifact,0,146,5000,9442,1.0,1.0,1,1.0
scifact,0,148,10,20,1.0,1.0,0,0.6
scifact,0,148,20,40,1.0,1.0,0,0.75
scifact,0,148,50,100,1.0,1.0,0,0.85
scifact,0,148,100,200,1.0,1.0,1,1.0
scifact,0,148,200,400,1.0,1.0,1,1.0
scifact,0,148,500,1000,1.0,1.0,1,1.0
scifact,0,148,1000,2000,1.0,1.0,1,1.0
scifact,0,148,2000,3216,1.0,1.0,1,1.0
scifact,0,148,5000,6216,1.0,1.0,1,1.0
scifact,0,163,10,20,1.0,1.0,0,0.55
scifact,0,163,20,40,1.0,1.0,0,0.7
scifact,0,163,50,100,1.0,1.0,0,0.85
scifact,0,163,100,200,1.0,1.0,0,0.95
scifact,0,163,200,400,1.0,1.0,1,1.0
scifact,0,163,500,1000,1.0,1.0,1,1.0
scifact,0,163,1000,2000,1.0,1.0,1,1.0
scifact,0,163,2000,4000,1.0,1.0,1,1.0
scifact,0,163,5000,7204,1.0,1.0,1,1.0
scifact,0,171,10,20,1.0,1.0,0,0.55
scifact,0,171,20,40,1.0,1.0,0,0.75
scifact,0,171,50,100,1.0,1.0,0,0.85
scifact,0,171,100,200,1.0,1.0,0,0.85
scifact,0,171,200,400,1.0,1.0,0,0.9
scifact,0,171,500,1000,1.0,1.0,0,0.9
scifact,0,171,1000,2000,1.0,1.0,0,0.95
scifact,0,171,2000,4000,1.0,1.0,0,1.0
scifact,0,171,5000,7981,1.0,1.0,1,1.0
scifact,0,179,10,20,0.8773497378596238,0.7598336331031966,0,0.65
scifact,0,179,20,40,0.7598336331031966,0.7598336331031966,0,0.9
scifact,0,179,50,100,0.7598336331031966,0.7598336331031966,1,1.0
scifact,0,179,100,200,0.7598336331031966,0.7598336331031966,1,1.0
scifact,0,179,200,400,0.7598336331031966,0.7598336331031966,1,1.0
scifact,0,179,500,1000,0.7598336331031966,0.7598336331031966,1,1.0
scifact,0,179,1000,2000,0.7598336331031966,0.7598336331031966,1,1.0
scifact,0,179,2000,4000,0.7598336331031966,0.7598336331031966,1,1.0
scifact,0,179,5000,7466,0.7598336331031966,0.7598336331031966,1,1.0
scifact,0,180,10,20,1.0,1.0,0,0.55
scifact,0,180,20,40,1.0,1.0,0,0.55
scifact,0,180,50,100,1.0,1.0,0,0.65
scifact,0,180,100,200,1.0,1.0,0,0.65
scifact,0,180,200,400,1.0,1.0,1,1.0
scifact,0,180,500,1000,1.0,1.0,1,1.0
scifact,0,180,1000,2000,1.0,1.0,1,1.0
scifact,0,180,2000,4000,1.0,1.0,1,1.0
scifact,0,180,5000,9256,1.0,1.0,1,1.0
scifact,0,183,10,20,1.0,1.0,0,0.6
scifact,0,183,20,40,1.0,1.0,0,0.75
scifact,0,183,50,100,1.0,1.0,0,0.9
scifact,0,183,100,200,1.0,1.0,1,1.0
scifact,0,183,200,400,1.0,1.0,1,1.0
scifact,0,183,500,1000,1.0,1.0,1,1.0
scifact,0,183,1000,2000,1.0,1.0,1,1.0
scifact,0,183,2000,4000,1.0,1.0,1,1.0
scifact,0,183,5000,8045,1.0,1.0,1,1.0
scifact,0,185,10,20,1.0,1.0,0,0.6
scifact,0,185,20,40,1.0,1.0,0,0.7
scifact,0,185,50,100,1.0,1.0,0,0.85
scifact,0,185,100,200,1.0,1.0,1,1.0
scifact,0,185,200,400,1.0,1.0,1,1.0
scifact,0,185,500,1000,1.0,1.0,1,1.0
scifact,0,185,1000,2000,1.0,1.0,1,1.0
scifact,0,185,2000,4000,1.0,1.0,1,1.0
scifact,0,185,5000,8312,1.0,1.0,1,1.0
scifact,0,198,10,20,0.43067655807339306,1.0,0,0.8
scifact,0,198,20,40,0.43067655807339306,1.0,0,0.8
scifact,0,198,50,100,1.0,1.0,0,0.8
scifact,0,198,100,200,1.0,1.0,0,0.8
scifact,0,198,200,400,1.0,1.0,0,0.9
scifact,0,198,500,1000,1.0,1.0,0,0.9
scifact,0,198,1000,1665,1.0,1.0,0,1.0
scifact,0,198,2000,2665,1.0,1.0,0,1.0
scifact,0,198,5000,5665,1.0,1.0,1,1.0
scifact,0,208,10,20,1.0,1.0,0,0.6
scifact,0,208,20,40,1.0,1.0,0,0.7
scifact,0,208,50,100,1.0,1.0,0,0.95
scifact,0,208,100,200,1.0,1.0,1,1.0
scifact,0,208,200,400,1.0,1.0,1,1.0
scifact,0,208,500,1000,1.0,1.0,1,1.0
scifact,0,208,1000,2000,1.0,1.0,1,1.0
scifact,0,208,2000,4000,1.0,1.0,1,1.0
scifact,0,208,5000,7044,1.0,1.0,1,1.0
scifact,0,212,10,20,0.0,0.3010299956639812,0,0.6
scifact,0,212,20,40,0.3010299956639812,0.3010299956639812,0,0.75
scifact,0,212,50,100,0.3010299956639812,0.3010299956639812,0,0.85
scifact,0,212,100,200,0.3010299956639812,0.3010299956639812,0,0.95
scifact,0,212,200,400,0.3010299956639812,0.3010299956639812,1,1.0
scifact,0,212,500,1000,0.3010299956639812,0.3010299956639812,1,1.0
scifact,0,212,1000,2000,0.3010299956639812,0.3010299956639812,1,1.0
scifact,0,212,2000,4000,0.3010299956639812,0.3010299956639812,1,1.0
scifact,0,212,5000,7240,0.3010299956639812,0.3010299956639812,1,1.0
scifact,0,213,10,20,0.38685280723454163,0.38685280723454163,0,0.45
scifact,0,213,20,40,0.38685280723454163,0.38685280723454163,0,0.75
scifact,0,213,50,100,0.38685280723454163,0.38685280723454163,0,0.95
scifact,0,213,100,200,0.38685280723454163,0.38685280723454163,1,1.0
scifact,0,213,200,400,0.38685280723454163,0.38685280723454163,1,1.0
scifact,0,213,500,1000,0.38685280723454163,0.38685280723454163,1,1.0
scifact,0,213,1000,2000,0.38685280723454163,0.38685280723454163,1,1.0
scifact,0,213,2000,3294,0.38685280723454163,0.38685280723454163,1,1.0
scifact,0,213,5000,6294,0.38685280723454163,0.38685280723454163,1,1.0
scifact,0,216,10,20,1.0,1.0,0,0.55
scifact,0,216,20,40,1.0,1.0,0,0.6
scifact,0,216,50,100,1.0,1.0,0,0.8
scifact,0,216,100,200,1.0,1.0,0,0.7
scifact,0,216,200,400,1.0,1.0,0,0.95
scifact,0,216,500,1000,1.0,1.0,1,1.0
scifact,0,216,1000,2000,1.0,1.0,1,1.0
scifact,0,216,2000,4000,1.0,1.0,1,1.0
scifact,0,216,5000,7890,1.0,1.0,1,1.0
scifact,0,217,10,20,1.0,1.0,0,0.55
