dataset,query_id,policy,batch,complete20,last_k,last_cost,terminal_accesses,unresolved_accesses,max_gap,max_gap_rank,max_share,k_at25,k_at50,k_at75
msmarco-passage-trec-dl-2020,1071750,balanced,64,1,20,128.0,6080,5952.0,128.0,1,1.0,0,0,0
msmarco-passage-trec-dl-2020,1071750,dibud,1,1,20,89.0,4847,4758.0,16.0,12,0.1797752808988764,6,8,11
msmarco-passage-trec-dl-2020,1071750,dibud,64,1,20,128.0,4928,4800.0,128.0,1,1.0,0,0,0
msmarco-passage-trec-dl-2020,1105792,balanced,1,1,20,209286.0,209286,0.0,196325.0,20,0.9380703917127758,19,19,19
msmarco-passage-trec-dl-2020,1105792,balanced,64,1,20,209299.0,209299,0.0,196227.0,20,0.9375438965308004,19,19,19
msmarco-passage-trec-dl-2020,1105792,dibud,1,1,20,111124.0,111124,0.0,99446.0,20,0.8949101904179115,19,19,19
msmarco-passage-trec-dl-2020,1105792,dibud,64,1,20,111187.0,111187,0.0,99395.0,20,0.893944435950246,19,19,19
msmarco-passage-trec-dl-2020,1106979,balanced,1,1,20,79.0,10000,9921.0,16.0,18,0.20253164556962025,5,14,17
msmarco-passage-trec-dl-2020,1106979,balanced,64,1,20,128.0,10000,9872.0,128.0,1,1.0,0,0,0
msmarco-passage-trec-dl-2020,1106979,dibud,1,1,20,78.0,10000,9922.0,16.0,18,0.20512820512820512,5,14,17
msmarco-passage-trec-dl-2020,1106979,dibud,64,1,20,128.0,10000,9872.0,128.0,1,1.0,0,0,0
msmarco-passage-trec-dl-2020,1108651,balanced,1,1,20,1823.0,10000,8177.0,238.0,20,0.13055403181568842,9,14,17
msmarco-passage-trec-dl-2020,1108651,balanced,64,1,20,1856.0,10000,8144.0,256.0,15,0.13793103448275862,8,14,17
msmarco-passage-trec-dl-2020,1108651,dibud,1,1,20,1477.0,10000,8523.0,205.0,16,0.13879485443466485,8,13,15
msmarco-passage-trec-dl-2020,1108651,dibud,64,1,20,1536.0,10000,8464.0,256.0,15,0.16666666666666666,8,13,15
msmarco-passage-trec-dl-2020,1109707,balanced,1,1,20,480.0,10000,9520.0,122.0,4,0.25416666666666665,3,6,10
msmarco-passage-trec-dl-2020,1109707,balanced,64,1,20,512.0,10000,9488.0,128.0,1,0.25,3,6,12
msmarco-passage-trec-dl-2020,1109707,dibud,1,1,20,454.0,10000,9546.0,118.0,4,0.2599118942731278,3,6,10
msmarco-passage-trec-dl-2020,1109707,dibud,64,1,20,512.0,10000,9488.0,128.0,1,0.25,3,6,12
msmarco-passage-trec-dl-2020,1110678,balanced,1,1,20,1261.0,10000,8739.0,294.0,15,0.2331482950039651,8,13,17
msmarco-passage-trec-dl-2020,1110678,balanced,64,1,20,1216.0,10000,8784.0,384.0,15,0.3157894736842105,7,11,14
msmarco-passage-trec-dl-2020,1110678,dibud,1,1,20,1096.0,10000,8904.0,232.0,15,0.2116788321167883,8,11,14
msmarco-passage-trec-dl-2020,1110678,dibud,64,1,20,1152.0,10000,8848.0,320.0,15,0.2777777777777778,7,11,14
msmarco-passage-trec-dl-2020,1113256,balanced,1,1,20,163.0,10000,9837.0,56.0,12,0.34355828220858897,10,11,12
msmarco-passage-trec-dl-2020,1113256,balanced,64,1,20,256.0,10000,9744.0,128.0,1,0.5,0,12,12
msmarco-passage-trec-dl-2020,1113256,dibud,1,1,20,150.0,10000,9850.0,56.0,12,0.37333333333333335,10,11,12
msmarco-passage-trec-dl-2020,1113256,dibud,64,1,20,256.0,10000,9744.0,128.0,1,0.5,0,12,13
msmarco-passage-trec-dl-2020,1115210,balanced,1,1,20,1173.0,10000,8827.0,290.0,20,0.24722932651321397,5,12,18
msmarco-passage-trec-dl-2020,1115210,balanced,64,1,20,1216.0,10000,8784.0,384.0,20,0.3157894736842105,5,14,19
msmarco-passage-trec-dl-2020,1115210,dibud,1,1,20,968.0,10000,9032.0,217.0,20,0.22417355371900827,5,11,18
msmarco-passage-trec-dl-2020,1115210,dibud,64,1,20,1024.0,10000,8976.0,256.0,20,0.25,5,11,19
msmarco-passage-trec-dl-2020,1116380,balanced,1,1,20,16513.0,16513,0.0,6443.0,19,0.390177435959547,17,18,19
msmarco-passage-trec-dl-2020,1116380,balanced,64,1,20,16528.0,16528,0.0,6416.0,19,0.38818973862536305,17,18,19
msmarco-passage-trec-dl-2020,1116380,dibud,1,1,20,10911.0,10911,0.0,3222.0,19,0.29529832279351115,15,18,18
msmarco-passage-trec-dl-2020,1116380,dibud,64,1,20,10960.0,10960,0.0,3200.0,19,0.291970802919708,15,18,18
msmarco-passage-trec-dl-2020,1121353,balanced,1,1,20,8853.0,10000,1147.0,5442.0,20,0.6147068790240596,17,19,19
msmarco-passage-trec-dl-2020,1121353,balanced,64,1,20,8896.0,10000,1104.0,5504.0,20,0.6187050359712231,17,19,19
msmarco-passage-trec-dl-2020,1121353,dibud,1,1,20,6455.0,10000,3545.0,3593.0,20,0.5566227730441519,16,19,19
msmarco-passage-trec-dl-2020,1121353,dibud,64,1,20,6528.0,10000,3472.0,3584.0,20,0.5490196078431373,16,19,19
msmarco-passage-trec-dl-2020,1122767,balanced,1,1,20,243.0,10000,9757.0,46.0,15,0.18930041152263374,8,14,17
msmarco-passage-trec-dl-2020,1122767,balanced,64,1,20,256.0,10000,9744.0,128.0,1,0.5,0,14,14
msmarco-passage-trec-dl-2020,1122767,dibud,1,1,20,209.0,10000,9791.0,41.0,15,0.19617224880382775,8,13,16
msmarco-passage-trec-dl-2020,1122767,dibud,64,1,20,256.0,10000,9744.0,128.0,1,0.5,0,14,14
msmarco-passage-trec-dl-2020,1127540,balanced,1,1,20,976.0,10000,9024.0,814.0,20,0.8340163934426229,19,19,19
msmarco-passage-trec-dl-2020,1127540,balanced,64,1,20,1024.0,10000,8976.0,768.0,20,0.75,19,19,19
msmarco-passage-trec-dl-2020,1127540,dibud,1,1,20,879.0,10000,9121.0,724.0,20,0.8236632536973834,19,19,19
msmarco-passage-trec-dl-2020,1127540,dibud,64,1,20,960.0,10000,9040.0,704.0,20,0.7333333333333333,18,19,19
msmarco-passage-trec-dl-2020,1131069,balanced,1,1,20,68.0,10000,9932.0,12.0,2,0.17647058823529413,2,3,10
msmarco-passage-trec-dl-2020,1131069,balanced,64,1,20,128.0,10000,9872.0,128.0,1,1.0,0,0,0
msmarco-passage-trec-dl-2020,1131069,dibud,1,1,20,68.0,10000,9932.0,12.0,2,0.17647058823529413,2,3,12
msmarco-passage-trec-dl-2020,1131069,dibud,64,1,20,128.0,10000,9872.0,128.0,1,1.0,0,0,0
msmarco-passage-trec-dl-2020,1132532,balanced,1,1,20,500.0,10000,9500.0,76.0,20,0.152,4,11,16
msmarco-passage-trec-dl-2020,1132532,balanced,64,1,20,512.0,10000,9488.0,128.0,1,0.25,4,11,16
msmarco-passage-trec-dl-2020,1132532,dibud,1,1,20,425.0,10000,9575.0,65.0,5,0.15294117647058825,4,10,16
msmarco-passage-trec-dl-2020,1132532,dibud,64,1,20,448.0,10000,9552.0,128.0,1,0.2857142857142857,0,5,16
msmarco-passage-trec-dl-2020,1133579,balanced,1,1,20,157.0,10000,9843.0,30.0,9,0.1910828025477707,2,7,9
msmarco-passage-trec-dl-2020,1133579,balanced,64,1,20,256.0,10000,9744.0,128.0,1,0.5,0,11,11
msmarco-passage-trec-dl-2020,1133579,dibud,1,1,20,155.0,10000,9845.0,30.0,9,0.1935483870967742,2,6,9
msmarco-passage-trec-dl-2020,1133579,dibud,64,1,20,256.0,10000,9744.0,128.0,1,0.5,0,11,11
msmarco-passage-trec-dl-2020,1136043,balanced,1,1,20,2621.0,10000,7379.0,730.0,16,0.2785196489889355,14,15,18
msmarco-passage-trec-dl-2020,1136043,balanced,64,1,20,2624.0,10000,7376.0,640.0,16,0.24390243902439024,14,15,18
msmarco-passage-trec-dl-2020,1136043,dibud,1,1,20,2334.0,10000,7666.0,640.0,20,0.27420736932305056,14,15,19
msmarco-passage-trec-dl-2020,1136043,dibud,64,1,20,2368.0,10000,7632.0,640.0,20,0.2702702702702703,14,15,19
msmarco-passage-trec-dl-2020,1136047,balanced,1,1,20,212.0,10000,9788.0,58.0,20,0.27358490566037735,11,17,19
msmarco-passage-trec-dl-2020,1136047,balanced,64,1,20,256.0,10000,9744.0,128.0,1,0.5,0,18,18
msmarco-passage-trec-dl-2020,1136047,dibud,1,1,20,178.0,10000,9822.0,48.0,20,0.2696629213483146,11,16,19
msmarco-passage-trec-dl-2020,1136047,dibud,64,1,20,256.0,10000,9744.0,128.0,1,0.5,0,18,19
msmarco-passage-trec-dl-2020,1136962,balanced,1,1,20,88.0,10000,9912.0,21.0,4,0.23863636363636365,3,7,12
msmarco-passage-trec-dl-2020,1136962,balanced,64,1,20,128.0,10000,9872.0,128.0,1,1.0,0,0,0
msmarco-passage-trec-dl-2020,1136962,dibud,1,1,20,77.0,10000,9923.0,20.0,4,0.2597402597402597,3,6,12
msmarco-passage-trec-dl-2020,1136962,dibud,64,1,20,128.0,10000,9872.0,128.0,1,1.0,0,0,0
msmarco-passage-trec-dl-2020,118440,balanced,1,1,20,1658.0,10000,8342.0,444.0,19,0.2677925211097708,14,17,18
msmarco-passage-trec-dl-2020,118440,balanced,64,1,20,1664.0,10000,8336.0,512.0,19,0.3076923076923077,13,17,18
msmarco-passage-trec-dl-2020,118440,dibud,1,1,20,1369.0,10000,8631.0,390.0,18,0.28487947406866326,13,17,17
msmarco-passage-trec-dl-2020,118440,dibud,64,1,20,1408.0,10000,8592.0,384.0,18,0.2727272727272727,12,17,17
msmarco-passage-trec-dl-2020,121171,balanced,1,1,20,160.0,10000,9840.0,46.0,8,0.2875,5,7,10
msmarco-passage-trec-dl-2020,121171,balanced,64,1,20,256.0,10000,9744.0,128.0,1,0.5,0,11,13
msmarco-passage-trec-dl-2020,121171,dibud,1,1,20,157.0,10000,9843.0,45.0,8,0.28662420382165604,5,7,11
msmarco-passage-trec-dl-2020,121171,dibud,64,1,20,256.0,10000,9744.0,128.0,1,0.5,0,11,13
msmarco-passage-trec-dl-2020,135802,balanced,1,1,20,36070.0,36070,0.0,27346.0,18,0.7581369559190463,17,17,17
msmarco-passage-trec-dl-2020,135802,balanced,64,1,20,36048.0,36048,0.0,27216.0,18,0.7549933422103862,17,17,17
msmarco-passage-trec-dl-2020,135802,dibud,1,1,20,211169.0,211169,0.0,208683.0,16,0.9882274386865496,15,15,15
msmarco-passage-trec-dl-2020,135802,dibud,64,1,20,211206.0,211206,0.0,208646.0,16,0.9878791322216225,15,15,15
msmarco-passage-trec-dl-2020,141630,balanced,1,1,20,277.0,10000,9723.0,48.0,12,0.17328519855595667,6,11,14
msmarco-passage-trec-dl-2020,141630,balanced,64,1,20,320.0,10000,9680.0,128.0,1,0.4,0,11,11
msmarco-passage-trec-dl-2020,141630,dibud,1,1,20,244.0,10000,9756.0,39.0,12,0.1598360655737705,6,11,14
msmarco-passage-trec-dl-2020,141630,dibud,64,1,20,320.0,10000,9680.0,128.0,1,0.4,0,11,11
msmarco-passage-trec-dl-2020,156498,balanced,1,1,20,282.0,10000,9718.0,104.0,10,0.36879432624113473,7,9,10
msmarco-passage-trec-dl-2020,156498,balanced,64,1,20,384.0,10000,9616.0,128.0,1,0.3333333333333333,0,9,14
msmarco-passage-trec-dl-2020,156498,dibud,1,1,20,282.0,10000,9718.0,83.0,10,0.29432624113475175,7,9,13
msmarco-passage-trec-dl-2020,156498,dibud,64,1,20,384.0,10000,9616.0,128.0,1,0.3333333333333333,0,9,14
msmarco-passage-trec-dl-2020,169208,balanced,1,1,20,185.0,10000,9815.0,44.0,12,0.23783783783783785,6,11,15
msmarco-passage-trec-dl-2020,169208,balanced,64,1,20,256.0,10000,9744.0,128.0,1,0.5,0,11,11
msmarco-passage-trec-dl-2020,169208,dibud,1,1,20,175.0,10000,9825.0,42.0,12,0.24,5,11,14
msmarco-passage-trec-dl-2020,169208,dibud,64,1,20,256.0,10000,9744.0,128.0,1,0.5,0,11,13
msmarco-passage-trec-dl-2020,174463,balanced,1,1,20,12932.0,12932,0.0,3658.0,18,0.2828642128054439,13,16,17
msmarco-passage-trec-dl-2020,174463,balanced,64,1,20,13008.0,13008,0.0,3728.0,18,0.2865928659286593,13,16,17
msmarco-passage-trec-dl-2020,174463,dibud,1,1,20,12725.0,12725,0.0,3658.0,18,0.2874656188605108,14,16,17
msmarco-passage-trec-dl-2020,174463,dibud,64,1,20,12752.0,12752,0.0,3728.0,18,0.29234629861982436,14,16,17
msmarco-passage-trec-dl-2020,23849,balanced,1,1,20,18335.0,18335,0.0,5888.0,16,0.32113444232342514,9,13,15
msmarco-passage-trec-dl-2020,23849,balanced,64,1,20,18320.0,18320,0.0,5888.0,16,0.32139737991266376,9,13,15
msmarco-passage-trec-dl-2020,23849,dibud,1,1,20,15542.0,15542,0.0,3073.0,10,0.1977223008621799,9,13,15
msmarco-passage-trec-dl-2020,23849,dibud,64,1,20,15568.0,15568,0.0,3072.0,10,0.197327852004111,9,13,15
msmarco-passage-trec-dl-2020,258062,balanced,1,1,20,1031.0,10000,8969.0,256.0,19,0.24830261881668284,13,17,18
msmarco-passage-trec-dl-2020,258062,balanced,64,1,20,1088.0,10000,8912.0,256.0,19,0.23529411764705882,13,17,18
msmarco-passage-trec-dl-2020,258062,dibud,1,1,20,857.0,10000,9143.0,234.0,19,0.27304550758459745,12,16,18
msmarco-passage-trec-dl-2020,258062,dibud,64,1,20,960.0,10000,9040.0,256.0,19,0.26666666666666666,10,16,18
msmarco-passage-trec-dl-2020,324585,balanced,1,1,20,67745.0,67745,0.0,41240.0,20,0.6087534135360543,13,19,19
msmarco-passage-trec-dl-2020,324585,balanced,64,1,20,67856.0,67856,0.0,41344.0,20,0.6092902617307239,13,19,19
msmarco-passage-trec-dl-2020,324585,dibud,1,1,20,35562.0,35562,0.0,20620.0,20,0.5798324053765255,13,19,19
msmarco-passage-trec-dl-2020,324585,dibud,64,1,20,35664.0,35664,0.0,20672.0,20,0.5796321220278151,13,19,19
msmarco-passage-trec-dl-2020,330975,balanced,1,1,20,171.0,10000,9829.0,30.0,14,0.17543859649122806,3,8,13
msmarco-passage-trec-dl-2020,330975,balanced,64,1,20,256.0,10000,9744.0,128.0,1,0.5,0,13,13
msmarco-passage-trec-dl-2020,330975,dibud,1,1,20,161.0,10000,9839.0,28.0,14,0.17391304347826086,3,8,13
msmarco-passage-trec-dl-2020,330975,dibud,64,1,20,256.0,10000,9744.0,128.0,1,0.5,0,13,13
msmarco-passage-trec-dl-2020,332593,balanced,1,1,20,322.0,10000,9678.0,64.0,10,0.19875776397515527,8,10,15
msmarco-passage-trec-dl-2020,332593,balanced,64,1,20,384.0,10000,9616.0,128.0,1,0.3333333333333333,0,9,16
msmarco-passage-trec-dl-2020,332593,dibud,1,1,20,293.0,10000,9707.0,58.0,10,0.19795221843003413,8,10,16
msmarco-passage-trec-dl-2020,332593,dibud,64,1,20,384.0,10000,9616.0,128.0,1,0.3333333333333333,0,10,16
msmarco-passage-trec-dl-2020,336901,balanced,1,1,20,139.0,10000,9861.0,30.0,19,0.2158273381294964,8,13,18
msmarco-passage-trec-dl-2020,336901,balanced,64,1,20,192.0,10000,9808.0,128.0,1,0.6666666666666666,0,0,18
msmarco-passage-trec-dl-2020,336901,dibud,1,1,20,108.0,10000,9892.0,19.0,19,0.17592592592592593,5,12,16
msmarco-passage-trec-dl-2020,336901,dibud,64,1,20,192.0,10000,9808.0,128.0,1,0.6666666666666666,0,0,18
msmarco-passage-trec-dl-2020,390360,balanced,1,1,20,4078.0,10000,5922.0,2674.0,15,0.6557135850907307,11,14,14
msmarco-passage-trec-dl-2020,390360,balanced,64,1,20,4096.0,10000,5904.0,2688.0,15,0.65625,11,14,14
msmarco-passage-trec-dl-2020,390360,dibud,1,1,20,3734.0,10000,6266.0,1535.0,15,0.41108730583824316,13,14,15
msmarco-passage-trec-dl-2020,390360,dibud,64,1,20,3776.0,10000,6224.0,1536.0,15,0.4067796610169492,12,14,15
msmarco-passage-trec-dl-2020,405163,balanced,1,1,20,18000.0,18000,0.0,7612.0,13,0.42288888888888887,10,12,12
msmarco-passage-trec-dl-2020,405163,balanced,64,1,20,18000.0,18000,0.0,7632.0,13,0.424,10,12,12
msmarco-passage-trec-dl-2020,405163,dibud,1,1,20,10828.0,10828,0.0,3806.0,13,0.3514961211673439,10,10,12
msmarco-passage-trec-dl-2020,405163,dibud,64,1,20,10896.0,10896,0.0,3840.0,13,0.3524229074889868,10,10,12
msmarco-passage-trec-dl-2020,42255,balanced,1,1,20,388.0,2298,1910.0,64.0,19,0.16494845360824742,6,12,16
msmarco-passage-trec-dl-2020,42255,balanced,64,1,20,512.0,2304,1792.0,128.0,1,0.25,8,15,19
msmarco-passage-trec-dl-2020,42255,dibud,1,1,20,388.0,1791,1403.0,64.0,19,0.16494845360824742,6,12,16
msmarco-passage-trec-dl-2020,42255,dibud,64,1,20,512.0,1856,1344.0,128.0,1,0.25,8,15,19
msmarco-passage-trec-dl-2020,47210,balanced,1,1,20,321.0,10000,9679.0,48.0,19,0.14953271028037382,10,13,17
msmarco-passage-trec-dl-2020,47210,balanced,64,1,20,384.0,10000,9616.0,128.0,1,0.3333333333333333,0,13,18
msmarco-passage-trec-dl-2020,47210,dibud,1,1,20,294.0,10000,9706.0,44.0,19,0.14965986394557823,10,13,17
msmarco-passage-trec-dl-2020,47210,dibud,64,1,20,384.0,10000,9616.0,128.0,1,0.3333333333333333,0,13,18
msmarco-passage-trec-dl-2020,555530,balanced,1,1,20,1320.0,10000,8680.0,400.0,20,0.30303030303030304,8,16,19
msmarco-passage-trec-dl-2020,555530,balanced,64,1,20,1408.0,10000,8592.0,384.0,20,0.2727272727272727,8,16,19
msmarco-passage-trec-dl-2020,555530,dibud,1,1,20,1211.0,10000,8789.0,320.0,20,0.26424442609413706,8,16,19
msmarco-passage-trec-dl-2020,555530,dibud,64,1,20,1280.0,10000,8720.0,320.0,20,0.25,8,16,19
msmarco-passage-trec-dl-2020,583468,balanced,1,1,20,147.0,2185,2038.0,30.0,1,0.20408163265306123,2,9,12
msmarco-passage-trec-dl-2020,583468,balanced,64,1,20,256.0,2240,1984.0,128.0,1,0.5,0,15,16
msmarco-passage-trec-dl-2020,583468,dibud,1,1,20,143.0,1257,1114.0,30.0,1,0.2097902097902098,2,9,12
msmarco-passage-trec-dl-2020,583468,dibud,64,1,20,256.0,1344,1088.0,128.0,1,0.5,0,15,16
msmarco-passage-trec-dl-2020,640502,balanced,1,1,20,1145.0,10000,8855.0,290.0,18,0.25327510917030566,12,16,17
msmarco-passage-trec-dl-2020,640502,balanced,64,1,20,1088.0,10000,8912.0,256.0,18,0.23529411764705882,12,15,17
msmarco-passage-trec-dl-2020,640502,dibud,1,1,20,900.0,10000,9100.0,214.0,18,0.23777777777777778,11,14,17
msmarco-passage-trec-dl-2020,640502,dibud,64,1,20,960.0,10000,9040.0,192.0,18,0.2,6,13,17
msmarco-passage-trec-dl-2020,67316,balanced,1,1,20,887.0,10000,9113.0,143.0,20,0.161217587373168,4,11,15
msmarco-passage-trec-dl-2020,67316,balanced,64,1,20,832.0,10000,9168.0,128.0,1,0.15384615384615385,1,7,11
msmarco-passage-trec-dl-2020,67316,dibud,1,1,20,816.0,10000,9184.0,137.0,2,0.16789215686274508,4,10,14
msmarco-passage-trec-dl-2020,67316,dibud,64,1,20,832.0,10000,9168.0,128.0,1,0.15384615384615385,1,7,12
msmarco-passage-trec-dl-2020,673670,balanced,1,1,20,326.0,10000,9674.0,74.0,2,0.22699386503067484,1,7,10
msmarco-passage-trec-dl-2020,673670,balanced,64,1,20,384.0,10000,9616.0,128.0,1,0.3333333333333333,0,4,13
msmarco-passage-trec-dl-2020,673670,dibud,1,1,20,326.0,10000,9674.0,74.0,2,0.22699386503067484,1,7,10
msmarco-passage-trec-dl-2020,673670,dibud,64,1,20,384.0,10000,9616.0,128.0,1,0.3333333333333333,0,4,13
msmarco-passage-trec-dl-2020,701453,balanced,1,1,20,146.0,10000,9854.0,46.0,20,0.3150684931506849,7,13,19
msmarco-passage-trec-dl-2020,701453,balanced,64,1,20,256.0,10000,9744.0,128.0,1,0.5,0,19,19
msmarco-passage-trec-dl-2020,701453,dibud,1,1,20,146.0,10000,9854.0,46.0,20,0.3150684931506849,8,13,19
msmarco-passage-trec-dl-2020,701453,dibud,64,1,20,256.0,10000,9744.0,128.0,1,0.5,0,19,19
msmarco-passage-trec-dl-2020,730539,balanced,1,1,20,835.0,10000,9165.0,190.0,13,0.2275449101796407,12,14,17
msmarco-passage-trec-dl-2020,730539,balanced,64,1,20,832.0,10000,9168.0,192.0,13,0.23076923076923078,12,14,17
msmarco-passage-trec-dl-2020,730539,dibud,1,1,20,791.0,10000,9209.0,171.0,13,0.21618204804045513,12,14,17
msmarco-passage-trec-dl-2020,730539,dibud,64,1,20,832.0,10000,9168.0,192.0,13,0.23076923076923078,12,14,17
msmarco-passage-trec-dl-2020,768208,balanced,1,1,20,32742.0,32742,0.0,30778.0,16,0.9400158817421049,15,15,15
msmarco-passage-trec-dl-2020,768208,balanced,64,1,20,32720.0,32720,0.0,30672.0,16,0.9374083129584352,15,15,15
msmarco-passage-trec-dl-2020,768208,dibud,1,1,20,17921.0,17921,0.0,15566.0,16,0.868589922437364,15,15,15
msmarco-passage-trec-dl-2020,768208,dibud,64,1,20,18000.0,18000,0.0,15568.0,16,0.8648888888888889,15,15,15
msmarco-passage-trec-dl-2020,877809,balanced,1,1,20,227.0,10000,9773.0,48.0,20,0.21145374449339208,6,10,17
msmarco-passage-trec-dl-2020,877809,balanced,64,1,20,256.0,10000,9744.0,128.0,1,0.5,0,11,11
msmarco-passage-trec-dl-2020,877809,dibud,1,1,20,183.0,10000,9817.0,26.0,6,0.14207650273224043,5,9,13
msmarco-passage-trec-dl-2020,877809,dibud,64,1,20,256.0,10000,9744.0,128.0,1,0.5,0,11,12
msmarco-passage-trec-dl-2020,911232,balanced,1,1,20,637.0,10000,9363.0,274.0,19,0.4301412872841444,15,18,19
msmarco-passage-trec-dl-2020,911232,balanced,64,1,20,640.0,10000,9360.0,256.0,19,0.4,15,18,18
msmarco-passage-trec-dl-2020,911232,dibud,1,1,20,577.0,10000,9423.0,247.0,19,0.42807625649913345,15,18,18
msmarco-passage-trec-dl-2020,911232,dibud,64,1,20,640.0,10000,9360.0,256.0,19,0.4,15,18,18
msmarco-passage-trec-dl-2020,914916,balanced,1,1,20,504.0,10000,9496.0,68.0,9,0.1349206349206349,6,10,16
msmarco-passage-trec-dl-2020,914916,balanced,64,1,20,512.0,10000,9488.0,128.0,1,0.25,6,10,16
msmarco-passage-trec-dl-2020,914916,dibud,1,1,20,444.0,10000,9556.0,64.0,9,0.14414414414414414,6,9,16
msmarco-passage-trec-dl-2020,914916,dibud,64,1,20,448.0,10000,9552.0,128.0,1,0.2857142857142857,0,6,11
msmarco-passage-trec-dl-2020,938400,balanced,1,1,20,365.0,10000,9635.0,64.0,9,0.17534246575342466,3,8,12
msmarco-passage-trec-dl-2020,938400,balanced,64,1,20,384.0,10000,9616.0,128.0,1,0.3333333333333333,0,7,11
msmarco-passage-trec-dl-2020,938400,dibud,1,1,20,351.0,10000,9649.0,62.0,9,0.17663817663817663,3,8,11
msmarco-passage-trec-dl-2020,938400,dibud,64,1,20,384.0,10000,9616.0,128.0,1,0.3333333333333333,0,7,11
msmarco-passage-trec-dl-2020,940547,balanced,1,1,20,753.0,10000,9247.0,284.0,20,0.37715803452855245,9,16,19
msmarco-passage-trec-dl-2020,940547,balanced,64,1,20,704.0,10000,9296.0,192.0,20,0.2727272727272727,6,14,19
msmarco-passage-trec-dl-2020,940547,dibud,1,1,20,671.0,10000,9329.0,241.0,20,0.3591654247391952,8,16,19
msmarco-passage-trec-dl-2020,940547,dibud,64,1,20,704.0,10000,9296.0,192.0,20,0.2727272727272727,6,14,19
msmarco-passage-trec-dl-2020,997622,balanced,1,1,20,551.0,10000,9449.0,154.0,20,0.279491833030853,11,16,19
msmarco-passage-trec-dl-2020,997622,balanced,64,1,20,576.0,10000,9424.0,128.0,1,0.2222222222222222,11,16,18
msmarco-passage-trec-dl-2020,997622,dibud,1,1,20,471.0,10000,9529.0,124.0,20,0.2632696390658174,10,16,19
msmarco-passage-trec-dl-2020,997622,dibud,64,1,20,576.0,10000,9424.0,128.0,1,0.2222222222222222,11,16,18
nfcorpus,PLAIN-1008,balanced,1,1,20,21.0,101,80.0,5.0,1,0.23809523809523808,4,9,14
nfcorpus,PLAIN-1008,balanced,64,1,20,65.0,128,63.0,65.0,1,1.0,0,0,0
nfcorpus,PLAIN-1008,dibud,1,1,20,21.0,101,80.0,5.0,1,0.23809523809523808,4,9,14
nfcorpus,PLAIN-1008,dibud,64,1,20,65.0,128,63.0,65.0,1,1.0,0,0,0
nfcorpus,PLAIN-1018,balanced,1,1,20,114.0,1646,1532.0,50.0,19,0.43859649122807015,11,17,18
nfcorpus,PLAIN-1018,balanced,64,1,20,128.0,1664,1536.0,89.0,1,0.6953125,0,0,18
nfcorpus,PLAIN-1018,dibud,1,1,20,114.0,1646,1532.0,50.0,19,0.43859649122807015,11,17,18
nfcorpus,PLAIN-1018,dibud,64,1,20,128.0,1664,1536.0,89.0,1,0.6953125,0,0,18
nfcorpus,PLAIN-102,balanced,1,1,20,530.0,4539,4009.0,64.0,11,0.12075471698113208,3,10,14
nfcorpus,PLAIN-102,balanced,64,1,20,640.0,4544,3904.0,128.0,1,0.2,3,10,13
nfcorpus,PLAIN-102,dibud,1,1,20,456.0,4539,4083.0,61.0,3,0.1337719298245614,3,10,12
nfcorpus,PLAIN-102,dibud,64,1,20,512.0,4544,4032.0,128.0,1,0.25,3,10,13
nfcorpus,PLAIN-1028,balanced,1,1,20,595.0,3516,2921.0,115.0,19,0.19327731092436976,10,14,16
nfcorpus,PLAIN-1028,balanced,64,1,20,576.0,3561,2985.0,128.0,1,0.2222222222222222,10,13,16
nfcorpus,PLAIN-1028,dibud,1,1,20,554.0,3516,2962.0,122.0,19,0.22021660649819494,10,15,17
nfcorpus,PLAIN-1028,dibud,64,1,20,576.0,3520,2944.0,128.0,1,0.2222222222222222,10,13,16
nfcorpus,PLAIN-1039,balanced,1,1,20,502.0,2552,2050.0,132.0,19,0.26294820717131473,9,15,18
nfcorpus,PLAIN-1039,balanced,64,1,20,512.0,2560,2048.0,128.0,1,0.25,9,15,18
nfcorpus,PLAIN-1039,dibud,1,1,20,482.0,2552,2070.0,123.0,19,0.2551867219917012,8,15,18
nfcorpus,PLAIN-1039,dibud,64,1,20,512.0,2560,2048.0,128.0,1,0.25,9,15,18
nfcorpus,PLAIN-1050,balanced,1,1,20,1832.0,3573,1741.0,518.0,6,0.2827510917030568,2,4,5
nfcorpus,PLAIN-1050,balanced,64,1,20,1856.0,3584,1728.0,512.0,6,0.27586206896551724,2,4,5
nfcorpus,PLAIN-1050,dibud,1,1,20,1832.0,3573,1741.0,518.0,6,0.2827510917030568,2,4,5
nfcorpus,PLAIN-1050,dibud,64,1,20,1856.0,3584,1728.0,512.0,6,0.27586206896551724,2,4,5
nfcorpus,PLAIN-1066,balanced,1,1,20,2902.0,3590,688.0,1294.0,5,0.44589937973811167,4,4,7
nfcorpus,PLAIN-1066,balanced,64,1,20,2944.0,3648,704.0,1344.0,5,0.45652173913043476,4,4,7
nfcorpus,PLAIN-1066,dibud,1,1,20,2902.0,3590,688.0,1294.0,5,0.44589937973811167,4,4,7
nfcorpus,PLAIN-1066,dibud,64,1,20,2944.0,3648,704.0,1344.0,5,0.45652173913043476,4,4,7
nfcorpus,PLAIN-1088,balanced,1,1,20,22.0,102,80.0,4.0,1,0.18181818181818182,3,9,14
nfcorpus,PLAIN-1088,balanced,64,1,20,66.0,128,62.0,66.0,1,1.0,0,0,0
