dataset,snapshot,query_id,policy,batch,budget,accesses,dense,sparse,known,stop,k,k_lower,k_upper,k20,ndcg20,full_ndcg20,cost20,baseline20_complete,budget20_cost,elapsed_seconds,baseline_cost_lower,capped_cost_upper,ndcg20_upper
scifact,0,1362,dibud,1,10000,7569,4930,2639,1,cap100,100,100,100,20,0.2559580248098155,0.2559580248098155,3540,1,3540,0.0647327899932861,3540.0,3540.0,0.2559580248098155
scifact,0,1363,dibud,1,128,128,64,64,1,budget,5,5,5,5,0.0,0.3333333333333333,5011,1,128,0.0591030120849609,5011.0,128.0,0.0
scifact,0,1363,dibud,1,256,256,128,128,1,budget,6,6,6,6,0.0,0.3333333333333333,5011,1,256,0.0591030120849609,5011.0,256.0,0.0
scifact,0,1363,dibud,1,512,512,217,295,1,budget,9,9,9,9,0.3333333333333333,0.3333333333333333,5011,1,512,0.0591030120849609,5011.0,512.0,0.3333333333333333
scifact,0,1363,dibud,1,1024,1024,388,636,1,budget,10,10,10,10,0.3333333333333333,0.3333333333333333,5011,1,1024,0.0591039657592773,5011.0,1024.0,0.3333333333333333
scifact,0,1363,dibud,1,2048,2048,877,1171,1,budget,14,14,14,14,0.3333333333333333,0.3333333333333333,5011,1,2048,0.0591039657592773,5011.0,2048.0,0.3333333333333333
scifact,0,1363,dibud,1,4096,4096,1516,2580,1,budget,15,15,15,15,0.3333333333333333,0.3333333333333333,5011,1,4096,0.0591039657592773,5011.0,4096.0,0.3333333333333333
scifact,0,1363,dibud,1,8192,6799,4164,2635,1,cap100,100,100,100,20,0.3333333333333333,0.3333333333333333,5011,1,5011,0.0591039657592773,5011.0,5011.0,0.3333333333333333
scifact,0,1363,dibud,1,10000,6799,4164,2635,1,cap100,100,100,100,20,0.3333333333333333,0.3333333333333333,5011,1,5011,0.0591039657592773,5011.0,5011.0,0.3333333333333333
scifact,0,1368,dibud,1,128,128,66,62,1,budget,25,25,25,20,0.430676558073393,0.430676558073393,85,1,85,0.0473098754882812,85.0,85.0,0.430676558073393
scifact,0,1368,dibud,1,256,256,113,143,1,budget,36,36,36,20,0.430676558073393,0.430676558073393,85,1,85,0.0473108291625976,85.0,85.0,0.430676558073393
scifact,0,1368,dibud,1,512,512,214,298,1,budget,40,40,40,20,0.430676558073393,0.430676558073393,85,1,85,0.0473108291625976,85.0,85.0,0.430676558073393
scifact,0,1368,dibud,1,1024,1024,380,644,1,budget,44,44,44,20,0.430676558073393,0.430676558073393,85,1,85,0.0473120212554931,85.0,85.0,0.430676558073393
scifact,0,1368,dibud,1,2048,2048,420,1628,1,budget,50,50,50,20,0.430676558073393,0.430676558073393,85,1,85,0.0473120212554931,85.0,85.0,0.430676558073393
scifact,0,1368,dibud,1,4096,4096,2049,2047,1,budget,69,69,69,20,0.430676558073393,0.430676558073393,85,1,85,0.0473120212554931,85.0,85.0,0.430676558073393
scifact,0,1368,dibud,1,8192,5210,3114,2096,1,cap100,100,100,100,20,0.430676558073393,0.430676558073393,85,1,85,0.0473120212554931,85.0,85.0,0.430676558073393
scifact,0,1368,dibud,1,10000,5210,3114,2096,1,cap100,100,100,100,20,0.430676558073393,0.430676558073393,85,1,85,0.0473120212554931,85.0,85.0,0.430676558073393
scifact,0,137,dibud,1,128,128,58,70,1,budget,7,7,7,7,1.0,1.0,404,1,128,0.0478029251098632,404.0,128.0,1.0
scifact,0,137,dibud,1,256,256,115,141,1,budget,13,13,13,13,1.0,1.0,404,1,256,0.0478029251098632,404.0,256.0,1.0
scifact,0,137,dibud,1,512,512,188,324,1,budget,21,21,21,20,1.0,1.0,404,1,404,0.0478038787841796,404.0,404.0,1.0
scifact,0,137,dibud,1,1024,1024,249,775,1,budget,27,27,27,20,1.0,1.0,404,1,404,0.0478038787841796,404.0,404.0,1.0
scifact,0,137,dibud,1,2048,2048,324,1724,1,budget,33,33,33,20,1.0,1.0,404,1,404,0.0478038787841796,404.0,404.0,1.0
scifact,0,137,dibud,1,4096,4096,2027,2069,1,budget,67,67,67,20,1.0,1.0,404,1,404,0.047804832458496,404.0,404.0,1.0
scifact,0,137,dibud,1,8192,5398,3318,2080,1,cap100,100,100,100,20,1.0,1.0,404,1,404,0.047804832458496,404.0,404.0,1.0
scifact,0,137,dibud,1,10000,5398,3318,2080,1,cap100,100,100,100,20,1.0,1.0,404,1,404,0.047804832458496,404.0,404.0,1.0
scifact,0,1370,dibud,1,128,128,64,64,1,budget,25,25,25,20,1.0,1.0,94,1,94,0.0392670631408691,94.0,94.0,1.0
scifact,0,1370,dibud,1,256,256,151,105,1,budget,34,34,34,20,1.0,1.0,94,1,94,0.0392670631408691,94.0,94.0,1.0
scifact,0,1370,dibud,1,512,512,228,284,1,budget,47,47,47,20,1.0,1.0,94,1,94,0.0392670631408691,94.0,94.0,1.0
scifact,0,1370,dibud,1,1024,1024,383,641,1,budget,52,52,52,20,1.0,1.0,94,1,94,0.0392680168151855,94.0,94.0,1.0
scifact,0,1370,dibud,1,2048,2048,1231,817,1,budget,73,73,73,20,1.0,1.0,94,1,94,0.0392680168151855,94.0,94.0,1.0
scifact,0,1370,dibud,1,4096,4096,3279,817,1,budget,78,78,78,20,1.0,1.0,94,1,94,0.0392680168151855,94.0,94.0,1.0
scifact,0,1370,dibud,1,8192,4313,3496,817,1,cap100,100,100,100,20,1.0,1.0,94,1,94,0.0392680168151855,94.0,94.0,1.0
scifact,0,1370,dibud,1,10000,4313,3496,817,1,cap100,100,100,100,20,1.0,1.0,94,1,94,0.0392680168151855,94.0,94.0,1.0
scifact,0,1379,dibud,1,128,128,71,57,1,budget,20,20,20,20,0.6444775148636833,0.6444775148636833,128,1,128,0.0140430927276611,128.0,128.0,0.6444775148636833
scifact,0,1379,dibud,1,256,256,168,88,1,budget,35,35,35,20,0.6444775148636833,0.6444775148636833,128,1,128,0.0140442848205566,128.0,128.0,0.6444775148636833
scifact,0,1379,dibud,1,512,512,307,205,1,budget,57,57,57,20,0.6444775148636833,0.6444775148636833,128,1,128,0.0140442848205566,128.0,128.0,0.6444775148636833
scifact,0,1379,dibud,1,1024,1024,367,657,1,budget,83,83,83,20,0.6444775148636833,0.6444775148636833,128,1,128,0.0140442848205566,128.0,128.0,0.6444775148636833
scifact,0,1379,dibud,1,2048,1175,423,752,1,cap100,100,100,100,20,0.6444775148636833,0.6444775148636833,128,1,128,0.0140442848205566,128.0,128.0,0.6444775148636833
scifact,0,1379,dibud,1,4096,1175,423,752,1,cap100,100,100,100,20,0.6444775148636833,0.6444775148636833,128,1,128,0.0140450000762939,128.0,128.0,0.6444775148636833
scifact,0,1379,dibud,1,8192,1175,423,752,1,cap100,100,100,100,20,0.6444775148636833,0.6444775148636833,128,1,128,0.0140450000762939,128.0,128.0,0.6444775148636833
scifact,0,1379,dibud,1,10000,1175,423,752,1,cap100,100,100,100,20,0.6444775148636833,0.6444775148636833,128,1,128,0.0140450000762939,128.0,128.0,0.6444775148636833
scifact,0,1382,dibud,1,128,128,64,64,1,budget,12,12,12,12,0.6309297535714575,0.6309297535714575,437,1,128,0.0314559936523437,437.0,128.0,0.6309297535714575
scifact,0,1382,dibud,1,256,256,128,128,1,budget,15,15,15,15,0.6309297535714575,0.6309297535714575,437,1,256,0.0314559936523437,437.0,256.0,0.6309297535714575
scifact,0,1382,dibud,1,512,512,232,280,1,budget,21,21,21,20,0.6309297535714575,0.6309297535714575,437,1,437,0.0314569473266601,437.0,437.0,0.6309297535714575
scifact,0,1382,dibud,1,1024,1024,434,590,1,budget,27,27,27,20,0.6309297535714575,0.6309297535714575,437,1,437,0.0314569473266601,437.0,437.0,0.6309297535714575
scifact,0,1382,dibud,1,2048,2048,756,1292,1,budget,47,47,47,20,0.6309297535714575,0.6309297535714575,437,1,437,0.0314569473266601,437.0,437.0,0.6309297535714575
scifact,0,1382,dibud,1,4096,3355,1527,1828,1,cap100,100,100,100,20,0.6309297535714575,0.6309297535714575,437,1,437,0.0314569473266601,437.0,437.0,0.6309297535714575
scifact,0,1382,dibud,1,8192,3355,1527,1828,1,cap100,100,100,100,20,0.6309297535714575,0.6309297535714575,437,1,437,0.0314581394195556,437.0,437.0,0.6309297535714575
scifact,0,1382,dibud,1,10000,3355,1527,1828,1,cap100,100,100,100,20,0.6309297535714575,0.6309297535714575,437,1,437,0.0314581394195556,437.0,437.0,0.6309297535714575
scifact,0,1385,dibud,1,128,128,66,62,1,budget,8,8,8,8,1.0,1.0,970,1,128,0.0429708957672119,970.0,128.0,1.0
scifact,0,1385,dibud,1,256,256,119,137,1,budget,13,13,13,13,1.0,1.0,970,1,256,0.0429718494415283,970.0,256.0,1.0
scifact,0,1385,dibud,1,512,512,232,280,1,budget,16,16,16,16,1.0,1.0,970,1,512,0.0429718494415283,970.0,512.0,1.0
scifact,0,1385,dibud,1,1024,1024,434,590,1,budget,20,20,20,20,1.0,1.0,970,1,970,0.0429728031158447,970.0,970.0,1.0
scifact,0,1385,dibud,1,2048,2048,1279,769,1,budget,26,26,26,20,1.0,1.0,970,1,970,0.0429728031158447,970.0,970.0,1.0
scifact,0,1385,dibud,1,4096,4096,2488,1608,1,budget,59,59,59,20,1.0,1.0,970,1,970,0.0429728031158447,970.0,970.0,1.0
scifact,0,1385,dibud,1,8192,4828,3220,1608,1,cap100,100,100,100,20,1.0,1.0,970,1,970,0.0429728031158447,970.0,970.0,1.0
scifact,0,1385,dibud,1,10000,4828,3220,1608,1,cap100,100,100,100,20,1.0,1.0,970,1,970,0.0429728031158447,970.0,970.0,1.0
scifact,0,1389,dibud,1,128,128,64,64,1,budget,2,2,2,2,1.0,1.0,2485,1,128,0.0548388957977294,2485.0,128.0,1.0
scifact,0,1389,dibud,1,256,256,128,128,1,budget,2,2,2,2,1.0,1.0,2485,1,256,0.054840087890625,2485.0,256.0,1.0
scifact,0,1389,dibud,1,512,512,256,256,1,budget,6,6,6,6,1.0,1.0,2485,1,512,0.054840087890625,2485.0,512.0,1.0
scifact,0,1389,dibud,1,1024,1024,512,512,1,budget,13,13,13,13,1.0,1.0,2485,1,1024,0.054840087890625,2485.0,1024.0,1.0
scifact,0,1389,dibud,1,2048,2048,1024,1024,1,budget,14,14,14,14,1.0,1.0,2485,1,2048,0.054840087890625,2485.0,2048.0,1.0
scifact,0,1389,dibud,1,4096,4096,2525,1571,1,budget,31,31,31,20,1.0,1.0,2485,1,2485,0.0548410415649414,2485.0,2485.0,1.0
scifact,0,1389,dibud,1,8192,6264,3540,2724,1,cap100,100,100,100,20,1.0,1.0,2485,1,2485,0.0548410415649414,2485.0,2485.0,1.0
scifact,0,1389,dibud,1,10000,6264,3540,2724,1,cap100,100,100,100,20,1.0,1.0,2485,1,2485,0.0548410415649414,2485.0,2485.0,1.0
scifact,0,1395,dibud,1,128,128,66,62,1,budget,4,4,4,4,0.0,0.3562071871080222,2461,1,128,0.0567100048065185,2461.0,128.0,0.0
scifact,0,1395,dibud,1,256,256,133,123,1,budget,7,7,7,7,0.3562071871080222,0.3562071871080222,2461,1,256,0.0567109584808349,2461.0,256.0,0.3562071871080222
scifact,0,1395,dibud,1,512,512,270,242,1,budget,10,10,10,10,0.3562071871080222,0.3562071871080222,2461,1,512,0.0567109584808349,2461.0,512.0,0.3562071871080222
scifact,0,1395,dibud,1,1024,1024,556,468,1,budget,13,13,13,13,0.3562071871080222,0.3562071871080222,2461,1,1024,0.0567109584808349,2461.0,1024.0,0.3562071871080222
scifact,0,1395,dibud,1,2048,2048,1514,534,1,budget,19,19,19,19,0.3562071871080222,0.3562071871080222,2461,1,2048,0.0567119121551513,2461.0,2048.0,0.3562071871080222
scifact,0,1395,dibud,1,4096,4096,3069,1027,1,budget,32,32,32,20,0.3562071871080222,0.3562071871080222,2461,1,2461,0.0567119121551513,2461.0,2461.0,0.3562071871080222
scifact,0,1395,dibud,1,8192,6442,3417,3025,1,cap100,100,100,100,20,0.3562071871080222,0.3562071871080222,2461,1,2461,0.0567119121551513,2461.0,2461.0,0.3562071871080222
scifact,0,1395,dibud,1,10000,6442,3417,3025,1,cap100,100,100,100,20,0.3562071871080222,0.3562071871080222,2461,1,2461,0.0567119121551513,2461.0,2461.0,0.3562071871080222
scifact,0,141,dibud,1,128,128,66,62,1,budget,12,12,12,12,1.0,1.0,349,1,128,0.05531907081604,349.0,128.0,1.0
scifact,0,141,dibud,1,256,256,132,124,1,budget,15,15,15,15,1.0,1.0,349,1,256,0.0553197860717773,349.0,256.0,1.0
scifact,0,141,dibud,1,512,512,268,244,1,budget,20,20,20,20,1.0,1.0,349,1,349,0.0553197860717773,349.0,349.0,1.0
scifact,0,141,dibud,1,1024,1024,447,577,1,budget,27,27,27,20,1.0,1.0,349,1,349,0.0553197860717773,349.0,349.0,1.0
scifact,0,141,dibud,1,2048,2048,882,1166,1,budget,46,46,46,20,1.0,1.0,349,1,349,0.0553209781646728,349.0,349.0,1.0
scifact,0,141,dibud,1,4096,4096,2930,1166,1,budget,54,54,54,20,1.0,1.0,349,1,349,0.0553209781646728,349.0,349.0,1.0
scifact,0,141,dibud,1,8192,6270,5104,1166,1,cap100,100,100,100,20,1.0,1.0,349,1,349,0.0553209781646728,349.0,349.0,1.0
scifact,0,141,dibud,1,10000,6270,5104,1166,1,cap100,100,100,100,20,1.0,1.0,349,1,349,0.0553209781646728,349.0,349.0,1.0
scifact,0,142,dibud,1,128,128,66,62,1,budget,8,8,8,8,1.0,1.0,371,1,128,0.0659489631652832,371.0,128.0,1.0
scifact,0,142,dibud,1,256,256,132,124,1,budget,14,14,14,14,1.0,1.0,371,1,256,0.0659499168395996,371.0,256.0,1.0
scifact,0,142,dibud,1,512,512,266,246,1,budget,32,32,32,20,1.0,1.0,371,1,371,0.0659499168395996,371.0,371.0,1.0
scifact,0,142,dibud,1,1024,1024,576,448,1,budget,42,42,42,20,1.0,1.0,371,1,371,0.065950870513916,371.0,371.0,1.0
scifact,0,142,dibud,1,2048,2048,841,1207,1,budget,69,69,69,20,1.0,1.0,371,1,371,0.065950870513916,371.0,371.0,1.0
scifact,0,142,dibud,1,4096,4096,1357,2739,1,budget,77,77,77,20,1.0,1.0,371,1,371,0.065950870513916,371.0,371.0,1.0
scifact,0,142,dibud,1,8192,7608,3793,3815,1,cap100,100,100,100,20,1.0,1.0,371,1,371,0.065950870513916,371.0,371.0,1.0
scifact,0,142,dibud,1,10000,7608,3793,3815,1,cap100,100,100,100,20,1.0,1.0,371,1,371,0.065950870513916,371.0,371.0,1.0
scifact,0,143,dibud,1,128,128,68,60,1,budget,8,8,8,8,1.0,1.0,342,1,128,0.0514559745788574,342.0,128.0,1.0
scifact,0,143,dibud,1,256,256,146,110,1,budget,14,14,14,14,1.0,1.0,342,1,256,0.0514559745788574,342.0,256.0,1.0
scifact,0,143,dibud,1,512,512,301,211,1,budget,30,30,30,20,1.0,1.0,342,1,342,0.0514569282531738,342.0,342.0,1.0
scifact,0,143,dibud,1,1024,1024,554,470,1,budget,45,45,45,20,1.0,1.0,342,1,342,0.0514569282531738,342.0,342.0,1.0
scifact,0,143,dibud,1,2048,2048,691,1357,1,budget,76,76,76,20,1.0,1.0,342,1,342,0.0514569282531738,342.0,342.0,1.0
scifact,0,143,dibud,1,4096,4096,1002,3094,1,budget,80,80,80,20,1.0,1.0,342,1,342,0.0514569282531738,342.0,342.0,1.0
scifact,0,143,dibud,1,8192,5731,1632,4099,1,cap100,100,100,100,20,1.0,1.0,342,1,342,0.0514569282531738,342.0,342.0,1.0
scifact,0,143,dibud,1,10000,5731,1632,4099,1,cap100,100,100,100,20,1.0,1.0,342,1,342,0.0514569282531738,342.0,342.0,1.0
scifact,0,146,dibud,1,128,128,66,62,1,budget,10,10,10,10,1.0,1.0,355,1,128,0.0695087909698486,355.0,128.0,1.0
scifact,0,146,dibud,1,256,256,128,128,1,budget,14,14,14,14,1.0,1.0,355,1,256,0.0695087909698486,355.0,256.0,1.0
scifact,0,146,dibud,1,512,512,244,268,1,budget,31,31,31,20,1.0,1.0,355,1,355,0.0695099830627441,355.0,355.0,1.0
scifact,0,146,dibud,1,1024,1024,431,593,1,budget,44,44,44,20,1.0,1.0,355,1,355,0.0695099830627441,355.0,355.0,1.0
scifact,0,146,dibud,1,2048,2048,565,1483,1,budget,53,53,53,20,1.0,1.0,355,1,355,0.0695099830627441,355.0,355.0,1.0
scifact,0,146,dibud,1,4096,4096,743,3353,1,budget,60,60,60,20,1.0,1.0,355,1,355,0.0695099830627441,355.0,355.0,1.0
scifact,0,146,dibud,1,8192,7948,4157,3791,1,cap100,100,100,100,20,1.0,1.0,355,1,355,0.0695109367370605,355.0,355.0,1.0
scifact,0,146,dibud,1,10000,7948,4157,3791,1,cap100,100,100,100,20,1.0,1.0,355,1,355,0.0695109367370605,355.0,355.0,1.0
scifact,0,148,dibud,1,128,128,59,69,1,budget,15,15,15,15,1.0,1.0,199,1,128,0.0401210784912109,199.0,128.0,1.0
scifact,0,148,dibud,1,256,256,112,144,1,budget,24,24,24,20,1.0,1.0,199,1,199,0.0401222705841064,199.0,199.0,1.0
scifact,0,148,dibud,1,512,512,211,301,1,budget,39,39,39,20,1.0,1.0,199,1,199,0.0401222705841064,199.0,199.0,1.0
scifact,0,148,dibud,1,1024,1024,640,384,1,budget,65,65,65,20,1.0,1.0,199,1,199,0.0401222705841064,199.0,199.0,1.0
scifact,0,148,dibud,1,2048,2048,1664,384,1,budget,67,67,67,20,1.0,1.0,199,1,199,0.0401222705841064,199.0,199.0,1.0
scifact,0,148,dibud,1,4096,4096,3423,673,1,budget,90,90,90,20,1.0,1.0,199,1,199,0.0401232242584228,199.0,199.0,1.0
scifact,0,148,dibud,1,8192,4349,3423,926,1,cap100,100,100,100,20,1.0,1.0,199,1,199,0.0401232242584228,199.0,199.0,1.0
scifact,0,148,dibud,1,10000,4349,3423,926,1,cap100,100,100,100,20,1.0,1.0,199,1,199,0.0401232242584228,199.0,199.0,1.0
scifact,0,163,dibud,1,128,128,64,64,1,budget,12,12,12,12,1.0,1.0,245,1,128,0.0343177318572998,245.0,128.0,1.0
scifact,0,163,dibud,1,256,256,117,139,1,budget,21,21,21,20,1.0,1.0,245,1,245,0.0343186855316162,245.0,245.0,1.0
scifact,0,163,dibud,1,512,512,190,322,1,budget,32,32,32,20,1.0,1.0,245,1,245,0.0343186855316162,245.0,245.0,1.0
scifact,0,163,dibud,1,1024,1024,195,829,1,budget,37,37,37,20,1.0,1.0,245,1,245,0.0343186855316162,245.0,245.0,1.0
scifact,0,163,dibud,1,2048,2048,213,1835,1,budget,43,43,43,20,1.0,1.0,245,1,245,0.0343198776245117,245.0,245.0,1.0
scifact,0,163,dibud,1,4096,3711,1507,2204,1,cap100,100,100,100,20,1.0,1.0,245,1,245,0.0343198776245117,245.0,245.0,1.0
scifact,0,163,dibud,1,8192,3711,1507,2204,1,cap100,100,100,100,20,1.0,1.0,245,1,245,0.0343198776245117,245.0,245.0,1.0
scifact,0,163,dibud,1,10000,3711,1507,2204,1,cap100,100,100,100,20,1.0,1.0,245,1,245,0.0343198776245117,245.0,245.0,1.0
scifact,0,171,dibud,1,128,128,66,62,1,budget,10,10,10,10,1.0,1.0,4543,1,128,0.0722560882568359,4543.0,128.0,1.0
scifact,0,171,dibud,1,256,256,132,124,1,budget,12,12,12,12,1.0,1.0,4543,1,256,0.0722570419311523,4543.0,256.0,1.0
scifact,0,171,dibud,1,512,512,267,245,1,budget,13,13,13,13,1.0,1.0,4543,1,512,0.0722570419311523,4543.0,512.0,1.0
scifact,0,171,dibud,1,1024,1024,548,476,1,budget,15,15,15,15,1.0,1.0,4543,1,1024,0.0722579956054687,4543.0,1024.0,1.0
scifact,0,171,dibud,1,2048,2048,1151,897,1,budget,16,16,16,16,1.0,1.0,4543,1,2048,0.0722579956054687,4543.0,2048.0,1.0
scifact,0,171,dibud,1,4096,4096,2512,1584,1,budget,18,18,18,18,1.0,1.0,4543,1,4096,0.0722579956054687,4543.0,4096.0,1.0
scifact,0,171,dibud,1,8192,8082,5101,2981,1,cap100,100,100,100,20,1.0,1.0,4543,1,4543,0.0722579956054687,4543.0,4543.0,1.0
scifact,0,171,dibud,1,10000,8082,5101,2981,1,cap100,100,100,100,20,1.0,1.0,4543,1,4543,0.0722579956054687,4543.0,4543.0,1.0
scifact,0,179,dibud,1,128,128,67,61,1,budget,23,23,23,20,0.8623667717214186,0.8623667717214186,52,1,52,0.0226449966430664,52.0,52.0,0.8623667717214186
scifact,0,179,dibud,1,256,256,139,117,1,budget,35,35,35,20,0.8623667717214186,0.8623667717214186,52,1,52,0.0226449966430664,52.0,52.0,0.8623667717214186
scifact,0,179,dibud,1,512,512,287,225,1,budget,47,47,47,20,0.8623667717214186,0.8623667717214186,52,1,52,0.0226459503173828,52.0,52.0,0.8623667717214186
scifact,0,179,dibud,1,1024,1024,443,581,1,budget,66,66,66,20,0.8623667717214186,0.8623667717214186,52,1,52,0.0226459503173828,52.0,52.0,0.8623667717214186
scifact,0,179,dibud,1,2048,2048,801,1247,1,budget,95,95,95,20,0.8623667717214186,0.8623667717214186,52,1,52,0.0226459503173828,52.0,52.0,0.8623667717214186
scifact,0,179,dibud,1,4096,2235,827,1408,1,cap100,100,100,100,20,0.8623667717214186,0.8623667717214186,52,1,52,0.0226459503173828,52.0,52.0,0.8623667717214186
scifact,0,179,dibud,1,8192,2235,827,1408,1,cap100,100,100,100,20,0.8623667717214186,0.8623667717214186,52,1,52,0.0226466655731201,52.0,52.0,0.8623667717214186
scifact,0,179,dibud,1,10000,2235,827,1408,1,cap100,100,100,100,20,0.8623667717214186,0.8623667717214186,52,1,52,0.0226466655731201,52.0,52.0,0.8623667717214186
scifact,0,180,dibud,1,128,128,60,68,1,budget,5,5,5,5,1.0,1.0,1056,1,128,0.0559999942779541,1056.0,128.0,1.0
scifact,0,180,dibud,1,256,256,119,137,1,budget,8,8,8,8,1.0,1.0,1056,1,256,0.0560011863708496,1056.0,256.0,1.0
scifact,0,180,dibud,1,512,512,231,281,1,budget,16,16,16,16,1.0,1.0,1056,1,512,0.0560011863708496,1056.0,512.0,1.0
scifact,0,180,dibud,1,1024,1024,431,593,1,budget,19,19,19,19,1.0,1.0,1056,1,1024,0.0560011863708496,1056.0,1024.0,1.0
scifact,0,180,dibud,1,2048,2048,701,1347,1,budget,27,27,27,20,1.0,1.0,1056,1,1056,0.0560011863708496,1056.0,1056.0,1.0
scifact,0,180,dibud,1,4096,4096,2585,1511,1,budget,70,70,70,20,1.0,1.0,1056,1,1056,0.056002140045166,1056.0,1056.0,1.0
scifact,0,180,dibud,1,8192,6283,2817,3466,1,cap100,100,100,100,20,1.0,1.0,1056,1,1056,0.056002140045166,1056.0,1056.0,1.0
scifact,0,180,dibud,1,10000,6283,2817,3466,1,cap100,100,100,100,20,1.0,1.0,1056,1,1056,0.056002140045166,1056.0,1056.0,1.0
scifact,0,183,dibud,1,128,128,73,55,1,budget,14,14,14,14,1.0,1.0,167,1,128,0.0364971160888671,167.0,128.0,1.0
scifact,0,183,dibud,1,256,256,132,124,1,budget,27,27,27,20,1.0,1.0,167,1,167,0.0364980697631835,167.0,167.0,1.0
scifact,0,183,dibud,1,512,512,243,269,1,budget,43,43,43,20,1.0,1.0,167,1,167,0.0364980697631835,167.0,167.0,1.0
scifact,0,183,dibud,1,1024,1024,412,612,1,budget,64,64,64,20,1.0,1.0,167,1,167,0.0364992618560791,167.0,167.0,1.0
scifact,0,183,dibud,1,2048,2048,450,1598,1,budget,70,70,70,20,1.0,1.0,167,1,167,0.0364992618560791,167.0,167.0,1.0
scifact,0,183,dibud,1,4096,3939,1253,2686,1,cap100,100,100,100,20,1.0,1.0,167,1,167,0.0364992618560791,167.0,167.0,1.0
scifact,0,183,dibud,1,8192,3939,1253,2686,1,cap100,100,100,100,20,1.0,1.0,167,1,167,0.0364992618560791,167.0,167.0,1.0
scifact,0,183,dibud,1,10000,3939,1253,2686,1,cap100,100,100,100,20,1.0,1.0,167,1,167,0.0364992618560791,167.0,167.0,1.0
scifact,0,185,dibud,1,128,128,59,69,1,budget,17,17,17,17,1.0,1.0,158,1,128,0.0230920314788818,158.0,128.0,1.0
scifact,0,185,dibud,1,256,256,132,124,1,budget,27,27,27,20,1.0,1.0,158,1,158,0.0230929851531982,158.0,158.0,1.0
scifact,0,185,dibud,1,512,512,335,177,1,budget,48,48,48,20,1.0,1.0,158,1,158,0.0230929851531982,158.0,158.0,1.0
scifact,0,185,dibud,1,1024,1024,753,271,1,budget,58,58,58,20,1.0,1.0,158,1,158,0.0230929851531982,158.0,158.0,1.0
scifact,0,185,dibud,1,2048,2048,1274,774,1,budget,94,94,94,20,1.0,1.0,158,1,158,0.0230939388275146,158.0,158.0,1.0
scifact,0,185,dibud,1,4096,2260,1274,986,1,cap100,100,100,100,20,1.0,1.0,158,1,158,0.0230939388275146,158.0,158.0,1.0
scifact,0,185,dibud,1,8192,2260,1274,986,1,cap100,100,100,100,20,1.0,1.0,158,1,158,0.0230939388275146,158.0,158.0,1.0
scifact,0,185,dibud,1,10000,2260,1274,986,1,cap100,100,100,100,20,1.0,1.0,158,1,158,0.0230939388275146,158.0,158.0,1.0
scifact,0,198,dibud,1,128,128,64,64,1,budget,1,1,1,1,1.0,1.0,3263,1,128,0.0484600067138671,3263.0,128.0,1.0
scifact,0,198,dibud,1,256,256,128,128,1,budget,1,1,1,1,1.0,1.0,3263,1,256,0.0484600067138671,3263.0,256.0,1.0
scifact,0,198,dibud,1,512,512,256,256,1,budget,2,2,2,2,1.0,1.0,3263,1,512,0.0484609603881835,3263.0,512.0,1.0
scifact,0,198,dibud,1,1024,1024,512,512,1,budget,5,5,5,5,1.0,1.0,3263,1,1024,0.0484609603881835,3263.0,1024.0,1.0
scifact,0,198,dibud,1,2048,2048,1383,665,1,budget,13,13,13,13,1.0,1.0,3263,1,2048,0.0484609603881835,3263.0,2048.0,1.0
scifact,0,198,dibud,1,4096,4096,3431,665,1,budget,20,20,20,20,1.0,1.0,3263,1,3263,0.0484609603881835,3263.0,3263.0,1.0
scifact,0,198,dibud,1,8192,5518,4853,665,1,cap100,100,100,100,20,1.0,1.0,3263,1,3263,0.0484621524810791,3263.0,3263.0,1.0
scifact,0,198,dibud,1,10000,5518,4853,665,1,cap100,100,100,100,20,1.0,1.0,3263,1,3263,0.0484621524810791,3263.0,3263.0,1.0
scifact,0,208,dibud,1,128,128,70,58,1,budget,17,17,17,17,1.0,1.0,191,1,128,0.0286519527435302,191.0,128.0,1.0
scifact,0,208,dibud,1,256,256,141,115,1,budget,24,24,24,20,1.0,1.0,191,1,191,0.0286519527435302,191.0,191.0,1.0
scifact,0,208,dibud,1,512,512,276,236,1,budget,39,39,39,20,1.0,1.0,191,1,191,0.0286529064178466,191.0,191.0,1.0
scifact,0,208,dibud,1,1024,1024,615,409,1,budget,60,60,60,20,1.0,1.0,191,1,191,0.0286529064178466,191.0,191.0,1.0
scifact,0,208,dibud,1,2048,2048,778,1270,1,budget,80,80,80,20,1.0,1.0,191,1,191,0.0286529064178466,191.0,191.0,1.0
scifact,0,208,dibud,1,4096,3009,965,2044,1,cap100,100,100,100,20,1.0,1.0,191,1,191,0.0286529064178466,191.0,191.0,1.0
scifact,0,208,dibud,1,8192,3009,965,2044,1,cap100,100,100,100,20,1.0,1.0,191,1,191,0.0286529064178466,191.0,191.0,1.0
scifact,0,208,dibud,1,10000,3009,965,2044,1,cap100,100,100,100,20,1.0,1.0,191,1,191,0.0286540985107421,191.0,191.0,1.0
scifact,0,212,dibud,1,128,128,80,48,1,budget,13,13,13,13,0.3010299956639812,0.3010299956639812,296,1,128,0.0442790985107421,296.0,128.0,0.3010299956639812
scifact,0,212,dibud,1,256,256,165,91,1,budget,17,17,17,17,0.3010299956639812,0.3010299956639812,296,1,256,0.0442800521850585,296.0,256.0,0.3010299956639812
