dataset,snapshot,query_id,policy,batch,budget,accesses,dense,sparse,known,stop,k,k_lower,k_upper,k20,ndcg20,full_ndcg20,cost20,baseline20_complete,budget20_cost,elapsed_seconds
nfcorpus,0,PLAIN-1008,dibud,1,128,101,100,1,1,cap100,100,100,100,20,0.0,0.0,21,1,21,0.02122807502746582
nfcorpus,0,PLAIN-1008,dibud,1,256,101,100,1,1,cap100,100,100,100,20,0.0,0.0,21,1,21,0.021229028701782227
nfcorpus,0,PLAIN-1008,dibud,1,512,101,100,1,1,cap100,100,100,100,20,0.0,0.0,21,1,21,0.021229028701782227
nfcorpus,0,PLAIN-1008,dibud,1,1024,101,100,1,1,cap100,100,100,100,20,0.0,0.0,21,1,21,0.02122974395751953
nfcorpus,0,PLAIN-1008,dibud,1,2048,101,100,1,1,cap100,100,100,100,20,0.0,0.0,21,1,21,0.02122974395751953
nfcorpus,0,PLAIN-1008,dibud,1,4096,101,100,1,1,cap100,100,100,100,20,0.0,0.0,21,1,21,0.02122974395751953
nfcorpus,0,PLAIN-1008,dibud,1,8192,101,100,1,1,cap100,100,100,100,20,0.0,0.0,21,1,21,0.02122974395751953
nfcorpus,0,PLAIN-1008,dibud,1,10000,101,100,1,1,cap100,100,100,100,20,0.0,0.0,21,1,21,0.02122974395751953
nfcorpus,0,PLAIN-1008,balanced,1,128,101,100,1,1,cap100,100,100,100,20,0.0,0.0,21,1,21,0.030243873596191406
nfcorpus,0,PLAIN-1008,balanced,1,256,101,100,1,1,cap100,100,100,100,20,0.0,0.0,21,1,21,0.030243873596191406
nfcorpus,0,PLAIN-1008,balanced,1,512,101,100,1,1,cap100,100,100,100,20,0.0,0.0,21,1,21,0.030244827270507812
nfcorpus,0,PLAIN-1008,balanced,1,1024,101,100,1,1,cap100,100,100,100,20,0.0,0.0,21,1,21,0.030244827270507812
nfcorpus,0,PLAIN-1008,balanced,1,2048,101,100,1,1,cap100,100,100,100,20,0.0,0.0,21,1,21,0.030244827270507812
nfcorpus,0,PLAIN-1008,balanced,1,4096,101,100,1,1,cap100,100,100,100,20,0.0,0.0,21,1,21,0.030244827270507812
nfcorpus,0,PLAIN-1008,balanced,1,8192,101,100,1,1,cap100,100,100,100,20,0.0,0.0,21,1,21,0.03024578094482422
nfcorpus,0,PLAIN-1008,balanced,1,10000,101,100,1,1,cap100,100,100,100,20,0.0,0.0,21,1,21,0.03024578094482422
nfcorpus,0,PLAIN-1008,dibud,64,128,128,127,1,1,cap100,100,100,100,20,0.0,0.0,65,1,65,0.039209842681884766
nfcorpus,0,PLAIN-1008,dibud,64,256,128,127,1,1,cap100,100,100,100,20,0.0,0.0,65,1,65,0.039209842681884766
nfcorpus,0,PLAIN-1008,dibud,64,512,128,127,1,1,cap100,100,100,100,20,0.0,0.0,65,1,65,0.03921103477478027
nfcorpus,0,PLAIN-1008,dibud,64,1024,128,127,1,1,cap100,100,100,100,20,0.0,0.0,65,1,65,0.03921103477478027
nfcorpus,0,PLAIN-1008,dibud,64,2048,128,127,1,1,cap100,100,100,100,20,0.0,0.0,65,1,65,0.03921103477478027
nfcorpus,0,PLAIN-1008,dibud,64,4096,128,127,1,1,cap100,100,100,100,20,0.0,0.0,65,1,65,0.03921103477478027
nfcorpus,0,PLAIN-1008,dibud,64,8192,128,127,1,1,cap100,100,100,100,20,0.0,0.0,65,1,65,0.03921103477478027
nfcorpus,0,PLAIN-1008,dibud,64,10000,128,127,1,1,cap100,100,100,100,20,0.0,0.0,65,1,65,0.03921198844909668
nfcorpus,0,PLAIN-1008,balanced,64,128,128,127,1,1,cap100,100,100,100,20,0.0,0.0,65,1,65,0.04011893272399902
nfcorpus,0,PLAIN-1008,balanced,64,256,128,127,1,1,cap100,100,100,100,20,0.0,0.0,65,1,65,0.04012012481689453
nfcorpus,0,PLAIN-1008,balanced,64,512,128,127,1,1,cap100,100,100,100,20,0.0,0.0,65,1,65,0.04012012481689453
nfcorpus,0,PLAIN-1008,balanced,64,1024,128,127,1,1,cap100,100,100,100,20,0.0,0.0,65,1,65,0.04012012481689453
nfcorpus,0,PLAIN-1008,balanced,64,2048,128,127,1,1,cap100,100,100,100,20,0.0,0.0,65,1,65,0.04012012481689453
nfcorpus,0,PLAIN-1008,balanced,64,4096,128,127,1,1,cap100,100,100,100,20,0.0,0.0,65,1,65,0.040120840072631836
nfcorpus,0,PLAIN-1008,balanced,64,8192,128,127,1,1,cap100,100,100,100,20,0.0,0.0,65,1,65,0.040120840072631836
nfcorpus,0,PLAIN-1008,balanced,64,10000,128,127,1,1,cap100,100,100,100,20,0.0,0.0,65,1,65,0.040120840072631836
nfcorpus,0,PLAIN-1018,dibud,1,128,128,103,25,1,budget,20,20,20,20,0.40392368274011026,0.40392368274011026,114,1,114,0.029872894287109375
nfcorpus,0,PLAIN-1018,dibud,1,256,256,231,25,1,budget,20,20,20,20,0.40392368274011026,0.40392368274011026,114,1,114,0.02987384796142578
nfcorpus,0,PLAIN-1018,dibud,1,512,512,487,25,1,budget,21,21,21,20,0.40392368274011026,0.40392368274011026,114,1,114,0.02987504005432129
nfcorpus,0,PLAIN-1018,dibud,1,1024,1024,999,25,1,budget,25,25,25,20,0.40392368274011026,0.40392368274011026,114,1,114,0.02987504005432129
nfcorpus,0,PLAIN-1018,dibud,1,2048,1646,1621,25,1,cap100,100,100,100,20,0.40392368274011026,0.40392368274011026,114,1,114,0.02987504005432129
nfcorpus,0,PLAIN-1018,dibud,1,4096,1646,1621,25,1,cap100,100,100,100,20,0.40392368274011026,0.40392368274011026,114,1,114,0.02987504005432129
nfcorpus,0,PLAIN-1018,dibud,1,8192,1646,1621,25,1,cap100,100,100,100,20,0.40392368274011026,0.40392368274011026,114,1,114,0.02987504005432129
nfcorpus,0,PLAIN-1018,dibud,1,10000,1646,1621,25,1,cap100,100,100,100,20,0.40392368274011026,0.40392368274011026,114,1,114,0.029875993728637695
nfcorpus,0,PLAIN-1018,balanced,1,128,128,103,25,1,budget,20,20,20,20,0.40392368274011026,0.40392368274011026,114,1,114,0.042463064193725586
nfcorpus,0,PLAIN-1018,balanced,1,256,256,231,25,1,budget,20,20,20,20,0.40392368274011026,0.40392368274011026,114,1,114,0.042463064193725586
nfcorpus,0,PLAIN-1018,balanced,1,512,512,487,25,1,budget,21,21,21,20,0.40392368274011026,0.40392368274011026,114,1,114,0.042463064193725586
nfcorpus,0,PLAIN-1018,balanced,1,1024,1024,999,25,1,budget,25,25,25,20,0.40392368274011026,0.40392368274011026,114,1,114,0.042463064193725586
nfcorpus,0,PLAIN-1018,balanced,1,2048,1646,1621,25,1,cap100,100,100,100,20,0.40392368274011026,0.40392368274011026,114,1,114,0.04246401786804199
nfcorpus,0,PLAIN-1018,balanced,1,4096,1646,1621,25,1,cap100,100,100,100,20,0.40392368274011026,0.40392368274011026,114,1,114,0.04246401786804199
nfcorpus,0,PLAIN-1018,balanced,1,8192,1646,1621,25,1,cap100,100,100,100,20,0.40392368274011026,0.40392368274011026,114,1,114,0.04246401786804199
nfcorpus,0,PLAIN-1018,balanced,1,10000,1646,1621,25,1,cap100,100,100,100,20,0.40392368274011026,0.40392368274011026,114,1,114,0.04246401786804199
nfcorpus,0,PLAIN-1018,dibud,64,128,128,103,25,1,budget,20,20,20,20,0.40392368274011026,0.40392368274011026,128,1,128,0.04804396629333496
nfcorpus,0,PLAIN-1018,dibud,64,256,256,231,25,1,budget,20,20,20,20,0.40392368274011026,0.40392368274011026,128,1,128,0.04804515838623047
nfcorpus,0,PLAIN-1018,dibud,64,512,512,487,25,1,budget,21,21,21,20,0.40392368274011026,0.40392368274011026,128,1,128,0.04804515838623047
nfcorpus,0,PLAIN-1018,dibud,64,1024,1024,999,25,1,budget,25,25,25,20,0.40392368274011026,0.40392368274011026,128,1,128,0.04804515838623047
nfcorpus,0,PLAIN-1018,dibud,64,2048,1664,1639,25,1,cap100,100,100,100,20,0.40392368274011026,0.40392368274011026,128,1,128,0.04804515838623047
nfcorpus,0,PLAIN-1018,dibud,64,4096,1664,1639,25,1,cap100,100,100,100,20,0.40392368274011026,0.40392368274011026,128,1,128,0.04804515838623047
nfcorpus,0,PLAIN-1018,dibud,64,8192,1664,1639,25,1,cap100,100,100,100,20,0.40392368274011026,0.40392368274011026,128,1,128,0.048046112060546875
nfcorpus,0,PLAIN-1018,dibud,64,10000,1664,1639,25,1,cap100,100,100,100,20,0.40392368274011026,0.40392368274011026,128,1,128,0.048046112060546875
nfcorpus,0,PLAIN-1018,balanced,64,128,128,103,25,1,budget,20,20,20,20,0.40392368274011026,0.40392368274011026,128,1,128,0.05308103561401367
nfcorpus,0,PLAIN-1018,balanced,64,256,256,231,25,1,budget,20,20,20,20,0.40392368274011026,0.40392368274011026,128,1,128,0.05308103561401367
nfcorpus,0,PLAIN-1018,balanced,64,512,512,487,25,1,budget,21,21,21,20,0.40392368274011026,0.40392368274011026,128,1,128,0.05308103561401367
nfcorpus,0,PLAIN-1018,balanced,64,1024,1024,999,25,1,budget,25,25,25,20,0.40392368274011026,0.40392368274011026,128,1,128,0.05308222770690918
nfcorpus,0,PLAIN-1018,balanced,64,2048,1664,1639,25,1,cap100,100,100,100,20,0.40392368274011026,0.40392368274011026,128,1,128,0.05308222770690918
nfcorpus,0,PLAIN-1018,balanced,64,4096,1664,1639,25,1,cap100,100,100,100,20,0.40392368274011026,0.40392368274011026,128,1,128,0.05308222770690918
nfcorpus,0,PLAIN-1018,balanced,64,8192,1664,1639,25,1,cap100,100,100,100,20,0.40392368274011026,0.40392368274011026,128,1,128,0.05308222770690918
nfcorpus,0,PLAIN-1018,balanced,64,10000,1664,1639,25,1,cap100,100,100,100,20,0.40392368274011026,0.40392368274011026,128,1,128,0.05308222770690918
nfcorpus,0,PLAIN-102,dibud,1,128,128,62,66,1,budget,3,3,3,3,0.0,0.08529228449862504,456,1,128,0.04574894905090332
nfcorpus,0,PLAIN-102,dibud,1,256,256,123,133,1,budget,10,10,10,10,0.0,0.08529228449862504,456,1,256,0.04574894905090332
nfcorpus,0,PLAIN-102,dibud,1,512,512,219,293,1,budget,21,21,21,20,0.08529228449862504,0.08529228449862504,456,1,456,0.04574990272521973
nfcorpus,0,PLAIN-102,dibud,1,1024,1024,513,511,1,budget,32,32,32,20,0.08529228449862504,0.08529228449862504,456,1,456,0.04574990272521973
nfcorpus,0,PLAIN-102,dibud,1,2048,2048,879,1169,1,budget,38,38,38,20,0.08529228449862504,0.08529228449862504,456,1,456,0.04574990272521973
nfcorpus,0,PLAIN-102,dibud,1,4096,4096,2834,1262,1,budget,89,89,89,20,0.08529228449862504,0.08529228449862504,456,1,456,0.04574990272521973
nfcorpus,0,PLAIN-102,dibud,1,8192,4539,3277,1262,1,cap100,100,100,100,20,0.08529228449862504,0.08529228449862504,456,1,456,0.04575085639953613
nfcorpus,0,PLAIN-102,dibud,1,10000,4539,3277,1262,1,cap100,100,100,100,20,0.08529228449862504,0.08529228449862504,456,1,456,0.04575085639953613
nfcorpus,0,PLAIN-102,balanced,1,128,128,64,64,1,budget,3,3,3,3,0.0,0.08529228449862504,530,1,128,0.09272885322570801
nfcorpus,0,PLAIN-102,balanced,1,256,256,128,128,1,budget,10,10,10,10,0.0,0.08529228449862504,530,1,256,0.09272980690002441
nfcorpus,0,PLAIN-102,balanced,1,512,512,256,256,1,budget,19,19,19,19,0.059036368633319174,0.08529228449862504,530,1,512,0.09272980690002441
nfcorpus,0,PLAIN-102,balanced,1,1024,1024,512,512,1,budget,32,32,32,20,0.08529228449862504,0.08529228449862504,530,1,530,0.09272980690002441
nfcorpus,0,PLAIN-102,balanced,1,2048,2048,1024,1024,1,budget,38,38,38,20,0.08529228449862504,0.08529228449862504,530,1,530,0.09273076057434082
nfcorpus,0,PLAIN-102,balanced,1,4096,4096,2834,1262,1,budget,89,89,89,20,0.08529228449862504,0.08529228449862504,530,1,530,0.09273076057434082
nfcorpus,0,PLAIN-102,balanced,1,8192,4539,3277,1262,1,cap100,100,100,100,20,0.08529228449862504,0.08529228449862504,530,1,530,0.09273076057434082
nfcorpus,0,PLAIN-102,balanced,1,10000,4539,3277,1262,1,cap100,100,100,100,20,0.08529228449862504,0.08529228449862504,530,1,530,0.09273076057434082
nfcorpus,0,PLAIN-102,dibud,64,128,128,64,64,1,budget,3,3,3,3,0.0,0.08529228449862504,512,1,128,0.10987496376037598
nfcorpus,0,PLAIN-102,dibud,64,256,256,128,128,1,budget,10,10,10,10,0.0,0.08529228449862504,512,1,256,0.10987591743469238
nfcorpus,0,PLAIN-102,dibud,64,512,512,192,320,1,budget,21,21,21,20,0.08529228449862504,0.08529228449862504,512,1,512,0.10987591743469238
nfcorpus,0,PLAIN-102,dibud,64,1024,1024,512,512,1,budget,32,32,32,20,0.08529228449862504,0.08529228449862504,512,1,512,0.10987687110900879
nfcorpus,0,PLAIN-102,dibud,64,2048,2048,896,1152,1,budget,38,38,38,20,0.08529228449862504,0.08529228449862504,512,1,512,0.10987687110900879
nfcorpus,0,PLAIN-102,dibud,64,4096,4096,2834,1262,1,budget,89,89,89,20,0.08529228449862504,0.08529228449862504,512,1,512,0.10987687110900879
nfcorpus,0,PLAIN-102,dibud,64,8192,4544,3282,1262,1,cap100,100,100,100,20,0.08529228449862504,0.08529228449862504,512,1,512,0.10987687110900879
nfcorpus,0,PLAIN-102,dibud,64,10000,4544,3282,1262,1,cap100,100,100,100,20,0.08529228449862504,0.08529228449862504,512,1,512,0.10987687110900879
nfcorpus,0,PLAIN-102,balanced,64,128,128,64,64,1,budget,3,3,3,3,0.0,0.08529228449862504,640,1,128,0.12500786781311035
nfcorpus,0,PLAIN-102,balanced,64,256,256,128,128,1,budget,10,10,10,10,0.0,0.08529228449862504,640,1,256,0.12500882148742676
nfcorpus,0,PLAIN-102,balanced,64,512,512,256,256,1,budget,19,19,19,19,0.059036368633319174,0.08529228449862504,640,1,512,0.12500882148742676
nfcorpus,0,PLAIN-102,balanced,64,1024,1024,512,512,1,budget,32,32,32,20,0.08529228449862504,0.08529228449862504,640,1,640,0.12500977516174316
nfcorpus,0,PLAIN-102,balanced,64,2048,2048,1024,1024,1,budget,38,38,38,20,0.08529228449862504,0.08529228449862504,640,1,640,0.12500977516174316
nfcorpus,0,PLAIN-102,balanced,64,4096,4096,2834,1262,1,budget,89,89,89,20,0.08529228449862504,0.08529228449862504,640,1,640,0.12500977516174316
nfcorpus,0,PLAIN-102,balanced,64,8192,4544,3282,1262,1,cap100,100,100,100,20,0.08529228449862504,0.08529228449862504,640,1,640,0.12500977516174316
nfcorpus,0,PLAIN-102,balanced,64,10000,4544,3282,1262,1,cap100,100,100,100,20,0.08529228449862504,0.08529228449862504,640,1,640,0.12500977516174316
nfcorpus,0,PLAIN-1028,dibud,1,128,128,60,68,1,budget,10,10,10,10,0.0,0.0,554,1,128,0.03686189651489258
nfcorpus,0,PLAIN-1028,dibud,1,256,256,119,137,1,budget,13,13,13,13,0.0,0.0,554,1,256,0.03686189651489258
nfcorpus,0,PLAIN-1028,dibud,1,512,512,272,240,1,budget,18,18,18,18,0.0,0.0,554,1,512,0.036862850189208984
nfcorpus,0,PLAIN-1028,dibud,1,1024,1024,411,613,1,budget,29,29,29,20,0.0,0.0,554,1,554,0.036862850189208984
nfcorpus,0,PLAIN-1028,dibud,1,2048,2048,855,1193,1,budget,34,34,34,20,0.0,0.0,554,1,554,0.036862850189208984
nfcorpus,0,PLAIN-1028,dibud,1,4096,3516,2323,1193,1,cap100,100,100,100,20,0.0,0.0,554,1,554,0.036862850189208984
nfcorpus,0,PLAIN-1028,dibud,1,8192,3516,2323,1193,1,cap100,100,100,100,20,0.0,0.0,554,1,554,0.036862850189208984
nfcorpus,0,PLAIN-1028,dibud,1,10000,3516,2323,1193,1,cap100,100,100,100,20,0.0,0.0,554,1,554,0.036862850189208984
nfcorpus,0,PLAIN-1028,balanced,1,128,128,64,64,1,budget,10,10,10,10,0.0,0.0,595,1,128,0.07132697105407715
nfcorpus,0,PLAIN-1028,balanced,1,256,256,128,128,1,budget,13,13,13,13,0.0,0.0,595,1,256,0.07132792472839355
nfcorpus,0,PLAIN-1028,balanced,1,512,512,256,256,1,budget,18,18,18,18,0.0,0.0,595,1,512,0.07132792472839355
nfcorpus,0,PLAIN-1028,balanced,1,1024,1024,512,512,1,budget,28,28,28,20,0.0,0.0,595,1,595,0.07132792472839355
nfcorpus,0,PLAIN-1028,balanced,1,2048,2048,1024,1024,1,budget,33,33,33,20,0.0,0.0,595,1,595,0.07132887840270996
nfcorpus,0,PLAIN-1028,balanced,1,4096,3516,2323,1193,1,cap100,100,100,100,20,0.0,0.0,595,1,595,0.07132887840270996
nfcorpus,0,PLAIN-1028,balanced,1,8192,3516,2323,1193,1,cap100,100,100,100,20,0.0,0.0,595,1,595,0.07132887840270996
nfcorpus,0,PLAIN-1028,balanced,1,10000,3516,2323,1193,1,cap100,100,100,100,20,0.0,0.0,595,1,595,0.07132887840270996
nfcorpus,0,PLAIN-1028,dibud,64,128,128,64,64,1,budget,10,10,10,10,0.0,0.0,576,1,128,0.08421087265014648
nfcorpus,0,PLAIN-1028,dibud,64,256,256,128,128,1,budget,13,13,13,13,0.0,0.0,576,1,256,0.08421087265014648
nfcorpus,0,PLAIN-1028,dibud,64,512,512,256,256,1,budget,18,18,18,18,0.0,0.0,576,1,512,0.08421087265014648
nfcorpus,0,PLAIN-1028,dibud,64,1024,1024,448,576,1,budget,28,28,28,20,0.0,0.0,576,1,576,0.08421182632446289
nfcorpus,0,PLAIN-1028,dibud,64,2048,2048,855,1193,1,budget,34,34,34,20,0.0,0.0,576,1,576,0.08421182632446289
nfcorpus,0,PLAIN-1028,dibud,64,4096,3520,2327,1193,1,cap100,100,100,100,20,0.0,0.0,576,1,576,0.08421182632446289
nfcorpus,0,PLAIN-1028,dibud,64,8192,3520,2327,1193,1,cap100,100,100,100,20,0.0,0.0,576,1,576,0.08421182632446289
nfcorpus,0,PLAIN-1028,dibud,64,10000,3520,2327,1193,1,cap100,100,100,100,20,0.0,0.0,576,1,576,0.08421182632446289
nfcorpus,0,PLAIN-1028,balanced,64,128,128,64,64,1,budget,10,10,10,10,0.0,0.0,576,1,128,0.09522676467895508
nfcorpus,0,PLAIN-1028,balanced,64,256,256,128,128,1,budget,13,13,13,13,0.0,0.0,576,1,256,0.09522676467895508
nfcorpus,0,PLAIN-1028,balanced,64,512,512,256,256,1,budget,18,18,18,18,0.0,0.0,576,1,512,0.09522771835327148
nfcorpus,0,PLAIN-1028,balanced,64,1024,1024,512,512,1,budget,28,28,28,20,0.0,0.0,576,1,576,0.09522771835327148
nfcorpus,0,PLAIN-1028,balanced,64,2048,2048,1024,1024,1,budget,33,33,33,20,0.0,0.0,576,1,576,0.09522771835327148
nfcorpus,0,PLAIN-1028,balanced,64,4096,3561,2368,1193,1,cap100,100,100,100,20,0.0,0.0,576,1,576,0.09522771835327148
nfcorpus,0,PLAIN-1028,balanced,64,8192,3561,2368,1193,1,cap100,100,100,100,20,0.0,0.0,576,1,576,0.09522771835327148
nfcorpus,0,PLAIN-1028,balanced,64,10000,3561,2368,1193,1,cap100,100,100,100,20,0.0,0.0,576,1,576,0.09522891044616699
nfcorpus,0,PLAIN-1039,dibud,1,128,128,64,64,1,budget,9,9,9,9,1.0,1.0,482,1,128,0.03189206123352051
nfcorpus,0,PLAIN-1039,dibud,1,256,256,124,132,1,budget,15,15,15,15,1.0,1.0,482,1,256,0.031893014907836914
nfcorpus,0,PLAIN-1039,dibud,1,512,512,261,251,1,budget,22,22,22,20,1.0,1.0,482,1,482,0.031893014907836914
nfcorpus,0,PLAIN-1039,dibud,1,1024,1024,512,512,1,budget,42,42,42,20,1.0,1.0,482,1,482,0.031893014907836914
nfcorpus,0,PLAIN-1039,dibud,1,2048,2048,1496,552,1,budget,85,85,85,20,1.0,1.0,482,1,482,0.03189396858215332
nfcorpus,0,PLAIN-1039,dibud,1,4096,2552,2000,552,1,cap100,100,100,100,20,1.0,1.0,482,1,482,0.03189396858215332
nfcorpus,0,PLAIN-1039,dibud,1,8192,2552,2000,552,1,cap100,100,100,100,20,1.0,1.0,482,1,482,0.03189396858215332
nfcorpus,0,PLAIN-1039,dibud,1,10000,2552,2000,552,1,cap100,100,100,100,20,1.0,1.0,482,1,482,0.03189396858215332
nfcorpus,0,PLAIN-1039,balanced,1,128,128,64,64,1,budget,9,9,9,9,1.0,1.0,502,1,128,0.06038999557495117
nfcorpus,0,PLAIN-1039,balanced,1,256,256,128,128,1,budget,15,15,15,15,1.0,1.0,502,1,256,0.06038999557495117
nfcorpus,0,PLAIN-1039,balanced,1,512,512,256,256,1,budget,22,22,22,20,1.0,1.0,502,1,502,0.06038999557495117
nfcorpus,0,PLAIN-1039,balanced,1,1024,1024,512,512,1,budget,42,42,42,20,1.0,1.0,502,1,502,0.06039094924926758
nfcorpus,0,PLAIN-1039,balanced,1,2048,2048,1496,552,1,budget,85,85,85,20,1.0,1.0,502,1,502,0.06039094924926758
nfcorpus,0,PLAIN-1039,balanced,1,4096,2552,2000,552,1,cap100,100,100,100,20,1.0,1.0,502,1,502,0.06039094924926758
nfcorpus,0,PLAIN-1039,balanced,1,8192,2552,2000,552,1,cap100,100,100,100,20,1.0,1.0,502,1,502,0.06039094924926758
nfcorpus,0,PLAIN-1039,balanced,1,10000,2552,2000,552,1,cap100,100,100,100,20,1.0,1.0,502,1,502,0.06039094924926758
nfcorpus,0,PLAIN-1039,dibud,64,128,128,64,64,1,budget,9,9,9,9,1.0,1.0,512,1,128,0.07342910766601562
nfcorpus,0,PLAIN-1039,dibud,64,256,256,128,128,1,budget,15,15,15,15,1.0,1.0,512,1,256,0.07342910766601562
nfcorpus,0,PLAIN-1039,dibud,64,512,512,256,256,1,budget,22,22,22,20,1.0,1.0,512,1,512,0.07342910766601562
nfcorpus,0,PLAIN-1039,dibud,64,1024,1024,512,512,1,budget,42,42,42,20,1.0,1.0,512,1,512,0.07343006134033203
nfcorpus,0,PLAIN-1039,dibud,64,2048,2048,1496,552,1,budget,85,85,85,20,1.0,1.0,512,1,512,0.07343006134033203
nfcorpus,0,PLAIN-1039,dibud,64,4096,2560,2008,552,1,cap100,100,100,100,20,1.0,1.0,512,1,512,0.07343006134033203
nfcorpus,0,PLAIN-1039,dibud,64,8192,2560,2008,552,1,cap100,100,100,100,20,1.0,1.0,512,1,512,0.07343006134033203
nfcorpus,0,PLAIN-1039,dibud,64,10000,2560,2008,552,1,cap100,100,100,100,20,1.0,1.0,512,1,512,0.07343006134033203
nfcorpus,0,PLAIN-1039,balanced,64,128,128,64,64,1,budget,9,9,9,9,1.0,1.0,512,1,128,0.0834341049194336
nfcorpus,0,PLAIN-1039,balanced,64,256,256,128,128,1,budget,15,15,15,15,1.0,1.0,512,1,256,0.0834341049194336
nfcorpus,0,PLAIN-1039,balanced,64,512,512,256,256,1,budget,22,22,22,20,1.0,1.0,512,1,512,0.0834341049194336
nfcorpus,0,PLAIN-1039,balanced,64,1024,1024,512,512,1,budget,42,42,42,20,1.0,1.0,512,1,512,0.08343505859375
nfcorpus,0,PLAIN-1039,balanced,64,2048,2048,1496,552,1,budget,85,85,85,20,1.0,1.0,512,1,512,0.08343505859375
nfcorpus,0,PLAIN-1039,balanced,64,4096,2560,2008,552,1,cap100,100,100,100,20,1.0,1.0,512,1,512,0.08343505859375
nfcorpus,0,PLAIN-1039,balanced,64,8192,2560,2008,552,1,cap100,100,100,100,20,1.0,1.0,512,1,512,0.08343505859375
nfcorpus,0,PLAIN-1039,balanced,64,10000,2560,2008,552,1,cap100,100,100,100,20,1.0,1.0,512,1,512,0.08343505859375
nfcorpus,0,PLAIN-1050,dibud,1,128,128,112,16,1,budget,0,0,0,0,0.0,0.061173315378031855,1832,1,128,0.034040212631225586
nfcorpus,0,PLAIN-1050,dibud,1,256,256,240,16,1,budget,0,0,0,0,0.0,0.061173315378031855,1832,1,256,0.03404116630554199
nfcorpus,0,PLAIN-1050,dibud,1,512,512,496,16,1,budget,2,2,2,2,0.0,0.061173315378031855,1832,1,512,0.03404116630554199
nfcorpus,0,PLAIN-1050,dibud,1,1024,1024,1008,16,1,budget,4,4,4,4,0.061173315378031855,0.061173315378031855,1832,1,1024,0.03404116630554199
nfcorpus,0,PLAIN-1050,dibud,1,2048,2048,2032,16,1,budget,22,22,22,20,0.061173315378031855,0.061173315378031855,1832,1,1832,0.03404116630554199
nfcorpus,0,PLAIN-1050,dibud,1,4096,3573,3557,16,1,cap100,100,100,100,20,0.061173315378031855,0.061173315378031855,1832,1,1832,0.0340421199798584
nfcorpus,0,PLAIN-1050,dibud,1,8192,3573,3557,16,1,cap100,100,100,100,20,0.061173315378031855,0.061173315378031855,1832,1,1832,0.0340421199798584
nfcorpus,0,PLAIN-1050,dibud,1,10000,3573,3557,16,1,cap100,100,100,100,20,0.061173315378031855,0.061173315378031855,1832,1,1832,0.0340421199798584
nfcorpus,0,PLAIN-1050,balanced,1,128,128,112,16,1,budget,0,0,0,0,0.0,0.061173315378031855,1832,1,128,0.06087207794189453
nfcorpus,0,PLAIN-1050,balanced,1,256,256,240,16,1,budget,0,0,0,0,0.0,0.061173315378031855,1832,1,256,0.06087207794189453
nfcorpus,0,PLAIN-1050,balanced,1,512,512,496,16,1,budget,2,2,2,2,0.0,0.061173315378031855,1832,1,512,0.06087207794189453
nfcorpus,0,PLAIN-1050,balanced,1,1024,1024,1008,16,1,budget,4,4,4,4,0.061173315378031855,0.061173315378031855,1832,1,1024,0.06087207794189453
nfcorpus,0,PLAIN-1050,balanced,1,2048,2048,2032,16,1,budget,22,22,22,20,0.061173315378031855,0.061173315378031855,1832,1,1832,0.06087303161621094
nfcorpus,0,PLAIN-1050,balanced,1,4096,3573,3557,16,1,cap100,100,100,100,20,0.061173315378031855,0.061173315378031855,1832,1,1832,0.06087303161621094
nfcorpus,0,PLAIN-1050,balanced,1,8192,3573,3557,16,1,cap100,100,100,100,20,0.061173315378031855,0.061173315378031855,1832,1,1832,0.06087303161621094
nfcorpus,0,PLAIN-1050,balanced,1,10000,3573,3557,16,1,cap100,100,100,100,20,0.061173315378031855,0.061173315378031855,1832,1,1832,0.06087303161621094
nfcorpus,0,PLAIN-1050,dibud,64,128,128,112,16,1,budget,0,0,0,0,0.0,0.061173315378031855,1856,1,128,0.06975221633911133
nfcorpus,0,PLAIN-1050,dibud,64,256,256,240,16,1,budget,0,0,0,0,0.0,0.061173315378031855,1856,1,256,0.06975221633911133
nfcorpus,0,PLAIN-1050,dibud,64,512,512,496,16,1,budget,2,2,2,2,0.0,0.061173315378031855,1856,1,512,0.06975317001342773
nfcorpus,0,PLAIN-1050,dibud,64,1024,1024,1008,16,1,budget,4,4,4,4,0.061173315378031855,0.061173315378031855,1856,1,1024,0.06975317001342773
nfcorpus,0,PLAIN-1050,dibud,64,2048,2048,2032,16,1,budget,22,22,22,20,0.061173315378031855,0.061173315378031855,1856,1,1856,0.06975317001342773
nfcorpus,0,PLAIN-1050,dibud,64,4096,3584,3568,16,1,cap100,100,100,100,20,0.061173315378031855,0.061173315378031855,1856,1,1856,0.06975317001342773
nfcorpus,0,PLAIN-1050,dibud,64,8192,3584,3568,16,1,cap100,100,100,100,20,0.061173315378031855,0.061173315378031855,1856,1,1856,0.06975317001342773
nfcorpus,0,PLAIN-1050,dibud,64,10000,3584,3568,16,1,cap100,100,100,100,20,0.061173315378031855,0.061173315378031855,1856,1,1856,0.06975412368774414
nfcorpus,0,PLAIN-1050,balanced,64,128,128,112,16,1,budget,0,0,0,0,0.0,0.061173315378031855,1856,1,128,0.0784311294555664
nfcorpus,0,PLAIN-1050,balanced,64,256,256,240,16,1,budget,0,0,0,0,0.0,0.061173315378031855,1856,1,256,0.0784311294555664
