dataset,query_id,dense_to_sparse_cost_ratio,policy,base_budget,target_cost,charged_cost,dense_depth,sparse_depth,dense_cost_share,certified_k_cap100,next_certificate_gap
msmarco-passage-trec-dl-2019,156493,0.5,cost-balanced,128,96.0,96.0,64,64,0.3333333333333333,18,-0.001752760261297226
msmarco-passage-trec-dl-2019,156493,0.5,cost-balanced,256,192.0,192.0,192,96,0.5,18,-9.850040078163147e-05
msmarco-passage-trec-dl-2019,156493,0.5,cost-balanced,512,384.0,384.0,384,192,0.5,69,-0.00020494963973760605
msmarco-passage-trec-dl-2019,156493,0.5,cost-balanced,1024,768.0,768.0,768,384,0.5,90,-0.00013030413538217545
msmarco-passage-trec-dl-2019,156493,0.5,cost-balanced,2048,1536.0,1536.0,1536,768,0.5,100,-inf
msmarco-passage-trec-dl-2019,156493,0.5,cost-balanced,4096,3072.0,3072.0,3072,1536,0.5,100,-inf
msmarco-passage-trec-dl-2019,156493,0.5,cost-balanced,8192,6144.0,6144.0,5000,3644,0.4069010416666667,100,-inf
msmarco-passage-trec-dl-2019,156493,0.5,cost-balanced,10000,7500.0,7500.0,5000,5000,0.3333333333333333,100,-inf
msmarco-passage-trec-dl-2019,156493,0.5,upper-per-cost,128,96.0,96.0,64,64,0.3333333333333333,18,-0.001752760261297226
msmarco-passage-trec-dl-2019,156493,0.5,upper-per-cost,256,192.0,192.0,128,128,0.3333333333333333,24,-0.0005608722567558289
msmarco-passage-trec-dl-2019,156493,0.5,upper-per-cost,512,384.0,384.0,320,224,0.4166666666666667,66,-4.5064836740493774e-05
msmarco-passage-trec-dl-2019,156493,0.5,upper-per-cost,1024,768.0,768.0,640,448,0.4166666666666667,76,-0.0001174313947558403
msmarco-passage-trec-dl-2019,156493,0.5,upper-per-cost,2048,1536.0,1536.0,1280,896,0.4166666666666667,100,-inf
msmarco-passage-trec-dl-2019,156493,0.5,upper-per-cost,4096,3072.0,3072.0,2560,1792,0.4166666666666667,100,-inf
msmarco-passage-trec-dl-2019,156493,0.5,upper-per-cost,8192,6144.0,6144.0,4992,3648,0.40625,100,-inf
msmarco-passage-trec-dl-2019,156493,0.5,upper-per-cost,10000,7500.0,7500.0,5000,5000,0.3333333333333333,100,-inf
msmarco-passage-trec-dl-2019,156493,0.5,blocker-per-cost,128,96.0,96.0,64,64,0.3333333333333333,18,-0.001752760261297226
msmarco-passage-trec-dl-2019,156493,0.5,blocker-per-cost,256,192.0,192.0,128,128,0.3333333333333333,24,-0.0005608722567558289
msmarco-passage-trec-dl-2019,156493,0.5,blocker-per-cost,512,384.0,384.0,384,192,0.5,69,-0.00020494963973760605
msmarco-passage-trec-dl-2019,156493,0.5,blocker-per-cost,1024,768.0,768.0,768,384,0.5,90,-0.00013030413538217545
msmarco-passage-trec-dl-2019,156493,0.5,blocker-per-cost,2048,1536.0,1536.0,1280,896,0.4166666666666667,100,-inf
msmarco-passage-trec-dl-2019,156493,0.5,blocker-per-cost,4096,3072.0,3072.0,2560,1792,0.4166666666666667,100,-inf
msmarco-passage-trec-dl-2019,156493,0.5,blocker-per-cost,8192,6144.0,6144.0,4992,3648,0.40625,100,-inf
msmarco-passage-trec-dl-2019,156493,0.5,blocker-per-cost,10000,7500.0,7500.0,5000,5000,0.3333333333333333,100,-inf
msmarco-passage-trec-dl-2019,156493,0.5,pressure-per-cost,128,96.0,96.0,64,64,0.3333333333333333,18,-0.001752760261297226
msmarco-passage-trec-dl-2019,156493,0.5,pressure-per-cost,256,192.0,192.0,128,128,0.3333333333333333,24,-0.0005608722567558289
msmarco-passage-trec-dl-2019,156493,0.5,pressure-per-cost,512,384.0,384.0,384,192,0.5,69,-0.00020494963973760605
msmarco-passage-trec-dl-2019,156493,0.5,pressure-per-cost,1024,768.0,768.0,768,384,0.5,90,-0.00013030413538217545
msmarco-passage-trec-dl-2019,156493,0.5,pressure-per-cost,2048,1536.0,1536.0,1152,960,0.375,100,-inf
msmarco-passage-trec-dl-2019,156493,0.5,pressure-per-cost,4096,3072.0,3072.0,2304,1920,0.375,100,-inf
msmarco-passage-trec-dl-2019,156493,0.5,pressure-per-cost,8192,6144.0,6144.0,4672,3808,0.3802083333333333,100,-inf
msmarco-passage-trec-dl-2019,156493,0.5,pressure-per-cost,10000,7500.0,7500.0,5000,5000,0.3333333333333333,100,-inf
msmarco-passage-trec-dl-2019,156493,0.5,candidate-per-cost,128,96.0,96.0,64,64,0.3333333333333333,18,-0.001752760261297226
msmarco-passage-trec-dl-2019,156493,0.5,candidate-per-cost,256,192.0,192.0,128,128,0.3333333333333333,24,-0.0005608722567558289
msmarco-passage-trec-dl-2019,156493,0.5,candidate-per-cost,512,384.0,384.0,384,192,0.5,69,-0.00020494963973760605
msmarco-passage-trec-dl-2019,156493,0.5,candidate-per-cost,1024,768.0,768.0,768,384,0.5,90,-0.00013030413538217545
msmarco-passage-trec-dl-2019,156493,0.5,candidate-per-cost,2048,1536.0,1536.0,1280,896,0.4166666666666667,100,-inf
msmarco-passage-trec-dl-2019,156493,0.5,candidate-per-cost,4096,3072.0,3072.0,2560,1792,0.4166666666666667,100,-inf
msmarco-passage-trec-dl-2019,156493,0.5,candidate-per-cost,8192,6144.0,6144.0,4992,3648,0.40625,100,-inf
msmarco-passage-trec-dl-2019,156493,0.5,candidate-per-cost,10000,7500.0,7500.0,5000,5000,0.3333333333333333,100,-inf
msmarco-passage-trec-dl-2019,156493,2.0,cost-balanced,128,192.0,192.0,64,64,0.6666666666666666,18,-0.001752760261297226
msmarco-passage-trec-dl-2019,156493,2.0,cost-balanced,256,384.0,384.0,128,128,0.6666666666666666,24,-0.0005608722567558289
msmarco-passage-trec-dl-2019,156493,2.0,cost-balanced,512,768.0,768.0,192,384,0.5,59,-0.00010697171092033386
msmarco-passage-trec-dl-2019,156493,2.0,cost-balanced,1024,1536.0,1536.0,384,768,0.5,69,-0.00020494963973760605
msmarco-passage-trec-dl-2019,156493,2.0,cost-balanced,2048,3072.0,3072.0,768,1536,0.5,90,-0.00013030413538217545
msmarco-passage-trec-dl-2019,156493,2.0,cost-balanced,4096,6144.0,6144.0,1536,3072,0.5,100,-inf
msmarco-passage-trec-dl-2019,156493,2.0,cost-balanced,8192,12288.0,12288.0,3644,5000,0.5930989583333334,100,-inf
msmarco-passage-trec-dl-2019,156493,2.0,cost-balanced,10000,15000.0,15000.0,5000,5000,0.6666666666666666,100,-inf
msmarco-passage-trec-dl-2019,156493,2.0,upper-per-cost,128,192.0,192.0,64,64,0.6666666666666666,18,-0.001752760261297226
msmarco-passage-trec-dl-2019,156493,2.0,upper-per-cost,256,384.0,384.0,128,128,0.6666666666666666,24,-0.0005608722567558289
msmarco-passage-trec-dl-2019,156493,2.0,upper-per-cost,512,768.0,768.0,224,320,0.5833333333333334,63,-0.0003764033317565918
msmarco-passage-trec-dl-2019,156493,2.0,upper-per-cost,1024,1536.0,1536.0,448,640,0.5833333333333334,70,-0.00010189134627580643
msmarco-passage-trec-dl-2019,156493,2.0,upper-per-cost,2048,3072.0,3072.0,896,1280,0.5833333333333334,100,-inf
msmarco-passage-trec-dl-2019,156493,2.0,upper-per-cost,4096,6144.0,6144.0,1792,2560,0.5833333333333334,100,-inf
msmarco-passage-trec-dl-2019,156493,2.0,upper-per-cost,8192,12288.0,12288.0,3648,4992,0.59375,100,-inf
msmarco-passage-trec-dl-2019,156493,2.0,upper-per-cost,10000,15000.0,15000.0,5000,5000,0.6666666666666666,100,-inf
msmarco-passage-trec-dl-2019,156493,2.0,blocker-per-cost,128,192.0,192.0,64,64,0.6666666666666666,18,-0.001752760261297226
msmarco-passage-trec-dl-2019,156493,2.0,blocker-per-cost,256,384.0,384.0,128,128,0.6666666666666666,24,-0.0005608722567558289
msmarco-passage-trec-dl-2019,156493,2.0,blocker-per-cost,512,768.0,768.0,288,192,0.75,66,-0.00028704944998025894
msmarco-passage-trec-dl-2019,156493,2.0,blocker-per-cost,1024,1536.0,1536.0,640,256,0.8333333333333334,76,-0.0001174313947558403
msmarco-passage-trec-dl-2019,156493,2.0,blocker-per-cost,2048,3072.0,3072.0,896,1280,0.5833333333333334,100,-inf
msmarco-passage-trec-dl-2019,156493,2.0,blocker-per-cost,4096,6144.0,6144.0,1792,2560,0.5833333333333334,100,-inf
msmarco-passage-trec-dl-2019,156493,2.0,blocker-per-cost,8192,12288.0,12288.0,3648,4992,0.59375,100,-inf
msmarco-passage-trec-dl-2019,156493,2.0,blocker-per-cost,10000,15000.0,15000.0,5000,5000,0.6666666666666666,100,-inf
msmarco-passage-trec-dl-2019,156493,2.0,pressure-per-cost,128,192.0,192.0,64,64,0.6666666666666666,18,-0.001752760261297226
msmarco-passage-trec-dl-2019,156493,2.0,pressure-per-cost,256,384.0,384.0,128,128,0.6666666666666666,24,-0.0005608722567558289
msmarco-passage-trec-dl-2019,156493,2.0,pressure-per-cost,512,768.0,768.0,288,192,0.75,66,-0.00028704944998025894
msmarco-passage-trec-dl-2019,156493,2.0,pressure-per-cost,1024,1536.0,1536.0,640,256,0.8333333333333334,76,-0.0001174313947558403
msmarco-passage-trec-dl-2019,156493,2.0,pressure-per-cost,2048,3072.0,3072.0,960,1152,0.625,100,-inf
msmarco-passage-trec-dl-2019,156493,2.0,pressure-per-cost,4096,6144.0,6144.0,1920,2304,0.625,100,-inf
msmarco-passage-trec-dl-2019,156493,2.0,pressure-per-cost,8192,12288.0,12288.0,3808,4672,0.6197916666666666,100,-inf
msmarco-passage-trec-dl-2019,156493,2.0,pressure-per-cost,10000,15000.0,15000.0,5000,5000,0.6666666666666666,100,-inf
msmarco-passage-trec-dl-2019,156493,2.0,candidate-per-cost,128,192.0,192.0,64,64,0.6666666666666666,18,-0.001752760261297226
msmarco-passage-trec-dl-2019,156493,2.0,candidate-per-cost,256,384.0,384.0,128,128,0.6666666666666666,24,-0.0005608722567558289
msmarco-passage-trec-dl-2019,156493,2.0,candidate-per-cost,512,768.0,768.0,288,192,0.75,66,-0.00028704944998025894
msmarco-passage-trec-dl-2019,156493,2.0,candidate-per-cost,1024,1536.0,1536.0,640,256,0.8333333333333334,76,-0.0001174313947558403
msmarco-passage-trec-dl-2019,156493,2.0,candidate-per-cost,2048,3072.0,3072.0,896,1280,0.5833333333333334,100,-inf
msmarco-passage-trec-dl-2019,156493,2.0,candidate-per-cost,4096,6144.0,6144.0,1792,2560,0.5833333333333334,100,-inf
msmarco-passage-trec-dl-2019,156493,2.0,candidate-per-cost,8192,12288.0,12288.0,3648,4992,0.59375,100,-inf
msmarco-passage-trec-dl-2019,156493,2.0,candidate-per-cost,10000,15000.0,15000.0,5000,5000,0.6666666666666666,100,-inf
msmarco-passage-trec-dl-2019,1110199,0.5,cost-balanced,128,96.0,96.0,64,64,0.3333333333333333,3,-0.002260623499751091
msmarco-passage-trec-dl-2019,1110199,0.5,cost-balanced,256,192.0,192.0,192,96,0.5,3,-0.0006063636392354965
msmarco-passage-trec-dl-2019,1110199,0.5,cost-balanced,512,384.0,384.0,384,192,0.5,7,-0.0017841346561908722
msmarco-passage-trec-dl-2019,1110199,0.5,cost-balanced,1024,768.0,768.0,768,384,0.5,7,-6.813369691371918e-05
msmarco-passage-trec-dl-2019,1110199,0.5,cost-balanced,2048,1536.0,1536.0,1536,768,0.5,13,-8.443370461463928e-05
msmarco-passage-trec-dl-2019,1110199,0.5,cost-balanced,4096,3072.0,3072.0,3072,1536,0.5,17,-0.0004057474434375763
msmarco-passage-trec-dl-2019,1110199,0.5,cost-balanced,8192,6144.0,6144.0,5000,3644,0.4069010416666667,17,-4.916079342365265e-05
msmarco-passage-trec-dl-2019,1110199,0.5,cost-balanced,10000,7500.0,7500.0,5000,5000,0.3333333333333333,19,-7.727183401584625e-05
msmarco-passage-trec-dl-2019,1110199,0.5,upper-per-cost,128,96.0,96.0,64,64,0.3333333333333333,3,-0.002260623499751091
msmarco-passage-trec-dl-2019,1110199,0.5,upper-per-cost,256,192.0,192.0,128,128,0.3333333333333333,6,-0.0038930103182792664
msmarco-passage-trec-dl-2019,1110199,0.5,upper-per-cost,512,384.0,384.0,320,224,0.4166666666666667,7,-0.001337006688117981
msmarco-passage-trec-dl-2019,1110199,0.5,upper-per-cost,1024,768.0,768.0,640,448,0.4166666666666667,8,-0.0002691391855478287
msmarco-passage-trec-dl-2019,1110199,0.5,upper-per-cost,2048,1536.0,1536.0,1280,896,0.4166666666666667,14,-2.1375715732574463e-05
msmarco-passage-trec-dl-2019,1110199,0.5,upper-per-cost,4096,3072.0,3072.0,2560,1792,0.4166666666666667,17,-0.00031913816928863525
msmarco-passage-trec-dl-2019,1110199,0.5,upper-per-cost,8192,6144.0,6144.0,4992,3648,0.40625,17,-4.886835813522339e-05
msmarco-passage-trec-dl-2019,1110199,0.5,upper-per-cost,10000,7500.0,7500.0,5000,5000,0.3333333333333333,19,-7.727183401584625e-05
msmarco-passage-trec-dl-2019,1110199,0.5,blocker-per-cost,128,96.0,96.0,64,64,0.3333333333333333,3,-0.002260623499751091
msmarco-passage-trec-dl-2019,1110199,0.5,blocker-per-cost,256,192.0,192.0,128,128,0.3333333333333333,6,-0.0038930103182792664
msmarco-passage-trec-dl-2019,1110199,0.5,blocker-per-cost,512,384.0,384.0,256,256,0.3333333333333333,7,-0.0009804386645555496
msmarco-passage-trec-dl-2019,1110199,0.5,blocker-per-cost,1024,768.0,768.0,512,512,0.3333333333333333,10,-0.0002128221094608307
msmarco-passage-trec-dl-2019,1110199,0.5,blocker-per-cost,2048,1536.0,1536.0,704,1184,0.22916666666666666,15,-0.00017229095101356506
msmarco-passage-trec-dl-2019,1110199,0.5,blocker-per-cost,4096,3072.0,3072.0,1088,2528,0.17708333333333334,17,-0.00017414428293704987
msmarco-passage-trec-dl-2019,1110199,0.5,blocker-per-cost,8192,6144.0,6144.0,2288,5000,0.18619791666666666,19,-7.727183401584625e-05
msmarco-passage-trec-dl-2019,1110199,0.5,blocker-per-cost,10000,7500.0,7500.0,5000,5000,0.3333333333333333,19,-7.727183401584625e-05
msmarco-passage-trec-dl-2019,1110199,0.5,pressure-per-cost,128,96.0,96.0,64,64,0.3333333333333333,3,-0.002260623499751091
msmarco-passage-trec-dl-2019,1110199,0.5,pressure-per-cost,256,192.0,192.0,128,128,0.3333333333333333,6,-0.0038930103182792664
msmarco-passage-trec-dl-2019,1110199,0.5,pressure-per-cost,512,384.0,384.0,256,256,0.3333333333333333,7,-0.0009804386645555496
msmarco-passage-trec-dl-2019,1110199,0.5,pressure-per-cost,1024,768.0,768.0,512,512,0.3333333333333333,10,-0.0002128221094608307
msmarco-passage-trec-dl-2019,1110199,0.5,pressure-per-cost,2048,1536.0,1536.0,704,1184,0.22916666666666666,15,-0.00017229095101356506
msmarco-passage-trec-dl-2019,1110199,0.5,pressure-per-cost,4096,3072.0,3072.0,1408,2368,0.22916666666666666,17,-0.00019104406237602234
msmarco-passage-trec-dl-2019,1110199,0.5,pressure-per-cost,8192,6144.0,6144.0,2288,5000,0.18619791666666666,19,-7.727183401584625e-05
msmarco-passage-trec-dl-2019,1110199,0.5,pressure-per-cost,10000,7500.0,7500.0,5000,5000,0.3333333333333333,19,-7.727183401584625e-05
msmarco-passage-trec-dl-2019,1110199,0.5,candidate-per-cost,128,96.0,96.0,64,64,0.3333333333333333,3,-0.002260623499751091
msmarco-passage-trec-dl-2019,1110199,0.5,candidate-per-cost,256,192.0,192.0,128,128,0.3333333333333333,6,-0.0038930103182792664
msmarco-passage-trec-dl-2019,1110199,0.5,candidate-per-cost,512,384.0,384.0,256,256,0.3333333333333333,7,-0.0009804386645555496
msmarco-passage-trec-dl-2019,1110199,0.5,candidate-per-cost,1024,768.0,768.0,512,512,0.3333333333333333,10,-0.0002128221094608307
msmarco-passage-trec-dl-2019,1110199,0.5,candidate-per-cost,2048,1536.0,1536.0,704,1184,0.22916666666666666,15,-0.00017229095101356506
msmarco-passage-trec-dl-2019,1110199,0.5,candidate-per-cost,4096,3072.0,3072.0,1088,2528,0.17708333333333334,17,-0.00017414428293704987
msmarco-passage-trec-dl-2019,1110199,0.5,candidate-per-cost,8192,6144.0,6144.0,2288,5000,0.18619791666666666,19,-7.727183401584625e-05
msmarco-passage-trec-dl-2019,1110199,0.5,candidate-per-cost,10000,7500.0,7500.0,5000,5000,0.3333333333333333,19,-7.727183401584625e-05
msmarco-passage-trec-dl-2019,1110199,2.0,cost-balanced,128,192.0,192.0,64,64,0.6666666666666666,3,-0.002260623499751091
msmarco-passage-trec-dl-2019,1110199,2.0,cost-balanced,256,384.0,384.0,128,128,0.6666666666666666,6,-0.0038930103182792664
msmarco-passage-trec-dl-2019,1110199,2.0,cost-balanced,512,768.0,768.0,192,384,0.5,7,-0.001519724726676941
msmarco-passage-trec-dl-2019,1110199,2.0,cost-balanced,1024,1536.0,1536.0,384,768,0.5,8,-6.106123328208923e-05
msmarco-passage-trec-dl-2019,1110199,2.0,cost-balanced,2048,3072.0,3072.0,768,1536,0.5,17,-0.0005070734769105911
msmarco-passage-trec-dl-2019,1110199,2.0,cost-balanced,4096,6144.0,6144.0,1536,3072,0.5,17,-9.846687316894531e-05
msmarco-passage-trec-dl-2019,1110199,2.0,cost-balanced,8192,12288.0,12288.0,3644,5000,0.5930989583333334,19,-7.727183401584625e-05
msmarco-passage-trec-dl-2019,1110199,2.0,cost-balanced,10000,15000.0,15000.0,5000,5000,0.6666666666666666,19,-7.727183401584625e-05
msmarco-passage-trec-dl-2019,1110199,2.0,upper-per-cost,128,192.0,192.0,64,64,0.6666666666666666,3,-0.002260623499751091
msmarco-passage-trec-dl-2019,1110199,2.0,upper-per-cost,256,384.0,384.0,128,128,0.6666666666666666,6,-0.0038930103182792664
msmarco-passage-trec-dl-2019,1110199,2.0,upper-per-cost,512,768.0,768.0,224,320,0.5833333333333334,7,-0.0010725967586040497
msmarco-passage-trec-dl-2019,1110199,2.0,upper-per-cost,1024,1536.0,1536.0,448,640,0.5833333333333334,9,-4.7292560338974e-06
msmarco-passage-trec-dl-2019,1110199,2.0,upper-per-cost,2048,3072.0,3072.0,896,1280,0.5833333333333334,15,-0.00011470168828964233
msmarco-passage-trec-dl-2019,1110199,2.0,upper-per-cost,4096,6144.0,6144.0,1792,2560,0.5833333333333334,17,-0.0001608617603778839
msmarco-passage-trec-dl-2019,1110199,2.0,upper-per-cost,8192,12288.0,12288.0,3648,4992,0.59375,19,-7.758475840091705e-05
msmarco-passage-trec-dl-2019,1110199,2.0,upper-per-cost,10000,15000.0,15000.0,5000,5000,0.6666666666666666,19,-7.727183401584625e-05
msmarco-passage-trec-dl-2019,1110199,2.0,blocker-per-cost,128,192.0,192.0,64,64,0.6666666666666666,3,-0.002260623499751091
msmarco-passage-trec-dl-2019,1110199,2.0,blocker-per-cost,256,384.0,384.0,128,128,0.6666666666666666,6,-0.0038930103182792664
msmarco-passage-trec-dl-2019,1110199,2.0,blocker-per-cost,512,768.0,768.0,256,256,0.6666666666666666,7,-0.0009804386645555496
msmarco-passage-trec-dl-2019,1110199,2.0,blocker-per-cost,1024,1536.0,1536.0,512,512,0.6666666666666666,10,-0.0002128221094608307
msmarco-passage-trec-dl-2019,1110199,2.0,blocker-per-cost,2048,3072.0,3072.0,832,1408,0.5416666666666666,17,-0.00046894513070583344
msmarco-passage-trec-dl-2019,1110199,2.0,blocker-per-cost,4096,6144.0,6144.0,1280,3584,0.4166666666666667,17,-6.216950714588165e-05
msmarco-passage-trec-dl-2019,1110199,2.0,blocker-per-cost,8192,12288.0,12288.0,3644,5000,0.5930989583333334,19,-7.727183401584625e-05
msmarco-passage-trec-dl-2019,1110199,2.0,blocker-per-cost,10000,15000.0,15000.0,5000,5000,0.6666666666666666,19,-7.727183401584625e-05
msmarco-passage-trec-dl-2019,1110199,2.0,pressure-per-cost,128,192.0,192.0,64,64,0.6666666666666666,3,-0.002260623499751091
msmarco-passage-trec-dl-2019,1110199,2.0,pressure-per-cost,256,384.0,384.0,128,128,0.6666666666666666,6,-0.0038930103182792664
msmarco-passage-trec-dl-2019,1110199,2.0,pressure-per-cost,512,768.0,768.0,256,256,0.6666666666666666,7,-0.0009804386645555496
msmarco-passage-trec-dl-2019,1110199,2.0,pressure-per-cost,1024,1536.0,1536.0,512,512,0.6666666666666666,10,-0.0002128221094608307
msmarco-passage-trec-dl-2019,1110199,2.0,pressure-per-cost,2048,3072.0,3072.0,832,1408,0.5416666666666666,17,-0.00046894513070583344
msmarco-passage-trec-dl-2019,1110199,2.0,pressure-per-cost,4096,6144.0,6144.0,1408,3328,0.4583333333333333,17,-7.434003055095673e-05
msmarco-passage-trec-dl-2019,1110199,2.0,pressure-per-cost,8192,12288.0,12288.0,3644,5000,0.5930989583333334,19,-7.727183401584625e-05
msmarco-passage-trec-dl-2019,1110199,2.0,pressure-per-cost,10000,15000.0,15000.0,5000,5000,0.6666666666666666,19,-7.727183401584625e-05
msmarco-passage-trec-dl-2019,1110199,2.0,candidate-per-cost,128,192.0,192.0,64,64,0.6666666666666666,3,-0.002260623499751091
msmarco-passage-trec-dl-2019,1110199,2.0,candidate-per-cost,256,384.0,384.0,128,128,0.6666666666666666,6,-0.0038930103182792664
msmarco-passage-trec-dl-2019,1110199,2.0,candidate-per-cost,512,768.0,768.0,256,256,0.6666666666666666,7,-0.0009804386645555496
msmarco-passage-trec-dl-2019,1110199,2.0,candidate-per-cost,1024,1536.0,1536.0,512,512,0.6666666666666666,10,-0.0002128221094608307
msmarco-passage-trec-dl-2019,1110199,2.0,candidate-per-cost,2048,3072.0,3072.0,832,1408,0.5416666666666666,17,-0.00046894513070583344
msmarco-passage-trec-dl-2019,1110199,2.0,candidate-per-cost,4096,6144.0,6144.0,1280,3584,0.4166666666666667,17,-6.216950714588165e-05
msmarco-passage-trec-dl-2019,1110199,2.0,candidate-per-cost,8192,12288.0,12288.0,3644,5000,0.5930989583333334,19,-7.727183401584625e-05
msmarco-passage-trec-dl-2019,1110199,2.0,candidate-per-cost,10000,15000.0,15000.0,5000,5000,0.6666666666666666,19,-7.727183401584625e-05
msmarco-passage-trec-dl-2019,1063750,0.5,cost-balanced,128,96.0,96.0,64,64,0.3333333333333333,4,-0.0004887599498033524
msmarco-passage-trec-dl-2019,1063750,0.5,cost-balanced,256,192.0,192.0,192,96,0.5,6,-0.0032836254686117172
msmarco-passage-trec-dl-2019,1063750,0.5,cost-balanced,512,384.0,384.0,384,192,0.5,6,-0.000834265723824501
msmarco-passage-trec-dl-2019,1063750,0.5,cost-balanced,1024,768.0,768.0,768,384,0.5,9,-0.0005281157791614532
msmarco-passage-trec-dl-2019,1063750,0.5,cost-balanced,2048,1536.0,1536.0,1536,768,0.5,11,-5.424022674560547e-05
msmarco-passage-trec-dl-2019,1063750,0.5,cost-balanced,4096,3072.0,3072.0,3072,1536,0.5,16,-0.00035303086042404175
msmarco-passage-trec-dl-2019,1063750,0.5,cost-balanced,8192,6144.0,6144.0,5000,3644,0.4069010416666667,17,-0.00022303685545921326
msmarco-passage-trec-dl-2019,1063750,0.5,cost-balanced,10000,7500.0,7500.0,5000,5000,0.3333333333333333,17,-0.0001506861299276352
msmarco-passage-trec-dl-2019,1063750,0.5,upper-per-cost,128,96.0,96.0,64,64,0.3333333333333333,4,-0.0004887599498033524
msmarco-passage-trec-dl-2019,1063750,0.5,upper-per-cost,256,192.0,192.0,128,128,0.3333333333333333,6,-0.0029861684888601303
msmarco-passage-trec-dl-2019,1063750,0.5,upper-per-cost,512,384.0,384.0,320,224,0.4166666666666667,6,-0.00038713961839675903
msmarco-passage-trec-dl-2019,1063750,0.5,upper-per-cost,1024,768.0,768.0,640,448,0.4166666666666667,9,-0.0004980843514204025
msmarco-passage-trec-dl-2019,1063750,0.5,upper-per-cost,2048,1536.0,1536.0,1280,896,0.4166666666666667,10,-7.267110049724579e-05
msmarco-passage-trec-dl-2019,1063750,0.5,upper-per-cost,4096,3072.0,3072.0,2560,1792,0.4166666666666667,16,-0.0002664215862751007
msmarco-passage-trec-dl-2019,1063750,0.5,upper-per-cost,8192,6144.0,6144.0,4992,3648,0.40625,17,-0.000222744420170784
msmarco-passage-trec-dl-2019,1063750,0.5,upper-per-cost,10000,7500.0,7500.0,5000,5000,0.3333333333333333,17,-0.0001506861299276352
msmarco-passage-trec-dl-2019,1063750,0.5,blocker-per-cost,128,96.0,96.0,64,64,0.3333333333333333,4,-0.0004887599498033524
msmarco-passage-trec-dl-2019,1063750,0.5,blocker-per-cost,256,192.0,192.0,128,128,0.3333333333333333,6,-0.0029861684888601303
msmarco-passage-trec-dl-2019,1063750,0.5,blocker-per-cost,512,384.0,384.0,256,256,0.3333333333333333,6,-0.0008242204785346985
msmarco-passage-trec-dl-2019,1063750,0.5,blocker-per-cost,1024,768.0,768.0,640,448,0.4166666666666667,9,-0.0004980843514204025
msmarco-passage-trec-dl-2019,1063750,0.5,blocker-per-cost,2048,1536.0,1536.0,1664,704,0.5416666666666666,11,-7.720664143562317e-06
msmarco-passage-trec-dl-2019,1063750,0.5,blocker-per-cost,4096,3072.0,3072.0,2048,2048,0.3333333333333333,16,-0.0002008490264415741
msmarco-passage-trec-dl-2019,1063750,0.5,blocker-per-cost,8192,6144.0,6144.0,2288,5000,0.18619791666666666,17,-0.0001506861299276352
msmarco-passage-trec-dl-2019,1063750,0.5,blocker-per-cost,10000,7500.0,7500.0,5000,5000,0.3333333333333333,17,-0.0001506861299276352
msmarco-passage-trec-dl-2019,1063750,0.5,pressure-per-cost,128,96.0,96.0,64,64,0.3333333333333333,4,-0.0004887599498033524
msmarco-passage-trec-dl-2019,1063750,0.5,pressure-per-cost,256,192.0,192.0,128,128,0.3333333333333333,6,-0.0029861684888601303
msmarco-passage-trec-dl-2019,1063750,0.5,pressure-per-cost,512,384.0,384.0,256,256,0.3333333333333333,6,-0.0008242204785346985
msmarco-passage-trec-dl-2019,1063750,0.5,pressure-per-cost,1024,768.0,768.0,640,448,0.4166666666666667,9,-0.0004980843514204025
msmarco-passage-trec-dl-2019,1063750,0.5,pressure-per-cost,2048,1536.0,1536.0,1664,704,0.5416666666666666,11,-7.720664143562317e-06
msmarco-passage-trec-dl-2019,1063750,0.5,pressure-per-cost,4096,3072.0,3072.0,2048,2048,0.3333333333333333,16,-0.0002008490264415741
msmarco-passage-trec-dl-2019,1063750,0.5,pressure-per-cost,8192,6144.0,6144.0,3392,4448,0.2760416666666667,17,-0.0001748856157064438
msmarco-passage-trec-dl-2019,1063750,0.5,pressure-per-cost,10000,7500.0,7500.0,5000,5000,0.3333333333333333,17,-0.0001506861299276352
msmarco-passage-trec-dl-2019,1063750,0.5,candidate-per-cost,128,96.0,96.0,64,64,0.3333333333333333,4,-0.0004887599498033524
msmarco-passage-trec-dl-2019,1063750,0.5,candidate-per-cost,256,192.0,192.0,128,128,0.3333333333333333,6,-0.0029861684888601303
msmarco-passage-trec-dl-2019,1063750,0.5,candidate-per-cost,512,384.0,384.0,256,256,0.3333333333333333,6,-0.0008242204785346985
msmarco-passage-trec-dl-2019,1063750,0.5,candidate-per-cost,1024,768.0,768.0,640,448,0.4166666666666667,9,-0.0004980843514204025
msmarco-passage-trec-dl-2019,1063750,0.5,candidate-per-cost,2048,1536.0,1536.0,1664,704,0.5416666666666666,11,-7.720664143562317e-06
msmarco-passage-trec-dl-2019,1063750,0.5,candidate-per-cost,4096,3072.0,3072.0,4608,768,0.75,14,-0.00041407905519008636
msmarco-passage-trec-dl-2019,1063750,0.5,candidate-per-cost,8192,6144.0,6144.0,5000,3644,0.4069010416666667,17,-0.00022303685545921326
msmarco-passage-trec-dl-2019,1063750,0.5,candidate-per-cost,10000,7500.0,7500.0,5000,5000,0.3333333333333333,17,-0.0001506861299276352
msmarco-passage-trec-dl-2019,1063750,2.0,cost-balanced,128,192.0,192.0,64,64,0.6666666666666666,4,-0.0004887599498033524
