dataset,query_id,dense_to_sparse_cost_ratio,policy,base_budget,target_cost,charged_cost,dense_depth,sparse_depth,dense_cost_share,certified_k_cap100,next_certificate_gap
msmarco-passage-trec-dl-2019,1115776,0.5,blocker-per-cost,4096,3072.0,3072.0,3520,1312,0.5729166666666666,29,-2.92360782623291e-05
msmarco-passage-trec-dl-2019,1115776,0.5,blocker-per-cost,8192,6144.0,6144.0,5000,3644,0.4069010416666667,47,-7.506459951400757e-07
msmarco-passage-trec-dl-2019,1115776,0.5,blocker-per-cost,10000,7500.0,7500.0,5000,5000,0.3333333333333333,47,-7.506459951400757e-07
msmarco-passage-trec-dl-2019,1115776,0.5,pressure-per-cost,128,96.0,96.0,64,64,0.3333333333333333,15,-8.031725883483887e-06
msmarco-passage-trec-dl-2019,1115776,0.5,pressure-per-cost,256,192.0,192.0,128,128,0.3333333333333333,17,-1.9608065485954285e-05
msmarco-passage-trec-dl-2019,1115776,0.5,pressure-per-cost,512,384.0,384.0,256,256,0.3333333333333333,22,-0.0008136723190546036
msmarco-passage-trec-dl-2019,1115776,0.5,pressure-per-cost,1024,768.0,768.0,640,448,0.4166666666666667,27,-4.237331449985504e-05
msmarco-passage-trec-dl-2019,1115776,0.5,pressure-per-cost,2048,1536.0,1536.0,1280,896,0.4166666666666667,28,-0.0004639420658349991
msmarco-passage-trec-dl-2019,1115776,0.5,pressure-per-cost,4096,3072.0,3072.0,3520,1312,0.5729166666666666,29,-2.92360782623291e-05
msmarco-passage-trec-dl-2019,1115776,0.5,pressure-per-cost,8192,6144.0,6144.0,5000,3644,0.4069010416666667,47,-7.506459951400757e-07
msmarco-passage-trec-dl-2019,1115776,0.5,pressure-per-cost,10000,7500.0,7500.0,5000,5000,0.3333333333333333,47,-7.506459951400757e-07
msmarco-passage-trec-dl-2019,1115776,0.5,candidate-per-cost,128,96.0,96.0,64,64,0.3333333333333333,15,-8.031725883483887e-06
msmarco-passage-trec-dl-2019,1115776,0.5,candidate-per-cost,256,192.0,192.0,128,128,0.3333333333333333,17,-1.9608065485954285e-05
msmarco-passage-trec-dl-2019,1115776,0.5,candidate-per-cost,512,384.0,384.0,256,256,0.3333333333333333,22,-0.0008136723190546036
msmarco-passage-trec-dl-2019,1115776,0.5,candidate-per-cost,1024,768.0,768.0,640,448,0.4166666666666667,27,-4.237331449985504e-05
msmarco-passage-trec-dl-2019,1115776,0.5,candidate-per-cost,2048,1536.0,1536.0,1600,736,0.5208333333333334,28,-0.00032008253037929535
msmarco-passage-trec-dl-2019,1115776,0.5,candidate-per-cost,4096,3072.0,3072.0,4160,992,0.6770833333333334,29,-0.00025094300508499146
msmarco-passage-trec-dl-2019,1115776,0.5,candidate-per-cost,8192,6144.0,6144.0,5000,3644,0.4069010416666667,47,-7.506459951400757e-07
msmarco-passage-trec-dl-2019,1115776,0.5,candidate-per-cost,10000,7500.0,7500.0,5000,5000,0.3333333333333333,47,-7.506459951400757e-07
msmarco-passage-trec-dl-2019,1115776,2.0,cost-balanced,128,192.0,192.0,64,64,0.6666666666666666,15,-8.031725883483887e-06
msmarco-passage-trec-dl-2019,1115776,2.0,cost-balanced,256,384.0,384.0,128,128,0.6666666666666666,17,-1.9608065485954285e-05
msmarco-passage-trec-dl-2019,1115776,2.0,cost-balanced,512,768.0,768.0,192,384,0.5,19,-8.533895015716553e-05
msmarco-passage-trec-dl-2019,1115776,2.0,cost-balanced,1024,1536.0,1536.0,384,768,0.5,24,-0.0003558844327926636
msmarco-passage-trec-dl-2019,1115776,2.0,cost-balanced,2048,3072.0,3072.0,768,1536,0.5,28,-0.0009254030883312225
msmarco-passage-trec-dl-2019,1115776,2.0,cost-balanced,4096,6144.0,6144.0,1536,3072,0.5,28,-0.00034423917531967163
msmarco-passage-trec-dl-2019,1115776,2.0,cost-balanced,8192,12288.0,12288.0,3644,5000,0.5930989583333334,46,-1.6133300960063934e-05
msmarco-passage-trec-dl-2019,1115776,2.0,cost-balanced,10000,15000.0,15000.0,5000,5000,0.6666666666666666,47,-7.506459951400757e-07
msmarco-passage-trec-dl-2019,1115776,2.0,upper-per-cost,128,192.0,192.0,64,64,0.6666666666666666,15,-8.031725883483887e-06
msmarco-passage-trec-dl-2019,1115776,2.0,upper-per-cost,256,384.0,384.0,128,128,0.6666666666666666,17,-1.9608065485954285e-05
msmarco-passage-trec-dl-2019,1115776,2.0,upper-per-cost,512,768.0,768.0,224,320,0.5833333333333334,20,-0.0005074571818113327
msmarco-passage-trec-dl-2019,1115776,2.0,upper-per-cost,1024,1536.0,1536.0,448,640,0.5833333333333334,24,-7.213465869426727e-05
msmarco-passage-trec-dl-2019,1115776,2.0,upper-per-cost,2048,3072.0,3072.0,896,1280,0.5833333333333334,28,-0.000763697549700737
msmarco-passage-trec-dl-2019,1115776,2.0,upper-per-cost,4096,6144.0,6144.0,1792,2560,0.5833333333333334,28,-0.0002576299011707306
msmarco-passage-trec-dl-2019,1115776,2.0,upper-per-cost,8192,12288.0,12288.0,3648,4992,0.59375,46,-1.584179699420929e-05
msmarco-passage-trec-dl-2019,1115776,2.0,upper-per-cost,10000,15000.0,15000.0,5000,5000,0.6666666666666666,47,-7.506459951400757e-07
msmarco-passage-trec-dl-2019,1115776,2.0,blocker-per-cost,128,192.0,192.0,64,64,0.6666666666666666,15,-8.031725883483887e-06
msmarco-passage-trec-dl-2019,1115776,2.0,blocker-per-cost,256,384.0,384.0,128,128,0.6666666666666666,17,-1.9608065485954285e-05
msmarco-passage-trec-dl-2019,1115776,2.0,blocker-per-cost,512,768.0,768.0,256,256,0.6666666666666666,22,-0.0008136723190546036
msmarco-passage-trec-dl-2019,1115776,2.0,blocker-per-cost,1024,1536.0,1536.0,544,448,0.7083333333333334,25,-4.578009247779846e-05
msmarco-passage-trec-dl-2019,1115776,2.0,blocker-per-cost,2048,3072.0,3072.0,1216,640,0.7916666666666666,28,-0.0005013719201087952
msmarco-passage-trec-dl-2019,1115776,2.0,blocker-per-cost,4096,6144.0,6144.0,2624,896,0.8541666666666666,28,-9.025074541568756e-05
msmarco-passage-trec-dl-2019,1115776,2.0,blocker-per-cost,8192,12288.0,12288.0,4448,3392,0.7239583333333334,47,-2.495013177394867e-05
msmarco-passage-trec-dl-2019,1115776,2.0,blocker-per-cost,10000,15000.0,15000.0,5000,5000,0.6666666666666666,47,-7.506459951400757e-07
msmarco-passage-trec-dl-2019,1115776,2.0,pressure-per-cost,128,192.0,192.0,64,64,0.6666666666666666,15,-8.031725883483887e-06
msmarco-passage-trec-dl-2019,1115776,2.0,pressure-per-cost,256,384.0,384.0,128,128,0.6666666666666666,17,-1.9608065485954285e-05
msmarco-passage-trec-dl-2019,1115776,2.0,pressure-per-cost,512,768.0,768.0,256,256,0.6666666666666666,22,-0.0008136723190546036
msmarco-passage-trec-dl-2019,1115776,2.0,pressure-per-cost,1024,1536.0,1536.0,544,448,0.7083333333333334,25,-4.578009247779846e-05
msmarco-passage-trec-dl-2019,1115776,2.0,pressure-per-cost,2048,3072.0,3072.0,1056,960,0.6875,28,-0.000613730400800705
msmarco-passage-trec-dl-2019,1115776,2.0,pressure-per-cost,4096,6144.0,6144.0,2592,960,0.84375,28,-9.474717080593109e-05
msmarco-passage-trec-dl-2019,1115776,2.0,pressure-per-cost,8192,12288.0,12288.0,4448,3392,0.7239583333333334,47,-2.495013177394867e-05
msmarco-passage-trec-dl-2019,1115776,2.0,pressure-per-cost,10000,15000.0,15000.0,5000,5000,0.6666666666666666,47,-7.506459951400757e-07
msmarco-passage-trec-dl-2019,1115776,2.0,candidate-per-cost,128,192.0,192.0,64,64,0.6666666666666666,15,-8.031725883483887e-06
msmarco-passage-trec-dl-2019,1115776,2.0,candidate-per-cost,256,384.0,384.0,128,128,0.6666666666666666,17,-1.9608065485954285e-05
msmarco-passage-trec-dl-2019,1115776,2.0,candidate-per-cost,512,768.0,768.0,256,256,0.6666666666666666,22,-0.0008136723190546036
msmarco-passage-trec-dl-2019,1115776,2.0,candidate-per-cost,1024,1536.0,1536.0,544,448,0.7083333333333334,25,-4.578009247779846e-05
msmarco-passage-trec-dl-2019,1115776,2.0,candidate-per-cost,2048,3072.0,3072.0,1216,640,0.7916666666666666,28,-0.0005013719201087952
msmarco-passage-trec-dl-2019,1115776,2.0,candidate-per-cost,4096,6144.0,6144.0,2624,896,0.8541666666666666,28,-9.025074541568756e-05
msmarco-passage-trec-dl-2019,1115776,2.0,candidate-per-cost,8192,12288.0,12288.0,5000,2288,0.8138020833333334,40,-0.00010870769619941711
msmarco-passage-trec-dl-2019,1115776,2.0,candidate-per-cost,10000,15000.0,15000.0,5000,5000,0.6666666666666666,47,-7.506459951400757e-07
msmarco-passage-trec-dl-2019,1112341,0.5,cost-balanced,128,96.0,96.0,64,64,0.3333333333333333,7,-0.0016664955765008926
msmarco-passage-trec-dl-2019,1112341,0.5,cost-balanced,256,192.0,192.0,192,96,0.5,9,-0.0001922212541103363
msmarco-passage-trec-dl-2019,1112341,0.5,cost-balanced,512,384.0,384.0,384,192,0.5,14,-0.00024579092860221863
msmarco-passage-trec-dl-2019,1112341,0.5,cost-balanced,1024,768.0,768.0,768,384,0.5,19,-0.00016565434634685516
msmarco-passage-trec-dl-2019,1112341,0.5,cost-balanced,2048,1536.0,1536.0,1536,768,0.5,25,-2.1593645215034485e-05
msmarco-passage-trec-dl-2019,1112341,0.5,cost-balanced,4096,3072.0,3072.0,3072,1536,0.5,27,-4.709325730800629e-05
msmarco-passage-trec-dl-2019,1112341,0.5,cost-balanced,8192,6144.0,6144.0,5000,3644,0.4069010416666667,32,-4.731304943561554e-05
msmarco-passage-trec-dl-2019,1112341,0.5,cost-balanced,10000,7500.0,7500.0,5000,5000,0.3333333333333333,33,-8.299201726913452e-05
msmarco-passage-trec-dl-2019,1112341,0.5,upper-per-cost,128,96.0,96.0,64,64,0.3333333333333333,7,-0.0016664955765008926
msmarco-passage-trec-dl-2019,1112341,0.5,upper-per-cost,256,192.0,192.0,128,128,0.3333333333333333,10,-0.00041441619396209717
msmarco-passage-trec-dl-2019,1112341,0.5,upper-per-cost,512,384.0,384.0,320,224,0.4166666666666667,16,-0.00038933567702770233
msmarco-passage-trec-dl-2019,1112341,0.5,upper-per-cost,1024,768.0,768.0,640,448,0.4166666666666667,19,-0.00011041387915611267
msmarco-passage-trec-dl-2019,1112341,0.5,upper-per-cost,2048,1536.0,1536.0,1280,896,0.4166666666666667,22,-0.00019265525043010712
msmarco-passage-trec-dl-2019,1112341,0.5,upper-per-cost,4096,3072.0,3072.0,2560,1792,0.4166666666666667,27,-5.934014916419983e-05
msmarco-passage-trec-dl-2019,1112341,0.5,upper-per-cost,8192,6144.0,6144.0,4992,3648,0.40625,32,-4.702061414718628e-05
msmarco-passage-trec-dl-2019,1112341,0.5,upper-per-cost,10000,7500.0,7500.0,5000,5000,0.3333333333333333,33,-8.299201726913452e-05
msmarco-passage-trec-dl-2019,1112341,0.5,blocker-per-cost,128,96.0,96.0,64,64,0.3333333333333333,7,-0.0016664955765008926
msmarco-passage-trec-dl-2019,1112341,0.5,blocker-per-cost,256,192.0,192.0,128,128,0.3333333333333333,10,-0.00041441619396209717
msmarco-passage-trec-dl-2019,1112341,0.5,blocker-per-cost,512,384.0,384.0,256,256,0.3333333333333333,14,-0.0002105366438627243
msmarco-passage-trec-dl-2019,1112341,0.5,blocker-per-cost,1024,768.0,768.0,640,448,0.4166666666666667,19,-0.00011041387915611267
msmarco-passage-trec-dl-2019,1112341,0.5,blocker-per-cost,2048,1536.0,1536.0,1344,864,0.4375,27,-0.000669039785861969
msmarco-passage-trec-dl-2019,1112341,0.5,blocker-per-cost,4096,3072.0,3072.0,2880,1632,0.46875,27,-2.0660459995269775e-05
msmarco-passage-trec-dl-2019,1112341,0.5,blocker-per-cost,8192,6144.0,6144.0,3008,4640,0.24479166666666666,33,-9.812973439693451e-05
msmarco-passage-trec-dl-2019,1112341,0.5,blocker-per-cost,10000,7500.0,7500.0,5000,5000,0.3333333333333333,33,-8.299201726913452e-05
msmarco-passage-trec-dl-2019,1112341,0.5,pressure-per-cost,128,96.0,96.0,64,64,0.3333333333333333,7,-0.0016664955765008926
msmarco-passage-trec-dl-2019,1112341,0.5,pressure-per-cost,256,192.0,192.0,128,128,0.3333333333333333,10,-0.00041441619396209717
msmarco-passage-trec-dl-2019,1112341,0.5,pressure-per-cost,512,384.0,384.0,320,224,0.4166666666666667,16,-0.00038933567702770233
msmarco-passage-trec-dl-2019,1112341,0.5,pressure-per-cost,1024,768.0,768.0,640,448,0.4166666666666667,19,-0.00011041387915611267
msmarco-passage-trec-dl-2019,1112341,0.5,pressure-per-cost,2048,1536.0,1536.0,1344,864,0.4375,27,-0.000669039785861969
msmarco-passage-trec-dl-2019,1112341,0.5,pressure-per-cost,4096,3072.0,3072.0,2752,1696,0.4479166666666667,27,-3.327801823616028e-05
msmarco-passage-trec-dl-2019,1112341,0.5,pressure-per-cost,8192,6144.0,6144.0,3008,4640,0.24479166666666666,33,-9.812973439693451e-05
msmarco-passage-trec-dl-2019,1112341,0.5,pressure-per-cost,10000,7500.0,7500.0,5000,5000,0.3333333333333333,33,-8.299201726913452e-05
msmarco-passage-trec-dl-2019,1112341,0.5,candidate-per-cost,128,96.0,96.0,64,64,0.3333333333333333,7,-0.0016664955765008926
msmarco-passage-trec-dl-2019,1112341,0.5,candidate-per-cost,256,192.0,192.0,128,128,0.3333333333333333,10,-0.00041441619396209717
msmarco-passage-trec-dl-2019,1112341,0.5,candidate-per-cost,512,384.0,384.0,256,256,0.3333333333333333,14,-0.0002105366438627243
msmarco-passage-trec-dl-2019,1112341,0.5,candidate-per-cost,1024,768.0,768.0,640,448,0.4166666666666667,19,-0.00011041387915611267
msmarco-passage-trec-dl-2019,1112341,0.5,candidate-per-cost,2048,1536.0,1536.0,1344,864,0.4375,27,-0.000669039785861969
msmarco-passage-trec-dl-2019,1112341,0.5,candidate-per-cost,4096,3072.0,3072.0,2880,1632,0.46875,27,-2.0660459995269775e-05
msmarco-passage-trec-dl-2019,1112341,0.5,candidate-per-cost,8192,6144.0,6144.0,3008,4640,0.24479166666666666,33,-9.812973439693451e-05
msmarco-passage-trec-dl-2019,1112341,0.5,candidate-per-cost,10000,7500.0,7500.0,5000,5000,0.3333333333333333,33,-8.299201726913452e-05
msmarco-passage-trec-dl-2019,1112341,2.0,cost-balanced,128,192.0,192.0,64,64,0.6666666666666666,7,-0.0016664955765008926
msmarco-passage-trec-dl-2019,1112341,2.0,cost-balanced,256,384.0,384.0,128,128,0.6666666666666666,10,-0.00041441619396209717
msmarco-passage-trec-dl-2019,1112341,2.0,cost-balanced,512,768.0,768.0,192,384,0.5,13,-0.00010975822806358337
msmarco-passage-trec-dl-2019,1112341,2.0,cost-balanced,1024,1536.0,1536.0,384,768,0.5,17,-2.1299347281455994e-05
msmarco-passage-trec-dl-2019,1112341,2.0,cost-balanced,2048,3072.0,3072.0,768,1536,0.5,20,-4.842877388000488e-05
msmarco-passage-trec-dl-2019,1112341,2.0,cost-balanced,4096,6144.0,6144.0,1536,3072,0.5,27,-0.0003042258322238922
msmarco-passage-trec-dl-2019,1112341,2.0,cost-balanced,8192,12288.0,12288.0,3644,5000,0.5930989583333334,33,-8.299201726913452e-05
msmarco-passage-trec-dl-2019,1112341,2.0,cost-balanced,10000,15000.0,15000.0,5000,5000,0.6666666666666666,33,-8.299201726913452e-05
msmarco-passage-trec-dl-2019,1112341,2.0,upper-per-cost,128,192.0,192.0,64,64,0.6666666666666666,7,-0.0016664955765008926
msmarco-passage-trec-dl-2019,1112341,2.0,upper-per-cost,256,384.0,384.0,128,128,0.6666666666666666,10,-0.00041441619396209717
msmarco-passage-trec-dl-2019,1112341,2.0,upper-per-cost,512,768.0,768.0,224,320,0.5833333333333334,14,-0.0005671046674251556
msmarco-passage-trec-dl-2019,1112341,2.0,upper-per-cost,1024,1536.0,1536.0,448,640,0.5833333333333334,18,-0.00016164779663085938
msmarco-passage-trec-dl-2019,1112341,2.0,upper-per-cost,2048,3072.0,3072.0,896,1280,0.5833333333333334,21,-0.00013106875121593475
msmarco-passage-trec-dl-2019,1112341,2.0,upper-per-cost,4096,6144.0,6144.0,1792,2560,0.5833333333333334,27,-0.00021761655807495117
msmarco-passage-trec-dl-2019,1112341,2.0,upper-per-cost,8192,12288.0,12288.0,3648,4992,0.59375,33,-8.330494165420532e-05
msmarco-passage-trec-dl-2019,1112341,2.0,upper-per-cost,10000,15000.0,15000.0,5000,5000,0.6666666666666666,33,-8.299201726913452e-05
msmarco-passage-trec-dl-2019,1112341,2.0,blocker-per-cost,128,192.0,192.0,64,64,0.6666666666666666,7,-0.0016664955765008926
msmarco-passage-trec-dl-2019,1112341,2.0,blocker-per-cost,256,384.0,384.0,128,128,0.6666666666666666,10,-0.00041441619396209717
msmarco-passage-trec-dl-2019,1112341,2.0,blocker-per-cost,512,768.0,768.0,256,256,0.6666666666666666,14,-0.0002105366438627243
msmarco-passage-trec-dl-2019,1112341,2.0,blocker-per-cost,1024,1536.0,1536.0,576,384,0.75,19,-0.0002541709691286087
msmarco-passage-trec-dl-2019,1112341,2.0,blocker-per-cost,2048,3072.0,3072.0,1216,640,0.7916666666666666,22,-0.0002300851047039032
msmarco-passage-trec-dl-2019,1112341,2.0,blocker-per-cost,4096,6144.0,6144.0,2336,1472,0.7604166666666666,27,-9.502284228801727e-05
msmarco-passage-trec-dl-2019,1112341,2.0,blocker-per-cost,8192,12288.0,12288.0,3644,5000,0.5930989583333334,33,-8.299201726913452e-05
msmarco-passage-trec-dl-2019,1112341,2.0,blocker-per-cost,10000,15000.0,15000.0,5000,5000,0.6666666666666666,33,-8.299201726913452e-05
msmarco-passage-trec-dl-2019,1112341,2.0,pressure-per-cost,128,192.0,192.0,64,64,0.6666666666666666,7,-0.0016664955765008926
msmarco-passage-trec-dl-2019,1112341,2.0,pressure-per-cost,256,384.0,384.0,128,128,0.6666666666666666,10,-0.00041441619396209717
msmarco-passage-trec-dl-2019,1112341,2.0,pressure-per-cost,512,768.0,768.0,256,256,0.6666666666666666,14,-0.0002105366438627243
msmarco-passage-trec-dl-2019,1112341,2.0,pressure-per-cost,1024,1536.0,1536.0,544,448,0.7083333333333334,19,-0.00033747218549251556
msmarco-passage-trec-dl-2019,1112341,2.0,pressure-per-cost,2048,3072.0,3072.0,1184,704,0.7708333333333334,22,-0.00025024451315402985
msmarco-passage-trec-dl-2019,1112341,2.0,pressure-per-cost,4096,6144.0,6144.0,2208,1728,0.71875,27,-0.00011857785284519196
msmarco-passage-trec-dl-2019,1112341,2.0,pressure-per-cost,8192,12288.0,12288.0,3644,5000,0.5930989583333334,33,-8.299201726913452e-05
msmarco-passage-trec-dl-2019,1112341,2.0,pressure-per-cost,10000,15000.0,15000.0,5000,5000,0.6666666666666666,33,-8.299201726913452e-05
msmarco-passage-trec-dl-2019,1112341,2.0,candidate-per-cost,128,192.0,192.0,64,64,0.6666666666666666,7,-0.0016664955765008926
msmarco-passage-trec-dl-2019,1112341,2.0,candidate-per-cost,256,384.0,384.0,128,128,0.6666666666666666,10,-0.00041441619396209717
msmarco-passage-trec-dl-2019,1112341,2.0,candidate-per-cost,512,768.0,768.0,256,256,0.6666666666666666,14,-0.0002105366438627243
msmarco-passage-trec-dl-2019,1112341,2.0,candidate-per-cost,1024,1536.0,1536.0,576,384,0.75,19,-0.0002541709691286087
msmarco-passage-trec-dl-2019,1112341,2.0,candidate-per-cost,2048,3072.0,3072.0,1216,640,0.7916666666666666,22,-0.0002300851047039032
msmarco-passage-trec-dl-2019,1112341,2.0,candidate-per-cost,4096,6144.0,6144.0,2336,1472,0.7604166666666666,27,-9.502284228801727e-05
msmarco-passage-trec-dl-2019,1112341,2.0,candidate-per-cost,8192,12288.0,12288.0,3644,5000,0.5930989583333334,33,-8.299201726913452e-05
msmarco-passage-trec-dl-2019,1112341,2.0,candidate-per-cost,10000,15000.0,15000.0,5000,5000,0.6666666666666666,33,-8.299201726913452e-05
msmarco-passage-trec-dl-2019,131843,0.5,cost-balanced,128,96.0,96.0,64,64,0.3333333333333333,8,-0.0011946558952331543
msmarco-passage-trec-dl-2019,131843,0.5,cost-balanced,256,192.0,192.0,192,96,0.5,9,-0.0024144239723682404
msmarco-passage-trec-dl-2019,131843,0.5,cost-balanced,512,384.0,384.0,384,192,0.5,10,-0.003767790272831917
msmarco-passage-trec-dl-2019,131843,0.5,cost-balanced,1024,768.0,768.0,768,384,0.5,10,-0.0020517874509096146
msmarco-passage-trec-dl-2019,131843,0.5,cost-balanced,2048,1536.0,1536.0,1536,768,0.5,10,-0.0010072644799947739
msmarco-passage-trec-dl-2019,131843,0.5,cost-balanced,4096,3072.0,3072.0,3072,1536,0.5,10,-0.0004261024296283722
msmarco-passage-trec-dl-2019,131843,0.5,cost-balanced,8192,6144.0,6144.0,5000,3644,0.4069010416666667,10,-6.951391696929932e-05
msmarco-passage-trec-dl-2019,131843,0.5,cost-balanced,10000,7500.0,7500.0,5000,5000,0.3333333333333333,11,-1.584552228450775e-05
msmarco-passage-trec-dl-2019,131843,0.5,upper-per-cost,128,96.0,96.0,64,64,0.3333333333333333,8,-0.0011946558952331543
msmarco-passage-trec-dl-2019,131843,0.5,upper-per-cost,256,192.0,192.0,128,128,0.3333333333333333,9,-0.0013233162462711334
msmarco-passage-trec-dl-2019,131843,0.5,upper-per-cost,512,384.0,384.0,320,224,0.4166666666666667,10,-0.0035211266949772835
msmarco-passage-trec-dl-2019,131843,0.5,upper-per-cost,1024,768.0,768.0,640,448,0.4166666666666667,10,-0.0017680395394563675
msmarco-passage-trec-dl-2019,131843,0.5,upper-per-cost,2048,1536.0,1536.0,1280,896,0.4166666666666667,10,-0.0008455608040094376
msmarco-passage-trec-dl-2019,131843,0.5,upper-per-cost,4096,3072.0,3072.0,2560,1792,0.4166666666666667,10,-0.00033949315547943115
msmarco-passage-trec-dl-2019,131843,0.5,upper-per-cost,8192,6144.0,6144.0,4992,3648,0.40625,10,-6.922334432601929e-05
msmarco-passage-trec-dl-2019,131843,0.5,upper-per-cost,10000,7500.0,7500.0,5000,5000,0.3333333333333333,11,-1.584552228450775e-05
msmarco-passage-trec-dl-2019,131843,0.5,blocker-per-cost,128,96.0,96.0,64,64,0.3333333333333333,8,-0.0011946558952331543
msmarco-passage-trec-dl-2019,131843,0.5,blocker-per-cost,256,192.0,192.0,128,128,0.3333333333333333,9,-0.0013233162462711334
msmarco-passage-trec-dl-2019,131843,0.5,blocker-per-cost,512,384.0,384.0,256,256,0.3333333333333333,10,-0.003164556808769703
msmarco-passage-trec-dl-2019,131843,0.5,blocker-per-cost,1024,768.0,768.0,512,512,0.3333333333333333,10,-0.0015477873384952545
msmarco-passage-trec-dl-2019,131843,0.5,blocker-per-cost,2048,1536.0,1536.0,1024,1024,0.3333333333333333,10,-0.0007220450788736343
msmarco-passage-trec-dl-2019,131843,0.5,blocker-per-cost,4096,3072.0,3072.0,2048,2048,0.3333333333333333,10,-0.0002739187330007553
msmarco-passage-trec-dl-2019,131843,0.5,blocker-per-cost,8192,6144.0,6144.0,4096,4096,0.3333333333333333,10,-4.015117883682251e-05
msmarco-passage-trec-dl-2019,131843,0.5,blocker-per-cost,10000,7500.0,7500.0,5000,5000,0.3333333333333333,11,-1.584552228450775e-05
msmarco-passage-trec-dl-2019,131843,0.5,pressure-per-cost,128,96.0,96.0,64,64,0.3333333333333333,8,-0.0011946558952331543
msmarco-passage-trec-dl-2019,131843,0.5,pressure-per-cost,256,192.0,192.0,128,128,0.3333333333333333,9,-0.0013233162462711334
msmarco-passage-trec-dl-2019,131843,0.5,pressure-per-cost,512,384.0,384.0,256,256,0.3333333333333333,10,-0.003164556808769703
msmarco-passage-trec-dl-2019,131843,0.5,pressure-per-cost,1024,768.0,768.0,576,480,0.375,10,-0.0016513876616954803
msmarco-passage-trec-dl-2019,131843,0.5,pressure-per-cost,2048,1536.0,1536.0,1280,896,0.4166666666666667,10,-0.0008455608040094376
msmarco-passage-trec-dl-2019,131843,0.5,pressure-per-cost,4096,3072.0,3072.0,2304,1920,0.375,10,-0.0003045853227376938
msmarco-passage-trec-dl-2019,131843,0.5,pressure-per-cost,8192,6144.0,6144.0,4992,3648,0.40625,10,-6.922334432601929e-05
msmarco-passage-trec-dl-2019,131843,0.5,pressure-per-cost,10000,7500.0,7500.0,5000,5000,0.3333333333333333,11,-1.584552228450775e-05
msmarco-passage-trec-dl-2019,131843,0.5,candidate-per-cost,128,96.0,96.0,64,64,0.3333333333333333,8,-0.0011946558952331543
msmarco-passage-trec-dl-2019,131843,0.5,candidate-per-cost,256,192.0,192.0,128,128,0.3333333333333333,9,-0.0013233162462711334
msmarco-passage-trec-dl-2019,131843,0.5,candidate-per-cost,512,384.0,384.0,384,192,0.5,10,-0.003767790272831917
msmarco-passage-trec-dl-2019,131843,0.5,candidate-per-cost,1024,768.0,768.0,512,512,0.3333333333333333,10,-0.0015477873384952545
msmarco-passage-trec-dl-2019,131843,0.5,candidate-per-cost,2048,1536.0,1536.0,1024,1024,0.3333333333333333,10,-0.0007220450788736343
msmarco-passage-trec-dl-2019,131843,0.5,candidate-per-cost,4096,3072.0,3072.0,2048,2048,0.3333333333333333,10,-0.0002739187330007553
msmarco-passage-trec-dl-2019,131843,0.5,candidate-per-cost,8192,6144.0,6144.0,4096,4096,0.3333333333333333,10,-4.015117883682251e-05
msmarco-passage-trec-dl-2019,131843,0.5,candidate-per-cost,10000,7500.0,7500.0,5000,5000,0.3333333333333333,11,-1.584552228450775e-05
msmarco-passage-trec-dl-2019,131843,2.0,cost-balanced,128,192.0,192.0,64,64,0.6666666666666666,8,-0.0011946558952331543
msmarco-passage-trec-dl-2019,131843,2.0,cost-balanced,256,384.0,384.0,128,128,0.6666666666666666,9,-0.0013233162462711334
msmarco-passage-trec-dl-2019,131843,2.0,cost-balanced,512,768.0,768.0,192,384,0.5,10,-0.0037351539358496666
msmarco-passage-trec-dl-2019,131843,2.0,cost-balanced,1024,1536.0,1536.0,384,768,0.5,10,-0.0020517874509096146
msmarco-passage-trec-dl-2019,131843,2.0,cost-balanced,2048,3072.0,3072.0,768,1536,0.5,10,-0.0010072644799947739
msmarco-passage-trec-dl-2019,131843,2.0,cost-balanced,4096,6144.0,6144.0,1536,3072,0.5,10,-0.0004261024296283722
msmarco-passage-trec-dl-2019,131843,2.0,cost-balanced,8192,12288.0,12288.0,3644,5000,0.5930989583333334,10,-6.951391696929932e-05
msmarco-passage-trec-dl-2019,131843,2.0,cost-balanced,10000,15000.0,15000.0,5000,5000,0.6666666666666666,11,-1.584552228450775e-05
msmarco-passage-trec-dl-2019,131843,2.0,upper-per-cost,128,192.0,192.0,64,64,0.6666666666666666,8,-0.0011946558952331543
msmarco-passage-trec-dl-2019,131843,2.0,upper-per-cost,256,384.0,384.0,128,128,0.6666666666666666,9,-0.0013233162462711334
msmarco-passage-trec-dl-2019,131843,2.0,upper-per-cost,512,768.0,768.0,224,320,0.5833333333333334,10,-0.0032880259677767754
msmarco-passage-trec-dl-2019,131843,2.0,upper-per-cost,1024,1536.0,1536.0,448,640,0.5833333333333334,10,-0.0017680395394563675
msmarco-passage-trec-dl-2019,131843,2.0,upper-per-cost,2048,3072.0,3072.0,896,1280,0.5833333333333334,10,-0.0008455608040094376
msmarco-passage-trec-dl-2019,131843,2.0,upper-per-cost,4096,6144.0,6144.0,1792,2560,0.5833333333333334,10,-0.00033949315547943115
msmarco-passage-trec-dl-2019,131843,2.0,upper-per-cost,8192,12288.0,12288.0,3648,4992,0.59375,10,-6.922334432601929e-05
msmarco-passage-trec-dl-2019,131843,2.0,upper-per-cost,10000,15000.0,15000.0,5000,5000,0.6666666666666666,11,-1.584552228450775e-05
