dataset,budget,method,cap,ndcg10_linear,ndcg10_exponential,recall
trec-covid-chrono-r3,2048,balanced_zero,100,0.7529228465166964,0.7274621096812542,0.1526909532513669
trec-covid-chrono-r3,2048,blocker_cert,20,0.742704502145069,0.7181243599748546,0.04059638947113098
trec-covid-chrono-r3,2048,blocker_cert,100,0.742704502145069,0.7181243599748546,0.06117778359961383
trec-covid-chrono-r3,2048,blocker_zero,20,0.7529228465166964,0.7274621096812542,0.04597895794243429
trec-covid-chrono-r3,2048,blocker_zero,100,0.7529228465166964,0.7274621096812542,0.15242466078998415
trec-covid-chrono-r3,2048,fixed_topL_zero,20,0.7529228465166964,0.7274621096812542,0.04597895794243429
trec-covid-chrono-r3,2048,fixed_topL_zero,100,0.7529228465166964,0.7274621096812542,0.1526909532513669
trec-covid-chrono-r3,4096,balanced_cert,20,0.7473332502741875,0.7227531081039731,0.04236838879392082
trec-covid-chrono-r3,4096,balanced_cert,100,0.7473332502741875,0.7227531081039731,0.07279503872361691
trec-covid-chrono-r3,4096,balanced_zero,20,0.756702481170863,0.731213775741647,0.04609685523964838
trec-covid-chrono-r3,4096,balanced_zero,100,0.756702481170863,0.731213775741647,0.1524459109623527
trec-covid-chrono-r3,4096,blocker_cert,20,0.7473332502741875,0.7227531081039731,0.0428210627786857
trec-covid-chrono-r3,4096,blocker_cert,100,0.7473332502741875,0.7227531081039731,0.08148025387040365
trec-covid-chrono-r3,4096,blocker_zero,20,0.7565061612451587,0.7310828957911775,0.04620885125756774
trec-covid-chrono-r3,4096,blocker_zero,100,0.7565061612451587,0.7310828957911775,0.15254183863835405
trec-covid-chrono-r3,4096,fixed_topL_zero,20,0.756702481170863,0.731213775741647,0.04609685523964838
trec-covid-chrono-r3,4096,fixed_topL_zero,100,0.756702481170863,0.731213775741647,0.1524459109623527
trec-covid-chrono-r3,8192,balanced_cert,20,0.7487523022348812,0.7236991427444356,0.043464971455528946
trec-covid-chrono-r3,8192,balanced_cert,100,0.7487523022348812,0.7236991427444356,0.0905590518362141
trec-covid-chrono-r3,8192,balanced_zero,20,0.7565126754401282,0.7310519386046861,0.04609685523964838
trec-covid-chrono-r3,8192,balanced_zero,100,0.7565126754401282,0.7310519386046861,0.15188735442917703
trec-covid-chrono-r3,8192,blocker_cert,20,0.7487523022348812,0.7236991427444356,0.04358111547411199
trec-covid-chrono-r3,8192,blocker_cert,100,0.7487523022348812,0.7236991427444356,0.09118581392870637
trec-covid-chrono-r3,8192,blocker_zero,20,0.7565126754401282,0.7310519386046861,0.04609685523964838
trec-covid-chrono-r3,8192,blocker_zero,100,0.7565126754401282,0.7310519386046861,0.1521798948320112
trec-covid-chrono-r3,8192,fixed_topL_zero,20,0.7565126754401282,0.7310519386046861,0.04609685523964838
trec-covid-chrono-r3,8192,fixed_topL_zero,100,0.7565126754401282,0.7310519386046861,0.15188735442917703
trec-covid-chrono-r3,10000,balanced_cert,20,0.7509607763500274,0.7259076168595818,0.043637421780418295
trec-covid-chrono-r3,10000,balanced_cert,100,0.7509607763500274,0.7259076168595818,0.09214654227345533
trec-covid-chrono-r3,10000,balanced_zero,20,0.7565126754401282,0.7310519386046861,0.04609685523964838
