dataset,policy,work_budget,queries,mean_certified_k_cap100,median_certified_k_cap100,certified_at_least_10_rate,certified_at_least_20_rate,certified_at_least_100_rate,mean_ndcg_retention,mean_recall_retention,mean_dense_work_share,mean_absolute_depth_gap,p90_absolute_depth_gap
msmarco-passage-trec-dl-2019,allocation-grid-oracle,2048,43,45.58139534883721,34.0,0.9302325581395349,0.7906976744186046,0.16279069767441862,0.9896539311236169,0.677794608664249,0.559593023255814,631.0697674418604,1280.0
msmarco-passage-trec-dl-2019,allocation-grid-oracle,4096,43,51.093023255813954,39.0,0.9302325581395349,0.7906976744186046,0.16279069767441862,0.9961835169112014,0.7322652241739982,0.5704941860465116,1583.6279069767443,3200.0
msmarco-passage-trec-dl-2019,allocation-grid-oracle,8192,43,55.44186046511628,44.0,0.9534883720930233,0.813953488372093,0.23255813953488372,0.9961835169112014,0.7687277522789683,0.5148982558139535,1085.0232558139535,1808.0
msmarco-passage-trec-dl-2019,allocation-grid-oracle,10000,43,55.72093023255814,45.0,0.9534883720930233,0.813953488372093,0.2558139534883721,0.9981443130566873,0.7716415051927212,0.5,0.0,0.0
msmarco-passage-trec-dl-2020,balanced,128,54,10.333333333333334,9.5,0.5,0.09259259259259259,0.0,0.8944084898785515,0.31392591335096787,0.5,0.0,0.0
msmarco-passage-trec-dl-2020,balanced,256,54,16.59259259259259,13.0,0.7222222222222222,0.3333333333333333,0.0,0.946531087129307,0.39835869857045136,0.5,0.0,0.0
msmarco-passage-trec-dl-2020,balanced,512,54,23.24074074074074,20.5,0.8333333333333334,0.5185185185185185,0.0,0.9691813101352309,0.4793940192625144,0.5,0.0,0.0
msmarco-passage-trec-dl-2020,balanced,1024,54,29.72222222222222,28.5,0.9444444444444444,0.6296296296296297,0.0,0.9795491126465025,0.558532088836167,0.5,0.0,0.0
msmarco-passage-trec-dl-2020,balanced,2048,54,34.907407407407405,32.5,0.9814814814814815,0.7592592592592593,0.0,0.999516722782179,0.6206132532348877,0.5,0.0,0.0
msmarco-passage-trec-dl-2020,balanced,4096,54,41.72222222222222,37.0,0.9814814814814815,0.7962962962962963,0.037037037037037035,1.0,0.6689665761609009,0.5,0.0,0.0
msmarco-passage-trec-dl-2020,balanced,8192,54,45.111111111111114,42.5,1.0,0.8148148148148148,0.05555555555555555,1.0,0.7045080756997244,0.5,0.0,0.0
msmarco-passage-trec-dl-2020,balanced,10000,54,46.68518518518518,44.0,1.0,0.8518518518518519,0.05555555555555555,1.0,0.7182195509739091,0.5,0.0,0.0
msmarco-passage-trec-dl-2020,blocker,128,54,10.333333333333334,9.5,0.5,0.09259259259259259,0.0,0.8944084898785515,0.31392591335096787,0.5,0.0,0.0
msmarco-passage-trec-dl-2020,blocker,256,54,16.61111111111111,13.0,0.7222222222222222,0.3333333333333333,0.0,0.946531087129307,0.39835869857045136,0.5046296296296297,2.3703703703703702,0.0
msmarco-passage-trec-dl-2020,blocker,512,54,24.185185185185187,21.0,0.8333333333333334,0.5185185185185185,0.0,0.9691813101352309,0.4888785074283053,0.5185185185185185,47.407407407407405,128.0
msmarco-passage-trec-dl-2020,blocker,1024,54,31.35185185185185,29.5,0.9629629629629629,0.6851851851851852,0.0,0.9809982042636605,0.576379630271236,0.5381944444444444,220.44444444444446,512.0
msmarco-passage-trec-dl-2020,blocker,2048,54,38.27777777777778,35.5,0.9814814814814815,0.7592592592592593,0.037037037037037035,0.999516722782179,0.6363862148301359,0.5543981481481481,668.4444444444445,1241.6000000000004
msmarco-passage-trec-dl-2020,blocker,4096,54,43.44444444444444,39.5,0.9814814814814815,0.7962962962962963,0.037037037037037035,1.0,0.685091054287515,0.5642361111111112,1602.3703703703704,3072.0
msmarco-passage-trec-dl-2020,blocker,8192,54,46.51851851851852,43.5,1.0,0.8518518518518519,0.05555555555555555,1.0,0.7173868681740133,0.5109953703703703,1430.5185185185185,1808.0
msmarco-passage-trec-dl-2020,blocker,10000,54,46.68518518518518,44.0,1.0,0.8518518518518519,0.05555555555555555,1.0,0.7182195509739091,0.5,0.0,0.0
msmarco-passage-trec-dl-2020,pressure,128,54,10.333333333333334,9.5,0.5,0.09259259259259259,0.0,0.8944084898785515,0.31392591335096787,0.5,0.0,0.0
msmarco-passage-trec-dl-2020,pressure,256,54,16.61111111111111,13.0,0.7222222222222222,0.3333333333333333,0.0,0.946531087129307,0.39835869857045136,0.5046296296296297,2.3703703703703702,0.0
msmarco-passage-trec-dl-2020,pressure,512,54,24.185185185185187,21.0,0.8333333333333334,0.5185185185185185,0.0,0.9691813101352309,0.4888785074283053,0.5138888888888888,33.18518518518518,128.0
msmarco-passage-trec-dl-2020,pressure,1024,54,31.333333333333332,29.5,0.9629629629629629,0.6851851851851852,0.0,0.9809982042636605,0.5737341276257333,0.5370370370370371,170.66666666666666,384.0
msmarco-passage-trec-dl-2020,pressure,2048,54,38.27777777777778,35.5,0.9814814814814815,0.7592592592592593,0.037037037037037035,0.999516722782179,0.6363862148301359,0.5486111111111112,587.8518518518518,1241.6000000000004
msmarco-passage-trec-dl-2020,pressure,4096,54,43.425925925925924,39.5,0.9814814814814815,0.7962962962962963,0.037037037037037035,1.0,0.685091054287515,0.5596064814814815,1474.3703703703704,3072.0
msmarco-passage-trec-dl-2020,pressure,8192,54,46.51851851851852,43.5,1.0,0.8518518518518519,0.05555555555555555,1.0,0.7173868681740133,0.5118634259259259,1444.7407407407406,1808.0
msmarco-passage-trec-dl-2020,pressure,10000,54,46.68518518518518,44.0,1.0,0.8518518518518519,0.05555555555555555,1.0,0.7182195509739091,0.5,0.0,0.0
msmarco-passage-trec-dl-2020,doubling-snra,128,54,10.333333333333334,9.5,0.5,0.09259259259259259,0.0,0.8944084898785515,0.31392591335096787,0.5,0.0,0.0
msmarco-passage-trec-dl-2020,doubling-snra,256,54,16.59259259259259,13.0,0.7222222222222222,0.3333333333333333,0.0,0.946531087129307,0.39835869857045136,0.5,0.0,0.0
msmarco-passage-trec-dl-2020,doubling-snra,512,54,24.185185185185187,21.0,0.8333333333333334,0.5185185185185185,0.0,0.9691813101352309,0.4888785074283053,0.5208333333333334,40.2962962962963,128.0
msmarco-passage-trec-dl-2020,doubling-snra,1024,54,31.296296296296298,29.5,0.9629629629629629,0.6851851851851852,0.0,0.9809982042636605,0.5759587548503605,0.53125,206.22222222222223,473.60000000000036
msmarco-passage-trec-dl-2020,doubling-snra,2048,54,38.24074074074074,35.5,0.9814814814814815,0.7592592592592593,0.037037037037037035,0.999516722782179,0.6363862148301359,0.5509259259259259,649.4814814814815,1241.6000000000004
msmarco-passage-trec-dl-2020,doubling-snra,4096,54,43.44444444444444,39.5,0.9814814814814815,0.7962962962962963,0.037037037037037035,1.0,0.685091054287515,0.5622106481481481,1571.5555555555557,2944.0
msmarco-passage-trec-dl-2020,doubling-snra,8192,54,46.51851851851852,43.5,1.0,0.8518518518518519,0.05555555555555555,1.0,0.7173868681740133,0.5111400462962963,1428.148148148148,1808.0
msmarco-passage-trec-dl-2020,doubling-snra,10000,54,46.68518518518518,44.0,1.0,0.8518518518518519,0.05555555555555555,1.0,0.7182195509739091,0.5,0.0,0.0
msmarco-passage-trec-dl-2020,allocation-grid-oracle,128,54,10.333333333333334,9.5,0.5,0.09259259259259259,0.0,0.8944084898785515,0.31392591335096787,0.5,0.0,0.0
msmarco-passage-trec-dl-2020,allocation-grid-oracle,256,54,16.61111111111111,13.0,0.7222222222222222,0.3333333333333333,0.0,0.946531087129307,0.39835869857045136,0.5092592592592593,4.7407407407407405,0.0
msmarco-passage-trec-dl-2020,allocation-grid-oracle,512,54,24.185185185185187,21.0,0.8333333333333334,0.5185185185185185,0.0,0.9691813101352309,0.4888785074283053,0.5208333333333334,49.77777777777778,128.0
msmarco-passage-trec-dl-2020,allocation-grid-oracle,1024,54,31.35185185185185,29.5,0.9629629629629629,0.6851851851851852,0.0,0.9809982042636605,0.576379630271236,0.5381944444444444,215.7037037037037,512.0
msmarco-passage-trec-dl-2020,allocation-grid-oracle,2048,54,38.27777777777778,35.5,0.9814814814814815,0.7592592592592593,0.037037037037037035,0.999516722782179,0.6363862148301359,0.5538194444444444,670.8148148148148,1280.0
msmarco-passage-trec-dl-2020,allocation-grid-oracle,4096,54,43.44444444444444,39.5,0.9814814814814815,0.7962962962962963,0.037037037037037035,1.0,0.685091054287515,0.5700231481481481,1592.888888888889,3072.0
msmarco-passage-trec-dl-2020,allocation-grid-oracle,8192,54,46.51851851851852,43.5,1.0,0.8518518518518519,0.05555555555555555,1.0,0.7173868681740133,0.5112485532407407,1424.0,1808.0
msmarco-passage-trec-dl-2020,allocation-grid-oracle,10000,54,46.68518518518518,44.0,1.0,0.8518518518518519,0.05555555555555555,1.0,0.7182195509739091,0.5,0.0,0.0
nfcorpus,balanced,128,323,24.54798761609907,11.0,0.56656346749226,0.2476780185758514,0.15789473684210525,0.932830457265262,0.5774885486739344,0.6447852167182663,37.06501547987616,124.0
nfcorpus,balanced,256,323,29.70278637770898,17.0,0.7492260061919505,0.4241486068111455,0.16408668730650156,0.9749330511464318,0.6365223775105056,0.6695046439628483,86.78637770897832,252.0
nfcorpus,balanced,512,323,36.92879256965944,24.0,0.8699690402476781,0.6160990712074303,0.17647058823529413,0.9811824602588788,0.7022658364849799,0.7029798761609907,207.8513931888545,508.0
nfcorpus,balanced,1024,323,46.61300309597523,37.0,0.9195046439628483,0.7647058823529411,0.21671826625386997,0.9906842942206344,0.7650951844460742,0.7455948868034056,502.9783281733746,1020.0
nfcorpus,balanced,2048,323,62.06191950464396,57.0,0.9721362229102167,0.8947368421052632,0.3591331269349845,0.9996435187359237,0.8348446549660559,0.7994872291021672,1226.6996904024768,2044.0
nfcorpus,balanced,4096,323,92.91640866873065,100.0,1.0,0.9938080495356038,0.826625386996904,1.0,0.9701935238190736,0.8688810980551435,2806.71826625387,3631.0
nfcorpus,balanced,8192,323,100.0,100.0,1.0,1.0,1.0,1.0,1.0,0.887098267448563,3071.4736842105262,3631.0
nfcorpus,balanced,10000,323,100.0,100.0,1.0,1.0,1.0,1.0,1.0,0.887098267448563,3071.4736842105262,3631.0
nfcorpus,blocker,128,323,24.54798761609907,11.0,0.56656346749226,0.2476780185758514,0.15789473684210525,0.932830457265262,0.5774885486739344,0.6447852167182663,37.06501547987616,124.0
nfcorpus,blocker,256,323,29.708978328173373,17.0,0.7492260061919505,0.4241486068111455,0.16408668730650156,0.9749330511464318,0.6367605294514439,0.6715000967492261,87.80804953560371,252.0
nfcorpus,blocker,512,323,37.27554179566563,25.0,0.8730650154798761,0.631578947368421,0.17647058823529413,0.9811824602588788,0.7048529266107697,0.7113849651702786,233.23839009287926,508.0
nfcorpus,blocker,1024,323,47.303405572755416,38.0,0.9195046439628483,0.7739938080495357,0.21981424148606812,0.9906842942206344,0.7701504147335027,0.7637202496130031,598.1919504643963,1020.0
nfcorpus,blocker,2048,323,63.578947368421055,60.0,0.9721362229102167,0.9009287925696594,0.3622291021671827,0.9996435187359237,0.8481281864425155,0.8198227070433437,1398.9721362229102,2044.0
nfcorpus,blocker,4096,323,94.17956656346749,100.0,1.0,0.9969040247678018,0.8390092879256966,1.0,0.9742243227415135,0.8730806191464747,2870.482972136223,3631.0
nfcorpus,blocker,8192,323,100.0,100.0,1.0,1.0,1.0,1.0,1.0,0.887098267448563,3071.4736842105262,3631.0
nfcorpus,blocker,10000,323,100.0,100.0,1.0,1.0,1.0,1.0,1.0,0.887098267448563,3071.4736842105262,3631.0
nfcorpus,pressure,128,323,24.54798761609907,11.0,0.56656346749226,0.2476780185758514,0.15789473684210525,0.932830457265262,0.5774885486739344,0.6447852167182663,37.06501547987616,124.0
nfcorpus,pressure,256,323,29.71517027863777,17.0,0.7492260061919505,0.4241486068111455,0.16408668730650156,0.9749330511464318,0.6367605294514439,0.6702786377708978,87.18266253869969,252.0
nfcorpus,pressure,512,323,37.27554179566563,25.0,0.8730650154798761,0.631578947368421,0.17647058823529413,0.9811824602588788,0.7048529266107697,0.7097946497678018,227.73374613003097,508.0
nfcorpus,pressure,1024,323,47.30030959752322,38.0,0.9195046439628483,0.7739938080495357,0.21981424148606812,0.9906842942206344,0.7701504147335027,0.7629462558049536,586.3034055727554,1020.0
nfcorpus,pressure,2048,323,63.55727554179567,60.0,0.9721362229102167,0.9009287925696594,0.3622291021671827,0.9996435187359237,0.8476121905704824,0.8188264923568112,1391.2012383900928,2044.0
nfcorpus,pressure,4096,323,94.17956656346749,100.0,1.0,0.9969040247678018,0.8390092879256966,1.0,0.9742243227415135,0.8728871206944624,2868.8978328173375,3631.0
nfcorpus,pressure,8192,323,100.0,100.0,1.0,1.0,1.0,1.0,1.0,0.887098267448563,3071.4736842105262,3631.0
nfcorpus,pressure,10000,323,100.0,100.0,1.0,1.0,1.0,1.0,1.0,0.887098267448563,3071.4736842105262,3631.0
nfcorpus,doubling-snra,128,323,24.54798761609907,11.0,0.56656346749226,0.2476780185758514,0.15789473684210525,0.932830457265262,0.5774885486739344,0.6447852167182663,37.06501547987616,124.0
nfcorpus,doubling-snra,256,323,29.70278637770898,17.0,0.7492260061919505,0.4241486068111455,0.16408668730650156,0.9749330511464318,0.6365223775105056,0.6695046439628483,86.78637770897832,252.0
nfcorpus,doubling-snra,512,323,37.22910216718266,25.0,0.8730650154798761,0.631578947368421,0.17647058823529413,0.9811824602588788,0.7045714743169335,0.7102239744582043,229.67182662538698,508.0
nfcorpus,doubling-snra,1024,323,47.21671826625387,38.0,0.9195046439628483,0.7739938080495357,0.21671826625386997,0.9906842942206344,0.7697634178294779,0.7616371178405573,592.3405572755418,1020.0
nfcorpus,doubling-snra,2048,323,63.57275541795666,60.0,0.9721362229102167,0.9009287925696594,0.3622291021671827,0.9996435187359237,0.8481281864425155,0.8185241510255418,1392.860681114551,2044.0
nfcorpus,doubling-snra,4096,323,94.17956656346749,100.0,1.0,0.9969040247678018,0.8390092879256966,1.0,0.9742243227415135,0.8730806191464747,2870.482972136223,3631.0
nfcorpus,doubling-snra,8192,323,100.0,100.0,1.0,1.0,1.0,1.0,1.0,0.887098267448563,3071.4736842105262,3631.0
nfcorpus,doubling-snra,10000,323,100.0,100.0,1.0,1.0,1.0,1.0,1.0,0.887098267448563,3071.4736842105262,3631.0
nfcorpus,allocation-grid-oracle,128,323,24.55108359133127,11.0,0.56656346749226,0.2476780185758514,0.15789473684210525,0.932830457265262,0.5774885486739344,0.6465025154798761,37.5046439628483,124.0
nfcorpus,allocation-grid-oracle,256,323,29.75232198142415,17.0,0.7492260061919505,0.4241486068111455,0.16408668730650156,0.9749330511464318,0.6369986813923822,0.6722499032507739,88.3157894736842,252.0
nfcorpus,allocation-grid-oracle,512,323,37.27554179566563,25.0,0.8730650154798761,0.631578947368421,0.17647058823529413,0.9811824602588788,0.7048529266107697,0.7121831462848297,231.8142414860681,508.0
nfcorpus,allocation-grid-oracle,1024,323,47.306501547987615,38.0,0.9195046439628483,0.7739938080495357,0.21981424148606812,0.9906842942206344,0.7700644154214972,0.7633906975619195,597.9628482972137,1020.0
nfcorpus,allocation-grid-oracle,2048,323,63.59752321981424,60.0,0.9721362229102167,0.9009287925696594,0.3622291021671827,0.9996435187359237,0.8481281864425155,0.8198998040828174,1397.7894736842106,2044.0
nfcorpus,allocation-grid-oracle,4096,323,94.17956656346749,100.0,1.0,0.9969040247678018,0.8390092879256966,1.0,0.9742243227415135,0.8732461510253448,2871.628482972136,3631.0
nfcorpus,allocation-grid-oracle,8192,323,100.0,100.0,1.0,1.0,1.0,1.0,1.0,0.887098267448563,3071.4736842105262,3631.0
nfcorpus,allocation-grid-oracle,10000,323,100.0,100.0,1.0,1.0,1.0,1.0,1.0,0.887098267448563,3071.4736842105262,3631.0
scifact,balanced,128,300,11.236666666666666,10.0,0.5466666666666666,0.08666666666666667,0.0,0.97,0.8895555555555555,0.5,0.0,0.0
scifact,balanced,256,300,17.536666666666665,16.0,0.8333333333333334,0.38,0.0,0.9866666666666667,0.9162222222222223,0.5008072916666667,0.41333333333333333,0.0
scifact,balanced,512,300,25.26,23.0,0.93,0.65,0.0,1.0,0.9526666666666667,0.5012369791666667,1.2666666666666666,0.0
scifact,balanced,1024,300,33.763333333333335,31.0,0.9766666666666667,0.81,0.006666666666666667,1.0,0.9666666666666667,0.5025065104166667,5.133333333333334,0.0
scifact,balanced,2048,300,43.55,39.0,1.0,0.8733333333333333,0.03,1.0,0.9783333333333334,0.5104899088541667,42.96666666666667,0.0
scifact,balanced,4096,300,59.09,54.0,1.0,0.95,0.19333333333333333,1.0,0.9816666666666667,0.5416056315104166,340.8333333333333,1722.0000000000005
scifact,balanced,8192,300,98.04,100.0,1.0,1.0,0.9266666666666666,1.0,1.0,0.6470516811751934,2065.943333333333,3813.0
scifact,balanced,10000,300,99.21333333333334,100.0,1.0,1.0,0.9633333333333334,1.0,1.0,0.6559281272526344,2234.326666666667,3813.0
scifact,blocker,128,300,11.236666666666666,10.0,0.5466666666666666,0.08666666666666667,0.0,0.97,0.8895555555555555,0.5,0.0,0.0
scifact,blocker,256,300,17.536666666666665,16.0,0.8333333333333334,0.38,0.0,0.9866666666666667,0.9162222222222223,0.5008072916666667,0.41333333333333333,0.0
scifact,blocker,512,300,25.743333333333332,24.0,0.93,0.6633333333333333,0.0,1.0,0.9560000000000001,0.4949869791666667,36.68,128.0
scifact,blocker,1024,300,35.44,32.5,0.98,0.8233333333333334,0.006666666666666667,1.0,0.97,0.479609375,190.26666666666668,384.0
scifact,blocker,2048,300,47.14,40.5,1.0,0.8966666666666666,0.06333333333333334,1.0,0.9816666666666667,0.4691064453125,594.1666666666666,1152.0
scifact,blocker,4096,300,65.32666666666667,65.0,1.0,0.9566666666666667,0.24666666666666667,1.0,0.9833333333333333,0.5205916341145833,1062.66,2318.8
scifact,blocker,8192,300,98.75666666666666,100.0,1.0,1.0,0.9466666666666667,1.0,1.0,0.6475773973210267,2082.5833333333335,3813.0
scifact,blocker,10000,300,99.21333333333334,100.0,1.0,1.0,0.9633333333333334,1.0,1.0,0.6559281272526344,2234.326666666667,3813.0
scifact,pressure,128,300,11.236666666666666,10.0,0.5466666666666666,0.08666666666666667,0.0,0.97,0.8895555555555555,0.5,0.0,0.0
scifact,pressure,256,300,17.536666666666665,16.0,0.8333333333333334,0.38,0.0,0.9866666666666667,0.9162222222222223,0.5008072916666667,0.41333333333333333,0.0
scifact,pressure,512,300,25.743333333333332,24.0,0.93,0.6633333333333333,0.0,1.0,0.9560000000000001,0.4945703125,30.28,128.0
scifact,pressure,1024,300,35.43333333333333,32.5,0.98,0.8233333333333334,0.006666666666666667,1.0,0.97,0.4803125,157.25333333333333,384.0
scifact,pressure,2048,300,47.11333333333334,40.5,1.0,0.8966666666666666,0.06333333333333334,1.0,0.9816666666666667,0.46998209635416666,546.7666666666667,1152.0
scifact,pressure,4096,300,65.30333333333333,65.0,1.0,0.9566666666666667,0.24666666666666667,1.0,0.9833333333333333,0.5185205078125,1027.5733333333333,2318.8
scifact,pressure,8192,300,98.75666666666666,100.0,1.0,1.0,0.9466666666666667,1.0,1.0,0.6475773973210267,2082.5833333333335,3813.0
scifact,pressure,10000,300,99.21333333333334,100.0,1.0,1.0,0.9633333333333334,1.0,1.0,0.6559281272526344,2234.326666666667,3813.0
scifact,doubling-snra,128,300,11.236666666666666,10.0,0.5466666666666666,0.08666666666666667,0.0,0.97,0.8895555555555555,0.5,0.0,0.0
scifact,doubling-snra,256,300,17.536666666666665,16.0,0.8333333333333334,0.38,0.0,0.9866666666666667,0.9162222222222223,0.5008072916666667,0.41333333333333333,0.0
scifact,doubling-snra,512,300,25.723333333333333,24.0,0.93,0.66,0.0,1.0,0.9560000000000001,0.4966536458333333,32.413333333333334,128.0
scifact,doubling-snra,1024,300,35.346666666666664,32.5,0.98,0.8233333333333334,0.006666666666666667,1.0,0.97,0.48123046875,180.97333333333333,384.0
scifact,doubling-snra,2048,300,47.11333333333334,40.5,1.0,0.8966666666666666,0.06333333333333334,1.0,0.9816666666666667,0.4706689453125,577.5266666666666,1152.0
scifact,doubling-snra,4096,300,65.23333333333333,65.0,1.0,0.9566666666666667,0.24666666666666667,1.0,0.9833333333333333,0.52078369140625,1055.1133333333332,2318.8
scifact,doubling-snra,8192,300,98.75666666666666,100.0,1.0,1.0,0.9466666666666667,1.0,1.0,0.6475773973210267,2082.5833333333335,3813.0
scifact,doubling-snra,10000,300,99.21333333333334,100.0,1.0,1.0,0.9633333333333334,1.0,1.0,0.6559281272526344,2234.326666666667,3813.0
