budget,cap,method,actual_reads,returned,empty,has10,exact10,position_agreement10,top10_set_same_order_diff,ndcg10,recall
1024,100,blocker_zero,1024,100,0,1,0.9254821268096523,0.9755900299464271,0.016081503347973217,0.6176631493007746,0.5206872721616519
1024,100,fixed_topL_zero,973.1888338493292,100,0,1,0.9164491270736501,0.9722671221296897,0.019177478580171357,0.6176624054136324,0.5207135889758647
2048,20,balanced_cert,2048,18.070547195622435,0,0.9407700525062466,0.9407700525062466,0.9760237096769893,0,0.6119568393488848,0.34200951590902406
2048,20,balanced_zero,2048,20,0,1,0.9524737562099503,0.9834627690978472,0.021049463604291167,0.6171395151702628,0.35025532251694086
2048,20,blocker_cert,2048,18.17222291555001,0,0.9407700525062466,0.9407700525062466,0.9772237096769892,0,0.6123101952073082,0.34215243324677624
2048,20,blocker_zero,2048,20,0,1,0.9524737562099503,0.9866627690978472,0.021049463604291167,0.6171033390286886,0.35021079460143595
2048,20,fixed_topL_zero,1921.0333642930857,20,0,1,0.9425191638466892,0.980290632874937,0.025383828929368565,0.6170774632146443,0.35025532251694086
2048,100,balanced_cert,2048,41.77195840566608,0,0.9407700525062466,0.9407700525062466,0.9760237096769893,0,0.6119568393488848,0.41657668240296575
2048,100,balanced_zero,2048,100,0,1,0.9524737562099503,0.9834627690978472,0.021049463604291167,0.6171395151702628,0.521032360669191
2048,100,blocker_cert,2048,44.86762409900721,0,0.9407700525062466,0.9407700525062466,0.9772237096769892,0,0.6123101952073082,0.42390531903508083
2048,100,blocker_zero,2048,100,0,1,0.9524737562099503,0.9866627690978472,0.021049463604291167,0.6171033390286886,0.5207874709066378
2048,100,fixed_topL_zero,1921.0333642930857,100,0,1,0.9425191638466892,0.980290632874937,0.025383828929368565,0.6170774632146443,0.520985585281003
4096,20,balanced_cert,4051.6879256965944,18.678964514950547,0,0.9583428079242032,0.9583428079242032,0.9873133505598621,0,0.6150009932231721,0.344287452736607
4096,20,balanced_zero,4051.6879256965944,20,0,1,0.9786976744186047,0.9927441860465116,0.013302325581395349,0.6177375802194592,0.35012924684965024
4096,20,blocker_cert,4051.6879256965944,18.776642944189778,0,0.9623428079242032,0.9623428079242032,0.9877133505598622,0,0.6150009932231721,0.3443432329410701
4096,20,blocker_zero,4051.6879256965944,20,0,1,0.9786976744186047,0.9927441860465116,0.013302325581395349,0.6177375802194592,0.3502247963996122
