dataset,query_id,budget,cap,method,dense_depth,sparse_depth,actual_reads,candidates,returned,empty,has10,exact10,position_agreement10,top10_set_same_order_diff,ndcg10,recall
msmarco-passage-trec-dl-2019,1110199,128,20,balanced_zero,64,64,128,124,20,0,1,0,0.4,0,0.5391982264210397,0.2857142857142857
msmarco-passage-trec-dl-2019,1110199,128,100,balanced_zero,64,64,128,124,100,0,1,0,0.4,0,0.5391982264210397,0.4
msmarco-passage-trec-dl-2019,1110199,128,20,balanced_cert,64,64,128,124,3,0,0,0,0.3,0,0.2008536749993501,0.08571428571428572
msmarco-passage-trec-dl-2019,1110199,128,100,balanced_cert,64,64,128,124,3,0,0,0,0.3,0,0.2008536749993501,0.08571428571428572
msmarco-passage-trec-dl-2019,1110199,128,20,blocker_zero,64,64,128,124,20,0,1,0,0.4,0,0.5391982264210397,0.2857142857142857
msmarco-passage-trec-dl-2019,1110199,128,100,blocker_zero,64,64,128,124,100,0,1,0,0.4,0,0.5391982264210397,0.4
msmarco-passage-trec-dl-2019,1110199,128,20,blocker_cert,64,64,128,124,3,0,0,0,0.3,0,0.2008536749993501,0.08571428571428572
msmarco-passage-trec-dl-2019,1110199,128,100,blocker_cert,64,64,128,124,3,0,0,0,0.3,0,0.2008536749993501,0.08571428571428572
msmarco-passage-trec-dl-2019,1110199,256,20,fixed_topL_zero,128,128,256,245,20,0,1,0,0.7,0,0.4446080205753217,0.37142857142857144
msmarco-passage-trec-dl-2019,1110199,256,100,fixed_topL_zero,128,128,256,245,100,0,1,0,0.7,0,0.4446080205753217,0.5142857142857142
msmarco-passage-trec-dl-2019,1110199,256,20,balanced_zero,128,128,256,245,20,0,1,0,0.7,0,0.4446080205753217,0.37142857142857144
msmarco-passage-trec-dl-2019,1110199,256,100,balanced_zero,128,128,256,245,100,0,1,0,0.7,0,0.4446080205753217,0.5142857142857142
msmarco-passage-trec-dl-2019,1110199,256,20,balanced_cert,128,128,256,245,6,0,0,0,0.6,0,0.28387916889131604,0.14285714285714285
msmarco-passage-trec-dl-2019,1110199,256,100,balanced_cert,128,128,256,245,6,0,0,0,0.6,0,0.28387916889131604,0.14285714285714285
msmarco-passage-trec-dl-2019,1110199,256,20,blocker_zero,128,128,256,245,20,0,1,0,0.7,0,0.4446080205753217,0.37142857142857144
msmarco-passage-trec-dl-2019,1110199,256,100,blocker_zero,128,128,256,245,100,0,1,0,0.7,0,0.4446080205753217,0.5142857142857142
msmarco-passage-trec-dl-2019,1110199,256,20,blocker_cert,128,128,256,245,6,0,0,0,0.6,0,0.28387916889131604,0.14285714285714285
msmarco-passage-trec-dl-2019,1110199,256,100,blocker_cert,128,128,256,245,6,0,0,0,0.6,0,0.28387916889131604,0.14285714285714285
msmarco-passage-trec-dl-2019,1110199,512,20,fixed_topL_zero,256,256,512,480,20,0,1,0,0.8,0,0.37078383961757416,0.34285714285714286
msmarco-passage-trec-dl-2019,1110199,512,100,fixed_topL_zero,256,256,512,480,100,0,1,0,0.8,0,0.37078383961757416,0.5428571428571428
msmarco-passage-trec-dl-2019,1110199,512,20,balanced_zero,256,256,512,480,20,0,1,0,0.8,0,0.37078383961757416,0.34285714285714286
msmarco-passage-trec-dl-2019,1110199,512,100,balanced_zero,256,256,512,480,100,0,1,0,0.8,0,0.37078383961757416,0.5428571428571428
msmarco-passage-trec-dl-2019,1110199,512,20,balanced_cert,256,256,512,480,7,0,0,0,0.7,0,0.37078383961757416,0.17142857142857143
msmarco-passage-trec-dl-2019,1110199,512,100,balanced_cert,256,256,512,480,7,0,0,0,0.7,0,0.37078383961757416,0.17142857142857143
msmarco-passage-trec-dl-2019,1110199,512,20,blocker_zero,256,256,512,480,20,0,1,0,0.8,0,0.37078383961757416,0.34285714285714286
msmarco-passage-trec-dl-2019,1110199,512,100,blocker_zero,256,256,512,480,100,0,1,0,0.8,0,0.37078383961757416,0.5428571428571428
msmarco-passage-trec-dl-2019,1110199,512,20,blocker_cert,256,256,512,480,7,0,0,0,0.7,0,0.37078383961757416,0.17142857142857143
msmarco-passage-trec-dl-2019,1110199,512,100,blocker_cert,256,256,512,480,7,0,0,0,0.7,0,0.37078383961757416,0.17142857142857143
msmarco-passage-trec-dl-2019,1110199,1024,20,fixed_topL_zero,512,512,1024,948,20,0,1,1,1.0,0,0.4492665775732898,0.34285714285714286
msmarco-passage-trec-dl-2019,1110199,1024,100,fixed_topL_zero,512,512,1024,948,100,0,1,1,1.0,0,0.4492665775732898,0.5428571428571428
msmarco-passage-trec-dl-2019,1110199,1024,20,balanced_zero,512,512,1024,948,20,0,1,1,1.0,0,0.4492665775732898,0.34285714285714286
msmarco-passage-trec-dl-2019,1110199,1024,100,balanced_zero,512,512,1024,948,100,0,1,1,1.0,0,0.4492665775732898,0.5428571428571428
msmarco-passage-trec-dl-2019,1110199,1024,20,balanced_cert,512,512,1024,948,10,0,1,1,1.0,0,0.4492665775732898,0.2
msmarco-passage-trec-dl-2019,1110199,1024,100,balanced_cert,512,512,1024,948,10,0,1,1,1.0,0,0.4492665775732898,0.2
msmarco-passage-trec-dl-2019,1110199,1024,20,blocker_zero,512,512,1024,948,20,0,1,1,1.0,0,0.4492665775732898,0.34285714285714286
msmarco-passage-trec-dl-2019,1110199,1024,100,blocker_zero,512,512,1024,948,100,0,1,1,1.0,0,0.4492665775732898,0.5428571428571428
msmarco-passage-trec-dl-2019,1110199,1024,20,blocker_cert,512,512,1024,948,10,0,1,1,1.0,0,0.4492665775732898,0.2
msmarco-passage-trec-dl-2019,1110199,1024,100,blocker_cert,512,512,1024,948,10,0,1,1,1.0,0,0.4492665775732898,0.2
msmarco-passage-trec-dl-2019,1110199,2048,20,fixed_topL_zero,1024,1024,2048,1757,20,0,1,1,1.0,0,0.4492665775732898,0.34285714285714286
msmarco-passage-trec-dl-2019,1110199,2048,100,fixed_topL_zero,1024,1024,2048,1757,100,0,1,1,1.0,0,0.4492665775732898,0.5142857142857142
