dataset,query_id,policy,work_budget,dense_depth,sparse_depth,actual_work,dense_work_share,absolute_depth_gap,certified_k_cap100,certified_at_least_100,next_certificate_gap,seen_candidates,returned_ndcg_at10,full_ndcg_at10,ndcg_retention,returned_recall_at100,full_recall_at100,recall_retention
trec-covid-chrono-r3,16,blocker,10000,5000,5000,10000,0.5,0,14,0,-0.00015241838991641998,9422,0.6119153505827929,0.6119153505827929,1.0,0.041044776119402986,0.1417910447761194,0.2894736842105263
trec-covid-chrono-r3,17,balanced,128,64,64,128,0.5,0,2,0,-0.0007280856370925903,123,0.3589542101716347,0.7853663072074675,0.4570532334751802,0.0047169811320754715,0.14858490566037735,0.031746031746031744
trec-covid-chrono-r3,17,balanced,256,128,128,256,0.5,0,6,0,-0.0005036611109972,242,0.5551100103172906,0.7853663072074675,0.706816685695493,0.014150943396226415,0.14858490566037735,0.09523809523809525
trec-covid-chrono-r3,17,balanced,512,256,256,512,0.5,0,8,0,-0.0002545062452554703,471,0.6979051543534279,0.7853663072074675,0.8886364845914695,0.018867924528301886,0.14858490566037735,0.12698412698412698
trec-covid-chrono-r3,17,balanced,1024,512,512,1024,0.5,0,11,0,-7.65770673751831e-05,932,0.7853663072074675,0.7853663072074675,1.0,0.02358490566037736,0.14858490566037735,0.15873015873015875
trec-covid-chrono-r3,17,balanced,2048,1024,1024,2048,0.5,0,16,0,-0.00012673065066337585,1854,0.7853663072074675,0.7853663072074675,1.0,0.0330188679245283,0.14858490566037735,0.22222222222222224
trec-covid-chrono-r3,17,balanced,4096,2048,2048,4096,0.5,0,18,0,-0.00028588809072971344,3744,0.7853663072074675,0.7853663072074675,1.0,0.03773584905660377,0.14858490566037735,0.25396825396825395
trec-covid-chrono-r3,17,balanced,8192,4096,4096,8192,0.5,0,18,0,-5.212053656578064e-05,7458,0.7853663072074675,0.7853663072074675,1.0,0.03773584905660377,0.14858490566037735,0.25396825396825395
trec-covid-chrono-r3,17,balanced,10000,5000,5000,10000,0.5,0,18,0,-9.132549166679382e-06,9099,0.7853663072074675,0.7853663072074675,1.0,0.03773584905660377,0.14858490566037735,0.25396825396825395
trec-covid-chrono-r3,17,blocker,128,64,64,128,0.5,0,2,0,-0.0007280856370925903,123,0.3589542101716347,0.7853663072074675,0.4570532334751802,0.0047169811320754715,0.14858490566037735,0.031746031746031744
trec-covid-chrono-r3,17,blocker,256,128,128,256,0.5,0,6,0,-0.0005036611109972,242,0.5551100103172906,0.7853663072074675,0.706816685695493,0.014150943396226415,0.14858490566037735,0.09523809523809525
trec-covid-chrono-r3,17,blocker,512,256,256,512,0.5,0,8,0,-0.0002545062452554703,471,0.6979051543534279,0.7853663072074675,0.8886364845914695,0.018867924528301886,0.14858490566037735,0.12698412698412698
trec-covid-chrono-r3,17,blocker,1024,448,576,1024,0.4375,128,11,0,-2.3603439331054688e-05,926,0.7853663072074675,0.7853663072074675,1.0,0.02358490566037736,0.14858490566037735,0.15873015873015875
trec-covid-chrono-r3,17,blocker,2048,1024,1024,2048,0.5,0,16,0,-0.00012673065066337585,1854,0.7853663072074675,0.7853663072074675,1.0,0.0330188679245283,0.14858490566037735,0.22222222222222224
trec-covid-chrono-r3,17,blocker,4096,3072,1024,4096,0.75,2048,18,0,-0.0001307893544435501,3825,0.7853663072074675,0.7853663072074675,1.0,0.03773584905660377,0.14858490566037735,0.25396825396825395
trec-covid-chrono-r3,17,blocker,8192,5000,3192,8192,0.6103515625,1808,18,0,-9.132549166679382e-06,7496,0.7853663072074675,0.7853663072074675,1.0,0.03773584905660377,0.14858490566037735,0.25396825396825395
