dataset,query_id,repetition,policy,seconds,calls,k100
nfcorpus,PLAIN-2920,1,grouped-unit,0.014979748986661434,2049,49
nfcorpus,PLAIN-2920,1,grouped-handoff64,0.014719667262397707,802,49
nfcorpus,PLAIN-2920,1,array-blocker64,0.00555104180239141,34,49
nfcorpus,PLAIN-2920,1,array-unit,0.30451491684652865,2049,49
nfcorpus,PLAIN-2920,2,grouped-unit,0.015193082042969763,2049,49
nfcorpus,PLAIN-2920,2,grouped-handoff64,0.014883834053762257,802,49
nfcorpus,PLAIN-2920,2,array-blocker64,0.005553999915719032,34,49
nfcorpus,PLAIN-2920,2,array-unit,0.3046272078063339,2049,49
nfcorpus,PLAIN-2920,2,grouped-blocker64,0.0025400409940630198,34,49
nfcorpus,PLAIN-603,0,array-unit,0.010331666213460267,104,100
nfcorpus,PLAIN-603,0,grouped-blocker64,0.0003834989620372653,4,100
nfcorpus,PLAIN-603,0,grouped-unit,0.0003517500590533018,104,100
nfcorpus,PLAIN-603,0,grouped-handoff64,0.00034662510734051466,41,100
nfcorpus,PLAIN-603,0,array-blocker64,0.00036704016383737326,4,100
nfcorpus,PLAIN-603,1,grouped-blocker64,0.0003652919549494982,4,100
nfcorpus,PLAIN-603,1,grouped-unit,0.0003422920126467943,104,100
nfcorpus,PLAIN-603,1,grouped-handoff64,0.00036812410689890385,41,100
nfcorpus,PLAIN-603,1,array-blocker64,0.0004386669024825096,4,100
nfcorpus,PLAIN-603,1,array-unit,0.01017654302995652,104,100
nfcorpus,PLAIN-603,2,grouped-unit,0.00038350094109773636,104,100
nfcorpus,PLAIN-603,2,grouped-handoff64,0.00035679107531905174,41,100
nfcorpus,PLAIN-603,2,array-blocker64,0.00037158303894102573,4,100
nfcorpus,PLAIN-603,2,array-unit,0.010113583062775433,104,100
nfcorpus,PLAIN-603,2,grouped-blocker64,0.000370291993021965,4,100
nfcorpus,PLAIN-817,0,array-blocker64,0.0039171259850263596,34,11
nfcorpus,PLAIN-817,0,array-unit,0.23587316705379635,2049,11
nfcorpus,PLAIN-817,0,grouped-blocker64,0.0021462900331243873,34,11
nfcorpus,PLAIN-817,0,grouped-unit,0.010725540923886001,2049,11
nfcorpus,PLAIN-817,0,grouped-handoff64,0.002283500856719911,40,11
nfcorpus,PLAIN-817,1,array-unit,0.23679704207461327,2049,11
nfcorpus,PLAIN-817,1,grouped-blocker64,0.0021683749509975314,34,11
nfcorpus,PLAIN-817,1,grouped-unit,0.010796915972605348,2049,11
nfcorpus,PLAIN-817,1,grouped-handoff64,0.0021469988860189915,40,11
nfcorpus,PLAIN-817,1,array-blocker64,0.004031917080283165,34,11
nfcorpus,PLAIN-817,2,grouped-blocker64,0.001992001081816852,34,11
nfcorpus,PLAIN-817,2,grouped-unit,0.010810833075083792,2049,11
nfcorpus,PLAIN-817,2,grouped-handoff64,0.002239541965536773,40,11
nfcorpus,PLAIN-817,2,array-blocker64,0.003914291970431805,34,11
nfcorpus,PLAIN-817,2,array-unit,0.23619787383358926,2049,11
nfcorpus,PLAIN-1249,0,array-unit,0.26502929197158664,2049,32
nfcorpus,PLAIN-1249,0,grouped-blocker64,0.0024157087318599224,34,32
nfcorpus,PLAIN-1249,0,grouped-unit,0.014693917823024094,2049,32
nfcorpus,PLAIN-1249,0,grouped-handoff64,0.004535333137027919,173,32
nfcorpus,PLAIN-1249,0,array-blocker64,0.004609916009940207,34,32
nfcorpus,PLAIN-1249,1,grouped-blocker64,0.0023079998791217804,34,32
nfcorpus,PLAIN-1249,1,grouped-unit,0.014620334841310978,2049,32
nfcorpus,PLAIN-1249,1,grouped-handoff64,0.004485707962885499,173,32
nfcorpus,PLAIN-1249,1,array-blocker64,0.004580584121868014,34,32
nfcorpus,PLAIN-1249,1,array-unit,0.2655364579986781,2049,32
nfcorpus,PLAIN-1249,2,grouped-unit,0.015111415879800916,2049,32
nfcorpus,PLAIN-1249,2,grouped-handoff64,0.004512500949203968,173,32
nfcorpus,PLAIN-1249,2,array-blocker64,0.004822916118428111,34,32
nfcorpus,PLAIN-1249,2,array-unit,0.26608070684596896,2049,32
nfcorpus,PLAIN-1249,2,grouped-blocker64,0.0022942901123315096,34,32
nfcorpus,PLAIN-1635,0,array-blocker64,0.001988417934626341,11,100
nfcorpus,PLAIN-1635,0,array-unit,0.09404416684992611,552,100
nfcorpus,PLAIN-1635,0,grouped-blocker64,0.001134165795519948,11,100
nfcorpus,PLAIN-1635,0,grouped-unit,0.004201998934149742,552,100
nfcorpus,PLAIN-1635,0,grouped-handoff64,0.0028238738887012005,125,100
nfcorpus,PLAIN-1635,1,array-unit,0.09391841699834913,552,100
nfcorpus,PLAIN-1635,1,grouped-blocker64,0.001160000218078494,11,100
nfcorpus,PLAIN-1635,1,grouped-unit,0.004065332002937794,552,100
nfcorpus,PLAIN-1635,1,grouped-handoff64,0.002844124916009605,125,100
nfcorpus,PLAIN-1635,1,array-blocker64,0.0019134159665554762,11,100
nfcorpus,PLAIN-1635,2,grouped-blocker64,0.0010731678921729326,11,100
nfcorpus,PLAIN-1635,2,grouped-unit,0.004184207879006863,552,100
nfcorpus,PLAIN-1635,2,grouped-handoff64,0.0028107919497415423,125,100
nfcorpus,PLAIN-1635,2,array-blocker64,0.0018813328351825476,11,100
nfcorpus,PLAIN-1635,2,array-unit,0.09412929194513708,552,100
nfcorpus,PLAIN-1441,0,array-blocker64,0.005458208965137601,34,43
nfcorpus,PLAIN-1441,0,array-unit,0.3235837077954784,2049,43
nfcorpus,PLAIN-1441,0,grouped-blocker64,0.0024296670453622937,34,43
nfcorpus,PLAIN-1441,0,grouped-unit,0.014413125929422677,2049,43
nfcorpus,PLAIN-1441,0,grouped-handoff64,0.002792915911413729,63,43
nfcorpus,PLAIN-1441,1,array-unit,0.32291566708590835,2049,43
nfcorpus,PLAIN-1441,1,grouped-blocker64,0.002408541040495038,34,43
nfcorpus,PLAIN-1441,1,grouped-unit,0.014094998827204108,2049,43
nfcorpus,PLAIN-1441,1,grouped-handoff64,0.0029613751685246825,63,43
nfcorpus,PLAIN-1441,1,array-blocker64,0.005435669096186757,34,43
nfcorpus,PLAIN-1441,2,grouped-blocker64,0.002287789946421981,34,43
nfcorpus,PLAIN-1441,2,grouped-unit,0.014047416858375072,2049,43
nfcorpus,PLAIN-1441,2,grouped-handoff64,0.0028596248012036085,63,43
nfcorpus,PLAIN-1441,2,array-blocker64,0.005418209009803832,34,43
nfcorpus,PLAIN-1441,2,array-unit,0.323686461080797,2049,43
nfcorpus,PLAIN-1731,0,grouped-unit,0.00041654007509350777,106,100
nfcorpus,PLAIN-1731,0,grouped-handoff64,0.0003825000021606684,41,100
nfcorpus,PLAIN-1731,0,array-blocker64,0.0003730009775608778,4,100
nfcorpus,PLAIN-1731,0,array-unit,0.010569084086455405,106,100
nfcorpus,PLAIN-1731,0,grouped-blocker64,0.0003920851740986109,4,100
nfcorpus,PLAIN-1731,1,grouped-handoff64,0.0003793740179389715,41,100
nfcorpus,PLAIN-1731,1,array-blocker64,0.000377209042198956,4,100
nfcorpus,PLAIN-1731,1,array-unit,0.01016766601242125,106,100
nfcorpus,PLAIN-1731,1,grouped-blocker64,0.0003869989886879921,4,100
nfcorpus,PLAIN-1731,1,grouped-unit,0.00041283201426267624,106,100
nfcorpus,PLAIN-1731,2,array-blocker64,0.00038595893420279026,4,100
nfcorpus,PLAIN-1731,2,array-unit,0.01029750017914921,106,100
nfcorpus,PLAIN-1731,2,grouped-blocker64,0.0003914170665666461,4,100
nfcorpus,PLAIN-1731,2,grouped-unit,0.00041662598960101604,106,100
nfcorpus,PLAIN-1731,2,grouped-handoff64,0.0003676260821521282,41,100
nfcorpus,PLAIN-1909,0,array-blocker64,0.006136624841019511,32,100
nfcorpus,PLAIN-1909,0,array-unit,0.34940979292150587,1893,100
nfcorpus,PLAIN-1909,0,grouped-blocker64,0.0025408328510820866,32,100
nfcorpus,PLAIN-1909,0,grouped-unit,0.013461206923238933,1893,100
nfcorpus,PLAIN-1909,0,grouped-handoff64,0.0028797079576179385,55,100
nfcorpus,PLAIN-1909,1,array-unit,0.347127916989848,1893,100
nfcorpus,PLAIN-1909,1,grouped-blocker64,0.0026388729456812143,32,100
nfcorpus,PLAIN-1909,1,grouped-unit,0.013323457911610603,1893,100
nfcorpus,PLAIN-1909,1,grouped-handoff64,0.003010665881447494,55,100
nfcorpus,PLAIN-1909,1,array-blocker64,0.0058675839100033045,32,100
nfcorpus,PLAIN-1909,2,grouped-blocker64,0.002476625028066337,32,100
nfcorpus,PLAIN-1909,2,grouped-unit,0.013192374957725406,1893,100
nfcorpus,PLAIN-1909,2,grouped-handoff64,0.0029814160661771894,55,100
nfcorpus,PLAIN-1909,2,array-blocker64,0.005928292055614293,32,100
nfcorpus,PLAIN-1909,2,array-unit,0.3464608328649774,1893,100
nfcorpus,PLAIN-2600,0,grouped-unit,0.011551667004823685,1544,100
nfcorpus,PLAIN-2600,0,grouped-handoff64,0.0062476679449900985,291,100
nfcorpus,PLAIN-2600,0,array-blocker64,0.005552210146561265,27,100
nfcorpus,PLAIN-2600,0,array-unit,0.29410041589289904,1544,100
nfcorpus,PLAIN-2600,0,grouped-blocker64,0.00234587409067899,27,100
nfcorpus,PLAIN-2600,1,grouped-handoff64,0.0063037489308044314,291,100
nfcorpus,PLAIN-2600,1,array-blocker64,0.005353416898287833,27,100
nfcorpus,PLAIN-2600,1,array-unit,0.29193999990820885,1544,100
nfcorpus,PLAIN-2600,1,grouped-blocker64,0.002226043143309653,27,100
nfcorpus,PLAIN-2600,1,grouped-unit,0.011526123969815671,1544,100
nfcorpus,PLAIN-2600,2,array-blocker64,0.005343541037291288,27,100
nfcorpus,PLAIN-2600,2,array-unit,0.2967006650287658,1544,100
nfcorpus,PLAIN-2600,2,grouped-blocker64,0.0024320820812135935,27,100
nfcorpus,PLAIN-2600,2,grouped-unit,0.011555958888493478,1544,100
nfcorpus,PLAIN-2600,2,grouped-handoff64,0.006261167931370437,291,100
scifact,674,0,grouped-handoff64,0.009824332082644105,474,65
scifact,674,0,array-blocker64,0.007190666859969497,33,65
scifact,674,0,array-unit,0.42107812396716326,2049,65
scifact,674,0,grouped-blocker64,0.0025526260724291205,33,65
scifact,674,0,grouped-unit,0.01556075003463775,2049,65
scifact,674,1,array-blocker64,0.0071746238972991705,33,65
scifact,674,1,array-unit,0.4195315829711035,2049,65
scifact,674,1,grouped-blocker64,0.002482165931724012,33,65
scifact,674,1,grouped-unit,0.014904456911608577,2049,65
scifact,674,1,grouped-handoff64,0.009618417010642588,474,65
scifact,674,2,array-unit,0.4226748759392649,2049,65
scifact,674,2,grouped-blocker64,0.002646540175192058,33,65
scifact,674,2,grouped-unit,0.01562587614171207,2049,65
scifact,674,2,grouped-handoff64,0.009865958942100406,474,65
scifact,674,2,array-blocker64,0.00737595884129405,33,65
scifact,1150,0,array-unit,0.34046108298934996,2049,32
scifact,1150,0,grouped-blocker64,0.0025357501581311226,33,32
scifact,1150,0,grouped-unit,0.015171624952927232,2049,32
scifact,1150,0,grouped-handoff64,0.01578529109247029,834,32
scifact,1150,0,array-blocker64,0.005979500128887594,33,32
scifact,1150,1,grouped-blocker64,0.0022392511600628495,33,32
scifact,1150,1,grouped-unit,0.01439883396960795,2049,32
scifact,1150,1,grouped-handoff64,0.015479542897082865,834,32
scifact,1150,1,array-blocker64,0.005777500104159117,33,32
scifact,1150,1,array-unit,0.33249570708721876,2049,32
scifact,1150,2,grouped-unit,0.014928624033927917,2049,32
scifact,1150,2,grouped-handoff64,0.014978875988163054,834,32
scifact,1150,2,array-blocker64,0.0057055409997701645,33,32
scifact,1150,2,array-unit,0.3361081250477582,2049,32
scifact,1150,2,grouped-blocker64,0.002563208108767867,33,32
scifact,1271,0,array-unit,0.3111339999595657,2049,29
scifact,1271,0,grouped-blocker64,0.00251541577745229,33,28
scifact,1271,0,grouped-unit,0.014585998840630054,2049,29
scifact,1271,0,grouped-handoff64,0.017149748979136348,945,29
scifact,1271,0,array-blocker64,0.005427085096016526,33,28
scifact,1271,1,grouped-blocker64,0.0022582070669159293,33,28
scifact,1271,1,grouped-unit,0.015182375092990696,2049,29
scifact,1271,1,grouped-handoff64,0.016983874957077205,945,29
scifact,1271,1,array-blocker64,0.005770417163148522,33,28
scifact,1271,1,array-unit,0.311432956950739,2049,29
scifact,1271,2,grouped-unit,0.015289498842321336,2049,29
scifact,1271,2,grouped-handoff64,0.016851707943715155,945,29
scifact,1271,2,array-blocker64,0.005536875803954899,33,28
scifact,1271,2,array-unit,0.3127257899614051,2049,29
scifact,1271,2,grouped-blocker64,0.00238108285702765,33,28
scifact,1316,0,array-blocker64,0.0064447070471942425,33,76
scifact,1316,0,array-unit,0.373620625003241,2049,76
scifact,1316,0,grouped-blocker64,0.0026728759985417128,33,76
scifact,1316,0,grouped-unit,0.015707082115113735,2049,76
scifact,1316,0,grouped-handoff64,0.008214002125896513,351,76
scifact,1316,1,array-unit,0.371499291039072,2049,76
scifact,1316,1,grouped-blocker64,0.002707042032852769,33,76
scifact,1316,1,grouped-unit,0.014659833046607673,2049,76
scifact,1316,1,grouped-handoff64,0.008171333116479218,351,76
scifact,1316,1,array-blocker64,0.006226290948688984,33,76
scifact,1316,2,grouped-blocker64,0.0026137499371543527,33,76
scifact,1316,2,grouped-unit,0.015182250062935054,2049,76
scifact,1316,2,grouped-handoff64,0.007890958804637194,351,76
scifact,1316,2,array-blocker64,0.006362001062370837,33,76
scifact,1316,2,array-unit,0.37083541695028543,2049,76
scifact,839,0,array-blocker64,0.0052446689223870635,33,29
scifact,839,0,array-unit,0.3053590840427205,2049,29
scifact,839,0,grouped-blocker64,0.0026755830040201545,33,29
scifact,839,0,grouped-unit,0.015569542185403407,2049,29
scifact,839,0,grouped-handoff64,0.025551124941557646,1435,29
scifact,839,1,array-unit,0.30131041700951755,2049,29
scifact,839,1,grouped-blocker64,0.002412166097201407,33,29
scifact,839,1,grouped-unit,0.014887500903569162,2049,29
scifact,839,1,grouped-handoff64,0.025539122871123254,1435,29
scifact,839,1,array-blocker64,0.005286916741169989,33,29
scifact,839,2,grouped-blocker64,0.0023547918535768986,33,29
scifact,839,2,grouped-unit,0.014781333855353296,2049,29
scifact,839,2,grouped-handoff64,0.025493499008007348,1435,29
scifact,839,2,array-blocker64,0.005275249946862459,33,29
scifact,839,2,array-unit,0.3008761659730226,2049,29
scifact,1179,0,grouped-unit,0.0155967929167673,2049,42
scifact,1179,0,grouped-handoff64,0.02539425005670637,1460,42
scifact,1179,0,array-blocker64,0.005862626014277339,33,42
scifact,1179,0,array-unit,0.3355926258955151,2049,42
scifact,1179,0,grouped-blocker64,0.0024379161186516285,33,42
scifact,1179,1,grouped-handoff64,0.026720999041572213,1460,42
scifact,1179,1,array-blocker64,0.0059021239867433906,33,42
scifact,1179,1,array-unit,0.3337304999586195,2049,42
scifact,1179,1,grouped-blocker64,0.0024316669441759586,33,42
scifact,1179,1,grouped-unit,0.015337000135332346,2049,42
scifact,1179,2,array-blocker64,0.005776416976004839,33,42
scifact,1179,2,array-unit,0.3360093757510185,2049,42
scifact,1179,2,grouped-blocker64,0.0023816670291125774,33,42
scifact,1179,2,grouped-unit,0.015386291197501123,2049,42
scifact,1179,2,grouped-handoff64,0.0260745418490842,1460,42
scifact,1241,0,array-unit,0.45904087519738823,2049,97
scifact,1241,0,grouped-blocker64,0.002923332736827433,33,97
scifact,1241,0,grouped-unit,0.01587541599292308,2049,97
scifact,1241,0,grouped-handoff64,0.011775750084780157,551,97
scifact,1241,0,array-blocker64,0.007635749178007245,33,97
scifact,1241,1,grouped-blocker64,0.0027602489572018385,33,97
scifact,1241,1,grouped-unit,0.015616166172549129,2049,97
scifact,1241,1,grouped-handoff64,0.011695416062138975,551,97
scifact,1241,1,array-blocker64,0.0075200010323897,33,97
scifact,1241,1,array-unit,0.45646999892778695,2049,97
scifact,1241,2,grouped-unit,0.01606437494046986,2049,97
scifact,1241,2,grouped-handoff64,0.01155483303591609,551,97
scifact,1241,2,array-blocker64,0.007497331942431629,33,97
scifact,1241,2,array-unit,0.46050512488000095,2049,97
scifact,1241,2,grouped-blocker64,0.002860291046090424,33,97
scifact,845,0,array-blocker64,0.006819960079155862,34,63
scifact,845,0,array-unit,0.37502412404865026,2049,63
scifact,845,0,grouped-blocker64,0.002538709086365998,34,63
scifact,845,0,grouped-unit,0.015624751104041934,2049,63
scifact,845,0,grouped-handoff64,0.014139667036943138,716,63
scifact,845,1,array-unit,0.37712304084561765,2049,63
scifact,845,1,grouped-blocker64,0.002705790917389095,34,63
scifact,845,1,grouped-unit,0.015104125021025538,2049,63
scifact,845,1,grouped-handoff64,0.013677290175110102,716,63
scifact,845,1,array-blocker64,0.006420541903935373,34,63
scifact,845,2,grouped-blocker64,0.0024813328636810184,34,63
scifact,845,2,grouped-unit,0.015450083301402628,2049,63
scifact,845,2,grouped-handoff64,0.013834875775501132,716,63
scifact,845,2,array-blocker64,0.006968333967961371,34,63
scifact,845,2,array-unit,0.3763712497893721,2049,63
scifact,230,0,grouped-unit,0.015066667110659182,2049,36
scifact,230,0,grouped-handoff64,0.009285000851377845,457,36
scifact,230,0,array-blocker64,0.006273041013628244,34,36
scifact,230,0,array-unit,0.3381172919180244,2049,36
scifact,230,0,grouped-blocker64,0.0024618729948997498,34,36
scifact,230,1,grouped-handoff64,0.00924945785664022,457,36
scifact,230,1,array-blocker64,0.005915334913879633,34,36
scifact,230,1,array-unit,0.3363840001402423,2049,36
scifact,230,1,grouped-blocker64,0.002502167015336454,34,36
scifact,230,1,grouped-unit,0.014997918042354286,2049,36
scifact,230,2,array-blocker64,0.006129959016107023,34,36
scifact,230,2,array-unit,0.33460954285692424,2049,36
scifact,230,2,grouped-blocker64,0.002410540822893381,34,36
scifact,230,2,grouped-unit,0.015496917185373604,2049,36
scifact,230,2,grouped-handoff64,0.009430000209249556,457,36
scifact,659,0,array-unit,0.24606487504206598,2049,14
scifact,659,0,grouped-blocker64,0.002513835090212524,33,14
scifact,659,0,grouped-unit,0.014932208927348256,2049,14
scifact,659,0,grouped-handoff64,0.02657479129265994,1515,14
scifact,659,0,array-blocker64,0.004344666027463973,33,14
scifact,659,1,grouped-blocker64,0.0022601247765123844,33,14
scifact,659,1,grouped-unit,0.014698792132548988,2049,14
scifact,659,1,grouped-handoff64,0.026409374899230897,1515,14
scifact,659,1,array-blocker64,0.004315334837883711,33,14
scifact,659,1,array-unit,0.24576658208388835,2049,14
scifact,659,2,grouped-unit,0.014931499841623008,2049,14
scifact,659,2,grouped-handoff64,0.02656583406496793,1515,14
scifact,659,2,array-blocker64,0.0042385009583085775,33,14
scifact,659,2,array-unit,0.24587895802687854,2049,14
scifact,659,2,grouped-blocker64,0.0023775401059538126,33,14
trec-covid,8,0,array-unit,0.24595462414436042,2049,12
trec-covid,8,0,grouped-blocker64,0.0024125820491462946,33,12
trec-covid,8,0,grouped-unit,0.014644582872278988,2049,12
trec-covid,8,0,grouped-handoff64,0.021982500096783042,1262,12
trec-covid,8,0,array-blocker64,0.004221625160425901,33,12
trec-covid,8,1,grouped-blocker64,0.002105541992932558,33,12
trec-covid,8,1,grouped-unit,0.01398016803432256,2049,12
trec-covid,8,1,grouped-handoff64,0.022524082101881504,1262,12
trec-covid,8,1,array-blocker64,0.004213165957480669,33,12
trec-covid,8,1,array-unit,0.25089916680008173,2049,12
trec-covid,8,2,grouped-unit,0.01496116688940674,2049,12
trec-covid,8,2,grouped-handoff64,0.022332167020067573,1262,12
trec-covid,8,2,array-blocker64,0.0042859179666265845,33,12
trec-covid,8,2,array-unit,0.24750883516389877,2049,12
trec-covid,8,2,grouped-blocker64,0.002098625060170889,33,12
trec-covid,34,0,grouped-blocker64,0.0023657928686589003,33,7
trec-covid,34,0,grouped-unit,0.014872666914016008,2049,7
trec-covid,34,0,grouped-handoff64,0.0235154990805313,1365,7
trec-covid,34,0,array-blocker64,0.004139124997891486,33,7
trec-covid,34,0,array-unit,0.23282825003843755,2049,7
trec-covid,34,1,grouped-unit,0.014586334000341594,2049,7
trec-covid,34,1,grouped-handoff64,0.023556125001050532,1365,7
trec-covid,34,1,array-blocker64,0.003960709902457893,33,7
trec-covid,34,1,array-unit,0.23380391695536673,2049,7
trec-covid,34,1,grouped-blocker64,0.0022188760340213776,33,7
trec-covid,34,2,grouped-handoff64,0.023335541132837534,1365,7
trec-covid,34,2,array-blocker64,0.004004708142019808,33,7
trec-covid,34,2,array-unit,0.233856417122297,2049,7
trec-covid,34,2,grouped-blocker64,0.002243832917883992,33,7
trec-covid,34,2,grouped-unit,0.014199292054399848,2049,7
trec-covid,17,0,array-blocker64,0.004479915834963322,33,13
trec-covid,17,0,array-unit,0.25313450198154896,2049,13
trec-covid,17,0,grouped-blocker64,0.002375250100158155,33,13
trec-covid,17,0,grouped-unit,0.014898000052198768,2049,13
trec-covid,17,0,grouped-handoff64,0.02596041699871421,1465,13
trec-covid,17,1,array-unit,0.2516622500261292,2049,13
trec-covid,17,1,grouped-blocker64,0.0023202078882604837,33,13
trec-covid,17,1,grouped-unit,0.014398416155017912,2049,13
trec-covid,17,1,grouped-handoff64,0.026275830809026957,1465,13
trec-covid,17,1,array-blocker64,0.004623207962140441,33,13
trec-covid,17,2,grouped-blocker64,0.002288498915731907,33,13
trec-covid,17,2,grouped-unit,0.014782789978198707,2049,13
trec-covid,17,2,grouped-handoff64,0.025546750868670642,1465,13
trec-covid,17,2,array-blocker64,0.004430250031873584,33,13
trec-covid,17,2,array-unit,0.25633008289150894,2049,13
trec-covid,37,0,grouped-handoff64,0.006938794162124395,276,100
trec-covid,37,0,array-blocker64,0.007444375078193843,33,100
trec-covid,37,0,array-unit,0.39820670802146196,1977,100
trec-covid,37,0,grouped-blocker64,0.0028390820370987058,33,100
trec-covid,37,0,grouped-unit,0.014792583882808685,1977,100
trec-covid,37,1,array-blocker64,0.007179918116889894,33,100
trec-covid,37,1,array-unit,0.3947775838896632,1977,100
trec-covid,37,1,grouped-blocker64,0.002804334042593837,33,100
trec-covid,37,1,grouped-unit,0.01507524901535362,1977,100
trec-covid,37,1,grouped-handoff64,0.006744748912751675,276,100
trec-covid,37,2,array-unit,0.3938047509873286,1977,100
trec-covid,37,2,grouped-blocker64,0.002804166986607015,33,100
trec-covid,37,2,grouped-unit,0.015445666038431227,1977,100
trec-covid,37,2,grouped-handoff64,0.0067105842754244804,276,100
trec-covid,37,2,array-blocker64,0.00718070799484849,33,100
trec-covid,5,0,grouped-unit,0.015139667084440589,2049,29
trec-covid,5,0,grouped-handoff64,0.016239291871897876,873,29
trec-covid,5,0,array-blocker64,0.005306084058247507,33,29
trec-covid,5,0,array-unit,0.301124126999639,2049,29
trec-covid,5,0,grouped-blocker64,0.0022975000320002437,33,29
trec-covid,5,1,grouped-handoff64,0.015912040951661766,873,29
trec-covid,5,1,array-blocker64,0.005337998969480395,33,29
trec-covid,5,1,array-unit,0.30135945696383715,2049,29
trec-covid,5,1,grouped-blocker64,0.0024340011877939105,33,29
trec-covid,5,1,grouped-unit,0.015054917079396546,2049,29
trec-covid,5,2,array-blocker64,0.005176624865271151,33,29
trec-covid,5,2,array-unit,0.300463417195715,2049,29
trec-covid,5,2,grouped-blocker64,0.0023505407152697444,33,29
trec-covid,5,2,grouped-unit,0.01513404119759798,2049,29
trec-covid,5,2,grouped-handoff64,0.016359126078896224,873,29
trec-covid,29,0,grouped-unit,0.015419541043229401,2049,54
trec-covid,29,0,grouped-handoff64,0.012917500920593739,671,54
trec-covid,29,0,array-blocker64,0.006291502038948238,33,54
trec-covid,29,0,array-unit,0.36815737502183765,2049,54
trec-covid,29,0,grouped-blocker64,0.0025133751332759857,33,54
trec-covid,29,1,grouped-handoff64,0.013139083981513977,671,54
trec-covid,29,1,array-blocker64,0.006062709027901292,33,54
trec-covid,29,1,array-unit,0.36697221000213176,2049,54
trec-covid,29,1,grouped-blocker64,0.002645291853696108,33,54
trec-covid,29,1,grouped-unit,0.015271376934833825,2049,54
trec-covid,29,2,array-blocker64,0.006290791090577841,33,54
trec-covid,29,2,array-unit,0.3670411250786856,2049,54
trec-covid,29,2,grouped-blocker64,0.002484999014995992,33,54
trec-covid,29,2,grouped-unit,0.015245999908074737,2049,54
trec-covid,29,2,grouped-handoff64,0.012795584159903228,671,54
trec-covid,14,0,grouped-handoff64,0.01167554093990475,604,28
trec-covid,14,0,array-blocker64,0.005423832102678716,33,28
trec-covid,14,0,array-unit,0.3070898330770433,2049,28
trec-covid,14,0,grouped-blocker64,0.002490999992005527,33,28
trec-covid,14,0,grouped-unit,0.014758249977603555,2049,28
trec-covid,14,1,array-blocker64,0.005193458986468613,33,28
trec-covid,14,1,array-unit,0.305972459143959,2049,28
trec-covid,14,1,grouped-blocker64,0.0023392080329358578,33,28
trec-covid,14,1,grouped-unit,0.014497999916784465,2049,28
trec-covid,14,1,grouped-handoff64,0.011628667009063065,604,28
trec-covid,14,2,array-unit,0.30704979109577835,2049,28
trec-covid,14,2,grouped-blocker64,0.002314169076271355,33,28
trec-covid,14,2,grouped-unit,0.014830043073743582,2049,28
trec-covid,14,2,grouped-handoff64,0.011661334079690278,604,28
trec-covid,14,2,array-blocker64,0.005319790914654732,33,28
trec-covid,23,0,array-blocker64,0.004962417064234614,33,18
trec-covid,23,0,array-unit,0.2827719181077555,2049,18
trec-covid,23,0,grouped-blocker64,0.0024186241207644343,33,18
trec-covid,23,0,grouped-unit,0.014848500140942633,2049,18
trec-covid,23,0,grouped-handoff64,0.020529999863356352,1128,18
trec-covid,23,1,array-unit,0.28199770697392523,2049,18
trec-covid,23,1,grouped-blocker64,0.0024999999441206455,33,18
trec-covid,23,1,grouped-unit,0.015064499923028052,2049,18
trec-covid,23,1,grouped-handoff64,0.020237539894878864,1128,18
trec-covid,23,1,array-blocker64,0.004843584029003978,33,18
trec-covid,23,2,grouped-blocker64,0.0023002092493698,33,18
trec-covid,23,2,grouped-unit,0.014650958124548197,2049,18
trec-covid,23,2,grouped-handoff64,0.019820249872282147,1128,18
trec-covid,23,2,array-blocker64,0.0049172500148415565,33,18
trec-covid,23,2,array-unit,0.30275337491184473,2049,18
trec-covid,32,0,array-unit,0.21978995704557747,2049,4
trec-covid,32,0,grouped-blocker64,0.0023454169277101755,33,4
trec-covid,32,0,grouped-unit,0.014356083003804088,2049,4
trec-covid,32,0,grouped-handoff64,0.02763537596911192,1613,4
trec-covid,32,0,array-blocker64,0.003593791974708438,33,4
trec-covid,32,1,grouped-blocker64,0.0022826249478384852,33,4
trec-covid,32,1,grouped-unit,0.014748792047612369,2049,4
trec-covid,32,1,grouped-handoff64,0.027830084087327123,1613,4
trec-covid,32,1,array-blocker64,0.003745625028386712,33,4
trec-covid,32,1,array-unit,0.22158250014763325,2049,4
trec-covid,32,2,grouped-unit,0.014957333100028336,2049,4
trec-covid,32,2,grouped-handoff64,0.02782441722229123,1613,4
trec-covid,32,2,array-blocker64,0.0039107920601964,33,4
trec-covid,32,2,array-unit,0.22019470890518278,2049,4
trec-covid,32,2,grouped-blocker64,0.00229720794595778,33,4
trec-covid,27,0,array-blocker64,0.00397858303040266,33,5
trec-covid,27,0,array-unit,0.23122354201041162,2049,5
trec-covid,27,0,grouped-blocker64,0.002371958107687533,33,5
trec-covid,27,0,grouped-unit,0.014889706973917782,2049,5
trec-covid,27,0,grouped-handoff64,0.021499874768778682,1204,5
trec-covid,27,1,array-unit,0.23453858494758606,2049,5
trec-covid,27,1,grouped-blocker64,0.0023542899871245027,33,5
trec-covid,27,1,grouped-unit,0.014804875012487173,2049,5
trec-covid,27,1,grouped-handoff64,0.021649040980264544,1204,5
trec-covid,27,1,array-blocker64,0.004211833234876394,33,5
trec-covid,27,2,grouped-blocker64,0.0020947480807080865,33,5
