dataset,query_id,policy,budget,reads,dense,sparse,k100,certificate_calls,replay_seconds
nfcorpus,PLAIN-2991,grouped-handoff64,128,128,64,64,11,4,0.00019024999346584082
nfcorpus,PLAIN-2991,grouped-handoff64,256,256,115,141,19,108,0.001997707993723452
nfcorpus,PLAIN-2991,grouped-handoff64,512,512,256,256,30,280,0.005046832957305014
nfcorpus,PLAIN-2991,grouped-handoff64,1024,1024,732,292,44,348,0.006686457898467779
nfcorpus,PLAIN-2991,grouped-handoff64,2048,2048,1631,417,55,483,0.009999332949519157
nfcorpus,PLAIN-3452,grouped-unit,128,128,59,69,21,129,0.000834624981507659
nfcorpus,PLAIN-3452,grouped-unit,256,256,116,140,27,257,0.001760832965373993
nfcorpus,PLAIN-3452,grouped-unit,512,512,173,339,39,513,0.003556041046977043
nfcorpus,PLAIN-3452,grouped-unit,1024,1024,608,416,69,1025,0.007400499074719846
nfcorpus,PLAIN-3452,grouped-unit,2048,2048,1632,416,77,2049,0.015223708003759384
nfcorpus,PLAIN-3452,grouped-blocker64,128,128,64,64,21,3,0.00021937501151114702
nfcorpus,PLAIN-3452,grouped-blocker64,256,256,128,128,27,5,0.0003802500432357192
nfcorpus,PLAIN-3452,grouped-blocker64,512,512,192,320,39,9,0.0006825410528108478
nfcorpus,PLAIN-3452,grouped-blocker64,1024,1024,608,416,69,18,0.0013459570473060012
nfcorpus,PLAIN-3452,grouped-blocker64,2048,2048,1632,416,77,34,0.0025122909573838115
nfcorpus,PLAIN-3452,grouped-handoff64,128,128,64,64,21,4,0.00024391699116677046
nfcorpus,PLAIN-3452,grouped-handoff64,256,256,116,140,27,109,0.0020168760092929006
nfcorpus,PLAIN-3452,grouped-handoff64,512,512,173,339,39,229,0.004054335062392056
nfcorpus,PLAIN-3452,grouped-handoff64,1024,1024,608,416,69,256,0.005087043973617256
nfcorpus,PLAIN-3452,grouped-handoff64,2048,2048,1632,416,77,275,0.006398794008418918
nfcorpus,PLAIN-3432,grouped-unit,128,128,79,49,18,129,0.0008784580277279019
nfcorpus,PLAIN-3432,grouped-unit,256,256,161,95,19,257,0.0017505830619484186
nfcorpus,PLAIN-3432,grouped-unit,512,512,346,166,20,513,0.0033772920724004507
nfcorpus,PLAIN-3432,grouped-unit,1024,1024,768,256,25,1025,0.006916749989613891
nfcorpus,PLAIN-3432,grouped-unit,2048,2048,1507,541,44,2049,0.014911334030330181
nfcorpus,PLAIN-3432,grouped-blocker64,128,128,64,64,18,3,0.0002054589567705989
nfcorpus,PLAIN-3432,grouped-blocker64,256,256,128,128,19,5,0.00033841689582914114
nfcorpus,PLAIN-3432,grouped-blocker64,512,512,320,192,20,9,0.0005996249383315444
nfcorpus,PLAIN-3432,grouped-blocker64,1024,1024,768,256,25,17,0.001151583855971694
nfcorpus,PLAIN-3432,grouped-blocker64,2048,2048,1507,541,44,34,0.0023544589057564735
nfcorpus,PLAIN-3432,grouped-handoff64,128,128,64,64,18,17,0.0003505420172587037
nfcorpus,PLAIN-3432,grouped-handoff64,256,256,161,95,19,80,0.0012667919509112835
nfcorpus,PLAIN-3432,grouped-handoff64,512,512,346,166,20,224,0.003522499930113554
nfcorpus,PLAIN-3432,grouped-handoff64,1024,1024,768,256,25,408,0.006722833961248398
nfcorpus,PLAIN-3432,grouped-handoff64,2048,2048,1507,541,44,514,0.009491750970482826
nfcorpus,PLAIN-3261,grouped-unit,128,128,66,62,2,129,0.0006212920416146517
nfcorpus,PLAIN-3261,grouped-unit,256,256,170,86,4,257,0.001346584060229361
nfcorpus,PLAIN-3261,grouped-unit,512,512,426,86,5,513,0.003136000130325556
nfcorpus,PLAIN-3261,grouped-unit,1024,1024,938,86,7,1025,0.006393584189936519
nfcorpus,PLAIN-3261,grouped-unit,2048,2048,1962,86,17,2049,0.013747417251579463
nfcorpus,PLAIN-3261,grouped-blocker64,128,128,64,64,2,3,0.00013766600750386715
nfcorpus,PLAIN-3261,grouped-blocker64,256,256,170,86,4,6,0.0002829580334946513
nfcorpus,PLAIN-3261,grouped-blocker64,512,512,426,86,5,10,0.0005103329895064235
nfcorpus,PLAIN-3261,grouped-blocker64,1024,1024,938,86,7,18,0.0009969989769160748
nfcorpus,PLAIN-3261,grouped-blocker64,2048,2048,1962,86,17,34,0.0021033319644629955
nfcorpus,PLAIN-3261,grouped-handoff64,128,128,64,64,2,5,0.00014745898079127073
nfcorpus,PLAIN-3261,grouped-handoff64,256,256,170,86,4,23,0.0004910420393571258
nfcorpus,PLAIN-3261,grouped-handoff64,512,512,426,86,5,28,0.0007491670548915863
nfcorpus,PLAIN-3261,grouped-handoff64,1024,1024,938,86,7,37,0.0012662080116569996
nfcorpus,PLAIN-3261,grouped-handoff64,2048,2048,1962,86,17,56,0.002467749989591539
nfcorpus,PLAIN-3392,grouped-unit,128,128,64,64,9,129,0.0007528751157224178
nfcorpus,PLAIN-3392,grouped-unit,256,256,153,103,16,257,0.0015872081276029348
nfcorpus,PLAIN-3392,grouped-unit,512,512,409,103,25,513,0.0033109161304309964
nfcorpus,PLAIN-3392,grouped-unit,1024,1024,921,103,31,1025,0.006723333150148392
nfcorpus,PLAIN-3392,grouped-unit,2048,2048,1945,103,73,2049,0.014267124119214714
nfcorpus,PLAIN-3392,grouped-blocker64,128,128,64,64,9,3,0.00017850007861852646
nfcorpus,PLAIN-3392,grouped-blocker64,256,256,153,103,16,6,0.0003409580094739795
nfcorpus,PLAIN-3392,grouped-blocker64,512,512,409,103,25,10,0.0006182080833241343
nfcorpus,PLAIN-3392,grouped-blocker64,1024,1024,921,103,31,18,0.0011297081364318728
nfcorpus,PLAIN-3392,grouped-blocker64,2048,2048,1945,103,73,34,0.002412750036455691
nfcorpus,PLAIN-3392,grouped-handoff64,128,128,64,64,9,11,0.0002966660540550947
nfcorpus,PLAIN-3392,grouped-handoff64,256,256,153,103,16,66,0.001338958041742444
nfcorpus,PLAIN-3392,grouped-handoff64,512,512,409,103,25,78,0.0017834160244092345
nfcorpus,PLAIN-3392,grouped-handoff64,1024,1024,921,103,31,90,0.0023678740253672004
nfcorpus,PLAIN-3392,grouped-handoff64,2048,2048,1945,103,73,107,0.003841540077701211
nfcorpus,PLAIN-741,grouped-unit,128,128,117,11,9,129,0.0006322090048342943
nfcorpus,PLAIN-741,grouped-unit,256,256,245,11,10,257,0.0013352499809116125
nfcorpus,PLAIN-741,grouped-unit,512,512,501,11,11,513,0.0026710829697549343
nfcorpus,PLAIN-741,grouped-unit,1024,1024,1013,11,13,1025,0.005177624989300966
nfcorpus,PLAIN-741,grouped-unit,2048,2048,2037,11,14,2049,0.010578333050943911
nfcorpus,PLAIN-741,grouped-blocker64,128,128,117,11,9,4,0.00016879208851605654
nfcorpus,PLAIN-741,grouped-blocker64,256,256,245,11,10,6,0.0002745831152424216
nfcorpus,PLAIN-741,grouped-blocker64,512,512,501,11,11,10,0.0005099991103634238
nfcorpus,PLAIN-741,grouped-blocker64,1024,1024,1013,11,13,18,0.0009498741710558534
nfcorpus,PLAIN-741,grouped-blocker64,2048,2048,2037,11,14,34,0.0019569991854950786
nfcorpus,PLAIN-741,grouped-handoff64,128,128,117,11,9,9,0.00020337500609457493
nfcorpus,PLAIN-741,grouped-handoff64,256,256,245,11,10,11,0.00034120900090783834
nfcorpus,PLAIN-741,grouped-handoff64,512,512,501,11,11,16,0.0006650419672951102
nfcorpus,PLAIN-741,grouped-handoff64,1024,1024,1013,11,13,26,0.0012115419376641512
nfcorpus,PLAIN-741,grouped-handoff64,2048,2048,2037,11,14,43,0.002288999850861728
scifact,674,grouped-unit,128,128,59,69,17,129,0.0007726659532636404
scifact,674,grouped-unit,256,256,116,140,28,257,0.0015691658481955528
scifact,674,grouped-unit,512,512,223,289,44,513,0.003549748915247619
scifact,674,grouped-unit,1024,1024,351,673,60,1025,0.007245123968459666
scifact,674,grouped-unit,2048,2048,351,1697,65,2049,0.014803998987190425
scifact,674,grouped-blocker64,128,128,64,64,17,3,0.00019212509505450726
scifact,674,grouped-blocker64,256,256,128,128,24,5,0.0003349580802023411
scifact,674,grouped-blocker64,512,512,256,256,42,9,0.000664958031848073
scifact,674,grouped-blocker64,1024,1024,384,640,60,17,0.0012604170478880405
scifact,674,grouped-blocker64,2048,2048,384,1664,65,33,0.0023797090398147702
scifact,674,grouped-handoff64,128,128,59,69,17,20,0.0004135000053793192
scifact,674,grouped-handoff64,256,256,116,140,28,128,0.0021219999762251973
scifact,674,grouped-handoff64,512,512,223,289,44,344,0.005718417000025511
scifact,674,grouped-handoff64,1024,1024,351,673,60,454,0.008115667034871876
scifact,674,grouped-handoff64,2048,2048,351,1697,65,474,0.009366792044602334
scifact,1150,grouped-unit,128,128,64,64,12,129,0.0008580420399084687
scifact,1150,grouped-unit,256,256,128,128,21,257,0.0017868330469354987
scifact,1150,grouped-unit,512,512,256,256,25,513,0.0034976660972461104
scifact,1150,grouped-unit,1024,1024,367,657,31,1025,0.00723549909889698
scifact,1150,grouped-unit,2048,2048,567,1481,32,2049,0.015014166128821671
scifact,1150,grouped-blocker64,128,128,64,64,12,3,0.00018783402629196644
scifact,1150,grouped-blocker64,256,256,128,128,21,5,0.000348626053892076
scifact,1150,grouped-blocker64,512,512,256,256,25,9,0.0006112920818850398
scifact,1150,grouped-blocker64,1024,1024,384,640,31,17,0.0010835420107468963
scifact,1150,grouped-blocker64,2048,2048,576,1472,32,33,0.0021550420206040144
scifact,1150,grouped-handoff64,128,128,64,64,12,4,0.00018062489107251167
scifact,1150,grouped-handoff64,256,256,128,128,21,91,0.0016688748728483915
scifact,1150,grouped-handoff64,512,512,256,256,25,271,0.004797166911885142
scifact,1150,grouped-handoff64,1024,1024,367,657,31,433,0.00800370890647173
scifact,1150,grouped-handoff64,2048,2048,567,1481,32,834,0.015457250876352191
scifact,1271,grouped-unit,128,128,66,62,12,129,0.0008405839325860143
scifact,1271,grouped-unit,256,256,133,123,16,257,0.001733708893880248
scifact,1271,grouped-unit,512,512,269,243,21,513,0.0035583338467404246
scifact,1271,grouped-unit,1024,1024,555,469,25,1025,0.007053249864839017
scifact,1271,grouped-unit,2048,2048,633,1415,29,2049,0.014600249822251499
scifact,1271,grouped-blocker64,128,128,64,64,11,3,0.00016541697550565004
scifact,1271,grouped-blocker64,256,256,128,128,16,5,0.0003077499568462372
scifact,1271,grouped-blocker64,512,512,256,256,21,9,0.0005988329648971558
scifact,1271,grouped-blocker64,1024,1024,576,448,25,17,0.0010887489188462496
scifact,1271,grouped-blocker64,2048,2048,640,1408,28,33,0.002178790862672031
scifact,1271,grouped-handoff64,128,128,64,64,11,4,0.00017987505998462439
scifact,1271,grouped-handoff64,256,256,133,123,16,124,0.001994541147723794
scifact,1271,grouped-handoff64,512,512,269,243,21,363,0.005872083129361272
scifact,1271,grouped-handoff64,1024,1024,555,469,25,816,0.013972791144624352
scifact,1271,grouped-handoff64,2048,2048,633,1415,29,945,0.017327875131741166
scifact,1316,grouped-unit,128,128,79,49,20,129,0.0008137919940054417
scifact,1316,grouped-unit,256,256,164,92,31,257,0.0017172079533338547
scifact,1316,grouped-unit,512,512,385,127,39,513,0.003505249973386526
scifact,1316,grouped-unit,1024,1024,846,178,47,1025,0.007127083954401314
scifact,1316,grouped-unit,2048,2048,1369,679,76,2049,0.014914168044924736
scifact,1316,grouped-blocker64,128,128,64,64,18,3,0.00021379103418439627
scifact,1316,grouped-blocker64,256,256,128,128,29,5,0.0003852490335702896
scifact,1316,grouped-blocker64,512,512,384,128,39,9,0.0006787900347262621
scifact,1316,grouped-blocker64,1024,1024,832,192,46,17,0.0011920820688828826
scifact,1316,grouped-blocker64,2048,2048,1344,704,76,33,0.0024394990177825093
scifact,1316,grouped-handoff64,128,128,64,64,18,13,0.0003374579828232527
scifact,1316,grouped-handoff64,256,256,164,92,31,81,0.0015475830296054482
scifact,1316,grouped-handoff64,512,512,385,127,39,155,0.0030290830181911588
scifact,1316,grouped-handoff64,1024,1024,846,178,47,265,0.005428957985714078
scifact,1316,grouped-handoff64,2048,2048,1369,679,76,351,0.008077792008407414
scifact,839,grouped-unit,128,128,64,64,10,129,0.0007273330120369792
scifact,839,grouped-unit,256,256,120,136,13,257,0.001614582957699895
scifact,839,grouped-unit,512,512,233,279,15,513,0.0032364990329369903
scifact,839,grouped-unit,1024,1024,512,512,24,1025,0.0067687490954995155
scifact,839,grouped-unit,2048,2048,1024,1024,29,2049,0.014499874087050557
scifact,839,grouped-blocker64,128,128,64,64,10,3,0.0001521250233054161
scifact,839,grouped-blocker64,256,256,128,128,13,5,0.0002811669837683439
scifact,839,grouped-blocker64,512,512,256,256,15,9,0.0005066259764134884
scifact,839,grouped-blocker64,1024,1024,512,512,24,17,0.0010079588973894715
scifact,839,grouped-blocker64,2048,2048,1024,1024,29,33,0.0021628759568557143
scifact,839,grouped-handoff64,128,128,64,64,10,4,0.00016579101793467999
scifact,839,grouped-handoff64,256,256,120,136,13,111,0.0018646250246092677
scifact,839,grouped-handoff64,512,512,233,279,15,339,0.005570415989495814
scifact,839,grouped-handoff64,1024,1024,512,512,24,680,0.01159108302090317
scifact,839,grouped-handoff64,2048,2048,1024,1024,29,1435,0.024994666106067598
scifact,1179,grouped-unit,128,128,64,64,10,129,0.000781125039793551
scifact,1179,grouped-unit,256,256,128,128,17,257,0.0016315840184688568
scifact,1179,grouped-unit,512,512,289,223,25,513,0.0033914169762283564
scifact,1179,grouped-unit,1024,1024,548,476,37,1025,0.007166500901803374
scifact,1179,grouped-unit,2048,2048,1151,897,42,2049,0.01504754286725074
scifact,1179,grouped-blocker64,128,128,64,64,10,3,0.00015995895955711603
scifact,1179,grouped-blocker64,256,256,128,128,17,5,0.0003123759524896741
scifact,1179,grouped-blocker64,512,512,256,256,24,9,0.000598668004386127
scifact,1179,grouped-blocker64,1024,1024,512,512,35,17,0.001146250986494124
scifact,1179,grouped-blocker64,2048,2048,1152,896,42,33,0.002312168013304472
scifact,1179,grouped-handoff64,128,128,64,64,10,7,0.00023416697513312101
scifact,1179,grouped-handoff64,256,256,128,128,17,85,0.0016022089403122663
scifact,1179,grouped-handoff64,512,512,289,223,25,263,0.00450879184063524
scifact,1179,grouped-handoff64,1024,1024,548,476,37,617,0.01049583381973207
scifact,1179,grouped-handoff64,2048,2048,1151,897,42,1460,0.025787249905988574
scifact,1241,grouped-unit,128,128,55,73,24,129,0.0008859579684212804
scifact,1241,grouped-unit,256,256,90,166,36,257,0.001819790923036635
scifact,1241,grouped-unit,512,512,271,241,60,513,0.0037028329679742455
scifact,1241,grouped-unit,1024,1024,676,348,87,1025,0.007335165981203318
scifact,1241,grouped-unit,2048,2048,1463,585,97,2049,0.015020124963484704
scifact,1241,grouped-blocker64,128,128,64,64,24,3,0.00021245901007205248
scifact,1241,grouped-blocker64,256,256,128,128,33,5,0.0003809999907389283
scifact,1241,grouped-blocker64,512,512,256,256,59,9,0.0007702909642830491
scifact,1241,grouped-blocker64,1024,1024,640,384,86,17,0.0014612500090152025
scifact,1241,grouped-blocker64,2048,2048,1472,576,97,33,0.0026011669542640448
scifact,1241,grouped-handoff64,128,128,64,64,24,4,0.00023395894095301628
scifact,1241,grouped-handoff64,256,256,90,166,36,65,0.0013153338804841042
scifact,1241,grouped-handoff64,512,512,271,241,60,151,0.0030631679110229015
scifact,1241,grouped-handoff64,1024,1024,674,350,87,216,0.004794292850419879
scifact,1241,grouped-handoff64,2048,2048,1465,583,97,551,0.01172162580769509
scifact,845,grouped-unit,128,128,56,72,20,129,0.0007696249522268772
scifact,845,grouped-unit,256,256,149,107,35,257,0.0016340420115739107
scifact,845,grouped-unit,512,512,315,197,40,513,0.0034097511088475585
scifact,845,grouped-unit,1024,1024,692,332,43,1025,0.007146834162995219
scifact,845,grouped-unit,2048,2048,1291,757,63,2049,0.015205667121335864
scifact,845,grouped-blocker64,128,128,64,64,19,3,0.00021833402570337057
scifact,845,grouped-blocker64,256,256,128,128,34,5,0.0004752089735120535
scifact,845,grouped-blocker64,512,512,320,192,40,9,0.0007391260005533695
scifact,845,grouped-blocker64,1024,1024,704,320,42,17,0.0012576259905472398
scifact,845,grouped-blocker64,2048,2048,1291,757,63,34,0.0024440420093014836
scifact,845,grouped-handoff64,128,128,56,72,20,23,0.00046883407048881054
scifact,845,grouped-handoff64,256,256,149,107,35,92,0.001623959164135158
scifact,845,grouped-handoff64,512,512,315,197,40,274,0.004761792137287557
scifact,845,grouped-handoff64,1024,1024,692,332,43,546,0.009799167048186064
scifact,845,grouped-handoff64,2048,2048,1291,757,63,716,0.013766251038759947
scifact,230,grouped-unit,128,128,64,64,10,129,0.0008336249738931656
scifact,230,grouped-unit,256,256,120,136,19,257,0.001751541974954307
scifact,230,grouped-unit,512,512,179,333,25,513,0.003386166994459927
scifact,230,grouped-unit,1024,1024,286,738,29,1025,0.006934584002010524
scifact,230,grouped-unit,2048,2048,464,1584,36,2049,0.014654708909802139
scifact,230,grouped-blocker64,128,128,64,64,10,3,0.000163292046636343
scifact,230,grouped-blocker64,256,256,128,128,19,5,0.0003357500536367297
scifact,230,grouped-blocker64,512,512,192,320,24,9,0.0006065000779926777
scifact,230,grouped-blocker64,1024,1024,320,704,29,17,0.0011451250175014138
scifact,230,grouped-blocker64,2048,2048,464,1584,36,34,0.002403208054602146
scifact,230,grouped-handoff64,128,128,64,64,10,4,0.00016279204282909632
scifact,230,grouped-handoff64,256,256,121,135,19,80,0.0013471250422298908
scifact,230,grouped-handoff64,512,512,179,333,25,202,0.0033787910360842943
scifact,230,grouped-handoff64,1024,1024,286,738,29,420,0.00731008208822459
scifact,230,grouped-handoff64,2048,2048,464,1584,36,457,0.008787790080532432
scifact,659,grouped-unit,128,128,62,66,1,129,0.0006621669745072722
scifact,659,grouped-unit,256,256,123,133,3,257,0.0014700009487569332
scifact,659,grouped-unit,512,512,242,270,5,513,0.0032197089167311788
scifact,659,grouped-unit,1024,1024,468,556,8,1025,0.0069289179518818855
scifact,659,grouped-unit,2048,2048,1024,1024,14,2049,0.014749834896065295
scifact,659,grouped-blocker64,128,128,64,64,1,3,0.00012504099868237972
scifact,659,grouped-blocker64,256,256,128,128,2,5,0.0002564989263191819
scifact,659,grouped-blocker64,512,512,256,256,5,9,0.0005247069057077169
scifact,659,grouped-blocker64,1024,1024,448,576,8,17,0.0010670399060472846
scifact,659,grouped-blocker64,2048,2048,1024,1024,14,33,0.0022468729875981808
scifact,659,grouped-handoff64,128,128,62,66,1,8,0.00017070898320525885
scifact,659,grouped-handoff64,256,256,123,133,3,131,0.002064167056232691
scifact,659,grouped-handoff64,512,512,242,270,5,369,0.006180542055517435
scifact,659,grouped-handoff64,1024,1024,468,556,8,820,0.013771333964541554
scifact,659,grouped-handoff64,2048,2048,1024,1024,14,1515,0.026384458993561566
scifact,552,grouped-unit,128,128,67,61,17,129,0.0009940840536728501
scifact,552,grouped-unit,256,256,135,121,25,257,0.0018548340303823352
scifact,552,grouped-unit,512,512,276,236,32,513,0.0036604590713977814
scifact,552,grouped-unit,1024,1024,576,448,35,1025,0.007322084158658981
scifact,552,grouped-unit,2048,2048,608,1440,40,2049,0.015336917131207883
scifact,552,grouped-blocker64,128,128,64,64,16,3,0.00017600005958229303
scifact,552,grouped-blocker64,256,256,128,128,25,5,0.0003350421320647001
scifact,552,grouped-blocker64,512,512,256,256,32,9,0.0005897501250728965
scifact,552,grouped-blocker64,1024,1024,576,448,35,17,0.0010760000441223383
scifact,552,grouped-blocker64,2048,2048,640,1408,40,33,0.002181541989557445
scifact,552,grouped-handoff64,128,128,64,64,16,4,0.00019583292305469513
scifact,552,grouped-handoff64,256,256,135,121,25,122,0.0022244988940656185
scifact,552,grouped-handoff64,512,512,276,236,32,356,0.006055832840502262
scifact,552,grouped-handoff64,1024,1024,576,448,35,785,0.013536540791392326
scifact,552,grouped-handoff64,2048,2048,608,1440,40,843,0.015328873763792217
scifact,834,grouped-unit,128,128,58,70,4,129,0.0006533329142257571
scifact,834,grouped-unit,256,256,115,141,5,257,0.0014835409820079803
scifact,834,grouped-unit,512,512,218,294,8,513,0.0032734989654272795
scifact,834,grouped-unit,1024,1024,392,632,12,1025,0.007088415906764567
scifact,834,grouped-unit,2048,2048,658,1390,16,2049,0.015192957944236696
scifact,834,grouped-blocker64,128,128,64,64,4,3,0.00012370897457003593
scifact,834,grouped-blocker64,256,256,128,128,5,5,0.00025304302107542753
scifact,834,grouped-blocker64,512,512,256,256,7,9,0.0004965850384905934
scifact,834,grouped-blocker64,1024,1024,384,640,12,17,0.000997210037894547
scifact,834,grouped-blocker64,2048,2048,640,1408,16,33,0.0020853769965469837
scifact,834,grouped-handoff64,128,128,61,67,4,6,0.0001652499195188284
scifact,834,grouped-handoff64,256,256,115,141,5,114,0.0017965419683605433
scifact,834,grouped-handoff64,512,512,218,294,8,324,0.005314208916388452
scifact,834,grouped-handoff64,1024,1024,392,632,12,673,0.011397750931791961
scifact,834,grouped-handoff64,2048,2048,657,1391,16,1146,0.020447251037694514
scifact,1,grouped-unit,128,128,64,64,3,129,0.0006673330208286643
scifact,1,grouped-unit,256,256,128,128,3,257,0.001433124067261815
scifact,1,grouped-unit,512,512,256,256,8,513,0.00309066497720778
scifact,1,grouped-unit,1024,1024,512,512,10,1025,0.006807122961618006
scifact,1,grouped-unit,2048,2048,1317,731,12,2049,0.01440095598809421
scifact,1,grouped-blocker64,128,128,64,64,3,3,0.0002079580444842577
scifact,1,grouped-blocker64,256,256,128,128,3,5,0.00035500002559274435
scifact,1,grouped-blocker64,512,512,256,256,8,9,0.0006415409734472632
scifact,1,grouped-blocker64,1024,1024,512,512,10,17,0.0011313740396872163
scifact,1,grouped-blocker64,2048,2048,1280,768,12,33,0.002237415057606995
scifact,1,grouped-handoff64,128,128,64,64,3,5,0.00017108290921896696
scifact,1,grouped-handoff64,256,256,128,128,3,86,0.001534332986921072
scifact,1,grouped-handoff64,512,512,256,256,8,264,0.00437862507533282
scifact,1,grouped-handoff64,1024,1024,512,512,10,613,0.010628333082422614
scifact,1,grouped-handoff64,2048,2048,1317,731,12,945,0.017057874123565853
scifact,143,grouped-unit,128,128,68,60,8,129,0.0008270840626209974
scifact,143,grouped-unit,256,256,146,110,14,257,0.0016602921532467008
scifact,143,grouped-unit,512,512,301,211,30,513,0.0034403341123834252
scifact,143,grouped-unit,1024,1024,554,470,45,1025,0.007159834145568311
scifact,143,grouped-unit,2048,2048,691,1357,76,2049,0.015442876145243645
scifact,143,grouped-blocker64,128,128,64,64,8,3,0.0001639580586925149
scifact,143,grouped-blocker64,256,256,128,128,12,5,0.0002916251542046666
scifact,143,grouped-blocker64,512,512,320,192,29,9,0.0006134171271696687
scifact,143,grouped-blocker64,1024,1024,512,512,43,17,0.001196417142637074
scifact,143,grouped-blocker64,2048,2048,704,1344,76,33,0.0025183340767398477
scifact,143,grouped-handoff64,128,128,64,64,8,4,0.0001670829951763153
scifact,143,grouped-handoff64,256,256,146,110,14,100,0.0018739579245448112
scifact,143,grouped-handoff64,512,512,301,211,30,237,0.004303165944293141
scifact,143,grouped-handoff64,1024,1024,554,470,45,466,0.008482665871270001
scifact,143,grouped-handoff64,2048,2048,691,1357,76,664,0.01300691592041403
scifact,1379,grouped-unit,128,128,71,57,20,129,0.0008094580844044685
scifact,1379,grouped-unit,256,256,168,88,35,257,0.0016885001678019762
scifact,1379,grouped-unit,512,512,307,205,57,513,0.003519875230267644
scifact,1379,grouped-unit,1024,1024,367,657,83,1025,0.007400625268928707
scifact,1379,grouped-unit,2048,1175,423,752,100,1176,0.00863420928362757
scifact,1379,grouped-blocker64,128,128,64,64,16,3,0.00020008301362395287
scifact,1379,grouped-blocker64,256,256,128,128,27,5,0.0003872489323839545
scifact,1379,grouped-blocker64,512,512,320,192,56,9,0.0008214159170165658
scifact,1379,grouped-blocker64,1024,1024,384,640,82,17,0.0015512079698964953
scifact,1379,grouped-blocker64,2048,1216,448,768,100,20,0.0018055409891530871
scifact,1379,grouped-handoff64,128,128,64,64,16,8,0.0002548330230638385
scifact,1379,grouped-handoff64,256,256,168,88,35,54,0.0011037079384550452
scifact,1379,grouped-handoff64,512,512,309,203,56,168,0.0031213739421218634
scifact,1379,grouped-handoff64,1024,1024,367,657,83,248,0.0049983320059254766
scifact,1379,grouped-handoff64,2048,1270,483,787,100,312,0.006467706989496946
scifact,967,grouped-unit,128,128,56,72,6,129,0.0006941660540178418
scifact,967,grouped-unit,256,256,110,146,8,257,0.0015217079780995846
scifact,967,grouped-unit,512,512,235,277,17,513,0.0033221238991245627
scifact,967,grouped-unit,1024,1024,462,562,25,1025,0.006951331975869834
scifact,967,grouped-unit,2048,2048,776,1272,28,2049,0.014687248971313238
scifact,967,grouped-blocker64,128,128,64,64,6,3,0.0001582909608259797
scifact,967,grouped-blocker64,256,256,128,128,7,5,0.00030116597190499306
scifact,967,grouped-blocker64,512,512,256,256,16,9,0.0005895409267395735
scifact,967,grouped-blocker64,1024,1024,512,512,24,17,0.0011427499121055007
scifact,967,grouped-blocker64,2048,2048,768,1280,28,33,0.0022529169218614697
scifact,967,grouped-handoff64,128,128,57,71,6,6,0.0001830410910770297
scifact,967,grouped-handoff64,256,256,110,146,8,113,0.001935499021783471
scifact,967,grouped-handoff64,512,512,235,277,17,304,0.0052794989896938205
scifact,967,grouped-handoff64,1024,1024,462,562,25,593,0.01017979090102017
scifact,967,grouped-handoff64,2048,2048,776,1272,28,1225,0.022043915931135416
scifact,1088,grouped-unit,128,128,62,66,9,129,0.0007213749922811985
scifact,1088,grouped-unit,256,256,133,123,14,257,0.0015388330211862922
scifact,1088,grouped-unit,512,512,245,267,23,513,0.003269291017204523
scifact,1088,grouped-unit,1024,1024,476,548,30,1025,0.0069890409940853715
scifact,1088,grouped-unit,2048,2048,897,1151,36,2049,0.014954707934521139
scifact,1088,grouped-blocker64,128,128,64,64,8,3,0.0001515829935669899
scifact,1088,grouped-blocker64,256,256,128,128,14,5,0.0002940000267699361
scifact,1088,grouped-blocker64,512,512,256,256,22,9,0.0005813329480588436
scifact,1088,grouped-blocker64,1024,1024,512,512,29,17,0.0011287910165265203
scifact,1088,grouped-blocker64,2048,2048,896,1152,36,33,0.002246291027404368
scifact,1088,grouped-handoff64,128,128,62,66,9,8,0.00030150008387863636
scifact,1088,grouped-handoff64,256,256,133,123,14,123,0.0021018331171944737
scifact,1088,grouped-handoff64,512,512,245,267,23,237,0.004025041125714779
scifact,1088,grouped-handoff64,1024,1024,476,548,30,702,0.012132833013311028
scifact,1088,grouped-handoff64,2048,2048,897,1151,36,1546,0.026908750063739717
scifact,628,grouped-unit,128,128,70,58,10,129,0.0008177909767255187
scifact,628,grouped-unit,256,256,150,106,16,257,0.0017128749750554562
scifact,628,grouped-unit,512,512,346,166,31,513,0.0035775420255959034
scifact,628,grouped-unit,1024,1024,346,678,61,1025,0.007362167001701891
scifact,628,grouped-unit,2048,2048,488,1560,82,2049,0.015405374928377569
scifact,628,grouped-blocker64,128,128,64,64,10,3,0.00016320799477398396
scifact,628,grouped-blocker64,256,256,128,128,16,5,0.0003112920094281435
scifact,628,grouped-blocker64,512,512,320,192,30,9,0.0006035420810803771
scifact,628,grouped-blocker64,1024,1024,384,640,59,17,0.0012126670917496085
scifact,628,grouped-blocker64,2048,2048,512,1536,82,33,0.002383042126893997
scifact,628,grouped-handoff64,128,128,64,64,10,11,0.00029787502717226744
scifact,628,grouped-handoff64,256,256,150,106,16,97,0.001720125088468194
scifact,628,grouped-handoff64,512,512,346,166,31,229,0.004239791072905064
scifact,628,grouped-handoff64,1024,1024,346,678,61,252,0.005206957110203803
scifact,628,grouped-handoff64,2048,2048,488,1560,82,352,0.007987165125086904
scifact,130,grouped-unit,128,128,68,60,7,129,0.000731165986508131
scifact,130,grouped-unit,256,256,137,119,8,257,0.0015567080117762089
