dataset,query_id,policy,budget,reads,dense,sparse,k100,certificate_calls,replay_seconds
msmarco-passage-trec-dl-2020,1136962,grouped-unit,256,256,175,81,43,257,0.0018253750167787075
msmarco-passage-trec-dl-2020,1136962,grouped-unit,512,512,371,141,51,513,0.003645166987553239
msmarco-passage-trec-dl-2020,1136962,grouped-unit,1024,1024,761,263,61,1025,0.007353125023655593
msmarco-passage-trec-dl-2020,1136962,grouped-unit,2048,2048,1409,639,69,2049,0.01498033304233104
msmarco-passage-trec-dl-2020,1136962,grouped-blocker64,128,128,64,64,24,3,0.0002382500097155571
msmarco-passage-trec-dl-2020,1136962,grouped-blocker64,256,256,192,64,36,5,0.00041370897088199854
msmarco-passage-trec-dl-2020,1136962,grouped-blocker64,512,512,320,192,51,9,0.0007297928677871823
msmarco-passage-trec-dl-2020,1136962,grouped-blocker64,1024,1024,768,256,61,17,0.0012575848959386349
msmarco-passage-trec-dl-2020,1136962,grouped-blocker64,2048,2048,1472,576,69,33,0.00238416891079396
msmarco-passage-trec-dl-2020,1132532,grouped-unit,128,128,62,66,5,129,0.0007755419937893748
msmarco-passage-trec-dl-2020,1132532,grouped-unit,256,256,119,137,12,257,0.0016298339469358325
msmarco-passage-trec-dl-2020,1132532,grouped-unit,512,512,205,307,27,513,0.003459291998296976
msmarco-passage-trec-dl-2020,1132532,grouped-unit,1024,1024,355,669,32,1025,0.00709941703826189
msmarco-passage-trec-dl-2020,1132532,grouped-unit,2048,2048,1237,811,37,2049,0.014718334074132144
msmarco-passage-trec-dl-2020,1132532,grouped-blocker64,128,128,64,64,4,3,0.0001235000090673566
msmarco-passage-trec-dl-2020,1132532,grouped-blocker64,256,256,128,128,11,5,0.0002607919741421938
msmarco-passage-trec-dl-2020,1132532,grouped-blocker64,512,512,192,320,25,9,0.0005437510553747416
msmarco-passage-trec-dl-2020,1132532,grouped-blocker64,1024,1024,384,640,32,17,0.0010236260714009404
msmarco-passage-trec-dl-2020,1132532,grouped-blocker64,2048,2048,1216,832,37,33,0.0021452511427924037
msmarco-passage-trec-dl-2020,877809,grouped-unit,128,128,62,66,11,129,0.0008013329934328794
msmarco-passage-trec-dl-2020,877809,grouped-unit,256,256,166,90,22,257,0.0016754170646890998
msmarco-passage-trec-dl-2020,877809,grouped-unit,512,512,347,165,35,513,0.003528584144078195
msmarco-passage-trec-dl-2020,877809,grouped-unit,1024,1024,649,375,49,1025,0.007224626140668988
msmarco-passage-trec-dl-2020,877809,grouped-unit,2048,2048,737,1311,56,2049,0.014809751184657216
msmarco-passage-trec-dl-2020,877809,grouped-blocker64,128,128,64,64,11,3,0.0001685840543359518
msmarco-passage-trec-dl-2020,877809,grouped-blocker64,256,256,128,128,20,5,0.0003313340712338686
msmarco-passage-trec-dl-2020,877809,grouped-blocker64,512,512,320,192,33,9,0.0006329590687528253
msmarco-passage-trec-dl-2020,877809,grouped-blocker64,1024,1024,704,320,48,17,0.0012014590902253985
msmarco-passage-trec-dl-2020,877809,grouped-blocker64,2048,2048,768,1280,56,33,0.002310918061994016
msmarco-passage-trec-dl-2020,1030303,grouped-unit,128,128,71,57,14,129,0.0007664170116186142
msmarco-passage-trec-dl-2020,1030303,grouped-unit,256,256,143,113,24,257,0.0016048341058194637
msmarco-passage-trec-dl-2020,1030303,grouped-unit,512,512,308,204,30,513,0.003430959186516702
msmarco-passage-trec-dl-2020,1030303,grouped-unit,1024,1024,673,351,41,1025,0.007128043100237846
msmarco-passage-trec-dl-2020,1030303,grouped-unit,2048,2048,1519,529,44,2049,0.01471904304344207
msmarco-passage-trec-dl-2020,1030303,grouped-blocker64,128,128,64,64,14,3,0.0001960420049726963
msmarco-passage-trec-dl-2020,1030303,grouped-blocker64,256,256,128,128,23,5,0.0003600830677896738
msmarco-passage-trec-dl-2020,1030303,grouped-blocker64,512,512,320,192,29,9,0.0006219991482794285
msmarco-passage-trec-dl-2020,1030303,grouped-blocker64,1024,1024,640,384,41,17,0.0011500822147354484
msmarco-passage-trec-dl-2020,1030303,grouped-blocker64,2048,2048,1472,576,44,33,0.0022314152447506785
msmarco-passage-trec-dl-2020,911232,grouped-unit,128,128,68,60,15,129,0.0007653749780729413
msmarco-passage-trec-dl-2020,911232,grouped-unit,256,256,137,119,18,257,0.0015555409481748939
msmarco-passage-trec-dl-2020,911232,grouped-unit,512,512,281,231,19,513,0.0032721658935770392
msmarco-passage-trec-dl-2020,911232,grouped-unit,1024,1024,322,702,24,1025,0.006699707941152155
msmarco-passage-trec-dl-2020,911232,grouped-unit,2048,2048,528,1520,27,2049,0.014032499864697456
msmarco-passage-trec-dl-2020,911232,grouped-blocker64,128,128,64,64,15,3,0.0002166670747101307
msmarco-passage-trec-dl-2020,911232,grouped-blocker64,256,256,128,128,18,5,0.0003694170154631138
msmarco-passage-trec-dl-2020,911232,grouped-blocker64,512,512,256,256,19,9,0.0006332079647108912
msmarco-passage-trec-dl-2020,911232,grouped-blocker64,1024,1024,384,640,24,17,0.001118707936257124
msmarco-passage-trec-dl-2020,911232,grouped-blocker64,2048,2048,576,1472,27,33,0.0022113738814368844
msmarco-passage-trec-dl-2020,768208,grouped-unit,128,128,59,69,10,129,0.000771332997828722
msmarco-passage-trec-dl-2020,768208,grouped-unit,256,256,111,145,12,257,0.0015135830035433173
msmarco-passage-trec-dl-2020,768208,grouped-unit,512,512,194,318,14,513,0.0030200419714674354
msmarco-passage-trec-dl-2020,768208,grouped-unit,1024,1024,272,752,14,1025,0.00599004200194031
msmarco-passage-trec-dl-2020,768208,grouped-unit,2048,2048,430,1618,15,2049,0.012313917046412826
msmarco-passage-trec-dl-2020,768208,grouped-blocker64,128,128,64,64,10,3,0.00020050001330673695
msmarco-passage-trec-dl-2020,768208,grouped-blocker64,256,256,128,128,12,5,0.00033279205672442913
msmarco-passage-trec-dl-2020,768208,grouped-blocker64,512,512,192,320,14,9,0.0005900420947000384
msmarco-passage-trec-dl-2020,768208,grouped-blocker64,1024,1024,320,704,14,17,0.0010492510627955198
msmarco-passage-trec-dl-2020,768208,grouped-blocker64,2048,2048,448,1600,15,33,0.002072335104458034
msmarco-passage-trec-dl-2020,169208,grouped-unit,128,128,63,65,13,129,0.0007977079367265105
msmarco-passage-trec-dl-2020,169208,grouped-unit,256,256,111,145,25,257,0.001649957848712802
msmarco-passage-trec-dl-2020,169208,grouped-unit,512,512,256,256,35,513,0.0034515418810769916
msmarco-passage-trec-dl-2020,169208,grouped-unit,1024,1024,512,512,38,1025,0.00706416682805866
msmarco-passage-trec-dl-2020,169208,grouped-unit,2048,2048,832,1216,42,2049,0.01458991679828614
msmarco-passage-trec-dl-2020,169208,grouped-blocker64,128,128,64,64,11,3,0.00017100002150982618
msmarco-passage-trec-dl-2020,169208,grouped-blocker64,256,256,128,128,25,5,0.0003584999358281493
msmarco-passage-trec-dl-2020,169208,grouped-blocker64,512,512,256,256,35,9,0.0006907919887453318
msmarco-passage-trec-dl-2020,169208,grouped-blocker64,1024,1024,512,512,38,17,0.0011616669362410903
msmarco-passage-trec-dl-2020,169208,grouped-blocker64,2048,2048,832,1216,42,33,0.002188042039051652
msmarco-passage-trec-dl-2020,156498,grouped-unit,128,128,73,55,9,129,0.0007026249077171087
msmarco-passage-trec-dl-2020,156498,grouped-unit,256,256,136,120,16,257,0.0015268748393282294
msmarco-passage-trec-dl-2020,156498,grouped-unit,512,512,256,256,26,513,0.003331290790811181
msmarco-passage-trec-dl-2020,156498,grouped-unit,1024,1024,417,607,33,1025,0.006968082743696868
msmarco-passage-trec-dl-2020,156498,grouped-unit,2048,2048,425,1623,40,2049,0.014608374796807766
msmarco-passage-trec-dl-2020,156498,grouped-blocker64,128,128,64,64,9,3,0.0001759999431669712
msmarco-passage-trec-dl-2020,156498,grouped-blocker64,256,256,128,128,14,5,0.00032970798201859
msmarco-passage-trec-dl-2020,156498,grouped-blocker64,512,512,256,256,26,9,0.0006929159862920642
msmarco-passage-trec-dl-2020,156498,grouped-blocker64,1024,1024,448,576,33,17,0.0012408749898895621
msmarco-passage-trec-dl-2020,156498,grouped-blocker64,2048,2048,448,1600,40,33,0.002374415984377265
msmarco-passage-trec-dl-2020,42255,grouped-unit,128,128,64,64,8,129,0.0007263330044224858
msmarco-passage-trec-dl-2020,42255,grouped-unit,256,256,128,128,15,257,0.0015689160209149122
msmarco-passage-trec-dl-2020,42255,grouped-unit,512,512,237,275,28,513,0.003427081974223256
msmarco-passage-trec-dl-2020,42255,grouped-unit,1024,1024,468,556,36,1025,0.007084414944984019
msmarco-passage-trec-dl-2020,42255,grouped-unit,2048,1791,642,1149,100,1792,0.0132502899505198
msmarco-passage-trec-dl-2020,42255,grouped-blocker64,128,128,64,64,8,3,0.00016745796892791986
msmarco-passage-trec-dl-2020,42255,grouped-blocker64,256,256,128,128,15,5,0.0003259578952565789
msmarco-passage-trec-dl-2020,42255,grouped-blocker64,512,512,256,256,27,9,0.0006404579617083073
msmarco-passage-trec-dl-2020,42255,grouped-blocker64,1024,1024,448,576,35,17,0.0011820830404758453
msmarco-passage-trec-dl-2020,42255,grouped-blocker64,2048,1856,704,1152,100,30,0.002534958068281412
msmarco-passage-trec-dl-2020,1037496,grouped-unit,128,128,64,64,24,129,0.0009429999627172947
msmarco-passage-trec-dl-2020,1037496,grouped-unit,256,256,145,111,29,257,0.0017884168773889542
msmarco-passage-trec-dl-2020,1037496,grouped-unit,512,512,292,220,51,513,0.0035909588914364576
msmarco-passage-trec-dl-2020,1037496,grouped-unit,1024,1024,628,396,56,1025,0.007211708929389715
msmarco-passage-trec-dl-2020,1037496,grouped-unit,2048,2048,1405,643,58,2049,0.014564333949238062
msmarco-passage-trec-dl-2020,1037496,grouped-blocker64,128,128,64,64,24,3,0.00022500008344650269
msmarco-passage-trec-dl-2020,1037496,grouped-blocker64,256,256,128,128,28,5,0.00036504107993096113
msmarco-passage-trec-dl-2020,1037496,grouped-blocker64,512,512,256,256,46,9,0.0007041660137474537
msmarco-passage-trec-dl-2020,1037496,grouped-blocker64,1024,1024,640,384,56,17,0.001224457984790206
msmarco-passage-trec-dl-2020,1037496,grouped-blocker64,2048,2048,1408,640,58,33,0.00235837500076741
msmarco-passage-trec-dl-2020,405163,grouped-unit,128,128,64,64,3,129,0.0007564160041511059
msmarco-passage-trec-dl-2020,405163,grouped-unit,256,256,128,128,6,257,0.001607498968951404
msmarco-passage-trec-dl-2020,405163,grouped-unit,512,512,256,256,6,513,0.003255123971030116
msmarco-passage-trec-dl-2020,405163,grouped-unit,1024,1024,512,512,8,1025,0.006921581923961639
msmarco-passage-trec-dl-2020,405163,grouped-unit,2048,2048,1020,1028,10,2049,0.014465164858847857
msmarco-passage-trec-dl-2020,405163,grouped-blocker64,128,128,64,64,3,3,0.00013054092414677143
msmarco-passage-trec-dl-2020,405163,grouped-blocker64,256,256,128,128,6,5,0.00026616593822836876
msmarco-passage-trec-dl-2020,405163,grouped-blocker64,512,512,256,256,6,9,0.0004974988987669349
msmarco-passage-trec-dl-2020,405163,grouped-blocker64,1024,1024,512,512,8,17,0.0009940828895196319
msmarco-passage-trec-dl-2020,405163,grouped-blocker64,2048,2048,1024,1024,10,33,0.002099874895066023
msmarco-passage-trec-dl-2020,67316,grouped-unit,128,128,62,66,1,129,0.0006964589701965451
msmarco-passage-trec-dl-2020,67316,grouped-unit,256,256,123,133,4,257,0.0016254589427262545
msmarco-passage-trec-dl-2020,67316,grouped-unit,512,512,242,270,12,513,0.003391875885426998
msmarco-passage-trec-dl-2020,67316,grouped-unit,1024,1024,444,580,25,1025,0.007132458849810064
msmarco-passage-trec-dl-2020,67316,grouped-unit,2048,2048,660,1388,31,2049,0.01488808379508555
msmarco-passage-trec-dl-2020,67316,grouped-blocker64,128,128,64,64,1,3,0.0001271250657737255
msmarco-passage-trec-dl-2020,67316,grouped-blocker64,256,256,128,128,4,5,0.0002655830467119813
msmarco-passage-trec-dl-2020,67316,grouped-blocker64,512,512,256,256,11,9,0.0005400830414146185
msmarco-passage-trec-dl-2020,67316,grouped-blocker64,1024,1024,448,576,25,17,0.0011188749922439456
msmarco-passage-trec-dl-2020,67316,grouped-blocker64,2048,2048,704,1344,31,33,0.002309333998709917
msmarco-passage-trec-dl-2020,1110678,grouped-unit,128,128,62,66,3,129,0.000731916050426662
msmarco-passage-trec-dl-2020,1110678,grouped-unit,256,256,133,123,7,257,0.0015983331250026822
msmarco-passage-trec-dl-2020,1110678,grouped-unit,512,512,269,243,10,513,0.003277833224274218
msmarco-passage-trec-dl-2020,1110678,grouped-unit,1024,1024,559,465,18,1025,0.006938499282114208
msmarco-passage-trec-dl-2020,1110678,grouped-unit,2048,2048,901,1147,22,2049,0.014604999334551394
msmarco-passage-trec-dl-2020,1110678,grouped-blocker64,128,128,64,64,3,3,0.00013354106340557337
msmarco-passage-trec-dl-2020,1110678,grouped-blocker64,256,256,128,128,7,5,0.0002782071242108941
msmarco-passage-trec-dl-2020,1110678,grouped-blocker64,512,512,256,256,9,9,0.0005274571012705564
msmarco-passage-trec-dl-2020,1110678,grouped-blocker64,1024,1024,512,512,17,17,0.001075082109309733
msmarco-passage-trec-dl-2020,1110678,grouped-blocker64,2048,2048,896,1152,22,33,0.002251332043670118
nfcorpus,PLAIN-1516,grouped-unit,128,102,100,2,100,103,0.00033116701524704695
nfcorpus,PLAIN-1516,grouped-unit,256,102,100,2,100,103,0.00033133302349597216
nfcorpus,PLAIN-1516,grouped-unit,512,102,100,2,100,103,0.0003316659713163972
nfcorpus,PLAIN-1516,grouped-unit,1024,102,100,2,100,103,0.0003317908849567175
nfcorpus,PLAIN-1516,grouped-unit,2048,102,100,2,100,103,0.0003319159150123596
nfcorpus,PLAIN-1516,grouped-blocker64,128,128,126,2,100,4,0.0003500829916447401
nfcorpus,PLAIN-1516,grouped-blocker64,256,128,126,2,100,4,0.00035029195714741945
nfcorpus,PLAIN-1516,grouped-blocker64,512,128,126,2,100,4,0.00035058287903666496
nfcorpus,PLAIN-1516,grouped-blocker64,1024,128,126,2,100,4,0.0003507498186081648
nfcorpus,PLAIN-1516,grouped-blocker64,2048,128,126,2,100,4,0.00035091582685709
nfcorpus,PLAIN-2920,grouped-unit,128,128,62,66,8,129,0.0007057919865474105
nfcorpus,PLAIN-2920,grouped-unit,256,256,124,132,11,257,0.0015229169512167573
nfcorpus,PLAIN-2920,grouped-unit,512,512,231,281,18,513,0.003299166914075613
nfcorpus,PLAIN-2920,grouped-unit,1024,1024,472,552,23,1025,0.007028583902865648
nfcorpus,PLAIN-2920,grouped-unit,2048,2048,971,1077,49,2049,0.014710333896800876
nfcorpus,PLAIN-2920,grouped-blocker64,128,128,64,64,8,3,0.00016566598787903786
nfcorpus,PLAIN-2920,grouped-blocker64,256,256,128,128,11,5,0.0002977909753099084
nfcorpus,PLAIN-2920,grouped-blocker64,512,512,256,256,17,9,0.0006756660295650363
nfcorpus,PLAIN-2920,grouped-blocker64,1024,1024,448,576,23,17,0.0011769160628318787
nfcorpus,PLAIN-2920,grouped-blocker64,2048,2048,971,1077,49,34,0.002392124035395682
nfcorpus,PLAIN-603,grouped-unit,128,103,100,3,100,104,0.0003802089486271143
nfcorpus,PLAIN-603,grouped-unit,256,103,100,3,100,104,0.00038045900873839855
nfcorpus,PLAIN-603,grouped-unit,512,103,100,3,100,104,0.000380708952434361
nfcorpus,PLAIN-603,grouped-unit,1024,103,100,3,100,104,0.00038087600842118263
nfcorpus,PLAIN-603,grouped-unit,2048,103,100,3,100,104,0.000381084973923862
nfcorpus,PLAIN-603,grouped-blocker64,128,128,125,3,100,4,0.0003458749270066619
nfcorpus,PLAIN-603,grouped-blocker64,256,128,125,3,100,4,0.0003460418665781617
nfcorpus,PLAIN-603,grouped-blocker64,512,128,125,3,100,4,0.00034620880614966154
nfcorpus,PLAIN-603,grouped-blocker64,1024,128,125,3,100,4,0.00034633371978998184
nfcorpus,PLAIN-603,grouped-blocker64,2048,128,125,3,100,4,0.00034645863343030214
nfcorpus,PLAIN-817,grouped-unit,128,128,120,8,5,129,0.0006443749880418181
nfcorpus,PLAIN-817,grouped-unit,256,256,248,8,6,257,0.0013341250596567988
nfcorpus,PLAIN-817,grouped-unit,512,512,504,8,7,513,0.0026436670450493693
nfcorpus,PLAIN-817,grouped-unit,1024,1024,1016,8,10,1025,0.005320167052559555
nfcorpus,PLAIN-817,grouped-unit,2048,2048,2040,8,11,2049,0.010808416991494596
nfcorpus,PLAIN-817,grouped-blocker64,128,128,120,8,5,4,0.00013016699813306332
nfcorpus,PLAIN-817,grouped-blocker64,256,256,248,8,6,6,0.0002475840738043189
nfcorpus,PLAIN-817,grouped-blocker64,512,512,504,8,7,10,0.0004664170555770397
nfcorpus,PLAIN-817,grouped-blocker64,1024,1024,1016,8,10,18,0.0008993340888991952
nfcorpus,PLAIN-817,grouped-blocker64,2048,2048,2040,8,11,34,0.0018666250398382545
nfcorpus,PLAIN-1249,grouped-unit,128,128,64,64,5,129,0.0007713750237599015
nfcorpus,PLAIN-1249,grouped-unit,256,256,128,128,10,257,0.0016282500000670552
nfcorpus,PLAIN-1249,grouped-unit,512,512,352,160,14,513,0.003413542057387531
nfcorpus,PLAIN-1249,grouped-unit,1024,1024,864,160,20,1025,0.006925584049895406
nfcorpus,PLAIN-1249,grouped-unit,2048,2048,1888,160,32,2049,0.014090001001022756
nfcorpus,PLAIN-1249,grouped-blocker64,128,128,64,64,5,3,0.00015029101632535458
nfcorpus,PLAIN-1249,grouped-blocker64,256,256,128,128,10,5,0.00029508303850889206
nfcorpus,PLAIN-1249,grouped-blocker64,512,512,352,160,14,10,0.0005600829608738422
nfcorpus,PLAIN-1249,grouped-blocker64,1024,1024,864,160,20,18,0.0010565408738330007
nfcorpus,PLAIN-1249,grouped-blocker64,2048,2048,1888,160,32,34,0.0021609568502753973
nfcorpus,PLAIN-1635,grouped-unit,128,128,67,61,27,129,0.0008659159066155553
nfcorpus,PLAIN-1635,grouped-unit,256,256,104,152,41,257,0.001754332915879786
nfcorpus,PLAIN-1635,grouped-unit,512,512,343,169,98,513,0.003721082932315767
nfcorpus,PLAIN-1635,grouped-unit,1024,551,382,169,100,552,0.003999999957159162
nfcorpus,PLAIN-1635,grouped-unit,2048,551,382,169,100,552,0.004000167013145983
nfcorpus,PLAIN-1635,grouped-blocker64,128,128,64,64,27,3,0.0002559999702498317
nfcorpus,PLAIN-1635,grouped-blocker64,256,256,128,128,39,5,0.0004441249184310436
nfcorpus,PLAIN-1635,grouped-blocker64,512,512,343,169,98,10,0.0009777499362826347
nfcorpus,PLAIN-1635,grouped-blocker64,1024,576,407,169,100,11,0.0010452078422531486
nfcorpus,PLAIN-1635,grouped-blocker64,2048,576,407,169,100,11,0.0010453748982399702
nfcorpus,PLAIN-1441,grouped-unit,128,128,74,54,21,129,0.0008531250059604645
nfcorpus,PLAIN-1441,grouped-unit,256,256,196,60,32,257,0.0016820000018924475
nfcorpus,PLAIN-1441,grouped-unit,512,512,452,60,37,513,0.0032816670136526227
nfcorpus,PLAIN-1441,grouped-unit,1024,1024,964,60,40,1025,0.006707750027999282
nfcorpus,PLAIN-1441,grouped-unit,2048,2048,1988,60,43,2049,0.013732417020946741
nfcorpus,PLAIN-1441,grouped-blocker64,128,128,68,60,16,4,0.00021275004837661982
nfcorpus,PLAIN-1441,grouped-blocker64,256,256,196,60,32,6,0.0004378330195322633
nfcorpus,PLAIN-1441,grouped-blocker64,512,512,452,60,37,10,0.0007075000321492553
nfcorpus,PLAIN-1441,grouped-blocker64,1024,1024,964,60,40,18,0.0011820410145446658
nfcorpus,PLAIN-1441,grouped-blocker64,2048,2048,1988,60,43,34,0.002210790989920497
nfcorpus,PLAIN-1731,grouped-unit,128,105,100,5,100,106,0.0004069999558851123
nfcorpus,PLAIN-1731,grouped-unit,256,105,100,5,100,106,0.00040720892138779163
nfcorpus,PLAIN-1731,grouped-unit,512,105,100,5,100,106,0.0004074589814990759
nfcorpus,PLAIN-1731,grouped-unit,1024,105,100,5,100,106,0.00040762603748589754
nfcorpus,PLAIN-1731,grouped-unit,2048,105,100,5,100,106,0.0004077930934727192
nfcorpus,PLAIN-1731,grouped-blocker64,128,128,123,5,100,4,0.00034816598054021597
nfcorpus,PLAIN-1731,grouped-blocker64,256,128,123,5,100,4,0.0003483330365270376
nfcorpus,PLAIN-1731,grouped-blocker64,512,128,123,5,100,4,0.0003484579501673579
nfcorpus,PLAIN-1731,grouped-blocker64,1024,128,123,5,100,4,0.00034858298022300005
nfcorpus,PLAIN-1731,grouped-blocker64,2048,128,123,5,100,4,0.00034866598434746265
nfcorpus,PLAIN-1909,grouped-unit,128,128,72,56,19,129,0.0008539999835193157
nfcorpus,PLAIN-1909,grouped-unit,256,256,200,56,32,257,0.0017205419717356563
nfcorpus,PLAIN-1909,grouped-unit,512,512,456,56,58,513,0.003491499926894903
nfcorpus,PLAIN-1909,grouped-unit,1024,1024,968,56,64,1025,0.006800332921557128
nfcorpus,PLAIN-1909,grouped-unit,2048,1892,1836,56,100,1893,0.012621749890968204
nfcorpus,PLAIN-1909,grouped-blocker64,128,128,72,56,19,4,0.00022554199676960707
nfcorpus,PLAIN-1909,grouped-blocker64,256,256,200,56,32,6,0.00041120906826108694
nfcorpus,PLAIN-1909,grouped-blocker64,512,512,456,56,58,10,0.00077970908023417
nfcorpus,PLAIN-1909,grouped-blocker64,1024,1024,968,56,64,18,0.001313667162321508
nfcorpus,PLAIN-1909,grouped-blocker64,2048,1920,1864,56,100,32,0.002340709208510816
nfcorpus,PLAIN-2600,grouped-unit,128,128,69,59,25,129,0.000895415898412466
nfcorpus,PLAIN-2600,grouped-unit,256,256,132,124,34,257,0.001763249863870442
nfcorpus,PLAIN-2600,grouped-unit,512,512,195,317,45,513,0.0035594168584793806
nfcorpus,PLAIN-2600,grouped-unit,1024,1024,376,648,62,1025,0.007267083856277168
nfcorpus,PLAIN-2600,grouped-unit,2048,1543,895,648,100,1544,0.011270166840404272
nfcorpus,PLAIN-2600,grouped-blocker64,128,128,64,64,24,3,0.0002567080082371831
nfcorpus,PLAIN-2600,grouped-blocker64,256,256,128,128,33,5,0.00042437505908310413
nfcorpus,PLAIN-2600,grouped-blocker64,512,512,192,320,44,9,0.0007488330593332648
nfcorpus,PLAIN-2600,grouped-blocker64,1024,1024,376,648,62,18,0.0013800830347463489
nfcorpus,PLAIN-2600,grouped-blocker64,2048,1600,952,648,100,27,0.0022818330908194184
nfcorpus,PLAIN-1611,grouped-unit,128,100,100,0,100,101,0.000299417064525187
nfcorpus,PLAIN-1611,grouped-unit,256,100,100,0,100,101,0.00029958400409668684
nfcorpus,PLAIN-1611,grouped-unit,512,100,100,0,100,101,0.0002998750424012542
nfcorpus,PLAIN-1611,grouped-unit,1024,100,100,0,100,101,0.0003000410506501794
nfcorpus,PLAIN-1611,grouped-unit,2048,100,100,0,100,101,0.0003002070588991046
nfcorpus,PLAIN-1611,grouped-blocker64,128,128,128,0,100,3,0.00036920804996043444
nfcorpus,PLAIN-1611,grouped-blocker64,256,128,128,0,100,3,0.00036937498953193426
nfcorpus,PLAIN-1611,grouped-blocker64,512,128,128,0,100,3,0.000369583023712039
nfcorpus,PLAIN-1611,grouped-blocker64,1024,128,128,0,100,3,0.0003697499632835388
nfcorpus,PLAIN-1611,grouped-blocker64,2048,128,128,0,100,3,0.00036987499333918095
nfcorpus,PLAIN-1700,grouped-unit,128,128,64,64,4,129,0.0007674999069422483
nfcorpus,PLAIN-1700,grouped-unit,256,256,128,128,6,257,0.0015910828951746225
nfcorpus,PLAIN-1700,grouped-unit,512,512,337,175,14,513,0.0034977078903466463
nfcorpus,PLAIN-1700,grouped-unit,1024,1024,849,175,22,1025,0.007301082834601402
nfcorpus,PLAIN-1700,grouped-unit,2048,2048,1873,175,25,2049,0.014853332773782313
nfcorpus,PLAIN-1700,grouped-blocker64,128,128,64,64,4,3,0.00014954200014472008
nfcorpus,PLAIN-1700,grouped-blocker64,256,256,128,128,6,5,0.00027129193767905235
nfcorpus,PLAIN-1700,grouped-blocker64,512,512,337,175,14,10,0.0005567920161411166
nfcorpus,PLAIN-1700,grouped-blocker64,1024,1024,849,175,22,18,0.001063126022927463
nfcorpus,PLAIN-1700,grouped-blocker64,2048,2048,1873,175,25,34,0.002098668017424643
nfcorpus,PLAIN-2430,grouped-unit,128,128,59,69,15,129,0.000770541955716908
nfcorpus,PLAIN-2430,grouped-unit,256,256,120,136,23,257,0.0016365419141948223
nfcorpus,PLAIN-2430,grouped-unit,512,512,212,300,27,513,0.003542416845448315
nfcorpus,PLAIN-2430,grouped-unit,1024,1024,433,591,39,1025,0.007348332786932588
nfcorpus,PLAIN-2430,grouped-unit,2048,2048,920,1128,51,2049,0.015352791757322848
nfcorpus,PLAIN-2430,grouped-blocker64,128,128,64,64,13,3,0.00018937501590698957
nfcorpus,PLAIN-2430,grouped-blocker64,256,256,128,128,22,5,0.0003549159737303853
nfcorpus,PLAIN-2430,grouped-blocker64,512,512,192,320,26,9,0.0006210820283740759
nfcorpus,PLAIN-2430,grouped-blocker64,1024,1024,448,576,39,17,0.0011609570356085896
nfcorpus,PLAIN-2430,grouped-blocker64,2048,2048,920,1128,51,34,0.0024086650228127837
nfcorpus,PLAIN-3402,grouped-unit,128,128,55,73,13,129,0.0007962919771671295
nfcorpus,PLAIN-3402,grouped-unit,256,256,100,156,19,257,0.001702207955531776
nfcorpus,PLAIN-3402,grouped-unit,512,512,235,277,32,513,0.003559374948963523
nfcorpus,PLAIN-3402,grouped-unit,1024,1024,512,512,46,1025,0.007070832885801792
nfcorpus,PLAIN-3402,grouped-unit,2048,2048,890,1158,60,2049,0.015107666840776801
nfcorpus,PLAIN-3402,grouped-blocker64,128,128,64,64,11,3,0.00018099998123943806
nfcorpus,PLAIN-3402,grouped-blocker64,256,256,128,128,18,5,0.00035929097793996334
nfcorpus,PLAIN-3402,grouped-blocker64,512,512,256,256,31,9,0.0006902910536155105
nfcorpus,PLAIN-3402,grouped-blocker64,1024,1024,512,512,46,17,0.0012698330683633685
nfcorpus,PLAIN-3402,grouped-blocker64,2048,2048,832,1216,60,33,0.002677166019566357
nfcorpus,PLAIN-2991,grouped-unit,128,128,60,68,11,129,0.0008152079535648227
nfcorpus,PLAIN-2991,grouped-unit,256,256,115,141,19,257,0.00180004199501127
nfcorpus,PLAIN-2991,grouped-unit,512,512,256,256,30,513,0.0035923750838264823
nfcorpus,PLAIN-2991,grouped-unit,1024,1024,733,291,44,1025,0.007098084082826972
nfcorpus,PLAIN-2991,grouped-unit,2048,2048,1631,417,55,2049,0.014851834042929113
nfcorpus,PLAIN-2991,grouped-blocker64,128,128,64,64,11,3,0.00020612496882677078
nfcorpus,PLAIN-2991,grouped-blocker64,256,256,128,128,19,5,0.00037329201586544514
nfcorpus,PLAIN-2991,grouped-blocker64,512,512,256,256,30,9,0.000662999926134944
nfcorpus,PLAIN-2991,grouped-blocker64,1024,1024,704,320,44,17,0.0012643749359995127
nfcorpus,PLAIN-2991,grouped-blocker64,2048,2048,1600,448,55,33,0.002468499937094748
nfcorpus,PLAIN-3452,grouped-unit,128,128,59,69,21,129,0.0008280830224975944
nfcorpus,PLAIN-3452,grouped-unit,256,256,116,140,27,257,0.0017520829569548368
nfcorpus,PLAIN-3452,grouped-unit,512,512,173,339,39,513,0.0035008329432457685
nfcorpus,PLAIN-3452,grouped-unit,1024,1024,608,416,69,1025,0.007482290850020945
nfcorpus,PLAIN-3452,grouped-unit,2048,2048,1632,416,77,2049,0.015219457796774805
nfcorpus,PLAIN-3452,grouped-blocker64,128,128,64,64,21,3,0.00023883290123194456
nfcorpus,PLAIN-3452,grouped-blocker64,256,256,128,128,27,5,0.0003932919353246689
nfcorpus,PLAIN-3452,grouped-blocker64,512,512,192,320,39,9,0.0007040839409455657
