dataset,query_id,policy,budget,reads,dense,sparse,k100,certificate_calls,replay_seconds
trec-covid,40,grouped-blocker64,512,512,256,256,32,9,0.0006807929603382945
trec-covid,40,grouped-blocker64,1024,1024,448,576,67,17,0.0013425009092316031
trec-covid,40,grouped-blocker64,2048,2048,1088,960,100,33,0.002627583919093013
trec-covid,49,grouped-unit,128,128,64,64,1,129,0.0006227500271052122
trec-covid,49,grouped-unit,256,256,128,128,5,257,0.0014193750685080886
trec-covid,49,grouped-unit,512,512,256,256,6,513,0.0031584580428898335
trec-covid,49,grouped-unit,1024,1024,512,512,8,1025,0.006773874047212303
trec-covid,49,grouped-unit,2048,2048,1024,1024,12,2049,0.014650665107183158
trec-covid,49,grouped-blocker64,128,128,64,64,1,3,0.00013375002890825272
trec-covid,49,grouped-blocker64,256,256,128,128,5,5,0.00028062507044523954
trec-covid,49,grouped-blocker64,512,512,256,256,6,9,0.000525000155903399
trec-covid,49,grouped-blocker64,1024,1024,512,512,8,17,0.0009935001144185662
trec-covid,49,grouped-blocker64,2048,2048,1024,1024,12,33,0.0021072091767564416
trec-covid,36,grouped-unit,128,128,58,70,13,129,0.000852084020152688
trec-covid,36,grouped-unit,256,256,149,107,26,257,0.0017700010212138295
trec-covid,36,grouped-unit,512,512,340,172,38,513,0.0036252090940251946
trec-covid,36,grouped-unit,1024,1024,584,440,61,1025,0.0073539590230211616
trec-covid,36,grouped-unit,2048,2048,584,1464,99,2049,0.015305500011891127
trec-covid,36,grouped-blocker64,128,128,64,64,13,3,0.00017991696950048208
trec-covid,36,grouped-blocker64,256,256,128,128,24,5,0.0003582919016480446
trec-covid,36,grouped-blocker64,512,512,320,192,36,9,0.000661624944768846
trec-covid,36,grouped-blocker64,1024,1024,640,384,57,17,0.0012770829489454627
trec-covid,36,grouped-blocker64,2048,2048,640,1408,99,33,0.002678832854144275
trec-covid,25,grouped-unit,128,128,64,64,10,129,0.0008353330194950104
trec-covid,25,grouped-unit,256,256,128,128,13,257,0.001685416093096137
trec-covid,25,grouped-unit,512,512,256,256,17,513,0.0034496241714805365
trec-covid,25,grouped-unit,1024,1024,367,657,23,1025,0.007014291128143668
trec-covid,25,grouped-unit,2048,2048,567,1481,25,2049,0.01459237514063716
trec-covid,25,grouped-blocker64,128,128,64,64,10,3,0.0001657500397413969
trec-covid,25,grouped-blocker64,256,256,128,128,13,5,0.0003017920535057783
trec-covid,25,grouped-blocker64,512,512,256,256,17,9,0.0005786670371890068
trec-covid,25,grouped-blocker64,1024,1024,384,640,23,17,0.001088708988390863
trec-covid,25,grouped-blocker64,2048,2048,576,1472,25,33,0.0021914170356467366
trec-covid,22,grouped-unit,128,128,64,64,6,129,0.0007101250812411308
trec-covid,22,grouped-unit,256,256,128,128,9,257,0.0015878750709816813
trec-covid,22,grouped-unit,512,512,256,256,17,513,0.0032803331268951297
trec-covid,22,grouped-unit,1024,1024,512,512,20,1025,0.006815208122134209
trec-covid,22,grouped-unit,2048,2048,959,1089,23,2049,0.01445808308199048
trec-covid,22,grouped-blocker64,128,128,64,64,6,3,0.00014995899982750416
trec-covid,22,grouped-blocker64,256,256,128,128,9,5,0.00028175092302262783
trec-covid,22,grouped-blocker64,512,512,256,256,17,9,0.0005566260078921914
trec-covid,22,grouped-blocker64,1024,1024,512,512,20,17,0.0010526679689064622
trec-covid,22,grouped-blocker64,2048,2048,960,1088,23,33,0.0021363348932936788
trec-covid,41,grouped-unit,128,128,62,66,7,129,0.0007915000896900892
trec-covid,41,grouped-unit,256,256,133,123,16,257,0.0016872501000761986
trec-covid,41,grouped-unit,512,512,269,243,20,513,0.003422750160098076
trec-covid,41,grouped-unit,1024,1024,519,505,31,1025,0.007067000144161284
trec-covid,41,grouped-unit,2048,2048,1296,752,35,2049,0.014687833143398166
trec-covid,41,grouped-blocker64,128,128,64,64,7,3,0.00015233398880809546
trec-covid,41,grouped-blocker64,256,256,128,128,16,5,0.0003142929635941982
trec-covid,41,grouped-blocker64,512,512,256,256,20,9,0.0005782509688287973
trec-covid,41,grouped-blocker64,1024,1024,512,512,31,17,0.0011151679791510105
trec-covid,41,grouped-blocker64,2048,2048,1280,768,34,33,0.0022895849542692304
trec-covid,20,grouped-unit,128,128,64,64,11,129,0.0007603329140692949
trec-covid,20,grouped-unit,256,256,123,133,17,257,0.0016759999562054873
trec-covid,20,grouped-unit,512,512,258,254,33,513,0.003476958954706788
trec-covid,20,grouped-unit,1024,1024,724,300,51,1025,0.007096791989170015
trec-covid,20,grouped-unit,2048,2010,1245,765,100,2011,0.01484312501270324
trec-covid,20,grouped-blocker64,128,128,64,64,11,3,0.00017866597045212984
trec-covid,20,grouped-blocker64,256,256,128,128,17,5,0.0003313738852739334
trec-covid,20,grouped-blocker64,512,512,256,256,33,9,0.0006452909437939525
trec-covid,20,grouped-blocker64,1024,1024,704,320,51,17,0.0012337079970166087
trec-covid,20,grouped-blocker64,2048,2048,1280,768,100,33,0.00266754103358835
trec-covid,3,grouped-unit,128,128,64,64,4,129,0.0007223329739645123
trec-covid,3,grouped-unit,256,256,128,128,6,257,0.0016141249798238277
trec-covid,3,grouped-unit,512,512,270,242,9,513,0.0032400829950347543
trec-covid,3,grouped-unit,1024,1024,556,468,11,1025,0.006829707999713719
trec-covid,3,grouped-unit,2048,2048,1082,966,14,2049,0.01443470804952085
trec-covid,3,grouped-blocker64,128,128,64,64,4,3,0.0001433748984709382
trec-covid,3,grouped-blocker64,256,256,128,128,6,5,0.0002759168855845928
trec-covid,3,grouped-blocker64,512,512,256,256,9,9,0.0005293759750202298
trec-covid,3,grouped-blocker64,1024,1024,576,448,11,17,0.0010297509143128991
trec-covid,3,grouped-blocker64,2048,2048,1088,960,14,33,0.0021849179174751043
trec-covid,33,grouped-unit,128,128,64,64,2,129,0.0007870830595493317
trec-covid,33,grouped-unit,256,256,128,128,5,257,0.0016913330182433128
trec-covid,33,grouped-unit,512,512,256,256,7,513,0.0033802080433815718
trec-covid,33,grouped-unit,1024,1024,512,512,10,1025,0.006959916092455387
trec-covid,33,grouped-unit,2048,2048,889,1159,16,2049,0.014640791108831763
trec-covid,33,grouped-blocker64,128,128,64,64,2,3,0.00013070798013359308
trec-covid,33,grouped-blocker64,256,256,128,128,5,5,0.0002631669631227851
trec-covid,33,grouped-blocker64,512,512,256,256,7,9,0.0005109589546918869
trec-covid,33,grouped-blocker64,1024,1024,512,512,10,17,0.0010365840280428529
trec-covid,33,grouped-blocker64,2048,2048,832,1216,16,33,0.002281000022776425
