dataset,budget,cap,method,queries,actual_reads,returned,empty,has10,exact10,position_agreement10,top10_set_same_order_diff,ndcg10,recall
trec-covid-chrono-r3,512,20,blocker_zero,30,512,20,0,1,0.7333333333333333,0.8966666666666667,0,0.7379762782836903,0.046030069852522934
trec-covid-chrono-r3,512,20,fixed_topL_zero,30,512,20,0,1,0.7333333333333333,0.8966666666666667,0,0.7379762782836903,0.046030069852522934
trec-covid-chrono-r3,512,100,balanced_cert,30,512,14.133333333333333,0,0.6,0.6,0.8266666666666667,0,0.6672607518228949,0.03951846562067472
trec-covid-chrono-r3,512,100,balanced_zero,30,512,100,0,1,0.7333333333333333,0.8966666666666667,0,0.7379762782836903,0.14837410064999737
trec-covid-chrono-r3,512,100,blocker_cert,30,512,14.4,0,0.6,0.6,0.8266666666666667,0,0.6672607518228949,0.03997399741106882
trec-covid-chrono-r3,512,100,blocker_zero,30,512,100,0,1,0.7333333333333333,0.8966666666666667,0,0.7379762782836903,0.14822367946219672
trec-covid-chrono-r3,512,100,fixed_topL_zero,30,512,100,0,1,0.7333333333333333,0.8966666666666667,0,0.7379762782836903,0.14837410064999737
trec-covid-chrono-r3,1024,20,balanced_cert,30,1024,14.5,0,0.7666666666666667,0.7666666666666667,0.9033333333333333,0,0.6981592123091751,0.0370329607123734
trec-covid-chrono-r3,1024,20,balanced_zero,30,1024,20,0,1,0.8666666666666667,0.96,0,0.7268782931929182,0.04569896265496876
trec-covid-chrono-r3,1024,20,blocker_cert,30,1024,14.7,0,0.7666666666666667,0.7666666666666667,0.9066666666666666,0,0.6981592123091751,0.037077823879713014
trec-covid-chrono-r3,1024,20,blocker_zero,30,1024,20,0,1,0.8666666666666667,0.96,0,0.7282920884862282,0.04579474809558179
trec-covid-chrono-r3,1024,20,fixed_topL_zero,30,1024,20,0,1,0.8666666666666667,0.96,0,0.7268782931929182,0.04569896265496876
trec-covid-chrono-r3,1024,100,balanced_cert,30,1024,18.533333333333335,0,0.7666666666666667,0.7666666666666667,0.9033333333333333,0,0.6981592123091751,0.04752076986347606
trec-covid-chrono-r3,1024,100,balanced_zero,30,1024,100,0,1,0.8666666666666667,0.96,0,0.7268782931929182,0.15227535995569083
trec-covid-chrono-r3,1024,100,blocker_cert,30,1024,19.133333333333333,0,0.7666666666666667,0.7666666666666667,0.9066666666666666,0,0.6981592123091751,0.048338633762074465
trec-covid-chrono-r3,1024,100,blocker_zero,30,1024,100,0,1,0.8666666666666667,0.96,0,0.7282920884862282,0.1524622476077118
trec-covid-chrono-r3,1024,100,fixed_topL_zero,30,1024,100,0,1,0.8666666666666667,0.96,0,0.7268782931929182,0.15227535995569083
trec-covid-chrono-r3,2048,20,balanced_cert,30,2048,16.033333333333335,0,0.9,0.9,0.95,0,0.7152675089965075,0.03960912347071832
trec-covid-chrono-r3,2048,20,balanced_zero,30,2048,20,0,1,0.9333333333333333,0.9733333333333334,0,0.7274621096812544,0.04597895794243429
trec-covid-chrono-r3,2048,20,blocker_cert,30,2048,16.366666666666667,0,0.9333333333333333,0.9333333333333333,0.9566666666666667,0,0.7181243599748547,0.04059638947113098
trec-covid-chrono-r3,2048,20,blocker_zero,30,2048,20,0,1,0.9333333333333333,0.9733333333333334,0,0.7274621096812544,0.04597895794243429
trec-covid-chrono-r3,2048,20,fixed_topL_zero,30,2048,20,0,1,0.9333333333333333,0.9733333333333334,0,0.7274621096812544,0.04597895794243429
trec-covid-chrono-r3,2048,100,balanced_cert,30,2048,24.166666666666668,0,0.9,0.9,0.95,0,0.7152675089965075,0.0587045827707435
trec-covid-chrono-r3,2048,100,balanced_zero,30,2048,100,0,1,0.9333333333333333,0.9733333333333334,0,0.7274621096812544,0.1526909532513669
trec-covid-chrono-r3,2048,100,blocker_cert,30,2048,25.633333333333333,0,0.9333333333333333,0.9333333333333333,0.9566666666666667,0,0.7181243599748547,0.06117778359961383
trec-covid-chrono-r3,2048,100,blocker_zero,30,2048,100,0,1,0.9333333333333333,0.9733333333333334,0,0.7274621096812544,0.15242466078998415
trec-covid-chrono-r3,2048,100,fixed_topL_zero,30,2048,100,0,1,0.9333333333333333,0.9733333333333334,0,0.7274621096812544,0.1526909532513669
trec-covid-chrono-r3,4096,20,balanced_cert,30,4096,17.166666666666668,0,0.9333333333333333,0.9333333333333333,0.9633333333333334,0,0.7227531081039732,0.04236838879392082
trec-covid-chrono-r3,4096,20,balanced_zero,30,4096,20,0,1,0.9333333333333333,0.9833333333333333,0.03333333333333333,0.731213775741647,0.04609685523964838
trec-covid-chrono-r3,4096,20,blocker_cert,30,4096,17.366666666666667,0,0.9333333333333333,0.9333333333333333,0.9633333333333334,0,0.7227531081039732,0.0428210627786857
trec-covid-chrono-r3,4096,20,blocker_zero,30,4096,20,0,1,0.9333333333333333,0.98,0.03333333333333333,0.7310828957911775,0.04620885125756774
trec-covid-chrono-r3,4096,20,fixed_topL_zero,30,4096,20,0,1,0.9333333333333333,0.9833333333333333,0.03333333333333333,0.731213775741647,0.04609685523964838
trec-covid-chrono-r3,4096,100,balanced_cert,30,4096,30.433333333333334,0,0.9333333333333333,0.9333333333333333,0.9633333333333334,0,0.7227531081039732,0.07279503872361691
trec-covid-chrono-r3,4096,100,balanced_zero,30,4096,100,0,1,0.9333333333333333,0.9833333333333333,0.03333333333333333,0.731213775741647,0.1524459109623527
trec-covid-chrono-r3,4096,100,blocker_cert,30,4096,36,0,0.9333333333333333,0.9333333333333333,0.9633333333333334,0,0.7227531081039732,0.08148025387040365
trec-covid-chrono-r3,4096,100,blocker_zero,30,4096,100,0,1,0.9333333333333333,0.98,0.03333333333333333,0.7310828957911775,0.15254183863835405
trec-covid-chrono-r3,4096,100,fixed_topL_zero,30,4096,100,0,1,0.9333333333333333,0.9833333333333333,0.03333333333333333,0.731213775741647,0.1524459109623527
trec-covid-chrono-r3,8192,20,balanced_cert,30,8192,17.9,0,0.9333333333333333,0.9333333333333333,0.9766666666666667,0,0.7236991427444356,0.043464971455528946
trec-covid-chrono-r3,8192,20,balanced_zero,30,8192,20,0,1,0.9333333333333333,0.9933333333333333,0,0.7310519386046862,0.04609685523964838
trec-covid-chrono-r3,8192,20,blocker_cert,30,8192,18,0,0.9333333333333333,0.9333333333333333,0.9766666666666667,0,0.7236991427444356,0.04358111547411199
trec-covid-chrono-r3,8192,20,blocker_zero,30,8192,20,0,1,0.9333333333333333,0.9933333333333333,0,0.7310519386046862,0.04609685523964838
trec-covid-chrono-r3,8192,20,fixed_topL_zero,30,8192,20,0,1,0.9333333333333333,0.9933333333333333,0,0.7310519386046862,0.04609685523964838
trec-covid-chrono-r3,8192,100,balanced_cert,30,8192,40.96666666666667,0,0.9333333333333333,0.9333333333333333,0.9766666666666667,0,0.7236991427444356,0.0905590518362141
trec-covid-chrono-r3,8192,100,balanced_zero,30,8192,100,0,1,0.9333333333333333,0.9933333333333333,0,0.7310519386046862,0.15188735442917703
trec-covid-chrono-r3,8192,100,blocker_cert,30,8192,41.766666666666666,0,0.9333333333333333,0.9333333333333333,0.9766666666666667,0,0.7236991427444356,0.09118581392870637
trec-covid-chrono-r3,8192,100,blocker_zero,30,8192,100,0,1,0.9333333333333333,0.9933333333333333,0,0.7310519386046862,0.1521798948320112
trec-covid-chrono-r3,8192,100,fixed_topL_zero,30,8192,100,0,1,0.9333333333333333,0.9933333333333333,0,0.7310519386046862,0.15188735442917703
trec-covid-chrono-r3,10000,20,balanced_cert,30,10000,18.066666666666666,0,0.9333333333333333,0.9333333333333333,0.98,0,0.7259076168595819,0.043637421780418295
trec-covid-chrono-r3,10000,20,balanced_zero,30,10000,20,0,1,0.9333333333333333,0.9933333333333333,0,0.7310519386046862,0.04609685523964838
trec-covid-chrono-r3,10000,20,blocker_cert,30,10000,18.066666666666666,0,0.9333333333333333,0.9333333333333333,0.98,0,0.7259076168595819,0.043637421780418295
trec-covid-chrono-r3,10000,20,blocker_zero,30,10000,20,0,1,0.9333333333333333,0.9933333333333333,0,0.7310519386046862,0.04609685523964838
trec-covid-chrono-r3,10000,20,fixed_topL_zero,30,10000,20,0,1,0.9333333333333333,0.9933333333333333,0,0.7310519386046862,0.04609685523964838
trec-covid-chrono-r3,10000,100,balanced_cert,30,10000,42.733333333333334,0,0.9333333333333333,0.9333333333333333,0.98,0,0.7259076168595819,0.09214654227345533
trec-covid-chrono-r3,10000,100,balanced_zero,30,10000,100,0,1,0.9333333333333333,0.9933333333333333,0,0.7310519386046862,0.15183461181314326
trec-covid-chrono-r3,10000,100,blocker_cert,30,10000,42.733333333333334,0,0.9333333333333333,0.9333333333333333,0.98,0,0.7259076168595819,0.09214654227345533
trec-covid-chrono-r3,10000,100,blocker_zero,30,10000,100,0,1,0.9333333333333333,0.9933333333333333,0,0.7310519386046862,0.15183461181314326
trec-covid-chrono-r3,10000,100,fixed_topL_zero,30,10000,100,0,1,0.9333333333333333,0.9933333333333333,0,0.7310519386046862,0.15183461181314326
trec-covid-chrono-r4,128,20,balanced_cert,30,128,5.2,0.13333333333333333,0.26666666666666666,0.26666666666666666,0.5033333333333333,0,0.5011619704116531,0.012657419973406385
trec-covid-chrono-r4,128,20,balanced_zero,30,128,20,0,1,0.3333333333333333,0.6633333333333333,0.03333333333333333,0.7512209111645232,0.03147683616412867
trec-covid-chrono-r4,128,20,blocker_cert,30,128,5.2,0.13333333333333333,0.26666666666666666,0.26666666666666666,0.5033333333333333,0,0.5011619704116531,0.012657419973406385
trec-covid-chrono-r4,128,20,blocker_zero,30,128,20,0,1,0.3333333333333333,0.6633333333333333,0.03333333333333333,0.7512209111645232,0.03147683616412867
trec-covid-chrono-r4,128,20,fixed_topL_zero,30,128,20,0,1,0.3333333333333333,0.6633333333333333,0.03333333333333333,0.7512209111645232,0.03147683616412867
trec-covid-chrono-r4,128,100,balanced_cert,30,128,5.2,0.13333333333333333,0.26666666666666666,0.26666666666666666,0.5033333333333333,0,0.5011619704116531,0.012657419973406385
trec-covid-chrono-r4,128,100,balanced_zero,30,128,100,0,1,0.3333333333333333,0.6633333333333333,0.03333333333333333,0.7512209111645232,0.11204693997972802
trec-covid-chrono-r4,128,100,blocker_cert,30,128,5.2,0.13333333333333333,0.26666666666666666,0.26666666666666666,0.5033333333333333,0,0.5011619704116531,0.012657419973406385
trec-covid-chrono-r4,128,100,blocker_zero,30,128,100,0,1,0.3333333333333333,0.6633333333333333,0.03333333333333333,0.7512209111645232,0.11204693997972802
trec-covid-chrono-r4,128,100,fixed_topL_zero,30,128,100,0,1,0.3333333333333333,0.6633333333333333,0.03333333333333333,0.7512209111645232,0.11204693997972802
trec-covid-chrono-r4,256,20,balanced_cert,30,256,8.733333333333333,0,0.4,0.4,0.6666666666666666,0,0.6273169832813781,0.019888079198179906
trec-covid-chrono-r4,256,20,balanced_zero,30,256,20,0,1,0.5333333333333333,0.79,0.03333333333333333,0.7689855680980833,0.034899395843862285
trec-covid-chrono-r4,256,20,blocker_cert,30,256,8.733333333333333,0,0.4,0.4,0.6666666666666666,0,0.6273169832813781,0.019888079198179906
trec-covid-chrono-r4,256,20,blocker_zero,30,256,20,0,1,0.5333333333333333,0.79,0.03333333333333333,0.7689855680980833,0.034899395843862285
trec-covid-chrono-r4,256,20,fixed_topL_zero,30,256,20,0,1,0.5333333333333333,0.79,0.03333333333333333,0.7689855680980833,0.034899395843862285
trec-covid-chrono-r4,256,100,balanced_cert,30,256,8.733333333333333,0,0.4,0.4,0.6666666666666666,0,0.6273169832813781,0.019888079198179906
trec-covid-chrono-r4,256,100,balanced_zero,30,256,100,0,1,0.5333333333333333,0.79,0.03333333333333333,0.7689855680980833,0.11630912523078814
trec-covid-chrono-r4,256,100,blocker_cert,30,256,8.733333333333333,0,0.4,0.4,0.6666666666666666,0,0.6273169832813781,0.019888079198179906
trec-covid-chrono-r4,256,100,blocker_zero,30,256,100,0,1,0.5333333333333333,0.79,0.03333333333333333,0.7689855680980833,0.11630912523078814
trec-covid-chrono-r4,256,100,fixed_topL_zero,30,256,100,0,1,0.5333333333333333,0.79,0.03333333333333333,0.7689855680980833,0.11630912523078814
trec-covid-chrono-r4,512,20,balanced_cert,30,512,12.166666666666666,0,0.5666666666666667,0.5666666666666667,0.8166666666666667,0,0.7106133696351031,0.025861897607476283
trec-covid-chrono-r4,512,20,balanced_zero,30,512,20,0,1,0.7,0.89,0.03333333333333333,0.7689909331013205,0.03543068755269807
trec-covid-chrono-r4,512,20,blocker_cert,30,512,12.2,0,0.5666666666666667,0.5666666666666667,0.8166666666666667,0,0.7106133696351031,0.025898407282540174
trec-covid-chrono-r4,512,20,blocker_zero,30,512,20,0,1,0.7,0.89,0.03333333333333333,0.7689909331013205,0.03543068755269807
trec-covid-chrono-r4,512,20,fixed_topL_zero,30,512,20,0,1,0.7,0.89,0.03333333333333333,0.7689909331013205,0.03543068755269807
trec-covid-chrono-r4,512,100,balanced_cert,30,512,13.4,0,0.5666666666666667,0.5666666666666667,0.8166666666666667,0,0.7106133696351031,0.027819756044134707
trec-covid-chrono-r4,512,100,balanced_zero,30,512,100,0,1,0.7,0.89,0.03333333333333333,0.7689909331013205,0.12156037966634492
trec-covid-chrono-r4,512,100,blocker_cert,30,512,14.733333333333333,0,0.5666666666666667,0.5666666666666667,0.8166666666666667,0,0.7106133696351031,0.03102747472704955
trec-covid-chrono-r4,512,100,blocker_zero,30,512,100,0,1,0.7,0.89,0.03333333333333333,0.7689909331013205,0.12119814273217193
trec-covid-chrono-r4,512,100,fixed_topL_zero,30,512,100,0,1,0.7,0.89,0.03333333333333333,0.7689909331013205,0.12156037966634492
trec-covid-chrono-r4,1024,20,balanced_cert,30,1024,14.166666666666666,0,0.7333333333333333,0.7333333333333333,0.8866666666666667,0,0.7265792384530075,0.028545763702917403
trec-covid-chrono-r4,1024,20,balanced_zero,30,1024,20,0,1,0.8,0.9366666666666666,0.03333333333333333,0.7629488426828546,0.035062857496038526
trec-covid-chrono-r4,1024,20,blocker_cert,30,1024,14.3,0,0.7666666666666667,0.7666666666666667,0.8933333333333333,0,0.7265792384530075,0.02870215310740706
trec-covid-chrono-r4,1024,20,blocker_zero,30,1024,20,0,1,0.7666666666666667,0.9233333333333333,0.03333333333333333,0.7608281497428895,0.035062857496038526
trec-covid-chrono-r4,1024,20,fixed_topL_zero,30,1024,20,0,1,0.8,0.9366666666666666,0.03333333333333333,0.7629488426828546,0.035062857496038526
trec-covid-chrono-r4,1024,100,balanced_cert,30,1024,20.033333333333335,0,0.7333333333333333,0.7333333333333333,0.8866666666666667,0,0.7265792384530075,0.03950921564087649
trec-covid-chrono-r4,1024,100,balanced_zero,30,1024,100,0,1,0.8,0.9366666666666666,0.03333333333333333,0.7629488426828546,0.1233172663822282
trec-covid-chrono-r4,1024,100,blocker_cert,30,1024,20.7,0,0.7666666666666667,0.7666666666666667,0.8933333333333333,0,0.7265792384530075,0.040362125629488196
trec-covid-chrono-r4,1024,100,blocker_zero,30,1024,100,0,1,0.7666666666666667,0.9233333333333333,0.03333333333333333,0.7608281497428895,0.1234468419251386
trec-covid-chrono-r4,1024,100,fixed_topL_zero,30,1024,100,0,1,0.8,0.9366666666666666,0.03333333333333333,0.7629488426828546,0.1233172663822282
trec-covid-chrono-r4,2048,20,balanced_cert,30,2048,15.3,0,0.7666666666666667,0.7666666666666667,0.92,0,0.7398762882276343,0.030426856866042528
trec-covid-chrono-r4,2048,20,balanced_zero,30,2048,20,0,1,0.8666666666666667,0.9533333333333334,0.03333333333333333,0.7616934285310011,0.034894895253144854
trec-covid-chrono-r4,2048,20,blocker_cert,30,2048,15.633333333333333,0,0.8333333333333334,0.8333333333333334,0.94,0,0.7475548889537502,0.030753679326884387
trec-covid-chrono-r4,2048,20,blocker_zero,30,2048,20,0,1,0.9,0.96,0.03333333333333333,0.7660225955861124,0.034894895253144854
trec-covid-chrono-r4,2048,20,fixed_topL_zero,30,2048,20,0,1,0.8666666666666667,0.9533333333333334,0.03333333333333333,0.7616934285310011,0.034894895253144854
trec-covid-chrono-r4,2048,100,balanced_cert,30,2048,23.766666666666666,0,0.7666666666666667,0.7666666666666667,0.92,0,0.7398762882276343,0.04599815212272712
trec-covid-chrono-r4,2048,100,balanced_zero,30,2048,100,0,1,0.8666666666666667,0.9533333333333334,0.03333333333333333,0.7616934285310011,0.12392049239933306
trec-covid-chrono-r4,2048,100,blocker_cert,30,2048,25.733333333333334,0,0.8333333333333334,0.8333333333333334,0.94,0,0.7475548889537502,0.048800889270356876
trec-covid-chrono-r4,2048,100,blocker_zero,30,2048,100,0,1,0.9,0.96,0.03333333333333333,0.7660225955861124,0.12333877271698586
trec-covid-chrono-r4,2048,100,fixed_topL_zero,30,2048,100,0,1,0.8666666666666667,0.9533333333333334,0.03333333333333333,0.7616934285310011,0.12392049239933306
trec-covid-chrono-r4,4096,20,balanced_cert,30,4096,16.3,0,0.9,0.9,0.9633333333333334,0,0.757355378912018,0.03134585243700854
trec-covid-chrono-r4,4096,20,balanced_zero,30,4096,20,0,1,0.9333333333333333,0.9733333333333334,0.03333333333333333,0.7680095352136035,0.03507032466244523
trec-covid-chrono-r4,4096,20,blocker_cert,30,4096,16.966666666666665,0,0.9333333333333333,0.9333333333333333,0.97,0,0.7617904459165423,0.032204859165411506
trec-covid-chrono-r4,4096,20,blocker_zero,30,4096,20,0,1,0.9333333333333333,0.9733333333333334,0.03333333333333333,0.7680095352136035,0.034993514582533414
trec-covid-chrono-r4,4096,20,fixed_topL_zero,30,4096,20,0,1,0.9333333333333333,0.9733333333333334,0.03333333333333333,0.7680095352136035,0.03507032466244523
trec-covid-chrono-r4,4096,100,balanced_cert,30,4096,30.8,0,0.9,0.9,0.9633333333333334,0,0.757355378912018,0.05592857952569318
trec-covid-chrono-r4,4096,100,balanced_zero,30,4096,100,0,1,0.9333333333333333,0.9733333333333334,0.03333333333333333,0.7680095352136035,0.12357324837973045
trec-covid-chrono-r4,4096,100,blocker_cert,30,4096,33.1,0,0.9333333333333333,0.9333333333333333,0.97,0,0.7617904459165423,0.05934098836411385
trec-covid-chrono-r4,4096,100,blocker_zero,30,4096,100,0,1,0.9333333333333333,0.9733333333333334,0.03333333333333333,0.7680095352136035,0.12361771854539833
trec-covid-chrono-r4,4096,100,fixed_topL_zero,30,4096,100,0,1,0.9333333333333333,0.9733333333333334,0.03333333333333333,0.7680095352136035,0.12357324837973045
trec-covid-chrono-r4,8192,20,balanced_cert,30,8192,17.6,0,0.9333333333333333,0.9333333333333333,0.97,0,0.7617904459165423,0.03297732291117817
trec-covid-chrono-r4,8192,20,balanced_zero,30,8192,20,0,1,0.9333333333333333,0.9866666666666667,0.06666666666666667,0.7664796840848049,0.03510173969075852
trec-covid-chrono-r4,8192,20,blocker_cert,30,8192,17.866666666666667,0,0.9333333333333333,0.9333333333333333,0.97,0,0.7617904459165423,0.03315590663320375
trec-covid-chrono-r4,8192,20,blocker_zero,30,8192,20,0,1,0.9333333333333333,0.9866666666666667,0.06666666666666667,0.7663216907815833,0.03510173969075852
trec-covid-chrono-r4,8192,20,fixed_topL_zero,30,8192,20,0,1,0.9333333333333333,0.9866666666666667,0.06666666666666667,0.7664796840848049,0.03510173969075852
trec-covid-chrono-r4,8192,100,balanced_cert,30,8192,35.63333333333333,0,0.9333333333333333,0.9333333333333333,0.97,0,0.7617904459165423,0.06257329919291595
trec-covid-chrono-r4,8192,100,balanced_zero,30,8192,100,0,1,0.9333333333333333,0.9866666666666667,0.06666666666666667,0.7664796840848049,0.12343984535414419
trec-covid-chrono-r4,8192,100,blocker_cert,30,8192,37.766666666666666,0,0.9333333333333333,0.9333333333333333,0.97,0,0.7617904459165423,0.06418645499957425
trec-covid-chrono-r4,8192,100,blocker_zero,30,8192,100,0,1,0.9333333333333333,0.9866666666666667,0.06666666666666667,0.7663216907815833,0.12343984535414419
trec-covid-chrono-r4,8192,100,fixed_topL_zero,30,8192,100,0,1,0.9333333333333333,0.9866666666666667,0.06666666666666667,0.7664796840848049,0.12343984535414419
trec-covid-chrono-r4,10000,20,balanced_cert,30,10000,17.966666666666665,0,0.9333333333333333,0.9333333333333333,0.97,0,0.7617904459165423,0.03326613591009969
trec-covid-chrono-r4,10000,20,balanced_zero,30,10000,20,0,1,0.9333333333333333,0.9866666666666667,0.06666666666666667,0.7664796840848049,0.03510173969075852
trec-covid-chrono-r4,10000,20,blocker_cert,30,10000,17.966666666666665,0,0.9333333333333333,0.9333333333333333,0.97,0,0.7617904459165423,0.03326613591009969
trec-covid-chrono-r4,10000,20,blocker_zero,30,10000,20,0,1,0.9333333333333333,0.9866666666666667,0.06666666666666667,0.7664796840848049,0.03510173969075852
trec-covid-chrono-r4,10000,20,fixed_topL_zero,30,10000,20,0,1,0.9333333333333333,0.9866666666666667,0.06666666666666667,0.7664796840848049,0.03510173969075852
trec-covid-chrono-r4,10000,100,balanced_cert,30,10000,38.2,0,0.9333333333333333,0.9333333333333333,0.97,0,0.7617904459165423,0.06473939222292927
trec-covid-chrono-r4,10000,100,balanced_zero,30,10000,100,0,1,0.9333333333333333,0.9866666666666667,0.06666666666666667,0.7664796840848049,0.12343984535414419
trec-covid-chrono-r4,10000,100,blocker_cert,30,10000,38.2,0,0.9333333333333333,0.9333333333333333,0.97,0,0.7617904459165423,0.06473939222292927
trec-covid-chrono-r4,10000,100,blocker_zero,30,10000,100,0,1,0.9333333333333333,0.9866666666666667,0.06666666666666667,0.7664796840848049,0.12343984535414419
trec-covid-chrono-r4,10000,100,fixed_topL_zero,30,10000,100,0,1,0.9333333333333333,0.9866666666666667,0.06666666666666667,0.7664796840848049,0.12343984535414419
trec-covid-chrono-r5,128,20,balanced_cert,30,128,5.033333333333333,0.16666666666666666,0.2,0.2,0.47000000000000003,0,0.4893155136426365,0.011771376662971532
trec-covid-chrono-r5,128,20,balanced_zero,30,128,20,0,1,0.36666666666666664,0.5933333333333334,0.03333333333333333,0.7335595480497002,0.02874547546109521
trec-covid-chrono-r5,128,20,blocker_cert,30,128,5.033333333333333,0.16666666666666666,0.2,0.2,0.47000000000000003,0,0.4893155136426365,0.011771376662971532
trec-covid-chrono-r5,128,20,blocker_zero,30,128,20,0,1,0.36666666666666664,0.5933333333333334,0.03333333333333333,0.7335595480497002,0.02874547546109521
trec-covid-chrono-r5,128,20,fixed_topL_zero,30,128,20,0,1,0.36666666666666664,0.5933333333333334,0.03333333333333333,0.7335595480497002,0.02874547546109521
trec-covid-chrono-r5,128,100,balanced_cert,30,128,5.033333333333333,0.16666666666666666,0.2,0.2,0.47000000000000003,0,0.4893155136426365,0.011771376662971532
trec-covid-chrono-r5,128,100,balanced_zero,30,128,100,0,1,0.36666666666666664,0.5933333333333334,0.03333333333333333,0.7335595480497002,0.1002037754678405
trec-covid-chrono-r5,128,100,blocker_cert,30,128,5.033333333333333,0.16666666666666666,0.2,0.2,0.47000000000000003,0,0.4893155136426365,0.011771376662971532
trec-covid-chrono-r5,128,100,blocker_zero,30,128,100,0,1,0.36666666666666664,0.5933333333333334,0.03333333333333333,0.7335595480497002,0.1002037754678405
trec-covid-chrono-r5,128,100,fixed_topL_zero,30,128,100,0,1,0.36666666666666664,0.5933333333333334,0.03333333333333333,0.7335595480497002,0.1002037754678405
trec-covid-chrono-r5,256,20,balanced_cert,30,256,7.833333333333333,0.03333333333333333,0.4,0.4,0.6266666666666667,0,0.6084556414428064,0.016720657128882793
trec-covid-chrono-r5,256,20,balanced_zero,30,256,20,0,1,0.5,0.7433333333333333,0.03333333333333333,0.7721483544070715,0.03082154533686061
trec-covid-chrono-r5,256,20,blocker_cert,30,256,7.833333333333333,0.03333333333333333,0.4,0.4,0.6266666666666667,0,0.6084556414428064,0.016720657128882793
trec-covid-chrono-r5,256,20,blocker_zero,30,256,20,0,1,0.5,0.7433333333333333,0.03333333333333333,0.7721483544070715,0.03082154533686061
trec-covid-chrono-r5,256,20,fixed_topL_zero,30,256,20,0,1,0.5,0.7433333333333333,0.03333333333333333,0.7721483544070715,0.03082154533686061
trec-covid-chrono-r5,256,100,balanced_cert,30,256,7.833333333333333,0.03333333333333333,0.4,0.4,0.6266666666666667,0,0.6084556414428064,0.016720657128882793
trec-covid-chrono-r5,256,100,balanced_zero,30,256,100,0,1,0.5,0.7433333333333333,0.03333333333333333,0.7721483544070715,0.10346349962990553
trec-covid-chrono-r5,256,100,blocker_cert,30,256,7.833333333333333,0.03333333333333333,0.4,0.4,0.6266666666666667,0,0.6084556414428064,0.016720657128882793
trec-covid-chrono-r5,256,100,blocker_zero,30,256,100,0,1,0.5,0.7433333333333333,0.03333333333333333,0.7721483544070715,0.10346349962990553
trec-covid-chrono-r5,256,100,fixed_topL_zero,30,256,100,0,1,0.5,0.7433333333333333,0.03333333333333333,0.7721483544070715,0.10346349962990553
trec-covid-chrono-r5,512,20,balanced_cert,30,512,11.133333333333333,0,0.5,0.5,0.7433333333333333,0,0.6821151784446193,0.022388953974086728
trec-covid-chrono-r5,512,20,balanced_zero,30,512,20,0,1,0.6666666666666666,0.8466666666666667,0.03333333333333333,0.7783199492762698,0.032032120156099145
trec-covid-chrono-r5,512,20,blocker_cert,30,512,11.2,0,0.5,0.5,0.7466666666666667,0,0.684560642514598,0.02249371449269241
trec-covid-chrono-r5,512,20,blocker_zero,30,512,20,0,1,0.6666666666666666,0.8466666666666667,0.03333333333333333,0.7783199492762698,0.032082855823273165
trec-covid-chrono-r5,512,20,fixed_topL_zero,30,512,20,0,1,0.6666666666666666,0.8466666666666667,0.03333333333333333,0.7783199492762698,0.032032120156099145
trec-covid-chrono-r5,512,100,balanced_cert,30,512,11.933333333333334,0,0.5,0.5,0.7433333333333333,0,0.6821151784446193,0.02376192632143985
trec-covid-chrono-r5,512,100,balanced_zero,30,512,100,0,1,0.6666666666666666,0.8466666666666667,0.03333333333333333,0.7783199492762698,0.10806462252070285
trec-covid-chrono-r5,512,100,blocker_cert,30,512,12.2,0,0.5,0.5,0.7466666666666667,0,0.684560642514598,0.024280546960693386
trec-covid-chrono-r5,512,100,blocker_zero,30,512,100,0,1,0.6666666666666666,0.8466666666666667,0.03333333333333333,0.7783199492762698,0.10787648822414551
trec-covid-chrono-r5,512,100,fixed_topL_zero,30,512,100,0,1,0.6666666666666666,0.8466666666666667,0.03333333333333333,0.7783199492762698,0.10806462252070285
trec-covid-chrono-r5,1024,20,balanced_cert,30,1024,13.866666666666667,0,0.6666666666666666,0.6666666666666666,0.86,0,0.7433215116774787,0.025997420747014496
trec-covid-chrono-r5,1024,20,balanced_zero,30,1024,20,0,1,0.8,0.92,0.03333333333333333,0.7769977559878427,0.03186142803158369
trec-covid-chrono-r5,1024,20,blocker_cert,30,1024,14.033333333333333,0,0.7,0.7,0.8766666666666667,0,0.7501585074197622,0.026310424345172254
trec-covid-chrono-r5,1024,20,blocker_zero,30,1024,20,0,1,0.8,0.92,0.03333333333333333,0.7769977559878427,0.03182443210113604
trec-covid-chrono-r5,1024,20,fixed_topL_zero,30,1024,20,0,1,0.8,0.92,0.03333333333333333,0.7769977559878427,0.03186142803158369
trec-covid-chrono-r5,1024,100,balanced_cert,30,1024,18.166666666666668,0,0.6666666666666666,0.6666666666666666,0.86,0,0.7433215116774787,0.0330984463595871
trec-covid-chrono-r5,1024,100,balanced_zero,30,1024,100,0,1,0.8,0.92,0.03333333333333333,0.7769977559878427,0.10897577199168627
trec-covid-chrono-r5,1024,100,blocker_cert,30,1024,18.766666666666666,0,0.7,0.7,0.8766666666666667,0,0.7501585074197622,0.03396963827696572
trec-covid-chrono-r5,1024,100,blocker_zero,30,1024,100,0,1,0.8,0.92,0.03333333333333333,0.7769977559878427,0.10989893336514635
trec-covid-chrono-r5,1024,100,fixed_topL_zero,30,1024,100,0,1,0.8,0.92,0.03333333333333333,0.7769977559878427,0.10897577199168627
